"hunt_code","species","hunt_name","hunt_type","weapon","sex_type","permits_total","hunters","harvest","percent_success","avg_days","satisfaction","year","prediction_year","source_file"
"RS6704","Rocky Mountain Bighorn Sheep","","","","","6","2.3","6.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6704","Rocky Mountain Bighorn Sheep","Box Elder, Newfoundland Mtn","OIAL","Any Legal Weapon","Male Only","4","4.0","4.0","100.0","2.5","5.0","2025","2026","harvest_2025.csv"
"RS6708","Rocky Mountain Bighorn Sheep","North Slope, Three Corners","OIAL","Any Legal Weapon","Male Only","3","3.0","3.0","100.0","21.0","5.0","2025","2026","harvest_2025.csv"
"RS6708","Rocky Mountain Bighorn Sheep","","","","","2","18.5","2.0","18.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6709","Rocky Mountain Bighorn Sheep","North Slope, Summit/West Daggett","OIAL","Any Legal Weapon","Male Only","4","4.0","4.0","100.0","15.8","4.8","2025","2026","harvest_2025.csv"
"RS6709","Rocky Mountain Bighorn Sheep","","","","","3","16.3","3.0","8.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6712","Rocky Mountain Bighorn Sheep","","","","","6","6.3","5.0","11.0","83.3","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6712","Rocky Mountain Bighorn Sheep","Nine Mile, Gray Canyon","OIAL","Any Legal Weapon","Male Only","6","5.0","5.0","100.0","7.8","4.2","2025","2026","harvest_2025.csv"
"RS6713","Rocky Mountain Bighorn Sheep","","","","","4","6.3","4.0","8.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6713","Rocky Mountain Bighorn Sheep","Nine Mile, Jack Creek","OIAL","Any Legal Weapon","Male Only","4","4.0","4.0","100.0","4.7","5.0","2025","2026","harvest_2025.csv"
"RS6720","Rocky Mountain Bighorn Sheep","","","","","4","1.3","4.0","21.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6720","Rocky Mountain Bighorn Sheep","Fillmore, Oak Creek","OIAL","Any Legal Weapon","Male Only","4","4.0","4.0","100.0","1.3","4.5","2025","2026","harvest_2025.csv"
"RS6721","Rocky Mountain Bighorn Sheep","Oquirrh-Stansbury, West","OIAL","Any Legal Weapon","Male Only","3","3.0","3.0","100.0","6.0","4.0","2025","2026","harvest_2025.csv"
"RS6721","Rocky Mountain Bighorn Sheep","","","","","4","10.0","4.0","17.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6722","Rocky Mountain Bighorn Sheep","Box Elder, Newfoundland Mtn","OIAL","Archery","Male Only","3","3.0","2.0","66.7","14.0","4.0","2025","2026","harvest_2025.csv"
"RS6722","Rocky Mountain Bighorn Sheep","","","","","3","8.0","3.0","1.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6724","Rocky Mountain Bighorn Sheep","","","","","2","20.0","2.0","194.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6724","Rocky Mountain Bighorn Sheep","Wasatch Mtns, West","OIAL","Any Legal Weapon","Male Only","2","1.0","1.0","100.0","7.5","5.0","2025","2026","harvest_2025.csv"
"RS6725","Rocky Mountain Bighorn Sheep","Nebo","OIAL","Any Legal Weapon","Male Only","2","2.0","2.0","100.0","9.5","3.5","2025","2026","harvest_2025.csv"
"RS6725","Rocky Mountain Bighorn Sheep","","","","","2","9.5","2.0","11.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6726","Rocky Mountain Bighorn Sheep","","","","","5","1.6","5.0","21.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6726","Rocky Mountain Bighorn Sheep","Fillmore, Oak Creek","OIAL","Any Legal Weapon","Male Only","6","6.0","6.0","100.0","2.3","5.0","2025","2026","harvest_2025.csv"
"RS6727","Rocky Mountain Bighorn Sheep","","","","","2","4.5","2.0","21.0","100.0","","2024","2025","harvest-metrics-2024-bg-report.csv"
"RS6727","Rocky Mountain Bighorn Sheep","Fillmore, Oak Creek","OIAL","Archery","Male Only","2","2.0","2.0","100.0","2.5","4.0","2025","2026","harvest_2025.csv"
