snapshot_utc,source_url,endpoint_species,endpoint_gender,hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,live_res,live_nr,live_total
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,Bison,Hunters Choice,BI6534,"Book Cliffs, Bitter Creek",Bison,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Sept 20 2026,10,0,10
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,Bison,Hunters Choice,BI6535,"Book Cliffs, Bitter Creek",Bison,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Oct 03 2026 - Oct 15 2026,8,0,8
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,Bison,Hunters Choice,BI6537,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,Nov 07 2026 - Jan 31 2027,8,7,15
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,Bison,Hunters Choice,BI6538,"Nine Mile, Private Lands Only",Bison,Hunters Choice,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026 | Harvest survey due by Feb 15, 2026 Visit: http://wildlife.utah.gov/harvest to submit your survey",0,0,0
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,Visit wildlife.utah.gov/bearharvest for units & closures. You are required to complete the annual bear orientation course & carry proof while hunting bear. Visit wildlife.utah.gov/bear for details.,0,0,0
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",0,0,0
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1008,Book Cliffs,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",26,2,28
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1009,La Sal,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,15
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1010,San Juan,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,15
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1011,Book Cliffs,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",26,2,28
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1012,La Sal,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,15
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1013,San Juan,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,15
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1015,Book Cliffs,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1016,San Juan,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1017,La Sal,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",0,0,0
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7000,Beaver,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",9,1,10
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7001,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",49,5,54
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7003,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",17,2,19
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7004,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",18,0,20
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7005,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,7
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7007,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",1,0,1
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7009,Mt Dutton,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",4,0,4
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7010,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",9,0,9
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7011,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",4,0,4
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7012,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",20,2,22
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7013,Fishlake/Thousand Lakes,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,7
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7014,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",35,3,38
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7015,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,7
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7016,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",36,4,40
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7017,Cache/Ogden,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",2,0,2
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7018,"Kamas/North Slope, Summit",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",5,0,5
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7020,Monroe,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",1,0,1
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7021,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",2,0,2
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7022,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",40,3,43
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7100,Beaver,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",9,1,10
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7101,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",14,1,15
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7102,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,5
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7104,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",17,1,18
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7105,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",18,2,20
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7106,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",8,0,8
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7109,Mt Dutton,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",3,0,3
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7110,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",18,2,20
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7111,"North Slope, Three Corners/West Daggett",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",1,0,1
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7112,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,5
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7113,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",3,0,3
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7114,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",13,1,14
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7115,Fishlake/Thousand Lakes,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",7,0,7
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7116,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",22,2,24
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7117,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,5
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7118,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,5
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7119,"Wasatch Mtns, Avintaquin/Currant Creek",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",5,0,5
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7120,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",22,1,23
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7121,Cache/Ogden,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",4,0,4
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7122,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",7,0,7
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7123,"Kamas/North Slope, Summit",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",6,0,6
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7124,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",2,0,2
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7125,Monroe,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",1,0,1
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7126,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",6,0,6
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7127,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",25,2,27
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7200,Beaver,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,1,10
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7201,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 14, 2026 & Oct. 2 - Nov. 8, 2026",18,2,20
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7203,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",10,1,11
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7204,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",18,2,20
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7205,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",5,0,5
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7207,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",1,0,1
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7210,Mt Dutton,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",3,0,3
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7211,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",26,3,29
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7212,"North Slope, Three Corners/West Daggett",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",2,0,2
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7213,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,0,9
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7214,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",4,0,4
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7215,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,1,10
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7216,Fishlake/Thousand Lakes,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",5,0,5
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7217,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",6,0,6
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7218,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",7,0,7
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7219,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",4,0,4
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7220,"Wasatch Mtns, Avintaquin/Currant Creek",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,0,9
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7221,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",18,2,20
2026-05-26T21:55:39+00:00,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,Black Bear,Either Sex,BR7224,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",14,1,15
