hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
The Rose of Snowville CWMU,PD1048,509,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1048,509,Doe,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,2,0,2,FULL_SPLIT,2026 PRONGHORN DOE CWMU.xlsx,4
Zane CWMU,PD1049,537,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1049,537,Doe,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,FULL_SPLIT,2026 PRONGHORN DOE CWMU.xlsx,5
Cottonwood Ridge CWMU,PD1050,824,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1050,824,Doe,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,FULL_SPLIT,2026 PRONGHORN DOE CWMU.xlsx,6
Pahvant Ensign CWMU,PD1051,826,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1051,826,Doe,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,FULL_SPLIT,2026 PRONGHORN DOE CWMU.xlsx,7
Heist CWMU,PD1052,201,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1052,201,Doe,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,FULL_SPLIT,2026 PRONGHORN DOE CWMU.xlsx,8
Green River Flat CWMU,PD1053,918,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1053,918,Doe,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,FULL_SPLIT,2026 PRONGHORN DOE CWMU.xlsx,9
Parker Mtn,PD1054,703,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1054,703,Doe,Pronghorn,Archery,General Season,Aug 29 2026 - Sept 11 2026,27,3,30,FULL_SPLIT,2026 PRONGHORN DOE GENERAL SEASON.xlsx,10
Parker Mtn,PD1055,703,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1055,703,Doe,Pronghorn,Muzzleloader,General Season,Oct 29 2026 - Nov 08 2026,31,4,35,FULL_SPLIT,2026 PRONGHORN DOE GENERAL SEASON.xlsx,11
Parker Mtn,PD1056,703,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1056,703,Doe,Pronghorn,Any Legal Weapon,General Season,Dec 12 2026 - Dec 20 2026,36,4,40,FULL_SPLIT,2026 PRONGHORN DOE GENERAL SEASON.xlsx,12
"Parker Mtn, Highlands",PD1057,873,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1057,873,Doe,Pronghorn,Any Legal Weapon,General Season,Oct 08 2026 - Oct 16 2026,31,4,35,FULL_SPLIT,2026 PRONGHORN DOE GENERAL SEASON.xlsx,13
"Parker Mtn, Highlands",PD1058,873,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1058,873,Doe,Pronghorn,Any Legal Weapon,General Season,Nov 21 2026 - Nov 29 2026,36,4,40,FULL_SPLIT,2026 PRONGHORN DOE GENERAL SEASON.xlsx,14
"Parker Mtn, Plains",PD1059,940,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1059,940,Doe,Pronghorn,Any Legal Weapon,General Season,Oct 08 2026 - Oct 16 2026,27,3,30,FULL_SPLIT,2026 PRONGHORN DOE GENERAL SEASON.xlsx,15
"Parker Mtn, Plains",PD1060,940,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PD1060,940,Doe,Pronghorn,Any Legal Weapon,General Season,Nov 21 2026 - Nov 29 2026,36,4,40,FULL_SPLIT,2026 PRONGHORN DOE GENERAL SEASON.xlsx,16
