hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
"Pine Valley, Beaver Dam",DS6605,305,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6605,305,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",,,,NO_PUBLISHED_NUMERIC_PERMIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,12
"San Juan, Lockhart",DS6606,187,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6606,187,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,2,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,13
"San Juan, South",DS6607,190,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6607,190,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,2,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,14
"San Rafael, Dirty Devil",DS6608,193,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6608,193,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,1,4,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,15
"San Rafael, North",DS6609,194,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6609,194,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,8,0,8,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,16
"San Rafael, South",DS6610,195,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6610,195,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,10,2,12,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,17
Zion,DS6611,635,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6611,635,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,3,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,18
"Pine Valley, Virgin River",DS6620,306,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6620,306,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Dec 25 2026,3,0,3,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,19
"Pine Valley, Beaver Dam",DS6621,305,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6621,305,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Dec 25 2026,2,0,2,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,20
"San Juan, North",DS6622,308,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6622,308,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,3,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,21
"San Juan, San Juan River",DS6623,309,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6623,309,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,2,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,22
"San Rafael, Dirty Devil",DS6624,193,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6624,193,Male Only,Desert Bighorn Sheep,Archery,Once-in-a-lifetime,Nov 11 2026 - Dec 17 2026,2,0,2,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,23
Mineral Mtns,DS6625,10003,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6625,10003,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,4,0,4,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,24
"Escalante, East",DS6626,933,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6626,933,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,5,2,7,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,25
"Escalante, West",DS6627,934,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DS6627,934,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,3,FULL_SPLIT,2026 DESERT BIGHORN SHEEP RAM O.I.L.xlsx,26
