current_hunt_code,database_match_status,database_boundary_id,database_species,database_hunt_name,database_sex_type,database_hunt_type,database_weapon,evidence_record_count,source_row_count,evidence_domains,source_datasets,reported_years,model_target_years,possible_fill_fields,review_statuses
EA1145,CURRENT_CODE_MATCH,531,Elk,Johnson Mountain Ranch CWMU,Antlerless,CWMU,Any Legal Weapon,41,380,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1146,CURRENT_CODE_MATCH,734,Elk,Jump Creek CWMU,Antlerless,CWMU,Any Legal Weapon,42,369,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1147,CURRENT_CODE_MATCH,484,Elk,Little Red Creek CWMU,Antlerless,CWMU,Any Legal Weapon,41,377,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1149,CURRENT_CODE_MATCH,551,Elk,Minnie Maud Ridge CWMU,Antlerless,CWMU,Any Legal Weapon,42,360,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1151,CURRENT_CODE_MATCH,485,Elk,Moon Ranch CWMU,Antlerless,CWMU,Any Legal Weapon,41,344,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1153,CURRENT_CODE_MATCH,535,Elk,Old Woman Plateau CWMU,Antlerless,CWMU,Any Legal Weapon,42,369,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1155,MISSING_FROM_DATABASE,,,,,,,17,48,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2021 | 2022 | 2023,2022 | 2023 | 2024,,CROSSWALK_REQUIRED
EA1156,CURRENT_CODE_MATCH,542,Elk,Preston Nutter Ranch CWMU,Antlerless,CWMU,Any Legal Weapon,41,371,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1157,CURRENT_CODE_MATCH,548,Elk,Redd Ranches CWMU,Antlerless,CWMU,Any Legal Weapon,42,363,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1158,CURRENT_CODE_MATCH,517,Elk,Cactus Ranch LLC CWMU,Antlerless,CWMU,Any Legal Weapon,41,356,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1159,CURRENT_CODE_MATCH,543,Elk,Roan Cliffs CWMU,Antlerless,CWMU,Any Legal Weapon,42,372,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1160,CURRENT_CODE_MATCH,740,Elk,Sand Creek CWMU,Antlerless,CWMU,Any Legal Weapon,41,369,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1161,CURRENT_CODE_MATCH,539,Elk,Scofield Canyons CWMU,Antlerless,CWMU,Any Legal Weapon,41,372,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1162,CURRENT_CODE_MATCH,540,Elk,Scofield East CWMU,Antlerless,CWMU,Any Legal Weapon,41,357,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1163,CURRENT_CODE_MATCH,541,Elk,Scofield West CWMU,Antlerless,CWMU,Any Legal Weapon,42,358,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1164,CURRENT_CODE_MATCH,576,Elk,SJ Ranch CWMU,Antlerless,CWMU,Any Legal Weapon,42,312,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1165,CURRENT_CODE_MATCH,578,Elk,Skull Crack CWMU,Antlerless,CWMU,Any Legal Weapon,41,387,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1166,CURRENT_CODE_MATCH,552,Elk,Soldier Summit CWMU,Antlerless,CWMU,Any Legal Weapon,42,373,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1167,CURRENT_CODE_MATCH,491,Elk,South Canyon CWMU,Antlerless,CWMU,Any Legal Weapon,42,361,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1168,CURRENT_CODE_MATCH,546,Elk,Spring Creek/Dodge CWMU,Antlerless,CWMU,Any Legal Weapon,42,343,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1170,CURRENT_CODE_MATCH,562,Elk,Strawberry Ridge CWMU,Antlerless,CWMU,Any Legal Weapon,42,367,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1171,CURRENT_CODE_MATCH,547,Elk,Summit Point CWMU,Antlerless,CWMU,Any Legal Weapon,34,305,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1172,CURRENT_CODE_MATCH,553,Elk,Three C CWMU,Antlerless,CWMU,Any Legal Weapon,42,376,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1174,CURRENT_CODE_MATCH,521,Elk,Two Bear CWMU,Antlerless,CWMU,Any Legal Weapon,42,361,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1175,CURRENT_CODE_MATCH,586,Elk,Wallsburg CWMU,Antlerless,CWMU,Any Legal Weapon,42,352,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1176,CURRENT_CODE_MATCH,524,Elk,Weber Florence Creek CWMU,Antlerless,CWMU,Any Legal Weapon,28,114,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
EA1177,CURRENT_CODE_MATCH,571,Elk,Woodruff Creek South CWMU,Antlerless,CWMU,Any Legal Weapon,36,336,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025 | 2026,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1180,CURRENT_CODE_MATCH,684,Elk,La Sal (Conservation),Antlerless,Conservation,Any Legal Weapon,16,89,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | point_ladder,current_to_historical_hunt_code_crosswalk_2026 | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permit_allotment_2026_total | permits_2025_draw_total | permits_2025_total | permits_2026_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1186,MISSING_FROM_DATABASE,,,,,,,19,102,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2021 | 2022 | 2023,2022 | 2023,,CROSSWALK_REQUIRED
EA1187,CURRENT_CODE_MATCH,838,Elk,"Paunsaugunt, Hatch Bench",Antlerless,General Season,Any Legal Weapon,42,295,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1189,CURRENT_CODE_MATCH,448,Elk,"Wasatch Mtns, West-Central",Antlerless,General Season,Muzzleloader,41,365,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1190,MISSING_FROM_DATABASE,,,,,,,10,32,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2021 | 2022,2022,,CROSSWALK_REQUIRED
EA1192,CURRENT_CODE_MATCH,826,Elk,Pahvant Ensign CWMU,Antlerless,CWMU,Any Legal Weapon,41,347,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1193,CURRENT_CODE_MATCH,38,Elk,"Cache, Rich",Antlerless,General Season,Any Legal Weapon,42,373,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1194,MISSING_FROM_DATABASE,,,,,,,17,45,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2021 | 2022 | 2023,2022 | 2023 | 2024,,CROSSWALK_REQUIRED
EA1196,CURRENT_CODE_MATCH,138,Elk,"North Slope, Summit",Antlerless,General Season,Any Legal Weapon,41,379,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
EA1198,CURRENT_CODE_MATCH,575,Elk,Bear Springs CWMU,Antlerless,CWMU,Any Legal Weapon,41,289,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
