current_hunt_code,database_match_status,database_boundary_id,database_species,database_hunt_name,database_sex_type,database_hunt_type,database_weapon,evidence_record_count,source_row_count,evidence_domains,source_datasets,reported_years,model_target_years,possible_fill_fields,review_statuses
PD1013,MISSING_FROM_DATABASE,,,,,,,4,22,coverage | draw_results,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | predictive_coverage_report,2022,,,CROSSWALK_REQUIRED
PD1014,MISSING_FROM_DATABASE,,,,,,,12,61,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023 | 2024,2023 | 2025,,CROSSWALK_REQUIRED
PD1016,CURRENT_CODE_MATCH,537,Pronghorn,Zane CWMU,Doe,CWMU,Any Legal Weapon,28,67,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025 | 2026,2023 | 2024 | 2025 | 2026,permit_allotment_2026_total | permits_2026_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1017,CURRENT_CODE_MATCH,755,Pronghorn,"Box Elder, West",Doe,General Season,Any Legal Weapon,36,330,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1018,MISSING_FROM_DATABASE,,,,,,,7,37,coverage | draw_results,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | predictive_coverage_report,2022,,,CROSSWALK_REQUIRED
PD1022,MISSING_FROM_DATABASE,,,,,,,10,47,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023,,CROSSWALK_REQUIRED
PD1023,MISSING_FROM_DATABASE,,,,,,,4,22,coverage | draw_results,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | predictive_coverage_report,2022,,,CROSSWALK_REQUIRED
PD1024,MISSING_FROM_DATABASE,,,,,,,10,59,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023,,CROSSWALK_REQUIRED
PD1025,CURRENT_CODE_MATCH,824,Pronghorn,Cottonwood Ridge CWMU,Doe,CWMU,Any Legal Weapon,28,79,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025 | 2026,2023 | 2024 | 2025 | 2026,permit_allotment_2026_total | permits_2026_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1026,CURRENT_CODE_MATCH,826,Pronghorn,Pahvant Ensign CWMU,Doe,CWMU,Any Legal Weapon,28,85,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025 | 2026,2023 | 2024 | 2025 | 2026,permit_allotment_2026_total | permits_2026_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1027,MISSING_FROM_DATABASE,,,,,,,7,31,coverage | draw_results,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | predictive_coverage_report,2022,,,CROSSWALK_REQUIRED
PD1030,MISSING_FROM_DATABASE,,,,,,,16,74,coverage | draw_results | harvest | harvest_truth,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023,,CROSSWALK_REQUIRED
PD1031,CURRENT_CODE_MATCH,558,Pronghorn,Westlake CWMU,Doe,CWMU,Any Legal Weapon,36,351,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025 | 2026,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1032,CURRENT_CODE_MATCH,581,Pronghorn,Antelope Creek CWMU,Doe,CWMU,Any Legal Weapon,23,75,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2026,2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PD1033,CURRENT_CODE_MATCH,110,Pronghorn,"San Rafael, Poison Springs Bench",Doe,General Season,Any Legal Weapon,35,314,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2025,2023 | 2024 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1034,CURRENT_CODE_MATCH,81,Pronghorn,"Fillmore, Oak Creek South",Doe,General Season,Any Legal Weapon,36,333,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1035,CURRENT_CODE_MATCH,81,Pronghorn,"Fillmore, Oak Creek South",Doe,General Season,Any Legal Weapon,36,342,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1036,MISSING_FROM_DATABASE,,,,,,,7,37,coverage | draw_results,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | predictive_coverage_report,2022,,,CROSSWALK_REQUIRED
PD1037,MISSING_FROM_DATABASE,,,,,,,20,89,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023 | 2024,,CROSSWALK_REQUIRED
PD1038,MISSING_FROM_DATABASE,,,,,,,20,74,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023,2023 | 2024,,CROSSWALK_REQUIRED
PD1039,MISSING_FROM_DATABASE,,,,,,,8,41,comparison | coverage | draw_results,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | hunt_code_comparison_2025_to_2026 | predictive_coverage_report,2022,,,CROSSWALK_REQUIRED
PD1041,MISSING_FROM_DATABASE,,,,,,,20,56,comparison | coverage | draw_results | harvest | harvest_truth,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | predictive_coverage_report,2022 | 2023 | 2024 | 2025,2023 | 2024 | 2025 | 2026,,CROSSWALK_REQUIRED
PD1042,MISSING_FROM_DATABASE,,,,,,,7,46,coverage | draw_results,draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | predictive_coverage_report,2022,,,CROSSWALK_REQUIRED
PD1043,CURRENT_CODE_MATCH,882,Pronghorn,"Nine Mile, Anthro-Pleasant Valley",Doe,General Season,Any Legal Weapon,35,374,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2025,2023 | 2024 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1044,CURRENT_CODE_MATCH,895,Pronghorn,Vernal-Ouray Valley,Doe,General Season,Any Legal Weapon,30,354,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1045,CURRENT_CODE_MATCH,509,Pronghorn,The Rose of Snowville CWMU,Doe,CWMU,Any Legal Weapon,15,15,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2025 | 2026,2024 | 2026,,COMPARISON_EVIDENCE
PD1046,CURRENT_CODE_MATCH,918,Pronghorn,Green River Flat CWMU,Doe,CWMU,Any Legal Weapon,16,16,comparison | coverage | draw_results | harvest | harvest_truth | point_ladder | prediction,complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_system_coverage_report | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2023 | 2024 | 2025 | 2026,2024 | 2025 | 2026,,COMPARISON_EVIDENCE
PD1047,CURRENT_CODE_MATCH,581,Pronghorn,Antelope Creek CWMU,Doe,CWMU,Any Legal Weapon,26,249,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1048,CURRENT_CODE_MATCH,509,Pronghorn,The Rose of Snowville CWMU,Doe,CWMU,Any Legal Weapon,26,249,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1049,CURRENT_CODE_MATCH,537,Pronghorn,Zane CWMU,Doe,CWMU,Any Legal Weapon,26,249,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1050,CURRENT_CODE_MATCH,824,Pronghorn,Cottonwood Ridge CWMU,Doe,CWMU,Any Legal Weapon,26,249,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1051,CURRENT_CODE_MATCH,826,Pronghorn,Pahvant Ensign CWMU,Doe,CWMU,Any Legal Weapon,26,249,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
PD1052,CURRENT_CODE_MATCH,201,Pronghorn,Heist CWMU,Doe,CWMU,Any Legal Weapon,26,249,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | dwr_2025_draw_result_permit_comparison | harvest_master | harvest_quality_features_all_years_by_hunt_code | harvest_quality_features_by_hunt_code_2025_for_2026 | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
