data_year,record_type,dataset_family,hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,permits_reported,bull_harvest,cow_harvest,calf_harvest,antlerless_harvest,total_harvest,hunters_afield,mean_days_hunted,success_rate_percent,source_file,source_page,source_row,table_title
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1010,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,,18,,3,0,,3,18,8.1,14.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,12,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1193,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,,19,,4,2,,6,14,4.7,46.2,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,13,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1011,"Cache, Richards Hollow",Elk,Antlerless,Any Legal Weapon,General Season,,20,,10,3,,13,19,5,68.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,14,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1012,"Cache, Richmond Hyde Park",Elk,Antlerless,Any Legal Weapon,General Season,,10,,1,0,,1,5,8.6,20,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,15,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1206,"Cache, Richmond Hyde Park",Elk,Antlerless,Any Legal Weapon,General Season,,10,,4,0,,4,9,7.5,50,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,16,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1026,Chalk Creek,Elk,Antlerless,Any Legal Weapon,General Season,,340,,67,4,,71,245,6.8,28.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,17,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1089,Diamond Mtn,Elk,Antlerless,Any Legal Weapon,General Season,,48,,8,3,,11,43,3.7,26.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,18,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1090,Diamond Mtn,Elk,Antlerless,Any Legal Weapon,General Season,,48,,14,0,,14,46,3.2,31.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,19,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1236,East Canyon,Elk,Antlerless,Any Legal Weapon,General Season,,296,,76,9,,85,250,5.6,34.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,20,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1209,"Fillmore, Oak Creek LE",Elk,Antlerless,Any Legal Weapon,General Season,,49,,11,4,,15,44,9.4,34.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,21,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1030,"Fillmore, Pahvant",Elk,Antlerless,Any Legal Weapon,General Season,,49,,14,1,,15,45,4.4,33.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,22,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1031,"Fillmore, Pahvant",Elk,Antlerless,Any Legal Weapon,General Season,,49,,17,3,,20,41,9.3,48.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,23,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1078,Fishlake/Thousand Lakes,Elk,Antlerless,Any Legal Weapon,General Season,,133,,39,7,,46,129,5.5,35.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,24,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1079,Fishlake/Thousand Lakes East,Elk,Antlerless,Any Legal Weapon,General Season,,48,,28,1,,29,46,3.7,63,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,25,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1080,Fishlake/Thousand Lakes West,Elk,Antlerless,Any Legal Weapon,General Season,,28,,21,2,,23,27,3.9,84.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,26,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1033,Kamas,Elk,Antlerless,Any Legal Weapon,General Season,,124,,24,1,,25,107,6.2,23.8,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,27,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA2033,Kamas,Elk,Antlerless,Any Legal Weapon,General Season,,100,,1,0,,1,64,6.4,1.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,28,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1035,"Kamas, Oakley",Elk,Antlerless,Any Legal Weapon,General Season,,124,,13,4,,17,102,6.4,16.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,29,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1037,"La Sal, Dolores Triangle",Elk,Antlerless,Any Legal Weapon,General Season,,47,,16,2,,18,40,3.8,45.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,30,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1038,"La Sal, La Sal Mtns",Elk,Antlerless,Any Legal Weapon,General Season,,296,,45,9,,54,270,5.5,20,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,31,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1039,"La Sal, La Sal Mtns",Elk,Antlerless,Any Legal Weapon,General Season,,246,,20,5,,25,201,7.2,12.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,32,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1237,"La Sal, La Sal Mtns, North",Elk,Antlerless,Any Legal Weapon,General Season,,148,,31,4,,35,120,6.2,29,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,33,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1013,"Manti, Central",Elk,Antlerless,Any Legal Weapon,General Season,,60,,21,4,,25,59,4.7,43.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,34,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1015,"Manti, Ferron Canyon",Elk,Antlerless,Any Legal Weapon,General Season,,58,,17,3,,20,56,4.9,35.2,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,35,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1018,"Manti, Horn Mtn",Elk,Antlerless,Any Legal Weapon,General Season,,49,,24,6,,30,48,4.7,61.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,36,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1020,"Manti, Mohrland-Stump Flat",Elk,Antlerless,Any Legal Weapon,General Season,,88,,43,10,,53,78,6.8,68.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,37,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1022,"Manti, North",Elk,Antlerless,Any Legal Weapon,General Season,,271,,65,6,,71,258,4.3,27.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,38,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1023,"Manti, South",Elk,Antlerless,Any Legal Weapon,General Season,,97,,28,6,,34,90,4.5,38.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,39,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1024,"Manti, South",Elk,Antlerless,Any Legal Weapon,General Season,,98,,61,7,,68,94,5.7,72.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,40,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1025,"Manti, West",Elk,Antlerless,Any Legal Weapon,General Season,,109,,35,7,,42,87,8.3,48.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,41,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1040,"Monroe, Koosharem Valley",Elk,Antlerless,Any Legal Weapon,General Season,,6,,1,0,,1,4,2.5,25,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,1,42,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1228,Morgan-South Rich,Elk,Antlerless,Any Legal Weapon,General Season,,98,,10,2,,12,78,2.9,14.7,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,43,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1229,Morgan-South Rich,Elk,Antlerless,Any Legal Weapon,General Season,,174,,81,4,,85,159,3.5,53.6,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,44,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1044,"Morgan-South Rich, South Rich",Elk,Antlerless,Any Legal Weapon,General Season,,35,,8,3,,11,24,3.2,47.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,45,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1049,"Mt Dutton, Deep Creek",Elk,Antlerless,Any Legal Weapon,General Season,,72,,14,3,,17,60,4.6,28.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,46,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1021,Nebo,Elk,Antlerless,Any Legal Weapon,General Season,,197,,59,9,,68,185,4.1,37.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,47,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1208,Nebo,Elk,Antlerless,Any Legal Weapon,General Season,,219,,92,4,,96,199,6.3,48.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,48,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1207,"Nebo, Moroni Hills",Elk,Antlerless,Any Legal Weapon,General Season,,10,,2,0,,2,8,4.1,25,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,49,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1226,"Nebo, Moroni Hills",Elk,Antlerless,Any Legal Weapon,General Season,,9,,0,1,,1,8,4.1,12.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,50,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1239,"Nine Mile, Range Creek",Elk,Antlerless,Any Legal Weapon,General Season,,29,,10,0,,10,23,5.7,42.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,51,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1240,"Nine Mile, Range Creek",Elk,Antlerless,Any Legal Weapon,General Season,,119,,37,1,,38,100,7.1,38.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,52,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1054,"Nine Mile, West Anthro",Elk,Antlerless,Any Legal Weapon,General Season,,50,,19,4,,23,44,3.6,52.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,53,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1056,"North Slope, Greendale",Elk,Antlerless,Any Legal Weapon,General Season,,5,,0,0,,0,5,13,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,54,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1058,"North Slope, Henry's Fork-Burnt Fork",Elk,Antlerless,Any Legal Weapon,General Season,,149,,30,7,,37,120,6,30.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,55,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1196,"North Slope, Summit",Elk,Antlerless,Any Legal Weapon,General Season,,74,,8,1,,9,70,5.5,12.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,56,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1250,"North Slope, West Daggett",Elk,Antlerless,Any Legal Weapon,General Season,,30,,7,0,,7,29,6,25,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,57,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1063,Ogden,Elk,Antlerless,Any Legal Weapon,General Season,,73,,8,2,,10,62,7.3,16.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,58,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1064,Ogden,Elk,Antlerless,Any Legal Weapon,General Season,,50,,9,0,,9,40,5.1,23.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,59,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1269,Ogden (excludes Hyrum),Elk,Antlerless,Any Legal Weapon,General Season,,174,,53,6,,59,145,4.5,40.5,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,60,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,Any Legal Weapon,General Season,,39,,35,1,,36,39,3.1,91.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,61,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1069,Panguitch Lake,Elk,Antlerless,Any Legal Weapon,General Season,,23,,9,0,,9,20,3.2,44.4,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,62,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1073,Paunsaugunt,Elk,Antlerless,Any Legal Weapon,General Season,,20,,3,0,,3,11,6,30,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,63,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1187,"Paunsaugunt, Hatch Bench",Elk,Antlerless,Any Legal Weapon,General Season,,15,,1,0,,1,12,8.7,8.3,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,64,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1074,Pine Valley,Elk,Antlerless,Any Legal Weapon,General Season,,4,,0,0,,0,3,9.3,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,65,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1254,Pine Valley,Elk,Antlerless,Any Legal Weapon,General Season,,17,,3,0,,3,14,7,25,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,66,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1081,San Juan,Elk,Antlerless,Any Legal Weapon,General Season,,124,,28,2,,30,112,4.8,27.1,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,67,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1082,San Juan,Elk,Antlerless,Any Legal Weapon,General Season,,122,,41,5,,46,106,6.8,43,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,68,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1084,"San Rafael, North",Elk,Antlerless,Any Legal Weapon,General Season,,4,,0,0,,0,2,11.5,0,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,69,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
2024,harvest_results,elk_antlerless_general_season_2024_extract,EA1101,Southwest Desert,Elk,Antlerless,Any Legal Weapon,General Season,,84,,50,2,,52,80,4.2,64.9,pipeline/RAW/hunt_unit_database/2025/formatted_tables/elk_antlerless_general_season_2024_extract/ELK_ANTLERLESS_GENERAL_SEASON_2024.csv,2,70,"Limited-entry any legal weapon antlerless elk harvest, Utah 2024."
