hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,hunt_name,raw_hunt_name,species,sex_type,weapon,reported_draw_year,model_target_year,source_file,source_sha256,pdf_page_number,source_report_page,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_public_draw_permits,source_classification
DB1010,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1010,163,Paunsaugunt,Management Alw (rifle) Buck Deer - Paunsaugunt - Any Legal Weapon,Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,12,27,617,12,11,23,222,2,1,3,26,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1011,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1011,7,Limited-entry Archery Buck Deer - Book Cliffs,Limited-entry Archery Buck Deer - Book Cliffs - Archery,Deer,Buck,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,13,28,831,22,22,44,268,2,2,4,48,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1012,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1012,85,"Limited-entry Archery Buck Deer - Fillmore, Oak Creek Le","Limited-entry Archery Buck Deer - Fillmore, Oak Creek Le - Archery",Deer,Buck,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,14,29,321,6,5,11,226,0,1,1,12,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1013,108,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1013,108,"Limited-entry Archery Buck Deer - La Sal, Dolores Triangle","Limited-entry Archery Buck Deer - La Sal, Dolores Triangle - Archery",Deer,Buck,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,15,30,86,2,2,4,0,0,0,0,4,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1014,185,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1014,185,"Limited-entry Archery Buck Deer - San Juan, Elk Ridge","Limited-entry Archery Buck Deer - San Juan, Elk Ridge - Archery",Deer,Buck,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,16,31,496,7,7,14,272,1,1,2,16,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1015,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1015,206,Limited-entry Archery Buck Deer - Diamond Mtn,Limited-entry Archery Buck Deer - Diamond Mtn - Archery,Deer,Buck,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,17,32,198,10,9,19,122,1,1,2,21,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1016,248,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1016,248,"Limited-entry Archery Buck Deer - West Desert, Vernon","Limited-entry Archery Buck Deer - West Desert, Vernon - Archery",Deer,Buck,Archery,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,18,33,368,20,19,39,91,2,2,4,43,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1017,714,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1017,714,"Limited-entry Alw (rifle) Buck Deer - Book Cliffs, North","Limited-entry Alw (rifle) Buck Deer - Book Cliffs, North - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,19,34,2454,56,55,111,628,6,6,12,123,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1018,15,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1018,15,"Limited-entry Alw (rifle) Buck Deer - Book Cliffs, South","Limited-entry Alw (rifle) Buck Deer - Book Cliffs, South - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,20,35,679,14,13,27,260,1,1,2,29,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1019,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1019,85,"Limited-entry Alw (rifle) Buck Deer - Fillmore, Oak Creek Le","Limited-entry Alw (rifle) Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,21,36,2408,15,14,29,868,2,1,3,32,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1020,108,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1020,108,"Limited-entry Alw (rifle) Buck Deer - La Sal, Dolores Triangle","Limited-entry Alw (rifle) Buck Deer - La Sal, Dolores Triangle - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,22,37,507,6,5,11,444,0,1,1,12,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1022,185,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1022,185,"Limited-entry Alw (rifle) Buck Deer - San Juan, Elk Ridge","Limited-entry Alw (rifle) Buck Deer - San Juan, Elk Ridge - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,23,38,864,20,19,39,434,2,1,3,42,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1023,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1023,206,Limited-entry Alw (rifle) Buck Deer - Diamond Mtn,Limited-entry Alw (rifle) Buck Deer - Diamond Mtn - Any Legal Weapon,Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,24,39,952,28,27,55,320,3,2,5,60,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1024,248,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1024,248,"Limited-entry Alw (rifle) Buck Deer - West Desert, Vernon","Limited-entry Alw (rifle) Buck Deer - West Desert, Vernon - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,25,40,2659,58,57,115,462,6,6,12,127,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1025,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1025,7,Limited-entry Muzzleloader Buck Deer - Book Cliffs,Limited-entry Muzzleloader Buck Deer - Book Cliffs - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,26,41,473,22,21,43,115,2,2,4,47,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1026,32,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1026,32,"Limited-entry Muzzleloader Buck Deer - Cache, Crawford Mtn","Limited-entry Muzzleloader Buck Deer - Cache, Crawford Mtn - Muzzleloader",Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,27,42,252,3,3,6,64,0,1,1,7,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1028,804,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1028,804,Limited-entry Muzzleloader Buck Deer - Fillmore,Limited-entry Muzzleloader Buck Deer - Fillmore - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,28,43,99,5,5,10,27,0,1,1,11,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1029,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1029,85,"Limited-entry Muzzleloader Buck Deer - Fillmore, Oak Creek Le","Limited-entry Muzzleloader Buck Deer - Fillmore, Oak Creek Le - Muzzleloader",Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,29,44,256,6,5,11,190,0,1,1,12,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1030,611,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1030,611,Limited-entry Muzzleloader Buck Deer - Kamas,Limited-entry Muzzleloader Buck Deer - Kamas - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,30,45,25,3,2,5,5,0,1,1,6,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1031,108,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1031,108,"Limited-entry Muzzleloader Buck Deer - La Sal, Dolores Triangle","Limited-entry Muzzleloader Buck Deer - La Sal, Dolores Triangle - Muzzleloader",Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,31,46,102,2,2,4,0,0,0,0,4,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1032,629,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1032,629,Limited-entry Muzzleloader Buck Deer - Monroe,Limited-entry Muzzleloader Buck Deer - Monroe - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,32,47,31,3,2,5,11,0,1,1,6,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1033,615,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1033,615,Limited-entry Muzzleloader Buck Deer - Nine Mile,Limited-entry Muzzleloader Buck Deer - Nine Mile - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,33,48,54,3,3,6,12,0,1,1,7,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1034,636,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1034,636,Limited-entry Muzzleloader Buck Deer - Pine Valley,Limited-entry Muzzleloader Buck Deer - Pine Valley - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,34,49,163,6,6,12,94,1,1,2,14,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1037,185,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1037,185,"Limited-entry Muzzleloader Buck Deer - San Juan, Elk Ridge","Limited-entry Muzzleloader Buck Deer - San Juan, Elk Ridge - Muzzleloader",Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,35,50,240,7,7,14,92,1,1,2,16,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1038,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1038,206,Limited-entry Muzzleloader Buck Deer - Diamond Mtn,Limited-entry Muzzleloader Buck Deer - Diamond Mtn - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,36,51,122,10,9,19,59,1,1,2,21,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1039,613,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1039,613,Limited-entry Muzzleloader Buck Deer - Yellowstone,Limited-entry Muzzleloader Buck Deer - Yellowstone - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,37,52,47,3,3,6,6,0,1,1,7,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1040,625,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1040,625,Limited-entry Muzzleloader Buck Deer - Southwest Desert,Limited-entry Muzzleloader Buck Deer - Southwest Desert - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,38,53,63,2,2,4,37,0,1,1,5,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1041,621,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1041,621,"Limited-entry Muzzleloader Buck Deer - Wasatch Mtns, East","Limited-entry Muzzleloader Buck Deer - Wasatch Mtns, East - Muzzleloader",Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,39,54,221,13,13,26,27,2,1,3,29,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1042,248,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1042,248,"Limited-entry Muzzleloader Buck Deer - West Desert, Vernon","Limited-entry Muzzleloader Buck Deer - West Desert, Vernon - Muzzleloader",Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,40,55,300,20,20,40,60,2,2,4,44,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1043,635,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1043,635,Limited-entry Muzzleloader Buck Deer - Zion,Limited-entry Muzzleloader Buck Deer - Zion - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,41,56,78,6,6,12,36,1,1,2,14,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1044,7,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1044,7,Multi-season Limited-entry Buck Deer - Book Cliffs,Multi-season Limited-entry Buck Deer - Book Cliffs - Any Legal Weapon,Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,42,57,255,3,3,6,93,0,1,1,7,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1045,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1045,85,"Multi-season Limited-entry Buck Deer - Fillmore, Oak Creek Le","Multi-season Limited-entry Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,43,58,255,1,1,2,0,0,0,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1046,185,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1046,185,"Multi-season Limited-entry Buck Deer - San Juan, Elk Ridge","Multi-season Limited-entry Buck Deer - San Juan, Elk Ridge - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,44,59,105,1,1,2,0,0,0,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1047,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1047,206,Multi-season Limited-entry Buck Deer - Diamond Mtn,Multi-season Limited-entry Buck Deer - Diamond Mtn - Any Legal Weapon,Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,45,60,88,2,1,3,0,0,0,0,3,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1048,248,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1048,248,"Multi-season Limited-entry Buck Deer - West Desert, Vernon","Multi-season Limited-entry Buck Deer - West Desert, Vernon - Any Legal Weapon",Deer,Buck,Any Legal Weapon,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,46,61,200,3,3,6,69,0,1,1,7,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1053,630,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1053,630,Limited-entry Muzzleloader Buck Deer - Mt Dutton,Limited-entry Muzzleloader Buck Deer - Mt Dutton - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,47,62,20,2,2,4,4,0,1,1,5,LIMITED_ENTRY_DEER_BONUS_DRAW
DB1054,609,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1054,609,Limited-entry Muzzleloader Buck Deer - Ogden,Limited-entry Muzzleloader Buck Deer - Ogden - Muzzleloader,Deer,Buck,Muzzleloader,2025,2026,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,0f25dd31d99bfc4f38d14de504ea1e2ce7e71ae2a6cf3a68d31e9fd760d1dd5d,48,63,41,6,5,11,1,0,1,1,12,LIMITED_ENTRY_DEER_BONUS_DRAW
