snapshot_utc,hunt_code,boundary_id,mapping_status,species,sex_type,hunt_type,hunt_unit,weapon,season_segment,database_weapon_candidate,database_hunt_name,database_weapon,database_season,permits_2026_total,source_file,source_sheet,source_row,source_text
2026-05-26T21:45:57+00:00,DB1015|LO0008,206|206,AMBIGUOUS_DATABASE_MATCH,Deer,Buck,Limited Entry,Diamond Mtn,Archery,,Archery,Diamond Mtn|Diamond Mtn Landowner Association,Archery|Archery,Aug 15 2026 - Sept 11 2026|Aug 15 2026 - Sept 11 2026 - Valid only on property enrolled in the Diamond Mtn LOA,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,63,Buck Deer - Limited Entry - Archery - Diamond Mtn - Permits: 1
2026-05-26T21:45:57+00:00,DB1038|LO0010,206|206,AMBIGUOUS_DATABASE_MATCH,Deer,Buck,Limited Entry,Diamond Mtn,Muzzleloader,,Muzzleloader,Diamond Mtn|Diamond Mtn Landowner Association,Muzzleloader|Muzzleloader,Sept 23 2026 - Oct 01 2026|Sept 23 2026 - Oct 01 2026 - Valid only on property enrolled in the Diamond Mtn LOA,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,66,Buck Deer - Limited Entry - Muzzleloader - Diamond Mtn - Permits: 1
2026-05-26T21:45:57+00:00,DB1087|DB1586|LO1586,620|620|620,AMBIGUOUS_DATABASE_MATCH,Deer,Buck,Limited Entry,"Wasatch Mtns, West",Muzzleloader,Late,Muzzleloader,"Wasatch Mtns, West|Wasatch Mtns, West|Wasatch Mtns, West",Muzzleloader|Muzzleloader|Muzzleloader,Oct 28 2026 - Nov 05 2026|Sept 23 2026 - Oct 01 2026|Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,69,"Buck Deer - Limited Entry - Late-season Muzzleloader - Wasatch Mtns, West - Permits: 1"
2026-05-26T21:45:57+00:00,DB1041|DB1585|LO1585,621|621|621,AMBIGUOUS_DATABASE_MATCH,Deer,Buck,Limited Entry,"Wasatch Mtns, East",Muzzleloader,Late,Muzzleloader,"Wasatch Mtns, East|Wasatch Mtns, East|Wasatch Mtns, East",Muzzleloader|Muzzleloader|Muzzleloader,Oct 28 2026 - Nov 05 2026|Sept 23 2026 - Oct 01 2026|Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,72,"Buck Deer - Limited Entry - Late-season Muzzleloader - Wasatch Mtns, East - Permits: 1"
2026-05-26T21:45:57+00:00,DB1024,248,MATCH_HIGH,Deer,Buck,Limited Entry,"West Desert, Vernon",Any Legal Weapon,,Any Legal Weapon,"West Desert, Vernon",Any Legal Weapon,Oct 17 2026 - Oct 25 2026,4,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,75,"Buck Deer - Limited Entry - Any Legal Weapon - West Desert, Vernon - Permits: 4"
2026-05-26T21:45:57+00:00,DB1016,248,MATCH_HIGH,Deer,Buck,Limited Entry,"West Desert, Vernon",Archery,,Archery,"West Desert, Vernon",Archery,Aug 15 2026 - Sept 11 2026,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,81,"Buck Deer - Limited Entry - Archery - West Desert, Vernon - Permits: 3"
2026-05-26T21:45:57+00:00,DB1042,248,MATCH_HIGH,Deer,Buck,Limited Entry,"West Desert, Vernon",Muzzleloader,,Muzzleloader,"West Desert, Vernon",Muzzleloader,Sept 23 2026 - Oct 01 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,86,"Buck Deer - Limited Entry - Muzzleloader - West Desert, Vernon - Permits: 2"
2026-05-26T21:45:57+00:00,DB1043|DB1589|LO1589,635|635|635,AMBIGUOUS_DATABASE_MATCH,Deer,Buck,Limited Entry,Zion,Muzzleloader,Late,Muzzleloader,Zion|Zion|Zion,Muzzleloader|Muzzleloader|Muzzleloader,Oct 28 2026 - Nov 05 2026|Sept 23 2026 - Oct 01 2026|Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,90,Buck Deer - Limited Entry - Late-season Muzzleloader - Zion - Permits: 1
2026-05-26T21:45:57+00:00,EB3159,685,MATCH_HIGH,Elk,Bull,Limited Entry,"Beaver, East",Any Legal Weapon,Mid,Mid Any Legal Weapon,"Beaver, East",Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,93,"Bull Elk - Limited Entry - Any Legal Weapon (mid) - Beaver, East - Permits: 1"
2026-05-26T21:45:57+00:00,EB3025,685,MATCH_HIGH,Elk,Bull,Limited Entry,"Beaver, East",Any Legal Weapon,Late,Late Any Legal Weapon,"Beaver, East",Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,96,"Bull Elk - Limited Entry - Any Legal Weapon (late) - Beaver, East - Permits: 1"
2026-05-26T21:45:57+00:00,EB3000|EL3000|EL3158,685|685|685,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,"Beaver, East",Archery,,Archery,"Beaver, East|Beaver East|Beaver East",Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,99,"Bull Elk - Limited Entry - Archery - Beaver, East - Permits: 1"
2026-05-26T21:45:57+00:00,EB3158,685,MATCH_HIGH,Elk,Bull,Limited Entry,"Beaver, East",Archery,Late,Late Archery,"Beaver, East",Late Archery,Nov 28 2026 - Dec 13 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,102,"Bull Elk - Limited Entry - Archery (late) - Beaver, East - Permits: 1"
2026-05-26T21:45:57+00:00,EB3164,899,MATCH_HIGH,Elk,Bull,Limited Entry,"Book Cliffs, Bitter Creek/East",Any Legal Weapon,Mid,Mid Any Legal Weapon,"Book Cliffs, Bitter Creek/East",Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,105,"Bull Elk - Limited Entry - Any Legal Weapon (mid) - Book Cliffs, Bitter Creek/East - Permits: 1"
2026-05-26T21:45:57+00:00,EB3163,899,MATCH_HIGH,Elk,Bull,Limited Entry,"Book Cliffs, Bitter Creek/East",Any Legal Weapon,Late,Late Any Legal Weapon,"Book Cliffs, Bitter Creek/East",Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,108,"Bull Elk - Limited Entry - Any Legal Weapon (late) - Book Cliffs, Bitter Creek/East - Permits: 1"
2026-05-26T21:45:57+00:00,EB3160|EL3160|EL3161,899|899|899,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,"Book Cliffs, Bitter Creek/East",Archery,,Archery,"Book Cliffs, Bitter Creek/East|Book Cliffs Bitter Creek/East|Book Cliffs Bitter Creek/East",Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,111,"Bull Elk - Limited Entry - Archery - Book Cliffs, Bitter Creek/East - Permits: 1"
2026-05-26T21:45:57+00:00,EB3003|EL3003|EL3168,33|33|33,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,"Cache, Meadowville",Archery,,Archery,"Cache, Meadowville|Cache Meadowville|Cache Meadowville",Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,114,"Bull Elk - Limited Entry - Archery - Cache, Meadowville - Permits: 1"
2026-05-26T21:45:57+00:00,EB3036,41,MATCH_HIGH,Elk,Bull,Limited Entry,"Cache, South",Any Legal Weapon,Early,Early Any Legal Weapon,"Cache, South",Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,117,"Bull Elk - Limited Entry - Any Legal Weapon (early) - Cache, South - Permits: 1"
2026-05-26T21:45:57+00:00,EB3005|EL3005|EL3170,41|41|41,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,"Cache, South",Archery,,Archery,"Cache, South|Cache South|Cache South",Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,120,"Bull Elk - Limited Entry - Archery - Cache, South - Permits: 1"
2026-05-26T21:45:57+00:00,EB3068,206,MATCH_HIGH,Elk,Bull,Limited Entry,Diamond Mtn,Any Legal Weapon,Early,Early Any Legal Weapon,Diamond Mtn,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,123,Bull Elk - Limited Entry - Any Legal Weapon (early) - Diamond Mtn - Permits: 1
2026-05-26T21:45:57+00:00,EB3069,206,MATCH_HIGH,Elk,Bull,Limited Entry,Diamond Mtn,Any Legal Weapon,Mid,Mid Any Legal Weapon,Diamond Mtn,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,126,Bull Elk - Limited Entry - Any Legal Weapon (mid) - Diamond Mtn - Permits: 1
2026-05-26T21:45:57+00:00,EB3020|EL3020|EL3195|LO0011,206|206|206|206,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Diamond Mtn,Archery,,Archery,Diamond Mtn|Diamond Mtn|Diamond Mtn|Diamond Mtn Landowner Association,Archery|Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only|Aug 15 2026 - Sept 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,129,Bull Elk - Limited Entry - Archery - Diamond Mtn - Permits: 1
2026-05-26T21:45:57+00:00,EB3038,51,MATCH_HIGH,Elk,Bull,Limited Entry,Manti,Any Legal Weapon,Early,Early Any Legal Weapon,Manti,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,132,Bull Elk - Limited Entry - Any Legal Weapon (early) - Manti - Permits: 2
2026-05-26T21:45:57+00:00,EB3126,51,MATCH_HIGH,Elk,Bull,Limited Entry,Manti,Any Legal Weapon,Mid,Mid Any Legal Weapon,Manti,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,5,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,136,Bull Elk - Limited Entry - Any Legal Weapon (mid) - Manti - Permits: 5
2026-05-26T21:45:57+00:00,EB3039,51,MATCH_HIGH,Elk,Bull,Limited Entry,Manti,Any Legal Weapon,Late,Late Any Legal Weapon,Manti,Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,143,Bull Elk - Limited Entry - Any Legal Weapon (late) - Manti - Permits: 3
2026-05-26T21:45:57+00:00,EB3006|EL3006|EL3172,51|51|51,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Manti,Archery,,Archery,Manti|Manti|Manti,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,148,Bull Elk - Limited Entry - Archery - Manti - Permits: 3
2026-05-26T21:45:57+00:00,EB3084|EL3084,51|51,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Manti,Muzzleloader,,Muzzleloader,Manti|Manti,Muzzleloader|Muzzleloader,Sept 21 2026 - Oct 02 2026|Sept 22 2025 - Oct 03 2025 - Private Land Only,3,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,153,Bull Elk - Limited Entry - Muzzleloader - Manti - Permits: 3
2026-05-26T21:45:57+00:00,EB3175,901,MATCH_HIGH,Elk,Bull,Limited Entry,Nebo/San Pitch Mtns,Any Legal Weapon,Early,Early Any Legal Weapon,Nebo/San Pitch Mtns,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,158,Bull Elk - Limited Entry - Any Legal Weapon (early) - Nebo/San Pitch Mtns - Permits: 1
2026-05-26T21:45:57+00:00,EB3177,901,MATCH_HIGH,Elk,Bull,Limited Entry,Nebo/San Pitch Mtns,Any Legal Weapon,Mid,Mid Any Legal Weapon,Nebo/San Pitch Mtns,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,161,Bull Elk - Limited Entry - Any Legal Weapon (mid) - Nebo/San Pitch Mtns - Permits: 1
2026-05-26T21:45:57+00:00,EB3173|EL3173|EL3174,901|901|901,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,Nebo/San Pitch Mtns,Archery,,Archery,Nebo/San Pitch Mtns|Nebo/San Pitch Mtns|Nebo/San Pitch Mtns,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,164,Bull Elk - Limited Entry - Archery - Nebo/San Pitch Mtns - Permits: 1
2026-05-26T21:45:57+00:00,EB3043,88,MATCH_HIGH,Elk,Bull,Limited Entry,"Fillmore, Pahvant",Any Legal Weapon,Late,Late Any Legal Weapon,"Fillmore, Pahvant",Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,167,"Bull Elk - Limited Entry - Any Legal Weapon (late) - Fillmore, Pahvant - Permits: 1"
2026-05-26T21:45:57+00:00,EB3008|EL3008|EL3180,88|88|88,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,"Fillmore, Pahvant",Archery,,Archery,"Fillmore, Pahvant|Fillmore Pahvant|Fillmore Pahvant",Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,170,"Bull Elk - Limited Entry - Archery - Fillmore, Pahvant - Permits: 1"
2026-05-26T21:45:57+00:00,EB3045,617,MATCH_HIGH,Elk,Bull,Limited Entry,"La Sal, La Sal Mtns",Any Legal Weapon,Early,Early Any Legal Weapon,La Sal Mtns,Early Any Legal Weapon,Sept 16 2026 - Sept 20 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,173,"Bull Elk - Limited Entry - Any Legal Weapon (early) - La Sal, La Sal Mtns - Permits: 1"
2026-05-26T21:45:57+00:00,EB3183,617,MATCH_HIGH,Elk,Bull,Limited Entry,"La Sal, La Sal Mtns",Any Legal Weapon,Mid,Mid Any Legal Weapon,La Sal Mtns,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,176,"Bull Elk - Limited Entry - Any Legal Weapon (mid) - La Sal, La Sal Mtns - Permits: 2"
2026-05-26T21:45:57+00:00,EB3046,617,MATCH_HIGH,Elk,Bull,Limited Entry,"La Sal, La Sal Mtns",Any Legal Weapon,Late,Late Any Legal Weapon,La Sal Mtns,Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,180,"Bull Elk - Limited Entry - Any Legal Weapon (late) - La Sal, La Sal Mtns - Permits: 1"
2026-05-26T21:45:57+00:00,EB3009|EL3009|EL3182,617|617|617,AMBIGUOUS_DATABASE_MATCH,Elk,Bull,Limited Entry,"La Sal, La Sal Mtns",Archery,,Archery,La Sal Mtns|La Sal La Sal Mtns|La Sal La Sal Mtns,Archery|Archery|Archery,Aug 15 2026 - Sept 15 2026|Aug 16 2025 - Sept 16 2025 - Private Land Only|Nov 29 2025 - Dec 14 2025 - Private Land Only,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,183,"Bull Elk - Limited Entry - Archery - La Sal, La Sal Mtns - Permits: 1"
2026-05-26T21:45:57+00:00,EB3187,630,MATCH_HIGH,Elk,Bull,Limited Entry,Mt Dutton,Any Legal Weapon,Mid,Mid Any Legal Weapon,Mt Dutton,Mid Any Legal Weapon,Oct 03 2026 - Oct 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,186,Bull Elk - Limited Entry - Any Legal Weapon (mid) - Mt Dutton - Permits: 1
2026-05-26T21:45:57+00:00,EB3050,630,MATCH_HIGH,Elk,Bull,Limited Entry,Mt Dutton,Any Legal Weapon,Late,Late Any Legal Weapon,Mt Dutton,Late Any Legal Weapon,Nov 07 2026 - Nov 15 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,189,Bull Elk - Limited Entry - Any Legal Weapon (late) - Mt Dutton - Permits: 1
