snapshot_utc,hunt_code,boundary_id,mapping_status,species,sex_type,hunt_type,hunt_unit,weapon,season_segment,database_weapon_candidate,database_hunt_name,database_weapon,database_season,permits_2026_total,source_file,source_sheet,source_row,source_text
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Black Bear,Either Sex,Limited Entry,San Juan,"Spring, Any Legal Weapon, No Bait",,"Spring, Any Legal Weapon, No Bait",,,,2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,415,"Black Bear - Limited Entry - Spring, Any Legal Weapon, No Bait - San Juan - Permits: 2"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,,"Kaiparowits, East",,"Kaiparowits, East",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,419,"Desert Bighorn Sheep - Once-in-a-lifetime - - Kaiparowits, East - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,,"San Rafael, North",,"San Rafael, North",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,422,"Desert Bighorn Sheep - Once-in-a-lifetime - - San Rafael, North - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Rocky Mountain Bighorn Sheep,Ram,Once-in-a-lifetime,,"Box Elder, Newfoundland Mtn",Early,"Box Elder, Newfoundland Mtn",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,425,"Rocky Mtn. Bighorn Sheep - Once-in-a-lifetime - - Box Elder, Newfoundland Mtn (early) - Permits: 1"
2026-05-26T21:45:57+00:00,,,NO_DATABASE_MATCH,Rocky Mountain Bighorn Sheep,Ram,Once-in-a-lifetime,,"Fillmore, Oak Creek",Early,"Fillmore, Oak Creek",,,,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,428,"Rocky Mtn. Bighorn Sheep - Once-in-a-lifetime - - Fillmore, Oak Creek (early) - Permits: 1"
2026-05-26T21:45:57+00:00,GO6821,616,MATCH_HIGH,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Nebo,Archery,,Archery,Nebo,Archery,Sept 16 2026 - Sept 25 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,431,Mountain Goat - Once-in-a-lifetime - Hunter Choice Archery - Nebo - Permits: 1
2026-05-26T21:45:57+00:00,GO6800|GO6801,628|628,AMBIGUOUS_DATABASE_MATCH,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Beaver Early,Any Legal Weapon,,Any Legal Weapon,Beaver|Beaver,Any Legal Weapon|Any Legal Weapon,Sept 05 2026 - Sept 27 2026|Sept 28 2026 - Oct 26 2026,1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,434,Mountain Goat - Once-in-a-lifetime - Hunter Choice - Beaver Early - Permits: 1
2026-05-26T21:45:57+00:00,TK1005|TK1014,888|888,AMBIGUOUS_DATABASE_MATCH,Turkey,Bearded,Limited Entry,Northern Area,Any Legal Weapon,,Any Legal Weapon,Northern Area|Northern Area,Any Legal Weapon|Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026|Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,437,"Turkey - Public Lands - Spring, Limited Entry - Northern Area - Permits: 2"
2026-05-26T21:45:57+00:00,TK1004|TK1013,886|886,AMBIGUOUS_DATABASE_MATCH,Turkey,Bearded,Limited Entry,Northeastern Area,Any Legal Weapon,,Any Legal Weapon,Northeastern Area|Northeastern Area,Any Legal Weapon|Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026|Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,441,"Turkey - Public Lands - Spring, Limited Entry - Northeastern Area - Permits: 1"
2026-05-26T21:45:57+00:00,TK1003|TK1012,887|887,AMBIGUOUS_DATABASE_MATCH,Turkey,Bearded,Limited Entry,Central Area,Any Legal Weapon,,Any Legal Weapon,Central Area|Central Area,Any Legal Weapon|Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026|Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,444,"Turkey - Public Lands - Spring, Limited Entry - Central Area - Permits: 1"
2026-05-26T21:45:57+00:00,TK1007|TK1016,885|885,AMBIGUOUS_DATABASE_MATCH,Turkey,Bearded,Limited Entry,Southern Area,Any Legal Weapon,,Any Legal Weapon,Southern Area|Southern Area,Any Legal Weapon|Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026|Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",2,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,447,"Turkey - Public Lands - Spring, Limited Entry - Southern Area - Permits: 2"
2026-05-26T21:45:57+00:00,TK1006|TK1015,884|884,AMBIGUOUS_DATABASE_MATCH,Turkey,Bearded,Limited Entry,Southeastern Area,Any Legal Weapon,,Any Legal Weapon,Southeastern Area|Southeastern Area,Any Legal Weapon|Any Legal Weapon,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026|Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",1,pipeline/RAW/hunt_unit_database/2026/xlsx/expo permits 2026.xlsx,Sheet1,451,"Turkey - Public Lands - Spring, Limited Entry - Southeastern Area - Permits: 1"
