hunt_code,candidate_hunt_code,boundary_id,candidate_boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,database_hunt_code_status,source_datasets,source_files,record_kinds,source_record_count,reported_draw_year,model_target_year,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,resident_point_rows,nonresident_point_rows,resident_eligible_applicants_sum,nonresident_eligible_applicants_sum,resident_total_permits_sum,nonresident_total_permits_sum,total_public_permits_sum,total_drawn_sum,min_points,max_points,first_page,last_page,candidate_promotion_status
BI6530,BI6530,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,22_bg-odds.pdf,POINT_ROW,52,2023,2024,"Bison (hunter’s Choice) - Book Cliffs, Little Creek/south - Any Legal Weapon",Bison,Hunters Choice,,Any Legal Weapon,Public,,25,27,398,722,13,2,15,15,0,27,516,516,CANDIDATE_REVIEW_ONLY
BI6531,BI6531,889,889,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2023,22_bg-odds.pdf,POINT_ROW,48,2023,2024,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 21 2026 - Oct 02 2026,24,24,326,615,18,2,20,20,0,24,517,517,CANDIDATE_REVIEW_ONLY
BI6532,BI6532,667,667,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2023,22_bg-odds.pdf,POINT_ROW,47,2023,2024,"Book Cliffs, Bitter Creek",Bison,Hunters Choice,Once-in-a-lifetime,Archery,Public,Aug 15 2026 - Sept 11 2026,24,23,157,510,4,1,5,5,0,24,518,518,CANDIDATE_REVIEW_ONLY
BI6533,BI6533,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_long_year_2023,22_bg-odds.pdf,POINT_ROW,30,2023,2024,"Bison Muzzleloader (cow Only) - Book Cliffs, Little Creek/south - Muzzleloader",Bison,Cow,,Muzzleloader,Public,,14,16,110,109,18,2,20,20,0,16,519,519,CANDIDATE_REVIEW_ONLY
BI6534,BI6534,667,667,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2023,22_bg-odds.pdf,POINT_ROW,55,2023,2024,"Book Cliffs, Bitter Creek",Bison,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Sept 20 2026,28,27,1040,706,3,1,4,4,0,27,520,520,CANDIDATE_REVIEW_ONLY
BI6535,BI6535,667,667,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2023,22_bg-odds.pdf,POINT_ROW,51,2023,2024,"Book Cliffs, Bitter Creek",Bison,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,26,25,762,745,4,1,5,5,0,25,521,521,CANDIDATE_REVIEW_ONLY
BI6536,BI6536,667,667,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2023,22_bg-odds.pdf,POINT_ROW,58,2023,2024,"Book Cliffs, Bitter Creek",Bison,Cow Only,Once-in-a-lifetime,Any Legal Weapon,Public,Nov 14 2026 - Nov 29 2026,28,30,7881,11563,63,4,67,67,0,29,522,524,CANDIDATE_REVIEW_ONLY
BR1000,BR1000,5001,5001,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,sportsman_2022_23_draw_odds_model_target_2024,2022-23 Sportsman draw odds report.pdf,SUPPLEMENTAL_PERMIT_TOTAL_ROW,1,2023,2024,Sportsman Black Bear,Black Bear,Either Sex,Sportsman,Any Legal Weapon,Sportsman Permit,,0,0,0,0,0,0,1,0,,,,,CANDIDATE_REVIEW_ONLY
BR1008,BR1008,7,7,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,51,2023,2024,Book Cliffs,Black Bear,Either Sex,Restricted Pursuit - Summer,Pursuit Only,Public,"July 5 - 16, 2026",26,24,128,3,64,2,66,28,0,21,3,5,CANDIDATE_REVIEW_ONLY
BR1009,BR1009,684,684,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,53,2023,2024,La Sal,Black Bear,Either Sex,Restricted Pursuit - Summer,Pursuit Only,Public,"July 5 - 16, 2026",27,25,269,14,37,3,40,15,0,21,4,6,CANDIDATE_REVIEW_ONLY
BR1010,BR1010,710,710,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,52,2023,2024,San Juan,Black Bear,Either Sex,Restricted Pursuit - Summer,Pursuit Only,Public,"July 5 - 16, 2026",27,24,128,7,34,3,37,15,0,21,5,7,CANDIDATE_REVIEW_ONLY
BR1011,BR1011,7,7,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,51,2023,2024,Book Cliffs,Black Bear,Either Sex,Restricted Pursuit - Late Summer,Pursuit Only,Public,"July 18 - July 31, 2026",27,23,90,5,61,6,67,28,0,21,6,8,CANDIDATE_REVIEW_ONLY
BR1012,BR1012,684,684,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,54,2023,2024,La Sal,Black Bear,Either Sex,Restricted Pursuit - Late Summer,Pursuit Only,Public,"July 18 - July 31, 2026",27,26,177,8,33,3,36,15,0,21,7,9,CANDIDATE_REVIEW_ONLY
BR1013,BR1013,710,710,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,52,2023,2024,San Juan,Black Bear,Either Sex,Restricted Pursuit - Late Summer,Pursuit Only,Public,"July 18 - July 31, 2026",27,24,97,4,34,1,35,15,0,21,8,10,CANDIDATE_REVIEW_ONLY
BR1015,BR1015,7,7,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,48,2023,2024,Book Cliffs,Black Bear,Either Sex,Restricted Pursuit - Spring,Pursuit Only,Public,"March 28 - May 25, 2026",22,25,0,23,0,5,5,2,0,21,9,11,CANDIDATE_REVIEW_ONLY
BR1016,BR1016,710,710,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,48,2023,2024,San Juan,Black Bear,Either Sex,Restricted Pursuit - Spring,Pursuit Only,Public,"March 28 - May 25, 2026",22,25,0,14,0,5,5,2,0,21,10,12,CANDIDATE_REVIEW_ONLY
BR1017,BR1017,684,684,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,48,2023,2024,La Sal,Black Bear,Either Sex,Restricted Pursuit - Spring,Pursuit Only,Public,"March 28 - May 25, 2026",22,25,0,20,0,5,5,2,0,21,11,13,CANDIDATE_REVIEW_ONLY
BR7000,BR7000,628,628,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,66,2023,2024,Beaver,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",35,30,201,39,22,3,25,10,0,21,12,14,CANDIDATE_REVIEW_ONLY
BR7001,BR7001,449,449,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,66,2023,2024,Book Cliffs Bitter Creek/South,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",34,31,346,69,86,9,95,43,0,21,13,15,CANDIDATE_REVIEW_ONLY
BR7003,BR7003,52,52,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,61,2023,2024,Manti North,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",33,27,168,21,37,3,40,18,0,21,14,16,CANDIDATE_REVIEW_ONLY
BR7004,BR7004,744,744,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,58,2023,2024,Manti South/San Rafael North,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",35,22,257,0,19,0,19,8,0,21,15,17,CANDIDATE_REVIEW_ONLY
BR7005,BR7005,616,616,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,59,2023,2024,Nebo,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",36,22,266,0,18,0,18,8,0,21,16,18,CANDIDATE_REVIEW_ONLY
BR7007,BR7007,88,88,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,51,2023,2024,Fillmore Pahvant,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",28,22,26,0,3,0,3,1,0,21,17,19,CANDIDATE_REVIEW_ONLY
BR7008,BR7008,,,CANDIDATE_ONLY_NOT_IN_CURRENT_DATABASE,BLANK_BOUNDARY_ID,MISSING_FROM_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,71,2023,2024,La Sal - Any Legal Weapon,Black Bear,,,Any Legal Weapon,Public,,37,33,784,127,86,7,93,43,0,21,18,20,CANDIDATE_REVIEW_ONLY
BR7009,BR7009,630,630,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,50,2023,2024,Mt Dutton,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",27,22,29,0,8,0,8,3,0,21,19,21,CANDIDATE_REVIEW_ONLY
BR7010,BR7010,462,462,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,53,2023,2024,Panguitch Lake/Zion,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",30,22,84,0,20,0,20,9,0,21,20,22,CANDIDATE_REVIEW_ONLY
BR7011,BR7011,163,163,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,55,2023,2024,Paunsaugunt,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",32,22,69,0,10,0,10,4,0,21,21,23,CANDIDATE_REVIEW_ONLY
BR7012,BR7012,455,455,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,64,2023,2024,Boulder/Kaiparowits,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",33,30,135,44,59,5,64,29,0,21,22,24,CANDIDATE_REVIEW_ONLY
BR7013,BR7013,175,175,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,58,2023,2024,Fishlake/Thousand Lakes,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",35,22,101,0,16,0,16,7,0,21,23,25,CANDIDATE_REVIEW_ONLY
BR7014,BR7014,710,710,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,71,2023,2024,San Juan,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",37,33,424,77,87,7,94,43,0,21,24,26,CANDIDATE_REVIEW_ONLY
BR7015,BR7015,444,444,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,61,2023,2024,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",33,27,116,20,25,3,28,12,0,21,25,27,CANDIDATE_REVIEW_ONLY
BR7016,BR7016,845,845,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,59,2023,2024,Wasatch Mtns West-Central,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",33,25,376,19,86,10,96,44,0,21,26,28,CANDIDATE_REVIEW_ONLY
BR7017,BR7017,92,92,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,52,2023,2024,Cache/Ogden,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",29,22,62,0,5,0,5,2,0,21,27,29,CANDIDATE_REVIEW_ONLY
BR7018,BR7018,251,251,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_2023_for_2024_top_missing_families_long | draw_results_2023_for_2024_top_missing_family_permit_totals | draw_results_long_year_2023,2022 _black_bear_22_drawing_odds.pdf | 23_drawing_odds.pdf,POINT_ROW | SUPPLEMENTAL_PERMIT_TOTAL_ROW | SUPPLEMENTAL_POINT_ROW,52,2023,2024,Kamas/North Slope Summit,Black Bear,Either Sex,Limited Entry - Spring,Any Legal Weapon,Public,"March 28 - May 25, 2026",29,22,74,0,12,0,12,5,0,21,28,30,CANDIDATE_REVIEW_ONLY
