reported_draw_year,model_target_year,source_family,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,hunt_name,species,sex_type,hunt_type,hunt_class,weapon,resident_total_permits,nonresident_total_permits,total_public_draw_permits,source_file,source_sha256,source_pdf_pages,source_row_count,permit_total_status
2023,2024,ANTLERLESS_BIG_GAME,DA1033,23,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,DA1033,23,"Antlerless Deer - San Juan, Monticello - Archery",Deer,,Antlerless,Antlerless Deer,Archery,3,0,3,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,13,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,DA1041,6,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,DA1041,6,"Antlerless Deer - Nine Mile, Green River Valley - Any Legal Weapon",Deer,,Antlerless,Antlerless Deer,Any Legal Weapon,9,2,11,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,14,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,DA1042,23,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,DA1042,23,"Antlerless Deer - San Juan, Monticello - Archery",Deer,,Antlerless,Antlerless Deer,Archery,2,1,3,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,15,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,DA1044,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,DA1044,,"Two Doe Antlerless Deer - South Slope, Myton - Any Legal Weapon",Deer,Female Only,Antlerless,Antlerless Deer,Any Legal Weapon,32,2,34,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,16,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,DA1045,474,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,DA1045,474,"Antlerless Deer - Fillmore, Oak City - Archery",Deer,,Antlerless,Antlerless Deer,Archery,7,0,7,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,17,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,DA1046,11,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,DA1046,11,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only",Deer,,Antlerless,Antlerless Deer,"Archery, Mzldr, Shotgn Only",14,0,14,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,18,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,DA1047,895,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,DA1047,895,"Two Doe Antlerless Deer - South Slope, Vernal-ouray Valley - Any Legal Weapon",Deer,Female Only,Antlerless,Antlerless Deer,Any Legal Weapon,22,2,24,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,19,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,DA1048,910,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,DA1048,910,Antlerless Deer - Fillmore City - Archery,Deer,,Antlerless,Antlerless Deer,Archery,5,0,5,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,20,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,DA1049,909,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,DA1049,909,"Antlerless Deer - South Slope, Ashley Valley - Archery",Deer,,Antlerless,Antlerless Deer,Archery,21,1,22,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,21,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1009,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1009,,"Antlerless Elk - Cache, East - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,197,16,213,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,23,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1010,38,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1010,38,"Antlerless Elk - Cache, Rich - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,23,4,27,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,24,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1011,39,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1011,39,"Antlerless Elk - Cache, Richards Hollow - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,15,3,18,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,25,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1012,40,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1012,40,"Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,3,1,4,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,26,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1013,43,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1013,43,"Antlerless Elk - Central Mtns, Central Manti - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,17,4,21,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,27,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1015,45,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1015,45,"Antlerless Elk - Central Mtns, Ferron Canyon - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,36,2,38,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,28,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1017,47,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1017,47,"Antlerless Elk - Central Mtns, Gordon Creek-price Canyon - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,25,1,26,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,29,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1018,49,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1018,49,"Antlerless Elk - Central Mtns, Horn Mtn - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,19,2,21,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,30,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1020,55,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1020,55,"Antlerless Elk - Central Mtns, Mohrland-stump Flat - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,22,5,27,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,31,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1021,616,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1021,616,"Antlerless Elk - Central Mtns, Nebo - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,69,4,73,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,32,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1022,58,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1022,58,"Antlerless Elk - Central Mtns, North Manti - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,98,8,106,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,33,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1023,862,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1023,862,"Antlerless Elk - Central Mtns, South Manti - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,48,4,52,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,34,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1024,862,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1024,862,"Antlerless Elk - Central Mtns, South Manti - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,53,9,62,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,35,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1025,861,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1025,861,"Antlerless Elk - Central Mtns, West Manti - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,47,3,50,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,36,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1026,69,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1026,69,Antlerless Elk - Chalk Creek - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,234,7,241,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,37,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1030,88,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1030,88,"Antlerless Elk - Fillmore, Pahvant - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,15,2,17,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,38,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1031,88,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1031,88,"Antlerless Elk - Fillmore, Pahvant - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,18,2,20,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,39,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1033,611,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1033,611,Antlerless Elk - Kamas - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,53,9,62,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,40,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1035,104,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1035,104,"Antlerless Elk - Kamas, Oakley - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,58,11,69,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,41,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1037,108,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1037,108,"Antlerless Elk - La Sal, Dolores Triangle - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,21,2,23,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,42,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1038,617,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1038,617,"Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,127,23,150,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,43,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1039,617,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1039,617,"Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,97,10,107,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,44,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1040,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1040,,"Antlerless Elk - Monroe, Koosharem Valley - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,5,1,6,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,45,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1044,122,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1044,122,"Antlerless Elk - Morgan-south Rich, South Rich - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,13,2,15,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,46,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1049,438,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1049,438,"Antlerless Elk - Mt Dutton, Deep Creek - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,16,2,18,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,47,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1052,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1052,,"Antlerless Elk - Nine Mile, Avintaquin-west Anthro - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,116,20,136,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,48,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1054,132,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1054,132,"Antlerless Elk - Nine Mile, West Anthro - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,102,6,108,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,49,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1056,134,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1056,134,"Antlerless Elk - North Slope, Greendale - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,4,1,5,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,50,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1058,135,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1058,135,"Antlerless Elk - North Slope, Henry's Fork-burnt Fork - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,47,6,53,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,51,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1060,142,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1060,142,"Antlerless Elk - North Slope, West Daggett - Muzzleloader",Elk,,Antlerless,Antlerless Elk,Muzzleloader,12,1,13,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,52,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1061,142,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1061,142,"Antlerless Elk - North Slope, West Daggett - Muzzleloader",Elk,,Antlerless,Antlerless Elk,Muzzleloader,6,1,7,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,53,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1063,609,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1063,609,Antlerless Elk - Ogden - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,23,3,26,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,54,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1064,609,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1064,609,Antlerless Elk - Ogden - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,20,1,21,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,55,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1069,634,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1069,634,Antlerless Elk - Panguitch Lake - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,13,1,14,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,56,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1073,163,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1073,163,Antlerless Elk - Paunsaugunt - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,9,2,11,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,57,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1074,,SOURCE_CODE_NOT_IN_DATABASE,BOUNDARY_NOT_REVIEWED,EA1074,,Antlerless Elk - Pine Valley - Any Legal Weapon,Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,2,1,3,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,58,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1075,695,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1075,695,"Antlerless Elk - Plateau, Boulder East - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,10,1,11,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,59,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1076,697,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1076,697,"Antlerless Elk - Plateau, Boulder West - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,11,1,12,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,60,36,ROLLED_UP_FROM_POINT_ROWS
2023,2024,ANTLERLESS_BIG_GAME,EA1077,96,REVIEWED_CURRENT_HUNT_CODE,REVIEWED_CURRENT_BOUNDARY_ID,EA1077,96,"Antlerless Elk - Plateau, Boulder-circle Cliffs - Any Legal Weapon",Elk,,Antlerless,Antlerless Elk,Any Legal Weapon,11,1,12,2023 Antlerless big game draw results.pdf,bf701616eee76380516e6a86d56517657740ab61b38c86860044d31712ce139f,61,36,ROLLED_UP_FROM_POINT_ROWS
