hunt_code,canonical_match_status,reported_hunt_year,model_target_year,normalized_hunt_name,database_hunt_name,database_boundary_id,database_species,database_hunt_type,database_weapon,source_permits,hunters,harvest,percent_success,avg_days,satisfaction,source_page,source_row,validation_status,validation_notes
EA1240,DATABASE_MATCHED,2025,2026,"Nine Mile, Range Creek","Nine Mile, Range Creek",277,Elk,General Season,Any Legal Weapon,149,128,61,47.7,7.5,3.5,10,47,VALID,
EA1242,DATABASE_MATCHED,2025,2026,"Vernal, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",880,Elk,General Season,Any Legal Weapon,98,90,23,25.6,5.9,2.8,10,48,VALID,
EA1243,DATABASE_MATCHED,2025,2026,"Vernal, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",880,Elk,General Season,Any Legal Weapon,97,80,32,40.0,6.3,3.1,10,49,VALID,
EA1244,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Elk,General Season,Any Legal Weapon,100,86,15,17.4,4.4,3.3,10,50,VALID,
EA1245,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Elk,General Season,Muzzleloader,50,38,11,28.9,4.3,3.6,10,51,VALID,
EA1250,DATABASE_MATCHED,2025,2026,"North Slope, West Daggett","North Slope, West Daggett",142,Elk,General Season,Any Legal Weapon,30,28,8,28.6,6.5,3.6,10,52,VALID,
EA1251,DATABASE_MATCHED,2025,2026,"Southwest Desert, Burbank/Garrison","Southwest Desert, Burbank/Garrison",893,Elk,General Season,Any Legal Weapon,14,12,3,25.0,4.7,1.7,10,53,VALID,
EA1254,DATABASE_MATCHED,2025,2026,Pine Valley,Pine Valley,636,Elk,General Season,Any Legal Weapon,30,26,1,3.8,7.8,2.4,10,54,VALID,
EA1256,DATABASE_MATCHED,2025,2026,Little Pole Canyon CWMU,Little Pole Canyon CWMU,556,Elk,CWMU,Any Legal Weapon,9,6,2,33.3,2.4,3.8,10,55,VALID,
EA1257,DATABASE_MATCHED,2025,2026,Tunnel Hollow CWMU,Tunnel Hollow CWMU,569,Elk,CWMU,Any Legal Weapon,5,5,3,60.0,2.7,5.0,10,56,VALID,
EA1259,DATABASE_MATCHED,2025,2026,Diamond Mountain CWMU,Diamond Mountain CWMU,923,Elk,CWMU,Any Legal Weapon,2,2,1,50.0,2.5,4.0,10,57,VALID,
EA1260,DATABASE_MATCHED,2025,2026,West Ridge CWMU,West Ridge CWMU,874,Elk,CWMU,Any Legal Weapon,5,5,1,20.0,4.0,5.0,10,58,VALID,
EA1261,DATABASE_MATCHED,2025,2026,Blackhawk CWMU,Blackhawk CWMU,808,Elk,CWMU,Any Legal Weapon,6,6,2,33.3,1.6,3.4,10,59,VALID,
EA1263,DATABASE_MATCHED,2025,2026,Weber Florence Creek/Stillman Creek CWMU,Weber Florence Creek/Stillman Creek CWMU,524,Elk,CWMU,Any Legal Weapon,79,76,42,55.3,4.0,4.1,10,60,VALID,
EA1264,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Rabbit Gulch","Wasatch Mtns, Rabbit Gulch",921,Elk,General Season,Any Legal Weapon,46,42,17,40.5,2.8,3.7,10,61,VALID,
EA1265,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Tabby Mtn","Wasatch Mtns, Tabby Mtn",920,Elk,General Season,Any Legal Weapon,100,87,60,69.0,2.9,3.9,10,62,VALID,
EA1266,DATABASE_MATCHED,2025,2026,"Box Elder, Hansel Mtn","Box Elder, Hansel Mtn",18,Elk,General Season,Any Legal Weapon,20,19,10,52.6,11.3,3.1,11,2,VALID,
EA1267,DATABASE_MATCHED,2025,2026,Cache,Cache,29,Elk,General Season,Any Legal Weapon,87,81,24,29.6,6.0,3.3,11,3,VALID,
EA1268,DATABASE_MATCHED,2025,2026,"North Slope, Summit","North Slope, Summit",138,Elk,General Season,Archery,147,118,10,8.5,8.5,2.9,11,4,VALID,
EA1269,DATABASE_MATCHED,2025,2026,Ogden (Excludes Hyrum),Ogden (Excludes Hyrum),924,Elk,General Season,Any Legal Weapon,199,143,43,30.1,5.4,3.1,11,5,VALID,
EA1270,DATABASE_MATCHED,2025,2026,Fishlake (Conservation),Fishlake (Conservation),175,Elk,Conservation,Any Legal Weapon,4,4,3,75.0,1.8,4.0,11,6,VALID,
EA1271,DATABASE_MATCHED,2025,2026,Manti (Conservation),Manti (Conservation),51,Elk,Conservation,Any Legal Weapon,3,3,3,100.0,2.3,4.0,11,7,VALID,
EA1272,DATABASE_MATCHED,2025,2026,"East Canyon, East","East Canyon, East",941,Elk,General Season,Any Legal Weapon,145,99,5,5.1,6.5,2.4,11,8,VALID,
EA1273,DATABASE_MATCHED,2025,2026,"North Slope, Three Corners","North Slope, Three Corners",140,Elk,General Season,Any Legal Weapon,25,23,19,82.6,3.1,4.3,11,9,VALID,
EA1274,DATABASE_MATCHED,2025,2026,"North Slope, Three Corners","North Slope, Three Corners",140,Elk,General Season,Archery,25,19,1,5.3,5.3,4.1,11,10,VALID,
EA1276,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Box Elder Peak","Wasatch Mtns, Box Elder Peak",225,Elk,General Season,Any Legal Weapon,43,30,11,36.7,3.4,3.5,11,11,VALID,
EA1277,DATABASE_MATCHED,2025,2026,"North Slope, Three Corners","North Slope, Three Corners",140,Elk,General Season,Any Legal Weapon,25,24,15,62.5,2.1,4.3,11,12,VALID,
EA1278,DATABASE_MATCHED,2025,2026,"Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn",938,Elk,General Season,Any Legal Weapon,50,39,19,48.7,5.4,3.3,11,13,VALID,
EA1279,DATABASE_MATCHED,2025,2026,"Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn",938,Elk,General Season,Any Legal Weapon,49,42,14,33.3,7.7,3.1,11,14,VALID,
EA1280,DATABASE_MATCHED,2025,2026,"La Sal, La Sal Mtns-North","La Sal, La Sal Mtns-North",879,Elk,General Season,Any Legal Weapon,167,111,34,30.6,5.0,3.2,11,15,VALID,
EA1281,DATABASE_MATCHED,2025,2026,"Mt Dutton, Deep Creek","Mt Dutton, Deep Creek",438,Elk,General Season,Any Legal Weapon,73,64,24,37.5,4.2,3.3,11,16,VALID,
EA1283,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,General Season,Archery,35,30,3,10.0,5.1,3.2,11,18,VALID,
EA1284,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,General Season,Muzzleloader,35,27,4,14.8,4.3,2.6,11,19,VALID,
EA1285,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,General Season,Any Legal Weapon,32,31,19,61.3,2.2,4.0,11,20,VALID,
EA1286,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Elk,General Season,Any Legal Weapon,16,15,9,60.0,3.8,3.8,11,21,VALID,
EA2000,DATABASE_MATCHED,2025,2026,Antlerless Elk Control,Antlerless Elk Control,5116,Elk,Antlerless Elk Control,Any Legal Weapon,1434,1151,77,6.7,5.8,2.9,11,22,VALID,
EA2002,DATABASE_MATCHED,2025,2026,Morgan-South Rich,Morgan-South Rich,117,Elk,Private Lands Only,Any Legal Weapon,193,149,37,24.8,5.8,3.1,11,23,VALID,
EA2003,DATABASE_MATCHED,2025,2026,East Canyon,East Canyon,276,Elk,Private Lands Only,Any Legal Weapon,313,269,105,39.0,9.2,3.6,11,24,VALID,
EA2004,DATABASE_MATCHED,2025,2026,Chalk Creek,Chalk Creek,69,Elk,Private Lands Only,Any Legal Weapon,590,461,163,35.4,7.3,3.5,11,25,VALID,
EA2005,DATABASE_MATCHED,2025,2026,"North Slope, West Daggett","North Slope, West Daggett",142,Elk,Private Lands Only,Any Legal Weapon,67,43,23,53.5,3.7,4.0,11,26,VALID,
EA2006,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Elk,Private Lands Only,Any Legal Weapon,495,413,193,46.7,10.4,3.5,11,27,VALID,
EA2008,DATABASE_MATCHED,2025,2026,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",129,Elk,Private Lands Only,Any Legal Weapon,41,36,20,55.6,11.3,3.4,11,28,VALID,
EA2009,DATABASE_MATCHED,2025,2026,"La Sal, La Sal Mtns","La Sal, La Sal Mtns",617,Elk,Private Lands Only,Any Legal Weapon,70,54,15,27.8,7.0,3.5,11,29,VALID,
EA2010,DATABASE_MATCHED,2025,2026,San Juan,San Juan,710,Elk,Private Lands Only,Any Legal Weapon,50,42,11,26.2,15.4,2.9,11,30,VALID,
EA2011,DATABASE_MATCHED,2025,2026,Manti,Manti,51,Elk,Private Lands Only,Any Legal Weapon,298,231,96,41.6,9.7,3.6,11,31,VALID,
EA2012,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West","Wasatch Mtns, West",620,Elk,Private Lands Only,Any Legal Weapon,168,143,76,53.1,5.4,4.0,11,32,VALID,
EA2013,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Currant Creek","Wasatch Mtns, Currant Creek",227,Elk,Private Lands Only,Any Legal Weapon,148,111,42,37.8,6.6,3.6,11,33,VALID,
EA2014,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, Avintaquin - White River","Wasatch Mtns, Avintaquin - White River",817,Elk,Private Lands Only,Any Legal Weapon,27,22,9,40.9,3.4,3.4,11,34,VALID,
EA2015,DATABASE_MATCHED,2025,2026,Paunsaugunt,Paunsaugunt,163,Elk,Private Lands Only,Any Legal Weapon,93,64,16,25.0,9.8,3.1,11,35,VALID,
EA2016,DATABASE_MATCHED,2025,2026,Nebo,Nebo,616,Elk,Private Lands Only,Any Legal Weapon,275,207,76,36.7,11.4,3.7,11,36,VALID,
EA2017,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Elk,Private Lands Only,Any Legal Weapon,65,50,30,60.0,6.0,3.7,11,37,VALID,
EA2018,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,Private Lands Only,Any Legal Weapon,72,54,26,48.1,10.1,3.8,11,38,VALID,
EA2019,DATABASE_MATCHED,2025,2026,"West Desert, Tintic Valley","West Desert, Tintic Valley",116,Elk,Private Lands Only,Any Legal Weapon,59,50,15,30.0,13.7,2.8,11,39,VALID,
EA2020,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Elk,Private Lands Only,Any Legal Weapon,318,245,67,27.3,13.4,2.9,11,40,VALID,
EA2021,DATABASE_MATCHED,2025,2026,"Beaver, East","Beaver, East",685,Elk,Private Lands Only,Any Legal Weapon,28,14,3,21.4,5.8,3.6,11,41,VALID,
EA2026,DATABASE_MATCHED,2025,2026,"Box Elder, Hansel Mtn","Box Elder, Hansel Mtn",18,Elk,Private Lands Only,Any Legal Weapon,97,72,28,38.9,6.1,3.4,11,42,VALID,
EA2027,DATABASE_MATCHED,2025,2026,Cache,Cache,29,Elk,Private Lands Only,Any Legal Weapon,280,225,59,26.2,8.1,3.5,11,43,VALID,
EA2028,DATABASE_MATCHED,2025,2026,Vernal/Bonanza,Vernal/Bonanza,614,Elk,Private Lands Only,Any Legal Weapon,246,198,84,42.4,5.5,3.2,11,44,VALID,
EA2029,DATABASE_MATCHED,2025,2026,"Nine Mile, Range Creek","Nine Mile, Range Creek",277,Elk,Private Lands Only,Any Legal Weapon,88,75,26,34.7,7.2,3.6,11,45,VALID,
EA2030,DATABASE_MATCHED,2025,2026,Diamond Mtn,Diamond Mtn,206,Elk,Private Lands Only,Any Legal Weapon,198,175,94,53.7,4.8,4.0,11,46,VALID,
EA2033,DATABASE_MATCHED,2025,2026,Kamas,Kamas,611,Elk,General Season,Archery,73,48,1,2.1,6.2,3.1,11,47,VALID,
EA2034,DATABASE_MATCHED,2025,2026,"Nine Mile, Anthro","Nine Mile, Anthro",128,Elk,General Season,Archery,17,10,0,0.0,7.3,3.4,11,48,VALID,
EA2036,DATABASE_MATCHED,2025,2026,"Oquirrh-Stansbury, East","Oquirrh-Stansbury, East",86,Elk,General Season,Any Legal Weapon,60,58,53,91.4,4.3,4.4,11,49,VALID,
EA2037,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Elk,General Season,Archery,163,129,23,17.8,7.3,3.4,11,50,VALID,
EA2038,DATABASE_MATCHED,2025,2026,Wasatch Mtns,Wasatch Mtns,222,Elk,General Season,Archery,853,714,96,13.4,5.8,3.5,11,51,VALID,
EA2039,DATABASE_MATCHED,2025,2026,"Fillmore, Pahvant","Fillmore, Pahvant",88,Elk,Private Lands Only,Any Legal Weapon,115,90,23,25.6,11.7,3.2,11,52,VALID,
EA2040,DATABASE_MATCHED,2025,2026,Kamas,Kamas,611,Elk,Private Lands Only,Any Legal Weapon,71,53,29,54.7,7.4,3.7,11,53,VALID,
EA2041,DATABASE_MATCHED,2025,2026,Cache (Conservation),Cache (Conservation),29,Elk,Conservation,Any Legal Weapon,2,0,,,,,11,54,VALID_WITH_WARNINGS,BLANK_HARVEST;BLANK_PERCENT_SUCCESS;BLANK_AVG_DAYS;BLANK_SATISFACTION
EA2045,DATABASE_MATCHED,2025,2026,Wasatch Mtns (Conservation),Wasatch Mtns (Conservation),5118,Elk,Conservation,Any Legal Weapon,4,4,3,75.0,2.5,4.0,11,56,VALID,
EA2046,DATABASE_MATCHED,2025,2026,"Box Elder, Sawtooth","Box Elder, Sawtooth",868,Elk,Private Lands Only,Any Legal Weapon,10,10,0,0.0,3.0,3.0,11,57,VALID,
EB1000,DATABASE_MATCHED,2025,2026,Elk - Statewide Permit,Elk - Statewide Permit,5119,Elk,Statewide,Any Legal Weapon,2,2,2,100.0,26.0,5.0,11,58,VALID,
EB1001,DATABASE_MATCHED,2025,2026,Any Bull Elk Units,Any Bull Elk Units,5120,Elk,General Season - Any Bull,Any Legal Weapon,10890,9443,1416,15.0,3.9,2.9,11,59,VALID,
EB1002,DATABASE_MATCHED,2025,2026,Any Bull Elk Units,Any Bull Elk Units,5121,Elk,General Season - Any Bull,Muzzleloader,2091,1779,276,15.5,4.6,3.0,11,60,VALID,
EB1003,DATABASE_MATCHED,2025,2026,Spike Only Units,Spike Only Units,5122,Elk,General Season - Spike Bull,Any Legal Weapon,10081,8938,1396,15.6,4.8,3.1,11,61,VALID,
EB1004,DATABASE_MATCHED,2025,2026,Spike Only Units,Spike Only Units,5123,Elk,General Season - Spike Bull,Muzzleloader,808,701,94,13.4,4.6,3.0,11,62,VALID,
EB1005,DATABASE_MATCHED,2025,2026,Archery Hunters Choice Elk,Archery Hunters Choice Elk,5124,Elk,General Season - Archery,Archery,11797,10614,1256,11.8,7.9,3.3,12,2,VALID,
EB1007,DATABASE_MATCHED,2025,2026,Draw-only Youth Any Bull/Hunters Choice Elk,Draw-only Youth Any Bull/Hunters Choice Elk,5125,Elk,General Season - Any Bull,Any Legal Weapon,735,670,283,42.2,4.5,3.3,12,3,VALID,
EB1009,DATABASE_MATCHED,2025,2026,Spike Only Elk Units - Multiseason,Spike Only Elk Units - Multiseason,5126,Elk,General Season - Spike Bull,Multiseason,3996,3688,925,25.1,8.9,3.3,12,4,VALID,
EB1010,DATABASE_MATCHED,2025,2026,Any Bull Elk Units,Any Bull Elk Units,5127,Elk,General Season - Any Bull,Any Legal Weapon,3698,3260,473,14.5,4.0,2.9,12,5,VALID,
EB1011,DATABASE_MATCHED,2025,2026,Youth General Season Bull Elk,Youth General Season Bull Elk,5128,Elk,General Season - Youth,Any Legal Weapon,4112,3558,624,17.5,5.7,3.1,12,6,VALID,
EB1012,DATABASE_MATCHED,2025,2026,Uinta Basin Private Lands Any Bull Elk,Uinta Basin Private Lands Any Bull Elk,931,Elk,General Season - Any Bull,Any Legal Weapon,508,412,227,55.1,9.9,3.6,12,7,VALID,
EB3000,DATABASE_MATCHED,2025,2026,Beaver East,Beaver East,685,Elk,Limited Entry,Archery,26,26,20,76.9,12.8,4.5,12,8,VALID,
EB3002,DATABASE_MATCHED,2025,2026,Book Cliffs Little Creek Roadless,Book Cliffs Little Creek Roadless,12,Elk,Limited Entry,Archery,3,3,2,66.7,6.7,4.7,12,9,VALID,
EB3003,DATABASE_MATCHED,2025,2026,Cache Meadowville,Cache Meadowville,33,Elk,Limited Entry,Archery,11,10,2,20.0,8.4,3.9,12,10,VALID,
EB3005,DATABASE_MATCHED,2025,2026,Cache South,Cache South,41,Elk,Limited Entry,Archery,10,10,4,40.0,9.9,3.3,12,11,VALID,
EB3006,DATABASE_MATCHED,2025,2026,Manti,Manti,51,Elk,Limited Entry,Archery,175,171,52,30.4,13.9,3.7,12,12,VALID,
EB3008,DATABASE_MATCHED,2025,2026,Fillmore Pahvant,Fillmore Pahvant,88,Elk,Limited Entry,Archery,22,22,7,31.8,13.0,3.4,12,13,VALID,
EB3009,DATABASE_MATCHED,2025,2026,La Sal Mtns,La Sal Mtns,617,Elk,Limited Entry,Archery,42,41,17,41.5,11.4,3.6,12,14,VALID,
EB3010,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Elk,Limited Entry,Archery,2,2,2,100.0,5.0,3.0,12,15,VALID,
EB3011,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Elk,Limited Entry,Archery,21,21,8,38.1,14.3,3.6,12,16,VALID,
EB3013,DATABASE_MATCHED,2025,2026,North Slope Three Corners,North Slope Three Corners,140,Elk,Limited Entry,Archery,8,8,3,37.5,10.1,3.1,12,17,VALID,
EB3015,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,Limited Entry,Archery,18,18,7,38.9,15.1,3.6,12,18,VALID,
EB3018,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,Elk,Limited Entry,Archery,89,87,29,33.3,13.1,3.5,12,19,VALID,
EB3019,DATABASE_MATCHED,2025,2026,San Juan Bull Elk,San Juan Bull Elk,183,Elk,Limited Entry,Archery,30,29,16,55.2,15.1,3.4,12,20,VALID,
EB3020,DATABASE_MATCHED,2025,2026,Diamond Mtn,Diamond Mtn,206,Elk,Limited Entry,Archery,25,25,7,28.0,13.1,2.9,12,21,VALID,
EB3022,DATABASE_MATCHED,2025,2026,Wasatch Mtns,Wasatch Mtns,222,Elk,Limited Entry,Archery,182,169,43,25.4,13.4,3.3,12,22,VALID,
EB3024,DATABASE_MATCHED,2025,2026,Beaver East,Beaver East,685,Elk,Limited Entry,Any Legal Weapon,11,11,10,90.9,2.5,3.9,12,23,VALID,
EB3025,DATABASE_MATCHED,2025,2026,Beaver East,Beaver East,685,Elk,Limited Entry,Any Legal Weapon,17,17,15,88.2,3.9,4.3,12,24,VALID,
EB3028,DATABASE_MATCHED,2025,2026,Book Cliffs Little Creek Roadless,Book Cliffs Little Creek Roadless,12,Elk,Limited Entry,Any Legal Weapon,2,2,2,100.0,1.0,4.0,12,25,VALID,
EB3031,DATABASE_MATCHED,2025,2026,Box Elder Pilot Mtn,Box Elder Pilot Mtn,682,Elk,Limited Entry,Any Legal Weapon,12,12,9,75.0,8.0,2.7,12,26,VALID,
EB3032,DATABASE_MATCHED,2025,2026,Cache Meadowville,Cache Meadowville,33,Elk,Limited Entry,Any Legal Weapon,6,6,3,50.0,2.5,3.5,12,27,VALID,
EB3033,DATABASE_MATCHED,2025,2026,Cache Meadowville,Cache Meadowville,33,Elk,Limited Entry,Any Legal Weapon,8,8,4,50.0,3.0,3.8,12,28,VALID,
EB3036,DATABASE_MATCHED,2025,2026,Cache South,Cache South,41,Elk,Limited Entry,Any Legal Weapon,4,4,4,100.0,2.3,4.7,12,29,VALID,
EB3037,DATABASE_MATCHED,2025,2026,Cache South,Cache South,41,Elk,Limited Entry,Any Legal Weapon,7,6,4,66.7,5.4,4.2,12,30,VALID,
EB3038,DATABASE_MATCHED,2025,2026,Manti,Manti,51,Elk,Limited Entry,Any Legal Weapon,72,72,51,70.8,3.1,4.1,12,31,VALID,
EB3039,DATABASE_MATCHED,2025,2026,Manti,Manti,51,Elk,Limited Entry,Any Legal Weapon,122,122,99,81.1,4.4,3.8,12,32,VALID,
EB3042,DATABASE_MATCHED,2025,2026,Fillmore Pahvant,Fillmore Pahvant,88,Elk,Limited Entry,Any Legal Weapon,16,16,11,68.8,3.3,3.8,12,33,VALID,
EB3043,DATABASE_MATCHED,2025,2026,Fillmore Pahvant,Fillmore Pahvant,88,Elk,Limited Entry,Any Legal Weapon,16,15,10,66.7,5.7,3.1,12,34,VALID,
EB3044,DATABASE_MATCHED,2025,2026,Dolores Triangle,Dolores Triangle,108,Elk,Limited Entry,Any Legal Weapon,7,7,6,85.7,12.7,4.0,12,35,VALID,
EB3045,DATABASE_MATCHED,2025,2026,La Sal Mtns,La Sal Mtns,617,Elk,Limited Entry,Any Legal Weapon,17,17,8,47.1,3.9,4.0,12,36,VALID,
EB3046,DATABASE_MATCHED,2025,2026,La Sal Mtns,La Sal Mtns,617,Elk,Limited Entry,Any Legal Weapon,28,28,12,42.9,5.5,3.8,12,37,VALID,
EB3047,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Elk,Limited Entry,Any Legal Weapon,8,7,7,100.0,2.2,4.5,12,38,VALID,
EB3048,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Elk,Limited Entry,Any Legal Weapon,15,15,14,93.3,4.1,4.3,12,39,VALID,
EB3049,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Elk,Limited Entry,Any Legal Weapon,8,8,7,87.5,2.4,4.1,12,40,VALID,
EB3050,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Elk,Limited Entry,Any Legal Weapon,15,15,14,93.3,4.4,4.5,12,41,VALID,
EB3053,DATABASE_MATCHED,2025,2026,North Slope Three Corners,North Slope Three Corners,140,Elk,Limited Entry,Any Legal Weapon,11,11,10,90.9,3.4,4.3,12,42,VALID,
EB3056,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,Limited Entry,Any Legal Weapon,12,12,11,91.7,3.3,4.5,12,43,VALID,
EB3057,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,Limited Entry,Any Legal Weapon,13,13,11,84.6,4.1,4.6,12,44,VALID,
EB3063,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,Elk,Limited Entry,Any Legal Weapon,38,38,32,84.2,3.6,3.7,12,45,VALID,
EB3064,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,Elk,Limited Entry,Any Legal Weapon,108,107,62,57.9,6.8,3.4,12,46,VALID,
EB3065,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,Elk,Limited Entry,Any Legal Weapon,64,64,54,84.4,4.5,3.6,12,47,VALID,
EB3066,DATABASE_MATCHED,2025,2026,San Juan Bull Elk,San Juan Bull Elk,183,Elk,Limited Entry,Any Legal Weapon,19,19,15,78.9,3.9,3.8,12,48,VALID,
EB3067,DATABASE_MATCHED,2025,2026,San Juan Bull Elk,San Juan Bull Elk,183,Elk,Limited Entry,Any Legal Weapon,21,20,14,70.0,5.4,4.0,12,49,VALID,
EB3068,DATABASE_MATCHED,2025,2026,Diamond Mtn,Diamond Mtn,206,Elk,Limited Entry,Any Legal Weapon,11,11,9,81.8,2.7,4.2,12,50,VALID,
EB3069,DATABASE_MATCHED,2025,2026,Diamond Mtn,Diamond Mtn,206,Elk,Limited Entry,Any Legal Weapon,31,30,24,80.0,6.5,3.3,12,51,VALID,
EB3072,DATABASE_MATCHED,2025,2026,Wasatch Mtns,Wasatch Mtns,222,Elk,Limited Entry,Any Legal Weapon,76,74,50,67.6,3.3,3.7,12,52,VALID,
EB3073,DATABASE_MATCHED,2025,2026,Wasatch Mtns,Wasatch Mtns,222,Elk,Limited Entry,Any Legal Weapon,124,123,91,74.0,4.6,4.0,12,53,VALID,
EB3077,DATABASE_MATCHED,2025,2026,Beaver East,Beaver East,685,Elk,Limited Entry,Muzzleloader,14,14,13,92.9,5.1,4.2,12,54,VALID,
EB3079,DATABASE_MATCHED,2025,2026,Book Cliffs Little Creek Roadless,Book Cliffs Little Creek Roadless,12,Elk,Limited Entry,Muzzleloader,1,1,1,100.0,2.0,5.0,12,55,VALID,
EB3081,DATABASE_MATCHED,2025,2026,Cache Meadowville,Cache Meadowville,33,Elk,Limited Entry,Muzzleloader,7,7,3,42.9,6.6,3.7,12,56,VALID,
EB3083,DATABASE_MATCHED,2025,2026,Cache South,Cache South,41,Elk,Limited Entry,Muzzleloader,6,6,4,66.7,6.3,3.5,12,57,VALID,
EB3084,DATABASE_MATCHED,2025,2026,Manti,Manti,51,Elk,Limited Entry,Muzzleloader,104,104,75,72.1,5.5,3.9,12,58,VALID,
EB3086,DATABASE_MATCHED,2025,2026,Fillmore Pahvant,Fillmore Pahvant,88,Elk,Limited Entry,Muzzleloader,13,13,9,69.2,7.5,4.1,12,59,VALID,
EB3087,DATABASE_MATCHED,2025,2026,La Sal Mtns,La Sal Mtns,617,Elk,Limited Entry,Muzzleloader,24,24,14,58.3,5.9,3.9,12,60,VALID,
EB3088,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Elk,Limited Entry,Muzzleloader,6,6,5,83.3,5.5,4.8,12,61,VALID,
EB3089,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Elk,Limited Entry,Muzzleloader,12,12,8,66.7,4.4,3.8,12,62,VALID,
EB3091,DATABASE_MATCHED,2025,2026,North Slope Three Corners,North Slope Three Corners,140,Elk,Limited Entry,Muzzleloader,4,4,3,75.0,5.3,4.8,13,2,VALID,
EB3093,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Elk,Limited Entry,Muzzleloader,12,12,9,75.0,6.2,4.2,13,3,VALID,
EB3096,DATABASE_MATCHED,2025,2026,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,Elk,Limited Entry,Muzzleloader,55,55,42,76.4,5.3,4.0,13,4,VALID,
EB3097,DATABASE_MATCHED,2025,2026,San Juan Bull Elk,San Juan Bull Elk,183,Elk,Limited Entry,Muzzleloader,17,17,13,76.5,6.5,3.8,13,5,VALID,
EB3098,DATABASE_MATCHED,2025,2026,Diamond Mtn,Diamond Mtn,206,Elk,Limited Entry,Muzzleloader,15,15,10,66.7,6.5,3.8,13,6,VALID,
EB3100,DATABASE_MATCHED,2025,2026,Wasatch Mtns,Wasatch Mtns,222,Elk,Limited Entry,Muzzleloader,109,108,71,65.7,5.3,3.9,13,7,VALID,
EB3102,DATABASE_MATCHED,2025,2026,Beaver East,Beaver East,685,Elk,Limited Entry,Multiseason,4,3,3,100.0,3.7,4.7,13,8,VALID,
EB3104,DATABASE_MATCHED,2025,2026,Book Cliffs Little Creek Roadless,Book Cliffs Little Creek Roadless,12,Elk,Limited Entry,Multiseason,1,1,1,100.0,1.0,5.0,13,9,VALID,
EB3105,DATABASE_MATCHED,2025,2026,Cache Meadowville,Cache Meadowville,33,Elk,Limited Entry,Multiseason,2,2,2,100.0,2.0,5.0,13,10,VALID,
EB3107,DATABASE_MATCHED,2025,2026,Cache South,Cache South,41,Elk,Limited Entry,Multiseason,2,2,2,100.0,50.0,4.0,13,11,VALID,
EB3108,DATABASE_MATCHED,2025,2026,Manti,Manti,51,Elk,Limited Entry,Multiseason,23,23,17,73.9,13.3,4.4,13,12,VALID,
EB3110,DATABASE_MATCHED,2025,2026,Fillmore Pahvant,Fillmore Pahvant,88,Elk,Limited Entry,Multiseason,4,4,2,50.0,11.0,3.0,13,13,VALID,
