source_file,source_sha256,inferred_species,inferred_year,source_class,report_type,file_size_bytes,page_count,extraction_priority,extraction_strategy,confidence,reason
pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/04F508BD__2013_all_species_hr.pdf,4f057c9514c0d883c9374a23392ad3b71e304b21117ebec43323ad143e578bd2,Unknown,2013,harvest_results,harvest_result,123547,18,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/DA57FA0D__2017_antlerless_hr.pdf,5c044926794c607436a483261f45dbae23c4a657b26d061fe2d62395d9853839,Unknown,2017,harvest_results,harvest_result,106268,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/E0B518C9__2017-SanJuanNorth_bighorn.pdf,0c769c7db844a331829041cda1cf753f2cf60c87e60be2933917700ddcfb3b0a,Unknown,2017,harvest_results,harvest_result,38913,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/E58C632D__2017-SanJuanSouth_bighorn.pdf,fbcf7fa9ff964ca36b53fc2fac3254d7bcbb8045ced81e7d17ae347056850d17,Unknown,2017,harvest_results,harvest_result,50799,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/E6D3F0AB__2017-SanJuanRiver_bighorn.pdf,6bba9a31bac267ae50955b5a328cb04274cd5ada55ec7ca5a77f259319272148,Unknown,2017,harvest_results,harvest_result,48812,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/11339B18__2018-kaiparowits.pdf,e994afa9a1afab09b5278b95b9b301b42ad62cca48a0d1bd093e6e6571bb1416,Unknown,2018,harvest_results,harvest_result,70822,2,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/17C7BBEA__2018-zion.pdf,b0bb5ffdc881e4f4f6b7986be43eb41c4e652cb20dfce106d9699d7aa0441d5a,Unknown,2018,harvest_results,harvest_result,260618,2,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/2BBB0C1A__2018-north-slope-red-canyon.pdf,a43d4634aa6d207b5af4126b0acda93bcf6b48f93efc9796830c63f4aabacdfc,Unknown,2018,harvest_results,harvest_result,121973,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/2DC08B69__2018-north-slope-sheep-creek.pdf,fbc5e404d72977a3001d40142c63be4f4a84d9726d6459fad6caf466fc32dcba,Bighorn Sheep,2018,harvest_results,harvest_result,71335,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/39C8D045__2018-north-slope-bare-top.pdf,77ff2129c3886407de6200c83f1e9f9683281e8bf123de8034977dee735c7099,Unknown,2018,harvest_results,harvest_result,122940,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/5362D4A1__2018-san-rafael-south.pdf,f2d9e24b0f1383f08378c2f62538ebc395abe9cb185e1b68f6dafae98c5d39ee,Unknown,2018,harvest_results,harvest_result,221378,2,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/58B665E2__2018-wasatch-west.pdf,b237e56ce20f4890c60eb8c620fbb15db49d12f75be116f5d2b632d4e0309855,Unknown,2018,harvest_results,harvest_result,116550,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/714AD5F1__2018-north-slope-hoop-lake.pdf,94f941123ffa2ca65b38dc64bf2ff3321d5d4df42ccc4a6803028ae7748d186d,Unknown,2018,harvest_results,harvest_result,115125,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/998F5948__2018-harvest-data.pdf,706d31a020c0031c201b237409027b7725334b16b1b18726bac91e5cfcc76ac1,Unknown,2018,harvest_results,harvest_result,117312,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/9AA76DD4__2018-central-mtns-nebo.pdf,013be1e40ae9e0bdc83f94adfca5dd1069b9c3b458f8bf3160f1364fcb0941e7,Unknown,2018,harvest_results,harvest_result,124037,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/9F5340DF__2018-north-slope-goslin.pdf,234771b17470c13e2c5e9d2724a5e2e430ee88a0db3725127b90180f66977c8b,Unknown,2018,harvest_results,harvest_result,117161,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/ECDA0F1D__2018_le_oial_hr.pdf,c368bb2ed985e0c9725129f6c726cb227fe7c2ed0e21fc1c2fdd850fea7a7292,Unknown,2018,harvest_results,harvest_result,1359331,17,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F157C927__2018-san-rafael-north.pdf,c376a4ef89245b6a02b44a17cd733be5646b22583aa6d063974270a516fb8e89,Unknown,2018,harvest_results,harvest_result,155706,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F3F82840__2018_gs_deer_hr.pdf,bf3f4786524b6fc95ca3e928a3c9cc9d78205f201de20c671c9aa2d83d13d8dc,Deer,2018,harvest_results,harvest_result,431310,4,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F5CE0D15__2018_antlerless_hr.pdf,5b40fa191573b2c7a8c3e698eb28f2598017742c8581b9086ccd03db60e5ab9e,Unknown,2018,harvest_results,harvest_result,626112,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/21F05C54__2019-nine-mile-range-creek.pdf,883dad7545048b1b0e4e1457aefb722a3582a4449ca75dc7feb4a623db193fe2,Unknown,2019,harvest_results,harvest_result,69851,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/494E8D81__2019_antlerless_hr.pdf,42aaea4a3d72502a65b07d7044337bb3e41b84b4f9c1f87459c607f17a8b895f,Unknown,2019,harvest_results,harvest_result,193126,7,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/4B03444B__2019-book-cliffs-rattlesnake.pdf,82ceec3dc9419f399829d554f48f811cd443fdffc54fbb31ab7fc2938746456c,Unknown,2019,harvest_results,harvest_result,72856,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/53131416__2019-oquirrh-stansbury.pdf,699c1afd79eaf29985c0a6a006d433a35086d0b37cc2398b5790309ab5057731,Unknown,2019,harvest_results,harvest_result,58634,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/9AB7DD4C__2019-san-juan-north.pdf,f194f8c79eb07d2b3edcd1e7f5531c47be890c2219fb51664e2bdb5538c3b8d7,Unknown,2019,harvest_results,harvest_result,69398,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/AF2F3783__2019-san-rafael-dirty-devil.pdf,050ed3afd20c7462c0cf0d5ab6d9788df199ce364e35ee1c6cb4a2a131cf26cf,Unknown,2019,harvest_results,harvest_result,386047,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/CB027DE6__2019-henry-mountains.pdf,d9764fd8578c721a8ba4c9b34eba950807f302e6bb72c957f22015589ea3bb0e,Unknown,2019,harvest_results,harvest_result,71354,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/D0579D88__2019-harvest-data.pdf,7923fe17212ac63159e6015d002a181c2d76d442922d038da32ede6202444916,Unknown,2019,harvest_results,harvest_result,141480,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/E3B82D73__2019_gs_deer_hr.pdf,1b51cf58ae0aae011836e0759bc503da6ddf044c8524fe2f69bfea0e9a29522d,Deer,2019,harvest_results,harvest_result,157131,3,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/F4D5A08B__2019-box-elder-newfoundland.pdf,8db03541d516ecf317b397098f62f173834ea18dbb3202b3d64cf82b786be6bf,Unknown,2019,harvest_results,harvest_result,68722,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/F64065F0__2019-fillmore-oak-creek.pdf,b470e2f90f32b4e6fab388a6b76ae25f2a237f2f61f9a72a30a59822814c3ae9,Unknown,2019,harvest_results,harvest_result,70819,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/F9A1C29D__2019_le_oial_all.pdf,e3a994ebda7026af38fc22691034a0efc0ecab21f923a79921846d8c95312796,Unknown,2019,harvest_results,harvest_result,380720,17,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/FF6C99FD__2019-pine-valley.pdf,12a10239bbe6f8cbe9baa177cf6263704d82c858f0e057e0813f95cae2479c24,Unknown,2019,harvest_results,harvest_result,190921,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/0461C97A__2020_le_oial_all.pdf,33b7071b5af63f0b6c0c027b0be3a294eac2667648feeb79ee55a1d7e25c9cfa,Unknown,2020,harvest_results,harvest_result,357706,17,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/0B112A6A__2020_antlerless_hr.pdf,8600b92f638ae176e3836db97c40c607db22cc1fc311fbef5ccefa3616f0976f,Unknown,2020,harvest_results,harvest_result,171841,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/3D2221CC__2020-central-mtns-nebo.pdf,b019b976d68a0bb03a7f379f842f2134cac902d7a0959bbf93712e5bfa8a401c,Unknown,2020,harvest_results,harvest_result,69195,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/4C032162__2020-harvest-data.pdf,9c144c4fe3469ea827483b187a2886aef1ba20a9499099b1abfd3b3dae4f43f8,Unknown,2020,harvest_results,harvest_result,164160,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/71A9E811__2020-north-slope-red-canyon.pdf,bce16b73d1449c8b2adb86b571f3c5c1c0c7029ba903265cd72576eb68695b8b,Unknown,2020,harvest_results,harvest_result,66806,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/847a57a8__mixed_2020-21.pdf,9b1f1738aa9f75adf61b7efde7a992fc26bff16c1a11aa3d8373e05d2fa32eb6,Unknown,2020,harvest_results,harvest_result,1883488,60,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/8D421406__2020_gs_buck_deer_hr.pdf,97e4da029a3070bcf60478c07090064e392f43cfc00c3ad35e5d9864eb06a062,Deer,2020,harvest_results,harvest_result,142439,4,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/8EA9424D__2020-la-sal-potash.pdf,2461cd3fd8819cf08314c3e87456444ad29c6a2c59294251a2a2f8537a108dc9,Unknown,2020,harvest_results,harvest_result,76859,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/97AF213E__2020-north-slope-goslin-mtn.pdf,316d847dcc8d7beeeb2ee95bfe3856f0a8f969b943d6874a5db33bc26463dc0d,Unknown,2020,harvest_results,harvest_result,63411,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/a34306f2__bear_2020.pdf,f8b683d6fd62d3144bcfda67db69ae9b5838ac02a4ae7f82a387e35d71b17760,Black Bear,2020,harvest_results,harvest_result,997046,48,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/a7d1d7ba__cougar_2020.pdf,43ed751e561a1c70c2032c5895873b69bf2287a3b3da1c4566bf3f7fa4da93e5,Cougar,2020,harvest_results,harvest_result,769673,106,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/ABA2F9C3__2020-san-juan-north.pdf,56c7170bb2180ea6410ac3aa56c2b16eb695c967f8bb93bbba7e6292a6217d75,Unknown,2020,harvest_results,harvest_result,74018,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/AD0B9A6E__2020-kaiparowits-escalante.pdf,a7665594fcae568c897a8f9694f8d18293bf43e6ff9bccfc913b42c34211aa0a,Unknown,2020,harvest_results,harvest_result,78115,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/AEF83DEF__2020-wasatch-mtns-west.pdf,bdbaed16f009b6cc3a0692bbfd86197e5cda63b037eb55fcd7dc6f50bab0372f,Unknown,2020,harvest_results,harvest_result,70606,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/C939DB7B__2020-north-slope-bare-top.pdf,036a315cc88fe2bce2f1657303e21eef32cda41cadcd97ba7748663a6a271120,Unknown,2020,harvest_results,harvest_result,68338,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/D4C661D9__2020-san-juan-south.pdf,5509df3880d5df3d36bd15af8dc47409a62598eb4668ef564582483f93bb4652,Unknown,2020,harvest_results,harvest_result,74681,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/DED44DA9__2020-san-juan-river.pdf,b5769ff7ecdfd88e832363d47f686a35f008c791ab6729a5f3f3108092f89da5,Unknown,2020,harvest_results,harvest_result,74103,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/EC6B4470__2020-san-juan-lockhart.pdf,cf4d6a78cb959bce5e08be5bfbc048257e3d05cc69a47002dea7dfea9210580b,Unknown,2020,harvest_results,harvest_result,73129,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/F30B053D__2020-north-slope-sheep-creek.pdf,6f03f9e6d108b574934f80d89a15126ef0fdf8a6c42366fef8620569d6832efe,Bighorn Sheep,2020,harvest_results,harvest_result,62804,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/03E16E00__2021-north-slope-red-canyon.pdf,6d73501e1f206709f2ba8dc3678c74c81e455de974be27a89bdf5b33024c2fa8,Unknown,2021,harvest_results,harvest_result,84600,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/043E31A3__2021-north-slope-bare-top.pdf,60d6079ecb54fc0f1c14dea90e0ab3a35f7c09fcf18325d511b1bbbbebf52b8f,Unknown,2021,harvest_results,harvest_result,88491,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/1AAF42C7__2021-san-rafael-north.pdf,c60c8caf010bdf8420459d8368520155ce5388adf633625e83ea4ff098395ad2,Unknown,2021,harvest_results,harvest_result,190355,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/20_bg_report.pdf,0b3ac314f67bcd229c2a67fc8cd99b5342d522de51aa5addb1b76267421a1db4,Unknown,2021,harvest_results,harvest_result,5452040,227,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/2795C467__2021_gs_buck_deer_hr.pdf,1c34a51eed56a54363a32bc2e9514902b4ed61396ec3099846e2bd846c80d1bf,Deer,2021,harvest_results,harvest_result,279305,4,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/2A5894B9__2021_antlerless_hr.pdf,2dbcbcf5f97bbf26286bfef855c95ad14e1ba45aed20eeea6682ac7f6a3118b6,Unknown,2021,harvest_results,harvest_result,553401,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/62474ddf__bear_2021.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,Black Bear,2021,harvest_results,harvest_result,1822298,48,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/670BA679__2021-north-slope-sheep-creek.pdf,09873550b2325b3ee1d0c84cba07ed3b813df8c37942bccd599a587f7d0b03b4,Bighorn Sheep,2021,harvest_results,harvest_result,84862,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/6ACC2AEA__2021_le_oial_all.pdf,610bbece4bbf1229e8950b1a883492e06e4402b3ceb4068302a4e488879efc46,Unknown,2021,harvest_results,harvest_result,364332,18,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/77105EC4__2021-box-elder-newfoundland-mtn.pdf,f5640758ecdca0189be6271d9e86380ef8e0da1a2f20ee2ca9c15e4f77b614e8,Unknown,2021,harvest_results,harvest_result,187020,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/7AA56ADB__2021-north-slope-goslin-mtn.pdf,027438c74adad93b8958f65e78abcbacf92b7093bf79dbc67dc5c8b119b87959,Unknown,2021,harvest_results,harvest_result,58064,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/86C2219B__2021-stansbury.pdf,c7dc120d6c1cbbed39551ad03256bb21be942d0f6aa0e372070c0962b11fa62f,Unknown,2021,harvest_results,harvest_result,187652,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/8817544e__cougar_2021.pdf,fb6750ad5f56e266c103dca47e9098fa26d1dcf379962b581ee12c9147ac7f65,Cougar,2021,harvest_results,harvest_result,1575065,104,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/9F8E4D0B__2021-kaiparowits-east-west.pdf,09374ffc774776d5d35490a90b9f13090501a25bea1ea3d498c3cac782bc5acb,Unknown,2021,harvest_results,harvest_result,195705,2,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/a62a6cbd__mixed_2021-22.pdf,29c11d3f3cd8420e7f4fdd9b628d502850c138aa277b1a0f7bcacc7f66e5356d,Unknown,2021,harvest_results,harvest_result,5451399,62,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/ABB95D60__2021-harvest-data.pdf,7de95f6b45bb42a1698613b982b6bf73ba1cd4485737488da172f01d0ddbd7d4,Unknown,2021,harvest_results,harvest_result,192358,6,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/B7C6169F__2021-box-elder-pilot-mtn.pdf,1b7a15724126874273fb1e9e6bc9482da7dca8051e82bdd9506adeb3cbb8643c,Unknown,2021,harvest_results,harvest_result,184393,1,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | Step1C strategy=structured_table; priority=HIGH; confidence=HIGH
