hunt_code,reported_hunt_year,model_target_years,species,hunt_family,hunt_names,row_count,harvest_sum,permits_sum,hunters_afield_sum,weighted_success_pct,average_reported_success_pct,row_scopes,source_families,source_labels,source_files
EA1023,2021,2022,Antlerless Elk,Antlerless Elk,"Central Mtns, South Manti",1,14.0,42.0,40.0,35.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1024,2021,2022,Antlerless Elk,Antlerless Elk,"Central Mtns, South Manti",1,11.0,11.0,11.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1025,2021,2022,Antlerless Elk,Antlerless Elk,"Central Mtns, West Manti",1,39.0,74.0,68.0,57.35,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1026,2021,2022,Antlerless Elk,Antlerless Elk,Chalk Creek,1,95.0,344.0,262.0,36.26,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1030,2021,2022,Antlerless Elk,Antlerless Elk,"Fillmore, Pahvant",1,20.0,38.0,34.0,58.82,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1031,2021,2022,Antlerless Elk,Antlerless Elk,"Fillmore, Pahvant",1,20.0,35.0,33.0,60.61,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1033,2021,2022,Antlerless Elk,Antlerless Elk,Kamas,1,31.0,99.0,90.0,34.44,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1034,2021,2022,Antlerless Elk,Antlerless Elk,"Kamas, Francis",1,7.0,25.0,18.0,38.89,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1035,2021,2022,Antlerless Elk,Antlerless Elk,"Kamas, Oakley",1,20.0,100.0,85.0,23.53,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1037,2021,2022,Antlerless Elk,Antlerless Elk,"La Sal, Dolores Triangle",1,1.0,7.0,3.0,33.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1038,2021,2022,Antlerless Elk,Antlerless Elk,"La Sal, La Sal Mtns",1,77.0,267.0,227.0,33.92,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1039,2021,2022,Antlerless Elk,Antlerless Elk,"La Sal, La Sal Mtns",1,89.0,247.0,212.0,41.98,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1040,2021,2022,Antlerless Elk,Antlerless Elk,"Monroe, Koosharem Valley",1,2.0,9.0,9.0,22.22,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1044,2021,2022,Antlerless Elk,Antlerless Elk,"Morgan-South Rich, South Rich",1,12.0,48.0,36.0,33.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1049,2021,2022,Antlerless Elk,Antlerless Elk,"Mt Dutton, Deep Creek",1,6.0,24.0,24.0,25.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1052,2021,2022,Antlerless Elk,Antlerless Elk,"Nine Mile, Avintaquin-West Anthro",1,98.0,263.0,229.0,42.79,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1054,2021,2022,Antlerless Elk,Antlerless Elk,"Nine Mile, West Anthro",1,60.0,270.0,232.0,25.86,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1055,2021,2022,Antlerless Elk,Antlerless Elk,"North Slope, Greendale",1,0.0,5.0,3.0,0.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1056,2021,2022,Antlerless Elk,Antlerless Elk,"North Slope, Greendale",1,1.0,5.0,5.0,20.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1058,2021,2022,Antlerless Elk,Antlerless Elk,"North Slope, Henrys Fork-Burnt Fork",1,23.0,49.0,45.0,51.11,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1060,2021,2022,Antlerless Elk,Antlerless Elk,"North Slope, West Daggett",1,2.0,11.0,10.0,20.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1061,2021,2022,Antlerless Elk,Antlerless Elk,"North Slope, West Daggett",1,8.0,21.0,17.0,47.06,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1063,2021,2022,Antlerless Elk,Antlerless Elk,Ogden,1,7.0,18.0,18.0,38.89,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1064,2021,2022,Antlerless Elk,Antlerless Elk,Ogden,1,6.0,20.0,15.0,40.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1066,2021,2022,Antlerless Elk,Antlerless Elk,Panguitch Lake,1,14.0,79.0,76.0,18.42,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1067,2021,2022,Antlerless Elk,Antlerless Elk,Panguitch Lake,1,21.0,79.0,74.0,28.38,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1068,2021,2022,Antlerless Elk,Antlerless Elk,Panguitch Lake,1,27.0,99.0,82.0,32.93,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1069,2021,2022,Antlerless Elk,Antlerless Elk,Panguitch Lake,1,15.0,75.0,66.0,22.73,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1073,2021,2022,Antlerless Elk,Antlerless Elk,Paunsaugunt,1,4.0,49.0,42.0,9.52,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1074,2021,2022,Antlerless Elk,Antlerless Elk,Pine Valley,1,3.0,19.0,19.0,15.79,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1075,2021,2022,Antlerless Elk,Antlerless Elk,"Plateau, Boulder East",1,4.0,9.0,9.0,44.44,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1076,2021,2022,Antlerless Elk,Antlerless Elk,"Plateau, Boulder West",1,1.0,10.0,9.0,11.11,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1077,2021,2022,Antlerless Elk,Antlerless Elk,"Plateau, Boulder-Circle Cliffs",1,13.0,20.0,18.0,72.22,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1078,2021,2022,Antlerless Elk,Antlerless Elk,"Plateau, Fishlake/Thousand Lakes",1,78.0,263.0,248.0,31.45,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1079,2021,2022,Antlerless Elk,Antlerless Elk,"Plateau, Fishlake/Thousand Lakes East",1,52.0,83.0,77.0,67.53,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1080,2021,2022,Antlerless Elk,Antlerless Elk,"Plateau, Fishlake/Thousand Lakes West",1,44.0,83.0,77.0,57.14,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1081,2021,2022,Antlerless Elk,Antlerless Elk,San Juan,1,39.0,129.0,116.0,33.62,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1082,2021,2022,Antlerless Elk,Antlerless Elk,San Juan,1,78.0,138.0,129.0,60.47,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1084,2021,2022,Antlerless Elk,Antlerless Elk,"San Rafael, North",1,0.0,5.0,5.0,0.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1085,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Bonanza/Vernal",1,19.0,100.0,79.0,24.05,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1087,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Bonanza/Vernal",1,36.0,111.0,102.0,35.29,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1089,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Diamond Mtn",1,21.0,54.0,48.0,43.75,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1090,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Diamond Mtn",1,18.0,53.0,48.0,37.5,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1091,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Diamond Mtn",1,22.0,50.0,47.0,46.81,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1094,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Mosby Mtn",1,26.0,95.0,88.0,29.55,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1098,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Yellowstone",1,37.0,84.0,72.0,51.39,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1099,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Yellowstone",1,31.0,79.0,72.0,43.06,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1100,2021,2022,Antlerless Elk,Antlerless Elk,"South Slope, Yellowstone",1,12.0,82.0,63.0,19.05,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1101,2021,2022,Antlerless Elk,Antlerless Elk,Southwest Desert,1,39.0,97.0,86.0,45.35,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1110,2021,2022,Antlerless Elk,Antlerless Elk,"Wasatch Mtns, Salt Lake",1,26.0,41.0,38.0,68.42,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1111,2021,2022,Antlerless Elk,Antlerless Elk,"Wasatch Mtns, Wallsburg",1,9.0,30.0,30.0,30.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1112,2021,2022,Antlerless Elk,Antlerless Elk,"Wasatch Mtns, Wallsburg",1,17.0,49.0,46.0,36.96,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1113,2021,2022,Antlerless Elk,Antlerless Elk,"Wasatch Mtns, West Heber",1,14.0,26.0,19.0,73.68,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1114,2021,2022,Antlerless Elk,Antlerless Elk,"Wasatch Mtns, West Timpanogos",1,15.0,33.0,28.0,53.57,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1116,2021,2022,Antlerless Elk,Antlerless Elk,Zion,1,7.0,103.0,85.0,8.24,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1117,2021,2022,Antlerless Elk,Antlerless Elk,Zion,1,36.0,207.0,162.0,22.22,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1118,2021,2022,Antlerless Elk,Antlerless Elk,Alton,1,7.0,11.0,7.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1119,2021,2022,Antlerless Elk,Antlerless Elk,Bar J Ranch,1,11.0,16.0,16.0,68.75,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1120,2021,2022,Antlerless Elk,Antlerless Elk,Bear Mountain,1,5.0,20.0,20.0,25.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1121,2021,2022,Antlerless Elk,Antlerless Elk,Boobe Hole,1,3.0,10.0,10.0,30.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1122,2021,2022,Antlerless Elk,Antlerless Elk,Causey Spring,1,3.0,5.0,5.0,60.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1124,2021,2022,Antlerless Elk,Antlerless Elk,Chimney Rock,1,11.0,11.0,11.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1125,2021,2022,Antlerless Elk,Antlerless Elk,Coldwater Ranch,1,14.0,20.0,17.0,82.35,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1126,2021,2022,Antlerless Elk,Antlerless Elk,Cotton Thomas,1,0.0,5.0,0.0,,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1129,2021,2022,Antlerless Elk,Antlerless Elk,Deseret,1,253.0,305.0,296.0,85.47,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1130,2021,2022,Antlerless Elk,Antlerless Elk,Double Cone,1,6.0,7.0,7.0,85.71,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1131,2021,2022,Antlerless Elk,Antlerless Elk,Durst Mountain,1,17.0,24.0,22.0,77.27,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1132,2021,2022,Antlerless Elk,Antlerless Elk,East Fork Chalk Creek,1,10.0,29.0,27.0,37.04,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1134,2021,2022,Antlerless Elk,Antlerless Elk,Ensign Ranches,1,41.0,78.0,71.0,57.75,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1135,2021,2022,Antlerless Elk,Antlerless Elk,Folley Ridge,1,3.0,8.0,5.0,60.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1136,2021,2022,Antlerless Elk,Antlerless Elk,Grass Valley/Clark Canyon,1,34.0,49.0,42.0,80.95,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1137,2021,2022,Antlerless Elk,Antlerless Elk,Grazing Pasture,1,12.0,15.0,14.0,85.71,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1138,2021,2022,Antlerless Elk,Antlerless Elk,Guildersleeve,1,7.0,7.0,7.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1139,2021,2022,Antlerless Elk,Antlerless Elk,Hardscrabble,1,4.0,10.0,8.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1140,2021,2022,Antlerless Elk,Antlerless Elk,Heaston East,1,10.0,10.0,10.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1141,2021,2022,Antlerless Elk,Antlerless Elk,Hiawatha,1,10.0,15.0,15.0,66.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1142,2021,2022,Antlerless Elk,Antlerless Elk,Indian Head,1,6.0,7.0,7.0,85.71,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1143,2021,2022,Antlerless Elk,Antlerless Elk,J. B. Ranch,1,31.0,33.0,33.0,93.94,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1145,2021,2022,Antlerless Elk,Antlerless Elk,Johnson Mountain Ranch,1,19.0,21.0,21.0,90.48,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1146,2021,2022,Antlerless Elk,Antlerless Elk,Jump Creek,1,11.0,15.0,15.0,73.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1147,2021,2022,Antlerless Elk,Antlerless Elk,Little Red Creek,1,12.0,20.0,19.0,63.16,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1149,2021,2022,Antlerless Elk,Antlerless Elk,Minnie Maud Ridge,1,4.0,8.0,4.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1151,2021,2022,Antlerless Elk,Antlerless Elk,Moon Ranch,1,2.0,7.0,7.0,28.57,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1153,2021,2022,Antlerless Elk,Antlerless Elk,Old Woman Plateau,1,3.0,4.0,4.0,75.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1155,2021,2022,Antlerless Elk,Antlerless Elk,Powder Mountain,1,0.0,2.0,0.0,,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1156,2021,2022,Antlerless Elk,Antlerless Elk,Preston Nutter Ranch,1,5.0,5.0,5.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1157,2021,2022,Antlerless Elk,Antlerless Elk,Redd Ranches,1,16.0,30.0,29.0,55.17,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1158,2021,2022,Antlerless Elk,Antlerless Elk,Riverview Ranch LLC,1,7.0,10.0,7.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1159,2021,2022,Antlerless Elk,Antlerless Elk,Roan Cliffs,1,1.0,4.0,4.0,25.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1160,2021,2022,Antlerless Elk,Antlerless Elk,Sand Creek,1,6.0,6.0,6.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1161,2021,2022,Antlerless Elk,Antlerless Elk,Scofield Canyons,1,4.0,11.0,9.0,44.44,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1162,2021,2022,Antlerless Elk,Antlerless Elk,Scofield East,1,5.0,10.0,10.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1163,2021,2022,Antlerless Elk,Antlerless Elk,Scofield West,1,11.0,38.0,32.0,34.38,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1164,2021,2022,Antlerless Elk,Antlerless Elk,SJ Ranch,1,2.0,6.0,6.0,33.33,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1165,2021,2022,Antlerless Elk,Antlerless Elk,Skull Crack,1,14.0,15.0,14.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1166,2021,2022,Antlerless Elk,Antlerless Elk,Soldier Summit,1,11.0,11.0,11.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1167,2021,2022,Antlerless Elk,Antlerless Elk,South Canyon,1,5.0,9.0,9.0,55.56,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1168,2021,2022,Antlerless Elk,Antlerless Elk,Spring Creek/Dodge,1,7.0,19.0,17.0,41.18,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1170,2021,2022,Antlerless Elk,Antlerless Elk,Strawberry Ridge,1,5.0,10.0,10.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1172,2021,2022,Antlerless Elk,Antlerless Elk,Three C,1,11.0,18.0,16.0,68.75,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1174,2021,2022,Antlerless Elk,Antlerless Elk,Two Bear,1,34.0,38.0,38.0,89.47,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1175,2021,2022,Antlerless Elk,Antlerless Elk,Wallsburg,1,3.0,8.0,5.0,60.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1176,2021,2022,Antlerless Elk,Antlerless Elk,Weber Florence Creek,1,29.0,50.0,45.0,64.44,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1186,2021,2022,Antlerless Elk,Antlerless Elk,Mt Dutton/Plateau,1,22.0,28.0,27.0,81.48,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1187,2021,2022,Antlerless Elk,Antlerless Elk,"Paunsaugunt, Hatch Bench",1,2.0,25.0,23.0,8.7,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1189,2021,2022,Antlerless Elk,Antlerless Elk,"Wasatch Mtns, West-Central",1,117.0,405.0,346.0,33.82,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1190,2021,2022,Antlerless Elk,Antlerless Elk,"Beaver, North",1,59.0,128.0,118.0,50.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1192,2021,2022,Antlerless Elk,Antlerless Elk,Pahvant Ensign,1,12.0,20.0,20.0,60.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1193,2021,2022,Antlerless Elk,Antlerless Elk,"Cache, Rich",1,30.0,71.0,65.0,46.15,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1194,2021,2022,Antlerless Elk,Antlerless Elk,"Cache, Richmond Hyde Park",1,2.0,14.0,12.0,16.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1196,2021,2022,Antlerless Elk,Antlerless Elk,"North Slope, Summit",1,8.0,49.0,46.0,17.39,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1198,2021,2022,Antlerless Elk,Antlerless Elk,Bear Springs,1,1.0,1.0,1.0,100.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1201,2021,2022,Antlerless Elk,Antlerless Elk,Mountain Sky Ranch,1,2.0,3.0,3.0,66.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1203,2021,2022,Antlerless Elk,Antlerless Elk,"Box Elder, Pilot Mtn",1,0.0,5.0,3.0,0.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1204,2021,2022,Antlerless Elk,Antlerless Elk,"Box Elder, Pilot Mtn",1,4.0,5.0,5.0,80.0,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1205,2021,2022,Antlerless Elk,Antlerless Elk,"Cache, Richmond Hyde Park",1,5.0,15.0,12.0,41.67,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1206,2021,2022,Antlerless Elk,Antlerless Elk,"Cache, Richmond Hyde Park",1,8.0,14.0,14.0,57.14,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1207,2021,2022,Antlerless Elk,Antlerless Elk,"Central Mtns, Moroni Hills",1,9.0,50.0,43.0,20.93,,hunt_code,,2021_for_2022_hunt_code_keyed,
EA1208,2021,2022,Antlerless Elk,Antlerless Elk,"Central Mtns, Nebo",1,52.0,79.0,71.0,73.24,,hunt_code,,2021_for_2022_hunt_code_keyed,
