overlay_id,permit_class,source_cycle,permit_year_rule,species,sex,huntType,huntClass,area,unitCode,unitNames,weapon,conditions,permit_count_per_year,organizations,averageValue,sourceSpecies,sourceRowStart,sourceRowNumbers,match_key,assignment_type,selected_hunt_code,component_hunt_codes,component_boundary_ids,conservation_area_id,primary_hunt_code,bundle_conservation_hunt_codes,bundle_expo_hunt_codes,boundary_reference_hunt_codes,database_hunt_codes,database_hunt_names,database_match_statuses,active_hunt_codes,active_permit_count,extracted_permit_count,compare_status,geometry_mapping_status,reconciliation_status,classification_note,review_status,source_file,do_not_use_directly_for_p_draw,do_not_merge_into_public_draw_quota,permit_year,permit_count,species_original
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Fishlake/Thousand Lakes,fishlake-thousand-lakes,System.Object[],ALW,ALW,1,System.Object[],34750.0,Elk,154,System.Object[],elk|fishlake thousand lakes|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Fishlake/Thousand Lakes,fishlake-thousand-lakes,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],18666.67,Elk,155,System.Object[],elk|fishlake thousand lakes|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MUZZLELOADER,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,Fishlake/Thousand Lakes,fishlake-thousand-lakes,System.Object[],ALW,ALW,1,System.Object[],26625.0,Elk,152,System.Object[],elk|fishlake thousand lakes|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SCI,Fishlake/Thousand Lakes,fishlake-thousand-lakes,System.Object[],ALW,ALW,1,System.Object[],34750.0,Elk,153,System.Object[],elk|fishlake thousand lakes|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Fishlake/Thousand Lakes,fishlake-thousand-lakes,System.Object[],Any Legal Weapon,System.Object[],2,System.Object[],20000.0,Elk,148,System.Object[],elk|fishlake thousand lakes|system object,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ANY-LEGAL-WEAPON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,2,Elk
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Fishlake/Thousand Lakes,fishlake-thousand-lakes,System.Object[],ALW,ALW,1,System.Object[],26625.0,Elk,151,System.Object[],elk|fishlake thousand lakes|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON;CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,UAA,Fishlake/Thousand Lakes,fishlake-thousand-lakes,System.Object[],Archery,Archery,1,System.Object[],15500.0,Elk,150,System.Object[],elk|fishlake thousand lakes|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,NWTF,La Sal,la-sal,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],800.0,Antlerless Elk,9,System.Object[],elk|la sal|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,UAA,La Sal,la-sal,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],800.0,Antlerless Elk,10,System.Object[],elk|la sal|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,WCF,La Sal,la-sal,System.Object[],Any Legal Weapon,Any Legal Weapon,2,System.Object[],800.0,Antlerless Elk,11,System.Object[],elk|la sal|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,2,Elk
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,System.Object[],Archery,Archery,1,System.Object[],15266.67,Elk,158,System.Object[],elk|la sal la sal mtns|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,System.Object[],ALW,ALW,2,System.Object[],19000.0,Elk,159,System.Object[],elk|la sal la sal mtns|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,2,Elk
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,System.Object[],ALW,ALW,1,System.Object[],20833.33,Elk,161,System.Object[],elk|la sal la sal mtns|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],15000.0,Elk,156,System.Object[],elk|la sal la sal mtns|any legal weapon late,selected_hunt_code,EA1180,,System.Object[],,,,,,EA1180,La Sal (Conservation),manual_review,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,System.Object[],ALW,ALW,1,System.Object[],20833.33,Elk,162,System.Object[],elk|la sal la sal mtns|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,System.Object[],Any Legal Weapon,"Any Legal Weapon, mid",1,System.Object[],13500.0,Elk,157,System.Object[],elk|la sal la sal mtns|any legal weapon mid,selected_hunt_code,EA1180,,System.Object[],,,,,,EA1180,La Sal (Conservation),manual_review,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,"La Sal, La Sal Mtns",la-sal-la-sal-mtns,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],16000.0,Elk,163,System.Object[],elk|la sal la sal mtns|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,MDF,Manti,manti,System.Object[],Any Legal Weapon,Any Legal Weapon,1,System.Object[],2108.33,Antlerless Elk,14,System.Object[],elk|manti|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Manti,manti,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],28000.0,Elk,164,System.Object[],elk|manti|any legal weapon late,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Manti,manti,System.Object[],ALW,ALW,1,System.Object[],34875.0,Elk,168,System.Object[],elk|manti|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-MANTI-BULL-HUNTER-S-CHOICE;CP-ELK-MANTI-BULL-MULTISEASON;CP-ELK-MANTI-BULL-MULTISEASON;CP-ELK-MANTI-BULL-HUNTER-S-CHOICE,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-BULL-MUZZLELOADER,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Manti,manti,System.Object[],Muzzleloader,Muzzleloader,1,System.Object[],22000.0,Elk,171,System.Object[],elk|manti|muzzleloader,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-MANTI-BULL-MUZZLELOADER,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,NWTF,Manti,manti,System.Object[],ALW,ALW,1,System.Object[],45000.0,Elk,169,System.Object[],elk|manti|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-MANTI-BULL-HUNTER-S-CHOICE;CP-ELK-MANTI-BULL-MULTISEASON;CP-ELK-MANTI-BULL-MULTISEASON;CP-ELK-MANTI-BULL-HUNTER-S-CHOICE,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,Manti,manti,System.Object[],ALW,ALW,1,System.Object[],45000.0,Elk,170,System.Object[],elk|manti|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-MANTI-BULL-HUNTER-S-CHOICE;CP-ELK-MANTI-BULL-MULTISEASON;CP-ELK-MANTI-BULL-MULTISEASON;CP-ELK-MANTI-BULL-HUNTER-S-CHOICE,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Antlerless Elk,Antlerless,Conservation,SFW,Manti,manti,System.Object[],Any Legal Weapon,Any Legal Weapon,3,System.Object[],2108.33,Antlerless Elk,13,System.Object[],elk|manti|any legal weapon,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,3,Elk
CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Manti,manti,System.Object[],Any Legal Weapon,"Any Legal Weapon, mid",1,System.Object[],24500.0,Elk,165,System.Object[],elk|manti|any legal weapon mid,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Manti,manti,System.Object[],Archery,Archery,1,System.Object[],21033.33,Elk,166,System.Object[],elk|manti|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-MANTI-BULL-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MANTI-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,UWSF,Manti,manti,System.Object[],ALW,ALW,1,System.Object[],34875.0,Elk,167,System.Object[],elk|manti|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-MANTI-BULL-HUNTER-S-CHOICE;CP-ELK-MANTI-BULL-MULTISEASON;CP-ELK-MANTI-BULL-MULTISEASON;CP-ELK-MANTI-BULL-HUNTER-S-CHOICE,4.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MONROE-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Monroe,monroe,System.Object[],ALW,ALW,1,System.Object[],65000.0,Elk,174,System.Object[],elk|monroe|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-MONROE-BULL-HUNTER-S-CHOICE;CP-ELK-MONROE-BULL-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MONROE-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,Monroe,monroe,System.Object[],ALW,ALW,1,System.Object[],70333.33,Elk,175,System.Object[],elk|monroe|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-MONROE-BULL-HUNTER-S-CHOICE;CP-ELK-MONROE-BULL-MULTISEASON,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MONROE-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SCI,Monroe,monroe,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],52000.0,Elk,172,System.Object[],elk|monroe|any legal weapon late,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,CP-ELK-MONROE-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MONROE-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Monroe,monroe,System.Object[],Archery,Archery,1,System.Object[],39000.0,Elk,173,System.Object[],elk|monroe|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-MONROE-BULL-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MT-DUTTON-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Mt Dutton,mt-dutton,System.Object[],Archery,Archery,1,System.Object[],29000.0,Elk,177,System.Object[],elk|mt dutton|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,CP-ELK-MT-DUTTON-BULL-ARCHERY,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MT-DUTTON-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Mt Dutton,mt-dutton,System.Object[],ALW,ALW,1,System.Object[],62500.0,Elk,179,System.Object[],elk|mt dutton|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-MT-DUTTON-BULL-MULTISEASON;CP-ELK-MT-DUTTON-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MT-DUTTON-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,RMEF,Mt Dutton,mt-dutton,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],38500.0,Elk,176,System.Object[],elk|mt dutton|any legal weapon late,selected_hunt_code,EA1220,,System.Object[],,,,,,EA1220,Manti (Expo),manual_review,CP-ELK-MT-DUTTON-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-MT-DUTTON-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Mt Dutton,mt-dutton,System.Object[],ALW,ALW,1,System.Object[],48250.0,Elk,178,System.Object[],elk|mt dutton|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-MT-DUTTON-BULL-MULTISEASON;CP-ELK-MT-DUTTON-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-HUNTER-S-CHOICE,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Nebo/San Pitch Mtns,nebo-san-pitch-mtns,System.Object[],ALW,ALW,1,System.Object[],35500.0,Elk,182,System.Object[],elk|nebo san pitch mtns|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,NWTF,Nebo/San Pitch Mtns,nebo-san-pitch-mtns,System.Object[],ALW,ALW,1,System.Object[],41666.67,Elk,183,System.Object[],elk|nebo san pitch mtns|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Nebo/San Pitch Mtns,nebo-san-pitch-mtns,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],28500.0,Elk,180,System.Object[],elk|nebo san pitch mtns|any legal weapon late,selected_hunt_code,EA2045,,System.Object[],,,,,,EA2045,Wasatch Mtns (Conservation),manual_review,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-ARCHERY,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,SFW,Nebo/San Pitch Mtns,nebo-san-pitch-mtns,System.Object[],Archery,Archery,1,System.Object[],21500.0,Elk,181,System.Object[],elk|nebo san pitch mtns|archery,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,unmatched,,,,,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-NORTH-SLOPE-THREE-CORNERS-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,NWTF,"North Slope, Three Corners",north-slope-three-corners,System.Object[],ALW,ALW,1,System.Object[],17666.67,Elk,184,System.Object[],elk|north slope three corners|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-NORTH-SLOPE-THREE-CORNERS-BULL-MULTISEASON,1.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-PANGUITCH-LAKE-BULL-ANY-LEGAL-WEAPON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Panguitch Lake,panguitch-lake,System.Object[],Any Legal Weapon,"Any Legal Weapon, late",1,System.Object[],48500.0,Elk,185,System.Object[],elk|panguitch lake|any legal weapon late,selected_hunt_code,EA1221,,System.Object[],,,,,,EA1221,Fishlake/Thousand Lake (Expo),manual_review,CP-ELK-PANGUITCH-LAKE-BULL-ANY-LEGAL-WEAPON,1.0,1.0,match,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
CP-ELK-PANGUITCH-LAKE-BULL-MULTISEASON,conservation,2025-2027,one_per_row_per_year_2025_2026_2027,Elk,Bull,Conservation,MDF,Panguitch Lake,panguitch-lake,System.Object[],ALW,ALW,1,System.Object[],80666.67,Elk,187,System.Object[],elk|panguitch lake|alw,combined_unit_conservation_overlay,,,System.Object[],,,,,,,,,CP-ELK-PANGUITCH-LAKE-BULL-MULTISEASON;CP-ELK-PANGUITCH-LAKE-BULL-HUNTER-S-CHOICE,2.0,,active_only,COMBINED_UNIT_OR_HUNT_TABLE_RESOLVED,PERMIT_COUNT_RECONCILED,,,conservation-permit-hunt-table-2025-27.csv,True,True,2026,1,Elk
