hunt_code,species,hunt_name,reported_hunt_year,model_target_year,permits,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,source_file,source_page,section_title,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible
DB1526,Mule Deer,"Wasatch Mtns, West",2024,2025,1121,895.0,159,,,,6.7,17.8,,2024 mule deer.pdf,9,,,True,True,True
DB1527,Mule Deer,"West Desert, Tintic",2024,2025,145,121.0,18,,,,7.6,14.6,,2024 mule deer.pdf,9,,,True,True,True
DB1528,Mule Deer,"West Desert, West",2024,2025,77,58.0,12,,,,5.3,20.8,,2024 mule deer.pdf,9,,,True,True,True
DB1529,Mule Deer,Zion,2024,2025,603,542.0,186,,,,7.9,34.4,,2024 mule deer.pdf,9,,,True,True,True
DB1530,Mule Deer,Beaver,2024,2025,969,909.0,516,,,,4.4,56.8,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1531,Mule Deer,Box Elder,2024,2025,2720,2353.0,945,,,,4.1,40.1,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1532,Mule Deer,Cache,2024,2025,2138,1886.0,512,,,,4.3,27.2,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1533,Mule Deer,Manti/San Rafael,2024,2025,4173,3782.0,1530,,,,4.3,40.5,,2024 mule deer.pdf,13,,,True,True,True
DB1534,Mule Deer,Nebo,2024,2025,2339,2081.0,750,,,,4.3,36.0,,2024 mule deer.pdf,13,,,True,True,True
DB1536,Mule Deer,Fillmore,2024,2025,778,724.0,339,,,,4.9,46.8,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1538,Mule Deer,Kamas,2024,2025,429,337.0,52,,,,4.0,15.5,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1539,Mule Deer,"La Sal, La Sal Mtns",2024,2025,714,623.0,372,,,,4.2,59.7,,2024 mule deer.pdf,13,,,True,True,True
DB1540,Mule Deer,Monroe,2024,2025,465,426.0,263,,,,4.6,61.8,,2024 mule deer.pdf,13,,,True,True,True
DB1541,Mule Deer,Mt Dutton,2024,2025,199,185.0,105,,,,4.5,56.8,,2024 mule deer.pdf,13,,,True,True,True
DB1542,Mule Deer,Nine Mile,2024,2025,468,426.0,185,,,,4.7,43.4,,2024 mule deer.pdf,13,,,True,True,True
DB1543,Mule Deer,North Slope,2024,2025,842,717.0,252,,,,4.9,35.1,,2024 mule deer.pdf,13,,,True,True,True
DB1544,Mule Deer,Ogden,2024,2025,1034,891.0,230,,,,4.1,25.8,,2024 mule deer.pdf,13,,,True,True,True
DB1545,Mule Deer,Oquirrh-Stansbury,2024,2025,1306,1168.0,610,,,,4.1,52.2,,2024 mule deer.pdf,13,,,True,True,True
DB1546,Mule Deer,Panguitch Lake,2024,2025,780,725.0,410,,,,4.4,56.6,,2024 mule deer.pdf,13,,,True,True,True
DB1547,Mule Deer,Pine Valley,2024,2025,1244,1126.0,526,,,,4.7,46.7,,2024 mule deer.pdf,13,,,True,True,True
DB1548,Mule Deer,Boulder/Kaiparowits,2024,2025,1033,946.0,505,,,,4.3,53.4,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1549,Mule Deer,Fishlake,2024,2025,378,343.0,182,,,,4.2,53.0,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1550,Mule Deer,Thousand Lakes,2024,2025,69,59.0,28,,,,4.0,47.9,,2024 mule deer.pdf,13,,,True,True,True
DB1551,Mule Deer,"San Juan, Abajo Mtns",2024,2025,1232,1085.0,537,,,,4.3,49.4,,2024 mule deer.pdf,13,,,True,True,True
DB1552,Mule Deer,Vernal/Bonanza,2024,2025,442,396.0,299,,,,3.3,75.3,,2024 mule deer.pdf,13,,,True,True,True
DB1553,Mule Deer,Yellowstone,2024,2025,598,515.0,296,,,,3.7,57.5,,2024 mule deer.pdf,13,,,True,True,True
DB1554,Mule Deer,Southwest Desert,2024,2025,270,251.0,82,,,,5.3,32.9,,2024 mule deer.pdf,13,,,True,True,True
DB1555,Mule Deer,"Wasatch Mtns, East",2024,2025,2561,2285.0,801,,,,4.3,35.0,,2024 mule deer.pdf,13,,,True,True,True
DB1556,Mule Deer,"Wasatch Mtns, West",2024,2025,3219,2756.0,474,,,,4.2,17.2,,2024 mule deer.pdf,13,,,True,True,True
DB1557,Mule Deer,"West Desert, Tintic",2024,2025,426,379.0,154,,,,4.2,40.5,,2024 mule deer.pdf,13,,,True,True,True
DB1558,Mule Deer,"West Desert, West",2024,2025,223,186.0,55,,,,4.5,29.9,,2024 mule deer.pdf,13,,,True,True,True
DB1559,Mule Deer,Zion,2024,2025,1194,1111.0,611,,,,4.3,55.0,,2024 mule deer.pdf,13,,,True,True,True
DB1560,Mule Deer,Beaver,2024,2025,300,267.0,103,,,,4.2,38.7,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1561,Mule Deer,Box Elder,2024,2025,894,709.0,198,,,,3.9,28.0,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1562,Mule Deer,Cache,2024,2025,702,610.0,100,,,,4.3,16.3,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1563,Mule Deer,Manti/San Rafael,2024,2025,1371,1203.0,321,,,,4.1,26.7,,2024 mule deer.pdf,11,,,True,True,True
DB1564,Mule Deer,Nebo,2024,2025,774,688.0,148,,,,4.1,21.5,,2024 mule deer.pdf,11,,,True,True,True
DB1566,Mule Deer,Fillmore,2024,2025,356,330.0,114,,,,4.2,34.4,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1568,Mule Deer,Kamas,2024,2025,219,170.0,28,,,,4.1,16.7,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1569,Mule Deer,"La Sal, La Sal Mtns",2024,2025,230,198.0,97,,,,4.2,48.9,,2024 mule deer.pdf,11,,,True,True,True
DB1570,Mule Deer,Monroe,2024,2025,148,136.0,58,,,,4.4,42.9,,2024 mule deer.pdf,11,,,True,True,True
DB1571,Mule Deer,Mt Dutton,2024,2025,63,59.0,24,,,,4.8,41.1,,2024 mule deer.pdf,11,,,True,True,True
DB1572,Mule Deer,Nine Mile,2024,2025,220,183.0,38,,,,4.2,20.8,,2024 mule deer.pdf,11,,,True,True,True
DB1573,Mule Deer,North Slope,2024,2025,423,370.0,38,,,,4.5,10.2,,2024 mule deer.pdf,11,,,True,True,True
DB1574,Mule Deer,Ogden,2024,2025,343,263.0,39,,,,4.3,14.9,,2024 mule deer.pdf,11,,,True,True,True
DB1575,Mule Deer,Oquirrh-Stansbury,2024,2025,430,386.0,117,,,,3.9,30.3,,2024 mule deer.pdf,11,,,True,True,True
DB1576,Mule Deer,Panguitch Lake,2024,2025,363,327.0,132,,,,4.3,40.5,,2024 mule deer.pdf,11,,,True,True,True
DB1577,Mule Deer,Pine Valley,2024,2025,596,539.0,173,,,,4.6,32.0,,2024 mule deer.pdf,11,,,True,True,True
DB1578,Mule Deer,Boulder/Kaiparowits,2024,2025,339,297.0,107,,,,4.4,35.9,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1579,Mule Deer,Fishlake,2024,2025,193,170.0,64,,,,4.0,37.7,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1580,Mule Deer,Thousand Lakes,2024,2025,51,42.0,9,,,,3.9,21.2,,2024 mule deer.pdf,11,,,True,True,True
DB1581,Mule Deer,"San Juan, Abajo Mtns",2024,2025,404,354.0,152,,,,4.1,42.9,,2024 mule deer.pdf,11,,,True,True,True
DB1582,Mule Deer,Vernal/Bonanza,2024,2025,174,156.0,87,,,,3.9,55.7,,2024 mule deer.pdf,11,,,True,True,True
DB1583,Mule Deer,Yellowstone,2024,2025,192,172.0,65,,,,4.3,38.1,,2024 mule deer.pdf,11,,,True,True,True
DB1584,Mule Deer,Southwest Desert,2024,2025,83,76.0,25,,,,5.0,32.9,,2024 mule deer.pdf,11,,,True,True,True
DB1585,Mule Deer,"Wasatch Mtns, East",2024,2025,858,756.0,156,,,,4.2,20.7,,2024 mule deer.pdf,11,,,True,True,True
DB1586,Mule Deer,"Wasatch Mtns, West",2024,2025,1074,938.0,98,,,,4.3,10.5,,2024 mule deer.pdf,11,,,True,True,True
DB1587,Mule Deer,"West Desert, Tintic",2024,2025,137,119.0,40,,,,4.2,33.9,,2024 mule deer.pdf,11,,,True,True,True
DB1588,Mule Deer,"West Desert, West",2024,2025,78,58.0,18,,,,4.1,30.2,,2024 mule deer.pdf,11,,,True,True,True
DB1589,Mule Deer,Zion,2024,2025,570,511.0,159,,,,4.2,31.1,,2024 mule deer.pdf,11,,,True,True,True
DB1591,Mule Deer,Fillmore,2024,2025,368,323.0,118,,,,3.6,36.6,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1592,Mule Deer,Kamas,2024,2025,216,141.0,16,,,,2.8,11.3,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1593,Mule Deer,Nine Mile,2024,2025,236,197.0,61,,,,3.4,31.1,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1594,Mule Deer,Panguitch Lake,2024,2025,364,334.0,161,,,,3.4,48.2,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1595,Mule Deer,Pine Valley,2024,2025,578,518.0,183,,,,3.7,35.4,,2024 mule deer.pdf,12,,,True,True,True
DB1596,Mule Deer,Fishlake,2024,2025,189,172.0,91,,,,3.3,52.8,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1597,Mule Deer,Zion,2024,2025,585,526.0,245,,,,3.5,46.6,,2024 mule deer.pdf,12,,,True,True,True
DB1598,Mule Deer,North Slope,2024,2025,421,349.0,85,,,,3.7,24.3,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1599,Mule Deer,Chalk Creek,2024,2025,762,639.0,196,,,,4.0,30.7,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1600,Mule Deer,Chalk Creek,2024,2025,383,309.0,45,,,,7.3,14.6,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1601,Mule Deer,Chalk Creek,2024,2025,375,284.0,58,,,,3.3,20.2,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1602,Mule Deer,Chalk Creek,2024,2025,378,296.0,23,,,,4.1,7.9,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1603,Mule Deer,East Canyon,2024,2025,621,479.0,135,,,,3.6,28.2,,2024 mule deer.pdf,13,number harvest afield hunted rate (%),,True,True,True
DB1604,Mule Deer,East Canyon,2024,2025,320,238.0,50,,,,6.6,21.1,,2024 mule deer.pdf,9,number harvest afield hunted rate (%),,True,True,True
DB1605,Mule Deer,East Canyon,2024,2025,307,239.0,46,,,,2.9,19.2,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1606,Mule Deer,East Canyon,2024,2025,310,228.0,27,,,,3.7,11.9,,2024 mule deer.pdf,11,number harvest afield hunted rate (%),,True,True,True
DB1607,Mule Deer,Morgan-South Rich,2024,2025,537,441.0,86,,,,4.0,19.6,,2024 mule deer.pdf,13,,,True,True,True
DB1608,Mule Deer,Morgan-South Rich,2024,2025,274,203.0,26,,,,7.6,12.9,,2024 mule deer.pdf,9,,,True,True,True
DB1609,Mule Deer,Morgan-South Rich,2024,2025,265,192.0,28,,,,3.1,14.5,,2024 mule deer.pdf,12,number harvest afield hunted rate (%),,True,True,True
DB1610,Mule Deer,Morgan-South Rich,2024,2025,262,185.0,12,,,,4.0,6.7,,2024 mule deer.pdf,11,,,True,True,True
DB1769,Mule Deer,Beaver,2024,2025,226,217.0,94,,,,9.1,43.1,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1770,Mule Deer,Box Elder,2024,2025,74,67.0,28,,,,7.8,41.9,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1771,Mule Deer,Cache,2024,2025,481,453.0,142,,,,9.0,31.5,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1772,Mule Deer,Manti/San Rafael,2024,2025,978,922.0,353,,,,10.5,38.3,,2024 mule deer.pdf,14,,,True,True,True
DB1773,Mule Deer,Nebo,2024,2025,512,473.0,163,,,,10.7,34.4,,2024 mule deer.pdf,14,,,True,True,True
DB1774,Mule Deer,Chalk Creek/East Canyon/Morgan-South Rich,2024,2025,82,71.0,19,,,,9.2,27.1,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1775,Mule Deer,Fillmore,2024,2025,266,256.0,88,,,,10.9,34.2,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1777,Mule Deer,Kamas,2024,2025,121,107.0,16,,,,9.2,14.7,,2024 mule deer.pdf,14,,,True,True,True
DB1778,Mule Deer,"La Sal, La Sal Mtns",2024,2025,184,166.0,71,,,,9.8,42.8,,2024 mule deer.pdf,14,,,True,True,True
DB1779,Mule Deer,Monroe,2024,2025,97,89.0,39,,,,7.6,44.3,,2024 mule deer.pdf,14,,,True,True,True
DB1780,Mule Deer,Mt Dutton,2024,2025,48,46.0,20,,,,8.5,43.9,,2024 mule deer.pdf,14,,,True,True,True
DB1781,Mule Deer,Nine Mile,2024,2025,161,148.0,56,,,,12.4,37.5,,2024 mule deer.pdf,14,,,True,True,True
DB1782,Mule Deer,North Slope,2024,2025,157,147.0,32,,,,10.9,22.0,,2024 mule deer.pdf,14,,,True,True,True
DB1783,Mule Deer,Ogden,2024,2025,126,116.0,31,,,,8.8,27.1,,2024 mule deer.pdf,14,,,True,True,True
DB1784,Mule Deer,Oquirrh-Stansbury,2024,2025,299,274.0,115,,,,7.6,42.0,,2024 mule deer.pdf,14,,,True,True,True
DB1785,Mule Deer,Panguitch Lake,2024,2025,248,239.0,118,,,,12.2,49.3,,2024 mule deer.pdf,14,,,True,True,True
DB1786,Mule Deer,Pine Valley,2024,2025,417,394.0,113,,,,11.1,28.8,,2024 mule deer.pdf,14,,,True,True,True
DB1787,Mule Deer,Boulder/Kaiparowits,2024,2025,243,223.0,58,,,,9.1,26.1,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1788,Mule Deer,Fishlake,2024,2025,130,119.0,56,,,,10.5,47.0,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1789,Mule Deer,Thousand Lakes,2024,2025,23,21.0,5,,,,7.8,23.5,,2024 mule deer.pdf,14,,,True,True,True
DB1790,Mule Deer,"San Juan, Abajo Mtns",2024,2025,176,159.0,48,,,,9.2,30.0,,2024 mule deer.pdf,14,,,True,True,True
DB1791,Mule Deer,Vernal/Bonanza,2024,2025,118,113.0,67,,,,10.2,59.8,,2024 mule deer.pdf,14,,,True,True,True
DB1792,Mule Deer,Yellowstone,2024,2025,138,125.0,56,,,,8.7,45.1,,2024 mule deer.pdf,14,,,True,True,True
DB1793,Mule Deer,Southwest Desert,2024,2025,57,53.0,15,,,,11.6,28.0,,2024 mule deer.pdf,14,,,True,True,True
DB1794,Mule Deer,"Wasatch Mtns, East",2024,2025,629,583.0,197,,,,9.5,33.8,,2024 mule deer.pdf,14,,,True,True,True
DB1795,Mule Deer,"Wasatch Mtns, West",2024,2025,655,587.0,123,,,,9.2,21.0,,2024 mule deer.pdf,14,,,True,True,True
DB1796,Mule Deer,"West Desert, Tintic",2024,2025,88,84.0,31,,,,9.8,37.2,,2024 mule deer.pdf,14,,,True,True,True
DB1797,Mule Deer,"West Desert, West",2024,2025,56,50.0,14,,,,8.9,27.3,,2024 mule deer.pdf,14,,,True,True,True
DB1798,Mule Deer,Zion,2024,2025,405,375.0,130,,,,9.6,34.5,,2024 mule deer.pdf,14,,,True,True,True
DB1799,Mule Deer,Chalk Creek,2024,2025,32,26.0,9,,,,10.8,36.4,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1800,Mule Deer,East Canyon,2024,2025,70,57.0,16,,,,9.3,28.0,,2024 mule deer.pdf,14,number harvest afield hunted rate (%),,True,True,True
DB1801,Mule Deer,Morgan-South Rich,2024,2025,20,14.0,1,,,,10.4,8.3,,2024 mule deer.pdf,14,,,True,True,True
DS1001,Desert Bighorn Sheep,Henry Mtns (conservation),2024,2025,1,1.0,1,,,,3.0,100.0,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
DS1003,Desert Bighorn Sheep,"Kaiparowits, Escalante (conservation)",2024,2025,1,1.0,1,,,,7.0,100.0,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
DS1005,Desert Bighorn Sheep,"San Rafael, North (conservation)",2024,2025,1,1.0,1,,,,9.0,100.0,,24_bg_report.pdf,165,,,True,True,True
DS1006,Desert Bighorn Sheep,"Kaiparowits, West (conservation)",2024,2025,1,1.0,1,,,,1.0,100.0,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
DS1007,Desert Bighorn Sheep,"San Rafael, South (conservation)",2024,2025,1,1.0,1,,,,12.0,100.0,,24_bg_report.pdf,165,,,True,True,True
DS6600,Desert Bighorn Sheep,Henry Mtns,2024,2025,2,2.0,2,,,,12.5,100.0,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
DS6601,Desert Bighorn Sheep,"Kaiparowits, East",2024,2025,9,9.0,9,,,,15.0,100.0,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
DS6602,Desert Bighorn Sheep,"Kaiparowits, Escalante",2024,2025,8,8.0,7,,,,10.3,87.5,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
DS6603,Desert Bighorn Sheep,"Kaiparowits, West",2024,2025,6,6.0,6,,,,4.0,100.0,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
DS6604,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",2024,2025,7,7.0,7,,,,9.3,100.0,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
DS6606,Desert Bighorn Sheep,"San Juan, Lockhart",2024,2025,2,2.0,2,,,,8.5,100.0,,24_bg_report.pdf,165,,,True,True,True
DS6607,Desert Bighorn Sheep,"San Juan, South",2024,2025,2,2.0,1,,,,13.0,50.0,,24_bg_report.pdf,165,,,True,True,True
DS6608,Desert Bighorn Sheep,"San Rafael, Dirty Devil*",2024,2025,7,7.0,6,,,,11.9,85.7,,24_bg_report.pdf,165,,,True,True,True
DS6609,Desert Bighorn Sheep,"San Rafael, North",2024,2025,4,4.0,4,,,,14.3,100.0,,24_bg_report.pdf,165,,,True,True,True
DS6610,Desert Bighorn Sheep,"San Rafael, South**",2024,2025,12,11.0,9,,,,8.3,81.8,,24_bg_report.pdf,165,,,True,True,True
DS6611,Desert Bighorn Sheep,Zion,2024,2025,2,2.0,2,,,,5.0,100.0,,24_bg_report.pdf,165,,,True,True,True
DS6620,Desert Bighorn Sheep,"Pine Valley, Virgin River",2024,2025,2,2.0,2,,,,8.5,100.0,,24_bg_report.pdf,165,,,True,True,True
DS6621,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",2024,2025,6,6.0,6,,,,7.7,100.0,,24_bg_report.pdf,165,,,True,True,True
DS6622,Desert Bighorn Sheep,"San Juan, North",2024,2025,3,3.0,3,,,,5.3,100.0,,24_bg_report.pdf,165,,,True,True,True
DS6624,Desert Bighorn Sheep,"San Rafael, Dirty Devil (archery)",2024,2025,2,2.0,1,,,,4.5,50.0,,24_bg_report.pdf,165,,,True,True,True
DS6625,Desert Bighorn Sheep,Mineral Mtns,2024,2025,2,2.0,2,,,,2.0,100.0,,24_bg_report.pdf,165,number harvest afield hunted rate (%),,True,True,True
EA1010,Antlerless Elk,"Cache, Rich",2024,2025,18,18.0,3,,3.0,0.0,8.1,14.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1011,Antlerless Elk,"Cache, Richards Hollow",2024,2025,20,19.0,13,,10.0,3.0,5.0,68.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1012,Antlerless Elk,"Cache, Richmond Hyde Park",2024,2025,10,5.0,1,,1.0,0.0,8.6,20.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1013,Antlerless Elk,"Manti, Central",2024,2025,60,59.0,25,,21.0,4.0,4.7,43.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1015,Antlerless Elk,"Manti, Ferron Canyon",2024,2025,58,56.0,20,,17.0,3.0,4.9,35.2,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1017,Antlerless Elk,,2024,2025,69,64.0,27,,26.0,1.0,8.7,42.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1018,Antlerless Elk,"Manti, Horn Mtn",2024,2025,49,48.0,30,,24.0,6.0,4.7,61.7,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1020,Antlerless Elk,"Manti, Mohrland-Stump Flat",2024,2025,88,78.0,53,,43.0,10.0,6.8,68.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1021,Antlerless Elk,Nebo,2024,2025,197,185.0,68,,59.0,9.0,4.1,37.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1022,Antlerless Elk,"Manti, North",2024,2025,271,258.0,71,,65.0,6.0,4.3,27.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1023,Antlerless Elk,"Manti, South",2024,2025,97,90.0,34,,28.0,6.0,4.5,38.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1024,Antlerless Elk,"Manti, South",2024,2025,98,94.0,68,,61.0,7.0,5.7,72.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1025,Antlerless Elk,"Manti, West",2024,2025,109,87.0,42,,35.0,7.0,8.3,48.6,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1026,Antlerless Elk,Chalk Creek,2024,2025,340,245.0,71,,67.0,4.0,6.8,28.8,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1030,Antlerless Elk,"Fillmore, Pahvant",2024,2025,49,45.0,15,,14.0,1.0,4.4,33.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1031,Antlerless Elk,"Fillmore, Pahvant",2024,2025,49,41.0,20,,17.0,3.0,9.3,48.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1033,Antlerless Elk,Kamas,2024,2025,124,107.0,25,,24.0,1.0,6.2,23.8,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1035,Antlerless Elk,"Kamas, Oakley",2024,2025,124,102.0,17,,13.0,4.0,6.4,16.3,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1037,Antlerless Elk,"La Sal, Dolores Triangle",2024,2025,47,40.0,18,,16.0,2.0,3.8,45.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1038,Antlerless Elk,"La Sal, La Sal Mtns",2024,2025,296,270.0,54,,45.0,9.0,5.5,20.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1039,Antlerless Elk,"La Sal, La Sal Mtns",2024,2025,246,201.0,25,,20.0,5.0,7.2,12.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1040,Antlerless Elk,"Monroe, Koosharem Valley",2024,2025,6,4.0,1,,1.0,0.0,2.5,25.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1044,Antlerless Elk,"Morgan-South Rich, South Rich",2024,2025,35,24.0,11,,8.0,3.0,3.2,47.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1049,Antlerless Elk,"Mt Dutton, Deep Creek",2024,2025,72,60.0,17,,14.0,3.0,4.6,28.1,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,harvest harvest harvest afield afield rate (%),,True,True,True
EA1054,Antlerless Elk,"Nine Mile, West Anthro",2024,2025,50,44.0,23,,19.0,4.0,3.6,52.9,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1056,Antlerless Elk,"North Slope, Greendale",2024,2025,5,5.0,0,,0.0,0.0,13.0,0.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1058,Antlerless Elk,"North Slope, Henry's Fork-Burnt Fork",2024,2025,149,120.0,37,,30.0,7.0,6.0,30.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1060,Antlerless Elk,"North Slope, West Daggett",2024,2025,20,15.0,1,,1.0,0.0,5.5,6.7,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1061,Antlerless Elk,"North Slope, West Daggett",2024,2025,20,18.0,3,,3.0,0.0,5.3,16.7,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1063,Antlerless Elk,Ogden,2024,2025,73,62.0,10,,8.0,2.0,7.3,16.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1064,Antlerless Elk,Ogden,2024,2025,50,40.0,9,,9.0,0.0,5.1,23.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1069,Antlerless Elk,Panguitch Lake,2024,2025,23,20.0,9,,9.0,0.0,3.2,44.4,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1073,Antlerless Elk,Paunsaugunt,2024,2025,20,11.0,3,,3.0,0.0,6.0,30.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1074,Antlerless Elk,Pine Valley,2024,2025,4,3.0,0,,0.0,0.0,9.3,0.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,2,,,True,True,True
EA1075,Antlerless Elk,Boulder East,2024,2025,15,12.0,9,,7.0,2.0,3.3,75.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1076,Antlerless Elk,Boulder West,2024,2025,20,17.0,10,,9.0,1.0,3.6,60.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1077,Antlerless Elk,Boulder-Circle Cliffs,2024,2025,20,19.0,14,,14.0,0.0,4.6,76.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA1078,Antlerless Elk,Fishlake/Thousand Lakes,2024,2025,133,129.0,46,,39.0,7.0,5.5,35.5,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1079,Antlerless Elk,Fishlake/Thousand Lakes East,2024,2025,48,46.0,29,,28.0,1.0,3.7,63.0,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
EA1080,Antlerless Elk,Fishlake/Thousand Lakes West,2024,2025,28,27.0,23,,21.0,2.0,3.9,84.6,,2024 ELK ANTLERLESS GENERAL SEASON.pdf,1,,,True,True,True
