hunt_code,reported_hunt_year,model_target_year,species,hunt_name,hunt_type,weapon,permits,harvest_hunters_2023,harvest_2023,harvest_average_days_2023,harvest_success_percent_2023,harvest_satisfaction_2023,harvest_source_status_2023,harvest_database_match_status_2023,harvest_quality_flags_2023,source_file,source_page
BI6537,2023,2024,Bison,"Book Cliffs, Little Creek/South",OIAL,Any Legal Weapon,5,5,5.0,6.4,100.0,4.4,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,1
DB1000,2023,2024,Deer,Henry Mtns Premium,Limited Entry,Archery,10,10,9.0,7.2,90.0,4.2,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1001,2023,2024,Deer,Paunsaugunt Premium,Limited Entry,Archery,39,39,27.0,9.7,69.4,4.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1002,2023,2024,Deer,Antelope Island Premium,Limited Entry,Any Legal Weapon,1,1,1.0,1.0,100.0,5.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1003,2023,2024,Deer,Henry Mtns Premium,Limited Entry,Any Legal Weapon,28,28,28.0,3.7,100.0,4.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1004,2023,2024,Deer,Paunsaugunt Premium,Limited Entry,Any Legal Weapon,87,86,72.0,6.0,83.3,3.7,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1005,2023,2024,Deer,Henry Mtns Premium,Limited Entry,Muzzleloader,12,12,11.0,3.4,91.7,4.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1006,2023,2024,Deer,Paunsaugunt Premium,Limited Entry,Muzzleloader,30,30,29.0,5.6,96.4,3.5,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1007,2023,2024,Deer,Henry Mtns Premium,Limited Entry,Multiseason,1,1,1.0,4.0,100.0,5.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1008,2023,2024,Deer,Paunsaugunt Premium,Limited Entry,Multiseason,4,4,4.0,18.5,100.0,3.5,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1010,2023,2024,Deer,Paunsaugunt,Management Buck,Any Legal Weapon,13,13,12.0,2.2,92.3,4.5,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1011,2023,2024,Deer,Book Cliffs,Limited Entry,Archery,41,40,32.0,4.6,78.9,4.5,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1012,2023,2024,Deer,"Fillmore, Oak Creek LE",Limited Entry,Archery,15,15,11.0,8.4,75.0,3.8,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1013,2023,2024,Deer,"La Sal, Dolores Triangle",Limited Entry,Archery,4,4,3.0,8.3,75.0,4.5,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1014,2023,2024,Deer,"San Juan, Elk Ridge",Limited Entry,Archery,15,15,14.0,7.1,93.3,4.6,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1015,2023,2024,Deer,"South Slope, Diamond Mtn",Limited Entry,Archery,32,31,25.0,6.2,80.0,3.4,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1016,2023,2024,Deer,"West Desert, Vernon",Limited Entry,Archery,48,44,21.0,9.4,47.2,4.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1017,2023,2024,Deer,"Book Cliffs, North",Limited Entry,Any Legal Weapon,97,96,85.0,4.2,89.0,3.9,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1018,2023,2024,Deer,"Book Cliffs, South",Limited Entry,Any Legal Weapon,26,26,26.0,3.9,100.0,4.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1019,2023,2024,Deer,"Fillmore, Oak Creek LE",Limited Entry,Any Legal Weapon,31,31,29.0,4.9,93.5,3.7,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1020,2023,2024,Deer,"La Sal, Dolores Triangle",Limited Entry,Any Legal Weapon,14,14,13.0,2.5,92.3,4.6,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1022,2023,2024,Deer,"San Juan, Elk Ridge",Limited Entry,Any Legal Weapon,39,39,33.0,5.1,84.2,3.8,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1023,2023,2024,Deer,"South Slope, Diamond Mtn",Limited Entry,Any Legal Weapon,102,101,94.0,3.2,93.5,3.7,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1024,2023,2024,Deer,"West Desert, Vernon",Limited Entry,Any Legal Weapon,141,137,100.0,5.0,73.3,3.5,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1025,2023,2024,Deer,Book Cliffs,Limited Entry,Muzzleloader,42,42,38.0,3.4,90.0,4.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1026,2023,2024,Deer,"Cache, Crawford Mtn",Limited Entry,Muzzleloader,12,12,10.0,4.5,81.8,3.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1028,2023,2024,Deer,Fillmore,Limited Entry on General Season,Muzzleloader,9,9,8.0,5.6,88.9,3.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1029,2023,2024,Deer,"Fillmore, Oak Creek LE",Limited Entry,Muzzleloader,12,12,7.0,4.5,54.5,3.6,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1030,2023,2024,Deer,Kamas,Limited Entry on General Season,Muzzleloader,10,9,4.0,5.4,44.4,3.3,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1031,2023,2024,Deer,"La Sal, Dolores Triangle",Limited Entry,Muzzleloader,4,4,4.0,3.8,100.0,4.8,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1032,2023,2024,Deer,Monroe,Limited Entry on General Season,Muzzleloader,5,5,2.0,6.6,40.0,2.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1033,2023,2024,Deer,Nine Mile,Limited Entry on General Season,Muzzleloader,6,6,6.0,3.3,100.0,2.7,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1034,2023,2024,Deer,Pine Valley,Limited Entry on General Season,Muzzleloader,14,14,10.0,5.9,71.4,4.2,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1036,2023,2024,Deer,"Plateau, Thousand Lakes",Limited Entry on General Season,Muzzleloader,4,4,1.0,5.5,25.0,2.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1037,2023,2024,Deer,"San Juan, Elk Ridge",Limited Entry,Muzzleloader,18,17,11.0,4.4,62.5,3.5,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1038,2023,2024,Deer,"South Slope, Diamond Mtn",Limited Entry,Muzzleloader,27,27,25.0,4.5,92.0,3.7,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1039,2023,2024,Deer,"South Slope, Yellowstone",Limited Entry on General Season,Muzzleloader,6,6,5.0,6.7,83.3,3.3,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1040,2023,2024,Deer,Southwest Desert,Limited Entry on General Season,Muzzleloader,5,5,2.0,8.4,40.0,2.2,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1041,2023,2024,Deer,"Wasatch Mtns, East",Limited Entry on General Season,Muzzleloader,21,21,13.0,5.3,60.0,3.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1042,2023,2024,Deer,"West Desert, Vernon",Limited Entry,Muzzleloader,56,56,40.0,4.9,71.7,3.6,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1043,2023,2024,Deer,Zion,Limited Entry on General Season,Muzzleloader,15,14,8.0,6.0,58.3,2.8,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1044,2023,2024,Deer,Book Cliffs,Limited Entry,Multiseason,6,6,6.0,17.0,100.0,4.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1045,2023,2024,Deer,"Fillmore, Oak Creek LE",Limited Entry,Multiseason,1,1,1.0,3.0,100.0,5.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1046,2023,2024,Deer,"San Juan, Elk Ridge",Limited Entry,Multiseason,2,2,2.0,33.5,100.0,4.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1047,2023,2024,Deer,"South Slope, Diamond Mtn",Limited Entry,Multiseason,4,4,4.0,9.7,100.0,3.7,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1048,2023,2024,Deer,"West Desert, Vernon",Limited Entry,Multiseason,6,6,3.0,10.8,50.0,3.2,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1053,2023,2024,Deer,Mt Dutton,Limited Entry on General Season,Muzzleloader,4,4,1.0,6.8,25.0,3.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1054,2023,2024,Deer,Ogden,Limited Entry on General Season,Muzzleloader,12,12,8.0,6.0,70.0,3.2,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1055,2023,2024,Deer,"Plateau, Fishlake",Limited Entry on General Season,Muzzleloader,5,5,3.0,5.0,60.0,2.8,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1058,2023,2024,Deer,Paunsaugunt,Cactus Buck,Any Legal Weapon,27,26,12.0,5.8,45.8,3.0,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1059,2023,2024,Deer,Beaver,Limited Entry on General Season,Muzzleloader,5,5,3.0,7.0,60.0,2.6,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1065,2023,2024,Deer,North Slope,Limited Entry on General Season,Muzzleloader,10,9,6.0,7.3,71.4,3.1,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1073,2023,2024,Deer,Paunsaugunt,Management Buck,Archery,4,4,1.0,7.3,25.0,3.3,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1074,2023,2024,Deer,Paunsaugunt,Management Buck,Muzzleloader,4,4,2.0,4.5,50.0,3.8,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,2
DB1077,2023,2024,Deer,Box Elder,Limited Entry on General Season,Muzzleloader,19,18,13.0,4.5,71.4,3.6,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
DB1078,2023,2024,Deer,Cache,Limited Entry on General Season,Muzzleloader,4,4,1.0,6.0,33.3,2.7,NORMALIZED_HUNT_CODE_AGGREGATE,SOURCE_HAS_HUNT_CODE,HUNT_CODE_AGGREGATE|DO_NOT_USE_FOR_QUOTA|DO_NOT_USE_DIRECTLY_FOR_P_DRAW,2023 Hunt Success.pdf,3
