hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,permits_2025_draw_res,permits_2025_draw_nr,permits_2025_draw_total,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_season_date_text,dwr_huntplanner_permits_2026_res,dwr_huntplanner_permits_2026_nr,dwr_huntplanner_permits_2026_total,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate
DB1227,606,Deer Haven CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,2,,2,0,2,101,116,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1227,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,2,0,0,88.9,,,,
DB1077,607,Box Elder,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,,22,3,25,54,69,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,22,3,25,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,23,3,26,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,23,3,26,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1077,2026-05-29T07:31:31.653Z,true,Oct 28 2026 - Nov 05 2026,23,3,26,65,,,20000,18300
DB1501,607,Box Elder,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,1040,,,,,,,,,422,35,457,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,1040,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1501,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,0,0,1040,25.9,,,20000,18300
DB1531,607,Box Elder,Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,2080,,,,,,,,,1797,165,1962,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,2080,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1531,2026-05-29T07:31:31.653Z,true,Oct 17 2026 - Oct 25 2026,0,0,2080,40.1,,,20000,18300
DB1561,607,Box Elder,Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,1040,,,,,,,,,499,21,520,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,1040,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1561,2026-05-29T07:31:31.653Z,true,Sept 23 2026 - Oct 01 2026,0,0,1040,28,,,20000,18300
DB1631,607,Box Elder,Buck,Deer,Any Legal Weapon (Early),General Season,General Season,Oct 07 2026 - Oct 11 2026,,,1040,,,,,,,,,738,33,771,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,1040,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1631,2026-05-29T07:31:31.653Z,false,Oct 07 2026 - Oct 11 2026,0,0,1040,,,,,
DB1770,607,Box Elder,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,688,,,,,,,,,44,1,45,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,688,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,688,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1770,2026-05-29T07:31:31.653Z,true,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,688,41.9,,,20000,18300
LO1501,607,Box Elder,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1501,2026-05-29T07:31:31.653Z,false,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1531,607,Box Elder,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1531,2026-05-29T07:31:31.653Z,false,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1561,607,Box Elder,Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1561,2026-05-29T07:31:31.653Z,false,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1631,607,Box Elder,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1631,2026-05-29T07:31:31.653Z,false,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
MB6012,607,Box Elder,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,2,0,2,,2,0,2,510,476,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6012,2026-05-29T07:31:31.653Z,false,Sept 12 2026 - Oct 31 2026,2,0,2,,,,,
DB1054,609,Ogden,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,13,1,14,,11,1,12,48,63,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,11,1,12,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,13,1,14,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,13,1,14,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1054,2026-05-29T07:31:31.653Z,true,Oct 28 2026 - Nov 05 2026,13,1,14,71.4,,,11000,7300
DB1514,609,Ogden,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,540,,,,,,,,,384,7,391,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,540,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1514,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,0,0,540,21.2,,,11000,7300
DB1544,609,Ogden,Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,1620,,,,,,,,,1302,47,1349,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,1620,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1544,2026-05-29T07:31:31.653Z,true,Oct 17 2026 - Oct 25 2026,0,0,1620,25.8,,,11000,7300
DB1574,609,Ogden,Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,540,,,,,,,,,254,4,258,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,540,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1574,2026-05-29T07:31:31.653Z,true,Sept 23 2026 - Oct 01 2026,0,0,540,14.9,,,11000,7300
DB1783,609,Ogden,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,297,,,,,,,,,46,1,47,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,297,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,297,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1783,2026-05-29T07:31:31.653Z,true,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,297,27.1,,,11000,7300
EA1063,609,Ogden,Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Oct 03 2026 - Oct 25 2026,67,8,75,,,,,,,,,69,2,71,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,67,8,75,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1063,2026-05-29T07:31:31.653Z,true,Oct 04 2025 - Oct 26 2025,67,8,75,16.4,,,2000,2200
EA1064,609,Ogden,Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Nov 07 2026 - Nov 29 2026,67,8,75,,,,,,,,,70,0,70,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,67,8,75,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1064,2026-05-29T07:31:31.653Z,true,Nov 08 2025 - Nov 30 2025,67,8,75,23.5,,,2000,2200
LO1514,609,Ogden,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1514,2026-05-29T07:31:31.653Z,false,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1544,609,Ogden,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1544,2026-05-29T07:31:31.653Z,false,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1574,609,Ogden,Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1574,2026-05-29T07:31:31.653Z,false,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
MB6008,609,Ogden,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,7,0,7,,7,0,7,506,472,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,7,0,7,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,7,0,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,7,0,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6008,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Oct 31 2026,7,0,7,100,4.4,3.75-4.25,300,300
BR7324,610,Chalk Creek/East Canyon/Morgan-South Rich,Either Sex,Black Bear,Multiseason,Conservation,,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7324,2026-05-29T07:31:31.653Z,false,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",0,0,0,,,,,
BR7325,610,Chalk Creek/East Canyon/Morgan-South Rich,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,,,,,,,,,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7325,2026-05-29T07:31:31.653Z,false,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,,,,,
DB1030,611,Kamas,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,,5,1,6,30,45,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,5,1,6,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1030,2026-05-29T07:31:31.653Z,true,Oct 28 2026 - Nov 05 2026,4,1,5,50,,,8000,2350
DB1508,611,Kamas,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,200,,,,,,,,,189,11,200,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1508,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,0,0,200,7.4,,,8000,2350
DB1538,611,Kamas,Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,400,,,,,,,,,421,23,444,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,400,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1538,2026-05-29T07:31:31.653Z,true,Oct 17 2026 - Oct 25 2026,0,0,400,15.5,,,8000,2350
DB1568,611,Kamas,Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,200,,,,,,,,,170,8,178,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1568,2026-05-29T07:31:31.653Z,true,Sept 23 2026 - Oct 01 2026,0,0,200,16.7,,,8000,2350
DB1592,611,Kamas,Buck,Deer,Any Legal Weapon (Early),General Season,General Season,Oct 07 2026 - Oct 11 2026,,,200,,,,,,,,,213,21,234,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1592,2026-05-29T07:31:31.653Z,true,Oct 07 2026 - Oct 11 2026,0,0,200,11.3,,,8000,2350
DB1777,611,Kamas,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,55,,,,,,,,,31,0,31,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,55,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,55,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1777,2026-05-29T07:31:31.653Z,true,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,55,14.7,,,8000,2350
EA1033,611,Kamas,Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Nov 07 2026 - Jan 17 2027,112,13,125,,,,,,,,,114,11,125,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,112,13,125,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1033,2026-05-29T07:31:31.653Z,true,Nov 08 2025 - Jan 18 2026,112,13,125,23.8,,,850,1500
EA2033,611,Kamas,Antlerless,Elk,Archery,General Season,Antlerless,Aug 15 2026 - Sept 16 2026,225,25,250,,,,,,,,,47,3,50,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,225,25,250,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2033,2026-05-29T07:31:31.653Z,true,Aug 16 2025 - Sep 17 2025,225,25,250,1.9,,,850,1500
EA2040,611,Kamas,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,150,,,,,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,150,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,150,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2040,2026-05-29T07:31:31.653Z,true,Aug 01 2025 - Jan 31 2026,0,0,150,44.2,,,850,1500
LO1508,611,Kamas,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1508,2026-05-29T07:31:31.653Z,false,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1538,611,Kamas,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1538,2026-05-29T07:31:31.653Z,false,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1568,611,Kamas,Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1568,2026-05-29T07:31:31.653Z,false,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1592,611,Kamas,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1592,2026-05-29T07:31:31.653Z,false,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
MB6004,611,Kamas,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,,5,0,5,502,468,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,5,0,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,6,0,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,6,0,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6004,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Oct 31 2026,6,0,6,100,4.3,3.75-4.25,100,35
DB1065,612,North Slope,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,14,2,16,,13,2,15,51,66,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,13,2,15,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,14,2,16,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,14,2,16,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1065,2026-05-29T07:31:31.653Z,true,Oct 28 2026 - Nov 05 2026,14,2,16,75,,,10000,6500
