reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,10,"Black bear spring limited-entry harvest, (any legal weapon, no bait allowed), by hunt, Utah 2021.",BR7010,Black Bear,,Panguitch Lake/Zion,9|2|1|3|33,"[9, 2, 1, 3, 33]",BR7010 Panguitch Lake/Zion 9 2 1 3 33,3.0,9,1.0,3.0,33.0,2.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,10,"Black bear spring limited-entry harvest, (any legal weapon, no bait allowed), by hunt, Utah 2021.",BR7011,Black Bear,,Paunsaugunt,3|2|1|3|100,"[3, 2, 1, 3, 100]",BR7011 Paunsaugunt 3 2 1 3 100,3.0,3,1.0,3.0,100.0,2.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,10,"Black bear spring limited-entry harvest, (any legal weapon, no bait allowed), by hunt, Utah 2021.",BR7012,Black Bear,,"Plateau, Boulder/Kaiparowits",28|5|1|6|21,"[28, 5, 1, 6, 21]","BR7012 Plateau, Boulder/Kaiparowits 28 5 1 6 21",6.0,28,1.0,6.0,21.0,5.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,10,"Black bear spring limited-entry harvest, (any legal weapon, no bait allowed), by hunt, Utah 2021.",BR7013,Black Bear,,"Plateau, Fishlake/Thousand Lakes",4|1|0|1|25,"[4, 1, 0, 1, 25]","BR7013 Plateau, Fishlake/Thousand Lakes 4 1 0 1 25",1.0,4,0.0,1.0,25.0,1.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,10,"Black bear spring limited-entry harvest, (any legal weapon, no bait allowed), by hunt, Utah 2021.",BR7014,Black Bear,,San Juan,45|17|4|21|47,"[45, 17, 4, 21, 47]",BR7014 San Juan 45 17 4 21 47,21.0,45,4.0,21.0,47.0,17.0,4.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,10,"Black bear spring limited-entry harvest, (any legal weapon, no bait allowed), by hunt, Utah 2021.",BR7015,Black Bear,,"South Slope, Bonanza/Diamond Mtn/Vernal",13|5|1|6|46,"[13, 5, 1, 6, 46]","BR7015 South Slope, Bonanza/Diamond Mtn/Vernal 13 5 1 6 46",6.0,13,1.0,6.0,46.0,5.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,10,"Black bear spring limited-entry harvest, (any legal weapon, no bait allowed), by hunt, Utah 2021.",BR7016,Black Bear,,"Wasatch Mtns, West-Central",37|8|5|13|35,"[37, 8, 5, 13, 35]","BR7016 Wasatch Mtns, West-Central 37 8 5 13 35",13.0,37,5.0,13.0,35.0,8.0,5.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7100,Black Bear,,Beaver,10|3|2|5|50,"[10, 3, 2, 5, 50]",BR7100 Beaver 10 3 2 5 50,5.0,10,2.0,5.0,50.0,3.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7101,Black Bear,,"Book Cliffs, Bitter Creek/South",15|4|2|6|40,"[15, 4, 2, 6, 40]","BR7101 Book Cliffs, Bitter Creek/South 15 4 2 6 40",6.0,15,2.0,6.0,40.0,4.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7102,Black Bear,,"Book Cliffs, Little Creek Roadless",2|0|1|1|50,"[2, 0, 1, 1, 50]","BR7102 Book Cliffs, Little Creek Roadless 2 0 1 1 50",1.0,2,1.0,1.0,50.0,0.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7121,Black Bear,,Cache/Ogden,1|1|0|1|100,"[1, 1, 0, 1, 100]",BR7121 Cache/Ogden 1 1 0 1 100,1.0,1,0.0,1.0,100.0,1.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7104,Black Bear,,"Central Mtns, Manti-North",13|1|3|4|31,"[13, 1, 3, 4, 31]","BR7104 Central Mtns, Manti-North 13 1 3 4 31",4.0,13,3.0,4.0,31.0,1.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7105,Black Bear,,"Central Mtns, Manti-South/San Rafael, North",14|2|8|10|71,"[14, 2, 8, 10, 71]","BR7105 Central Mtns, Manti-South/San Rafael, North 14 2 8 10 71",10.0,14,8.0,10.0,71.0,2.0,8.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7106,Black Bear,,"Central Mtns, Nebo",11|6|2|8|73,"[11, 6, 2, 8, 73]","BR7106 Central Mtns, Nebo 11 6 2 8 73",8.0,11,2.0,8.0,73.0,6.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7122,Black Bear,,Chalk Creek/East Canyon/Morgan-South Rich,6|2|3|5|83,"[6, 2, 3, 5, 83]",BR7122 Chalk Creek/East Canyon/Morgan-South Rich 6 2 3 5 83,5.0,6,3.0,5.0,83.0,2.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7123,Black Bear,,"Kamas/North Slope, Summit",8|1|3|4|50,"[8, 1, 3, 4, 50]","BR7123 Kamas/North Slope, Summit 8 1 3 4 50",4.0,8,3.0,4.0,50.0,1.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7108,Black Bear,,La Sal,27|7|12|19|70,"[27, 7, 12, 19, 70]",BR7108 La Sal 27 7 12 19 70,19.0,27,12.0,19.0,70.0,7.0,12.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7109,Black Bear,,Mt Dutton,3|0|1|1|33,"[3, 0, 1, 1, 33]",BR7109 Mt Dutton 3 0 1 1 33,1.0,3,1.0,1.0,33.0,0.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7110,Black Bear,,Nine Mile,14|4|3|7|50,"[14, 4, 3, 7, 50]",BR7110 Nine Mile 14 4 3 7 50,7.0,14,3.0,7.0,50.0,4.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7111,Black Bear,,"North Slope, Three Corners/West Daggett",3|0|2|2|67,"[3, 0, 2, 2, 67]","BR7111 North Slope, Three Corners/West Daggett 3 0 2 2 67",2.0,3,2.0,2.0,67.0,0.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7112,Black Bear,,Panguitch Lake/Zion,3|1|0|1|33,"[3, 1, 0, 1, 33]",BR7112 Panguitch Lake/Zion 3 1 0 1 33,1.0,3,0.0,1.0,33.0,1.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7113,Black Bear,,Paunsaugunt,3|2|1|3|100,"[3, 2, 1, 3, 100]",BR7113 Paunsaugunt 3 2 1 3 100,3.0,3,1.0,3.0,100.0,2.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7114,Black Bear,,"Plateau, Boulder/Kaiparowits",20|7|3|10|50,"[20, 7, 3, 10, 50]","BR7114 Plateau, Boulder/Kaiparowits 20 7 3 10 50",10.0,20,3.0,10.0,50.0,7.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7115,Black Bear,,"Plateau, Fishlake/Thousand Lakes",4|2|1|3|75,"[4, 2, 1, 3, 75]","BR7115 Plateau, Fishlake/Thousand Lakes 4 2 1 3 75",3.0,4,1.0,3.0,75.0,2.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7116,Black Bear,,San Juan,27|9|7|16|59,"[27, 9, 7, 16, 59]",BR7116 San Juan 27 9 7 16 59,16.0,27,7.0,16.0,59.0,9.0,7.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7117,Black Bear,,"South Slope, Bonanza/Diamond Mtn/Vernal",9|1|3|4|44,"[9, 1, 3, 4, 44]","BR7117 South Slope, Bonanza/Diamond Mtn/Vernal 9 1 3 4 44",4.0,9,3.0,4.0,44.0,1.0,3.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7118,Black Bear,,"South Slope, Yellowstone",6|1|2|3|50,"[6, 1, 2, 3, 50]","BR7118 South Slope, Yellowstone 6 1 2 3 50",3.0,6,2.0,3.0,50.0,1.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7119,Black Bear,,"Wasatch Mtns, Avintaquin/Currant Creek",5|4|1|5|100,"[5, 4, 1, 5, 100]","BR7119 Wasatch Mtns, Avintaquin/Currant Creek 5 4 1 5 100",5.0,5,1.0,5.0,100.0,4.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,11,"Black bear summer limited-entry harvest, (any legal weapon, no dogs allowed), by hunt, Utah",BR7120,Black Bear,,"Wasatch Mtns, West-Central",24|11|6|17|71,"[24, 11, 6, 17, 71]","BR7120 Wasatch Mtns, West-Central 24 11 6 17 71",17.0,24,6.0,17.0,71.0,11.0,6.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7200,Black Bear,,Beaver,6|1|1|2|33,"[6, 1, 1, 2, 33]",BR7200 Beaver 6 1 1 2 33,2.0,6,1.0,2.0,33.0,1.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7201,Black Bear,,"Book Cliffs, Bitter Creek/South",15|0|2|2|13,"[15, 0, 2, 2, 13]","BR7201 Book Cliffs, Bitter Creek/South 15 0 2 2 13",2.0,15,2.0,2.0,13.0,0.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7228,Black Bear,,Cache/Ogden,1|0|0|0|0,"[1, 0, 0, 0, 0]",BR7228 Cache/Ogden 1 0 0 0 0,0.0,1,0.0,0.0,0.0,0.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7203,Black Bear,,"Central Mtns, Manti-North",11|5|0|5|45,"[11, 5, 0, 5, 45]","BR7203 Central Mtns, Manti-North 11 5 0 5 45",5.0,11,0.0,5.0,45.0,5.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_black_bear_report.pdf,cf3d10ad60d1bfcd0bb508c78aec78ac6273c7207a577c1348b3f1ff8e5bbfb4,black_bear_annual_report,12,"Black bear fall limited-entry harvest, (any legal weapon), by hunt, Utah 2021.",BR7204,Black Bear,,"Central Mtns, Manti-South/San Rafael, North",14|6|6|12|86,"[14, 6, 6, 12, 86]","BR7204 Central Mtns, Manti-South/San Rafael, North 14 6 6 12 86",12.0,14,6.0,12.0,86.0,6.0,6.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
