source_file,hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,BI6531,64,BISON_HUNT_TABLES,Bison,"Book Cliffs, Little Creek/South (hunter's choice)",Oct. 7-Oct. 19,,,"Book Cliffs, Little Creek/South (hunter's choice) BI6531 Oct. 7-Oct. 19"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,BI6532,64,BISON_HUNT_TABLES,Bison,"Book Cliffs, Bitter Creek (hunter's choice, archery)",Aug. 19-Sept. 15,,,"Book Cliffs, Bitter Creek (hunter's choice, archery) BI6532 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,BI6533,64,BISON_HUNT_TABLES,Bison,"Book Cliffs, Little Creek/South (cow only, muzzleloader)",Sept. 25-Oct. 6,,,"Book Cliffs, Little Creek/South (cow only, muzzleloader) BI6533 Sept. 25-Oct. 6"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,BI6534,64,BISON_HUNT_TABLES,Bison,"Book Cliffs, Bitter Creek (hunter's choice)",Sept. 16-Sept. 24,,,"Book Cliffs, Bitter Creek (hunter's choice) BI6534 Sept. 16-Sept. 24"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,BI6535,64,BISON_HUNT_TABLES,Bison,"Book Cliffs, Bitter Creek (hunter's choice)",Oct. 7-Oct. 19,,,"Book Cliffs, Bitter Creek (hunter's choice) BI6535 Oct. 7-Oct. 19"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,BI6536,64,BISON_HUNT_TABLES,Bison,"Book Cliffs, Bitter Creek (cow only)",Nov. 18-Dec. 3,,,"Book Cliffs, Bitter Creek (cow only) BI6536 Nov. 18-Dec. 3"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,BI6537,64,BISON_HUNT_TABLES,Bison,"Book Cliffs, Little Creek/South (hunter's choice) (new)","Nov. 1, 2023-Jan. 31, 2024",,,"Book Cliffs, Little Creek/South (hunter's choice) (new) BI6537 Nov. 1, 2023-Jan. 31, 2024"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1000,48,BUCK_DEER_HUNT_TABLES,Deer,Henry Mtns,Aug. 19-Sept. 15,,,Henry Mtns DB1000 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1001,48,BUCK_DEER_HUNT_TABLES,Deer,Paunsaugunt*,Aug. 19-Sept. 15,,,Paunsaugunt* DB1001 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1002,48,BUCK_DEER_HUNT_TABLES,Deer,Antelope Island,Nov. 15-Nov. 22,,,Antelope Island DB1002 Nov. 15-Nov. 22
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1003,48,BUCK_DEER_HUNT_TABLES,Deer,Henry Mtns,Oct. 21-Oct. 29,,,Henry Mtns DB1003 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1004,48,BUCK_DEER_HUNT_TABLES,Deer,Paunsaugunt,Oct. 21-Oct. 31,,,Paunsaugunt DB1004 Oct. 21-Oct. 31
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1005,48,BUCK_DEER_HUNT_TABLES,Deer,Henry Mtns,Sept. 27-Oct. 5,,,Henry Mtns DB1005 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1006,48,BUCK_DEER_HUNT_TABLES,Deer,Paunsaugunt*,Sept. 27-Oct. 5,,,Paunsaugunt* DB1006 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1007,48,BUCK_DEER_HUNT_TABLES,Deer,Henry Mtns,All Limited Entry Seasons,,,Henry Mtns DB1007 All Limited Entry Seasons
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1008,48,BUCK_DEER_HUNT_TABLES,Deer,Paunsaugunt*,All Limited Entry Seasons,,,Paunsaugunt* DB1008 All Limited Entry Seasons
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1010,49,BUCK_DEER_HUNT_TABLES,Deer,Paunsaugunt (any legal weapon),Nov. 1-Nov. 5,,,Paunsaugunt (any legal weapon) DB1010 Nov. 1-Nov. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1011,49,BUCK_DEER_HUNT_TABLES,Deer,Book Cliffs,Aug. 19-Sept. 15,,,Book Cliffs DB1011 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1012,49,BUCK_DEER_HUNT_TABLES,Deer,"Fillmore, Oak Creek LE",Aug. 19-Sept. 15,,,"Fillmore, Oak Creek LE DB1012 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1013,49,BUCK_DEER_HUNT_TABLES,Deer,"La Sal, Dolores Triangle",Nov. 4-Nov. 17,,,"La Sal, Dolores Triangle DB1013 Nov. 4-Nov. 17"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1014,49,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Elk Ridge",Aug. 19-Sept. 15,,,"San Juan, Elk Ridge DB1014 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1015,49,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Diamond Mtn",Aug. 19-Sept. 15,,,"South Slope, Diamond Mtn DB1015 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1016,49,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Vernon",Aug. 19-Sept. 15,,,"West Desert, Vernon DB1016 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1017,50,BUCK_DEER_HUNT_TABLES,Deer,"Book Cliffs, North",Oct. 21-Oct. 29,,,"Book Cliffs, North DB1017 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1018,50,BUCK_DEER_HUNT_TABLES,Deer,"Book Cliffs, South",Oct. 21-Oct. 29,,,"Book Cliffs, South DB1018 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1019,50,BUCK_DEER_HUNT_TABLES,Deer,"Fillmore, Oak Creek LE",Oct. 21-Oct. 29,,,"Fillmore, Oak Creek LE DB1019 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1020,50,BUCK_DEER_HUNT_TABLES,Deer,"La Sal, Dolores Triangle",Nov. 18-Nov. 26,,,"La Sal, Dolores Triangle DB1020 Nov. 18-Nov. 26"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1022,50,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Elk Ridge",Oct. 21-Oct. 29,,,"San Juan, Elk Ridge DB1022 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1023,50,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Diamond Mtn",Oct. 21-Oct. 29,,,"South Slope, Diamond Mtn DB1023 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1024,50,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Vernon",Oct. 21-Oct. 29,,,"West Desert, Vernon DB1024 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1025,50,BUCK_DEER_HUNT_TABLES,Deer,Book Cliffs,Sept. 27-Oct. 5,,,Book Cliffs DB1025 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1026,50,BUCK_DEER_HUNT_TABLES,Deer,"Cache, Crawford Mtn",Nov. 11-Nov. 26,,,"Cache, Crawford Mtn DB1026 Nov. 11-Nov. 26"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1028,51,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,Nov. 1-Nov. 9,,,Fillmore DB1028 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1029,50,BUCK_DEER_HUNT_TABLES,Deer,"Fillmore, Oak Creek LE",Sept. 27-Oct. 5,,,"Fillmore, Oak Creek LE DB1029 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1030,51,BUCK_DEER_HUNT_TABLES,Deer,Kamas,Nov. 1-Nov. 9,,,Kamas DB1030 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1031,50,BUCK_DEER_HUNT_TABLES,Deer,"La Sal, Dolores Triangle",Nov. 29-Dec. 7,,,"La Sal, Dolores Triangle DB1031 Nov. 29-Dec. 7"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1032,51,BUCK_DEER_HUNT_TABLES,Deer,Monroe,Nov. 1-Nov. 9,,,Monroe DB1032 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1033,51,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile*,Nov. 1-Nov. 9,,,Nine Mile* DB1033 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1034,51,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,Nov. 1-Nov. 9,,,Pine Valley DB1034 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1036,51,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Thousand Lakes",Nov. 1-Nov. 9,,,"Plateau, Thousand Lakes DB1036 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1037,50,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Elk Ridge",Sept. 27-Oct. 5,,,"San Juan, Elk Ridge DB1037 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1038,50,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Diamond Mtn",Sept. 27-Oct. 5,,,"South Slope, Diamond Mtn DB1038 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1039,52,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Yellowstone*",Nov. 1-Nov. 9,,,"South Slope, Yellowstone* DB1039 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1040,52,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,Nov. 1-Nov. 9,,,Southwest Desert DB1040 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1041,52,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",Nov. 1-Nov. 9,,,"Wasatch Mtns, East DB1041 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1042,50,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Vernon",Sept. 27-Oct. 5,,,"West Desert, Vernon DB1042 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1043,52,BUCK_DEER_HUNT_TABLES,Deer,Zion,Nov. 1-Nov. 9,,,Zion DB1043 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1044,52,BUCK_DEER_HUNT_TABLES,Deer,Book Cliffs,All Limited Entry Seasons,,,Book Cliffs DB1044 All Limited Entry Seasons
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1045,52,BUCK_DEER_HUNT_TABLES,Deer,"Fillmore, Oak Creek LE",All Limited Entry Seasons,,,"Fillmore, Oak Creek LE DB1045 All Limited Entry Seasons"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1046,52,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Elk Ridge",All Limited Entry Seasons,,,"San Juan, Elk Ridge DB1046 All Limited Entry Seasons"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1047,52,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Diamond Mtn",All Limited Entry Seasons,,,"South Slope, Diamond Mtn DB1047 All Limited Entry Seasons"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1048,52,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Vernon",All Limited Entry Seasons,,,"West Desert, Vernon DB1048 All Limited Entry Seasons"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1053,51,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,Nov. 1-Nov. 9,,,Mt Dutton DB1053 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1054,51,BUCK_DEER_HUNT_TABLES,Deer,Ogden,Nov. 1-Nov. 9,,,Ogden DB1054 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1055,51,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Fishlake",Nov. 1-Nov. 9,,,"Plateau, Fishlake DB1055 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1058,49,BUCK_DEER_HUNT_TABLES,Deer,Paunsaugunt,Nov. 4-Nov. 19,,,Paunsaugunt DB1058 Nov. 4-Nov. 19
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1059,51,BUCK_DEER_HUNT_TABLES,Deer,Beaver,Nov. 1-Nov. 9,,,Beaver DB1059 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1065,51,BUCK_DEER_HUNT_TABLES,Deer,North Slope,Nov. 1-Nov. 9,,,North Slope DB1065 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1073,49,BUCK_DEER_HUNT_TABLES,Deer,Paunsaugunt (archery),Aug. 26-Sept. 15,,,Paunsaugunt (archery) DB1073 Aug. 26-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1074,49,BUCK_DEER_HUNT_TABLES,Deer,Paunsaugunt (muzzleloader),Sept. 29-Oct. 4,,,Paunsaugunt (muzzleloader) DB1074 Sept. 29-Oct. 4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1077,51,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,Nov. 1-Nov. 9,,,Box Elder DB1077 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1078,51,BUCK_DEER_HUNT_TABLES,Deer,"Cache (includes Cache, Crawford Mtn)",Nov. 1-Nov. 9,,,"Cache (includes Cache, Crawford Mtn) DB1078 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1079,51,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Manti/San Rafael",Nov. 1-Nov. 9,,,"Central Mtns, Manti/San Rafael DB1079 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1080,51,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Nebo",Nov. 1-Nov. 9,,,"Central Mtns, Nebo DB1080 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1081,51,BUCK_DEER_HUNT_TABLES,Deer,"La Sal, La Sal Mtns",Nov. 1-Nov. 9,,,"La Sal, La Sal Mtns DB1081 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1082,51,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh-Stansbury,Nov. 1-Nov. 9,,,Oquirrh-Stansbury DB1082 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1083,51,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,Nov. 1-Nov. 9,,,Panguitch Lake DB1083 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1084,51,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Boulder/Kaiparowits",Nov. 1-Nov. 9,,,"Plateau, Boulder/Kaiparowits DB1084 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1085,51,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",Nov. 1-Nov. 9,,,"San Juan, Abajo Mtns DB1085 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1086,51,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Bonanza/Vernal",Nov. 1-Nov. 9,,,"South Slope, Bonanza/Vernal DB1086 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1087,52,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",Nov. 1-Nov. 9,,,"Wasatch Mtns, West DB1087 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1088,52,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Tintic",Nov. 1-Nov. 9,,,"West Desert, Tintic DB1088 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1089,52,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, West",Nov. 1-Nov. 9,,,"West Desert, West DB1089 Nov. 1-Nov. 9"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1090,52,BUCK_DEER_HUNT_TABLES,Deer,"Book Cliffs, Floy Canyon",Nov. 11-Nov. 26,,,"Book Cliffs, Floy Canyon DB1090 Nov. 11-Nov. 26"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1091,52,BUCK_DEER_HUNT_TABLES,Deer,Kaiparowits HAMS,Nov. 11-Nov. 30,,,Kaiparowits HAMS DB1091 Nov. 11-Nov. 30
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1094,52,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Myton†",Nov. 11-Nov. 26,,,"South Slope, Myton† DB1094 Nov. 11-Nov. 26"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1100,51,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek (new),Nov. 1-Nov. 9,,,Chalk Creek (new) DB1100 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1101,51,BUCK_DEER_HUNT_TABLES,Deer,East Canyon (new),Nov. 1-Nov. 9,,,East Canyon (new) DB1101 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1103,51,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich (new),Nov. 1-Nov. 9,,,Morgan-South Rich (new) DB1103 Nov. 1-Nov. 9
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1105,52,BUCK_DEER_HUNT_TABLES,Deer,East Canyon (new),Nov. 11-Nov. 26,,,East Canyon (new) DB1105 Nov. 11-Nov. 26
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1200,68,CWMU_HUNT_TABLES,Deer,Alton,,Kane,3,Alton DB1200 Kane 3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1201,68,CWMU_HUNT_TABLES,Deer,Alton (management buck),,Kane,1,Alton (management buck) DB1201 Kane 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1202,69,CWMU_HUNT_TABLES,Deer,Antelope Creek,,Duchesne,1,Antelope Creek DB1202 Duchesne 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1203,69,CWMU_HUNT_TABLES,Deer,Avintaquin Canyon,,Duchesne,1,Avintaquin Canyon DB1203 Duchesne 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1204,69,CWMU_HUNT_TABLES,Deer,Bally Watts,,Morgan,2,Bally Watts DB1204 Morgan 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1205,69,CWMU_HUNT_TABLES,Deer,Bar J Ranch,,Sevier,2,Bar J Ranch DB1205 Sevier 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1206,69,CWMU_HUNT_TABLES,Deer,Bear Mountain,,Sanpete,1,Bear Mountain DB1206 Sanpete 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1207,69,CWMU_HUNT_TABLES,Deer,Bear Springs,,Weber,1,Bear Springs DB1207 Weber 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1208,69,CWMU_HUNT_TABLES,Deer,Blackhawk,,Carbon,1,Blackhawk DB1208 Carbon 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1209,69,CWMU_HUNT_TABLES,Deer,Blind Springs,,Box Elder,1,Blind Springs DB1209 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1211,69,CWMU_HUNT_TABLES,Deer,Blue Spring Hills,,Box Elder,1,Blue Spring Hills DB1211 Box Elder 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1212,69,CWMU_HUNT_TABLES,Deer,Bluebell,,Cache,1,Bluebell DB1212 Cache 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1213,69,CWMU_HUNT_TABLES,Deer,Boobe Hole,,Sevier,2,Boobe Hole DB1213 Sevier 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1215,69,CWMU_HUNT_TABLES,Deer,Buckhorn Ranch,,Duchesne/Wasatch,1,Buckhorn Ranch DB1215 Duchesne/Wasatch 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1216,69,CWMU_HUNT_TABLES,Deer,Castle Valley Outdoors,,Emery,1,Castle Valley Outdoors DB1216 Emery 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1217,69,CWMU_HUNT_TABLES,Deer,Causey Spring,,Weber,1,Causey Spring DB1217 Weber 1
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1219,69,CWMU_HUNT_TABLES,Deer,Chimney Rock,,Morgan/Summit,2,Chimney Rock DB1219 Morgan/Summit 2
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1222,69,CWMU_HUNT_TABLES,Deer,Coldwater Ranch,,Cache,2,Coldwater Ranch DB1222 Cache 2
