source_file,hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1527,43,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Tintic",Aug. 19-Sept. 15,,,"West Desert, Tintic DB1527 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1528,43,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, West",Aug. 19-Sept. 15,,,"West Desert, West DB1528 Aug. 19-Sept. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1529,43,BUCK_DEER_HUNT_TABLES,Deer,Zion,Aug. 19-Sept. 15,,,Zion DB1529 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1530,43,BUCK_DEER_HUNT_TABLES,Deer,Beaver,Oct. 21-Oct. 29,,,Beaver DB1530 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1531,43,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,Oct. 21-Oct. 29,,,Box Elder DB1531 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1532,43,BUCK_DEER_HUNT_TABLES,Deer,"Cache (includes Cache, Crawford Mtn)",Oct. 21-Oct. 29,,,"Cache (includes Cache, Crawford Mtn) DB1532 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1533,43,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Manti/San Rafael",Oct. 21-Oct. 29,,,"Central Mtns, Manti/San Rafael DB1533 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1534,43,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Nebo",Oct. 21-Oct. 29,,,"Central Mtns, Nebo DB1534 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1536,44,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,Oct. 21-Oct. 29,,,Fillmore DB1536 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1538,44,BUCK_DEER_HUNT_TABLES,Deer,Kamas,Oct. 21-Oct. 29,,,Kamas DB1538 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1539,44,BUCK_DEER_HUNT_TABLES,Deer,"La Sal, La Sal Mtns",Oct. 21-Oct. 29,,,"La Sal, La Sal Mtns DB1539 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1540,44,BUCK_DEER_HUNT_TABLES,Deer,Monroe,Oct. 21-Oct. 29,,,Monroe DB1540 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1541,44,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,Oct. 21-Oct. 29,,,Mt Dutton DB1541 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1542,44,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile*,Oct. 21-Oct. 29,,,Nine Mile* DB1542 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1543,44,BUCK_DEER_HUNT_TABLES,Deer,North Slope,Oct. 21-Oct. 29,,,North Slope DB1543 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1544,44,BUCK_DEER_HUNT_TABLES,Deer,Ogden,Oct. 21-Oct. 29,,,Ogden DB1544 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1545,44,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh-Stansbury,Oct. 21-Oct. 29,,,Oquirrh-Stansbury DB1545 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1546,44,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,Oct. 21-Oct. 29,,,Panguitch Lake DB1546 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1547,44,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,Oct. 21-Oct. 29,,,Pine Valley DB1547 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1548,44,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Boulder/Kaiparowits",Oct. 21-Oct. 29,,,"Plateau, Boulder/Kaiparowits DB1548 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1549,44,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Fishlake",Oct. 21-Oct. 29,,,"Plateau, Fishlake DB1549 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1550,44,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Thousand Lakes",Oct. 21-Oct. 29,,,"Plateau, Thousand Lakes DB1550 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1551,44,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",Oct. 21-Oct. 29,,,"San Juan, Abajo Mtns DB1551 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1552,44,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Bonanza/Vernal",Oct. 21-Oct. 29,,,"South Slope, Bonanza/Vernal DB1552 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1553,44,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Yellowstone*",Oct. 21-Oct. 29,,,"South Slope, Yellowstone* DB1553 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1554,44,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,Oct. 21-Oct. 29,,,Southwest Desert DB1554 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1555,44,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",Oct. 21-Oct. 29,,,"Wasatch Mtns, East DB1555 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1556,44,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",Oct. 21-Oct. 29,,,"Wasatch Mtns, West DB1556 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1557,44,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Tintic",Oct. 21-Oct. 29,,,"West Desert, Tintic DB1557 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1558,44,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, West",Oct. 21-Oct. 29,,,"West Desert, West DB1558 Oct. 21-Oct. 29"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1559,44,BUCK_DEER_HUNT_TABLES,Deer,Zion,Oct. 21-Oct. 29,,,Zion DB1559 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1560,45,BUCK_DEER_HUNT_TABLES,Deer,Beaver,Sept. 27-Oct. 5,,,Beaver DB1560 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1561,45,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,Sept. 27-Oct. 5,,,Box Elder DB1561 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1562,45,BUCK_DEER_HUNT_TABLES,Deer,"Cache (includes Cache, Crawford Mtn)",Sept. 27-Oct. 5,,,"Cache (includes Cache, Crawford Mtn) DB1562 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1563,45,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Manti/San Rafael",Sept. 27-Oct. 5,,,"Central Mtns, Manti/San Rafael DB1563 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1564,45,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Nebo",Sept. 27-Oct. 5,,,"Central Mtns, Nebo DB1564 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1566,45,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,Sept. 27-Oct. 5,,,Fillmore DB1566 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1568,45,BUCK_DEER_HUNT_TABLES,Deer,Kamas,Sept. 27-Oct. 5,,,Kamas DB1568 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1569,45,BUCK_DEER_HUNT_TABLES,Deer,"La Sal, La Sal Mtns",Sept. 27-Oct. 5,,,"La Sal, La Sal Mtns DB1569 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1570,45,BUCK_DEER_HUNT_TABLES,Deer,Monroe,Sept. 27-Oct. 5,,,Monroe DB1570 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1571,45,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,Sept. 27-Oct. 5,,,Mt Dutton DB1571 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1572,45,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile*,Sept. 27-Oct. 5,,,Nine Mile* DB1572 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1573,45,BUCK_DEER_HUNT_TABLES,Deer,North Slope,Sept. 27-Oct. 5,,,North Slope DB1573 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1574,45,BUCK_DEER_HUNT_TABLES,Deer,Ogden,Sept. 27-Oct. 5,,,Ogden DB1574 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1575,45,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh-Stansbury,Sept. 27-Oct. 5,,,Oquirrh-Stansbury DB1575 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1576,45,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,Sept. 27-Oct. 5,,,Panguitch Lake DB1576 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1577,45,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,Sept. 27-Oct. 5,,,Pine Valley DB1577 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1578,45,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Boulder/Kaiparowits",Sept. 27-Oct. 5,,,"Plateau, Boulder/Kaiparowits DB1578 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1579,45,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Fishlake",Sept. 27-Oct. 5,,,"Plateau, Fishlake DB1579 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1580,45,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Thousand Lakes",Sept. 27-Oct. 5,,,"Plateau, Thousand Lakes DB1580 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1581,45,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",Sept. 27-Oct. 5,,,"San Juan, Abajo Mtns DB1581 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1582,45,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Bonanza/Vernal",Sept. 27-Oct. 5,,,"South Slope, Bonanza/Vernal DB1582 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1583,45,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Yellowstone*",Sept. 27-Oct. 5,,,"South Slope, Yellowstone* DB1583 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1584,45,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,Sept. 27-Oct. 5,,,Southwest Desert DB1584 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1585,45,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",Sept. 27-Oct. 5,,,"Wasatch Mtns, East DB1585 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1586,46,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",Sept. 27-Oct. 5,,,"Wasatch Mtns, West DB1586 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1587,46,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Tintic",Sept. 27-Oct. 5,,,"West Desert, Tintic DB1587 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1588,46,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, West",Sept. 27-Oct. 5,,,"West Desert, West DB1588 Sept. 27-Oct. 5"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1589,46,BUCK_DEER_HUNT_TABLES,Deer,Zion,Sept. 27-Oct. 5,,,Zion DB1589 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1591,43,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,Oct. 11-Oct. 15,,,Fillmore DB1591 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1592,43,BUCK_DEER_HUNT_TABLES,Deer,Kamas,Oct. 11-Oct. 15,,,Kamas DB1592 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1593,43,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile*,Oct. 11-Oct. 15,,,Nine Mile* DB1593 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1594,43,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,Oct. 11-Oct. 15,,,Panguitch Lake DB1594 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1595,43,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,Oct. 11-Oct. 15,,,Pine Valley DB1595 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1596,43,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Fishlake",Oct. 11-Oct. 15,,,"Plateau, Fishlake DB1596 Oct. 11-Oct. 15"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1597,43,BUCK_DEER_HUNT_TABLES,Deer,Zion,Oct. 11-Oct. 15,,,Zion DB1597 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1598,43,BUCK_DEER_HUNT_TABLES,Deer,North Slope,Oct. 11-Oct. 15,,,North Slope DB1598 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1599,44,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek (new),Oct. 21-Oct. 29,,,Chalk Creek (new) DB1599 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1600,42,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek (new),Aug. 19-Sept. 15,,,Chalk Creek (new) DB1600 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1601,43,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek (new),Oct. 11-Oct. 15,,,Chalk Creek (new) DB1601 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1602,45,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek (new),Sept. 27-Oct. 5,,,Chalk Creek (new) DB1602 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1603,44,BUCK_DEER_HUNT_TABLES,Deer,East Canyon (new),Oct. 21-Oct. 29,,,East Canyon (new) DB1603 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1604,42,BUCK_DEER_HUNT_TABLES,Deer,East Canyon (new),Aug. 19-Sept. 15,,,East Canyon (new) DB1604 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1605,43,BUCK_DEER_HUNT_TABLES,Deer,East Canyon (new),Oct. 11-Oct. 15,,,East Canyon (new) DB1605 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1606,45,BUCK_DEER_HUNT_TABLES,Deer,East Canyon (new),Sept. 27-Oct. 5,,,East Canyon (new) DB1606 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1607,44,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich (new),Oct. 21-Oct. 29,,,Morgan-South Rich (new) DB1607 Oct. 21-Oct. 29
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1608,42,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich (new),Aug. 19-Sept. 15,,,Morgan-South Rich (new) DB1608 Aug. 19-Sept. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1609,43,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich (new),Oct. 11-Oct. 15,,,Morgan-South Rich (new) DB1609 Oct. 11-Oct. 15
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1610,45,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich (new),Sept. 27-Oct. 5,,,Morgan-South Rich (new) DB1610 Sept. 27-Oct. 5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1769,46,BUCK_DEER_HUNT_TABLES,Deer,Beaver,,,,Beaver DB1769
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1770,46,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,,,,Box Elder DB1770
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1771,46,BUCK_DEER_HUNT_TABLES,Deer,"Cache (includes Cache, Crawford Mtn)",,,,"Cache (includes Cache, Crawford Mtn) DB1771"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1772,46,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Manti/San Rafael",,,,"Central Mtns, Manti/San Rafael DB1772"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1773,46,BUCK_DEER_HUNT_TABLES,Deer,"Central Mtns, Nebo",,,,"Central Mtns, Nebo DB1773"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1775,46,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,,,,Fillmore DB1775
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1777,46,BUCK_DEER_HUNT_TABLES,Deer,Kamas,,,,Kamas DB1777
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1778,46,BUCK_DEER_HUNT_TABLES,Deer,"La Sal, La Sal Mtns",,,,"La Sal, La Sal Mtns DB1778"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1779,46,BUCK_DEER_HUNT_TABLES,Deer,Monroe,,,,Monroe DB1779
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1780,46,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,,,,Mt Dutton DB1780
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1781,46,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile*,,,,Nine Mile* DB1781
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1782,46,BUCK_DEER_HUNT_TABLES,Deer,North Slope,,,,North Slope DB1782
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1783,46,BUCK_DEER_HUNT_TABLES,Deer,Ogden,,,,Ogden DB1783
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1784,46,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh-Stansbury,,,,Oquirrh-Stansbury DB1784
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1785,46,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,,,,Panguitch Lake DB1785
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1786,47,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,,,,Pine Valley DB1786
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1787,47,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Boulder/Kaiparowits",,,,"Plateau, Boulder/Kaiparowits DB1787"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1788,47,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Fishlake",,,,"Plateau, Fishlake DB1788"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1789,47,BUCK_DEER_HUNT_TABLES,Deer,"Plateau, Thousand Lakes",,,,"Plateau, Thousand Lakes DB1789"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1790,47,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",,,,"San Juan, Abajo Mtns DB1790"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1791,47,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Bonanza/Vernal",,,,"South Slope, Bonanza/Vernal DB1791"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1792,47,BUCK_DEER_HUNT_TABLES,Deer,"South Slope, Yellowstone*",,,,"South Slope, Yellowstone* DB1792"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1793,47,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,,,,Southwest Desert DB1793
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1794,47,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",,,,"Wasatch Mtns, East DB1794"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1795,47,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",,,,"Wasatch Mtns, West DB1795"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1796,47,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Tintic",,,,"West Desert, Tintic DB1796"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1797,47,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, West",,,,"West Desert, West DB1797"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1798,47,BUCK_DEER_HUNT_TABLES,Deer,Zion,,,,Zion DB1798
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1799,46,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek (new),,,,Chalk Creek (new) DB1799
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1800,46,BUCK_DEER_HUNT_TABLES,Deer,East Canyon (new),,,,East Canyon (new) DB1800
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DB1801,46,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich (new),,,,Morgan-South Rich (new) DB1801
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DS6600,65,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Henry Mtns,Sept. 16-Nov. 10,,,Henry Mtns DS6600 Sept. 16-Nov. 10
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DS6601,65,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Kaiparowits, East",Sept. 16-Nov. 10,,,"Kaiparowits, East DS6601 Sept. 16-Nov. 10"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DS6602,65,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Kaiparowits, Escalante",Sept. 16-Nov. 10,,,"Kaiparowits, Escalante DS6602 Sept. 16-Nov. 10"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DS6603,65,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Kaiparowits, West",Sept. 16-Nov. 10,,,"Kaiparowits, West DS6603 Sept. 16-Nov. 10"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,DS6604,65,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",Sept. 16-Nov. 10,,,"La Sal, Potash/South Cisco DS6604 Sept. 16-Nov. 10"
