hunt_code,target_hunt_name,target_species,target_hunt_type,target_weapon,target_boundary_id,database_present,database_hunt_name,database_species,database_boundary_id,target_2025_res,target_2025_nr,target_2025_total,target_2026_res,target_2026_nr,target_2026_total,database_2025_res,database_2025_nr,database_2025_total,database_2025_draw_res,database_2025_draw_nr,database_2025_draw_total,database_2026_res,database_2026_nr,database_2026_total,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,direct_rac_2026_res,direct_rac_2026_nr,direct_rac_2026_total,direct_rac_source_file,totalscan_high_conf_total,target_2025_vs_database_2025_status,target_2025_vs_database_2025_draw_status,target_2026_vs_database_2026_status,target_2026_vs_database_allotment_status,target_2026_vs_direct_rac_status,target_2026_vs_totalscan_status,database_2026_vs_direct_rac_status,database_allotment_vs_direct_rac_status,target_2025_to_2026_delta_total,database_2025_to_2026_delta_total,change_review_status,evidence_confidence,audit_notes
EB3528,Ingham Peak CWMU,Elk,CWMU,Any Legal Weapon,,YES,Ingham Peak CWMU,Elk,493,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3529,Circle E Ranch CWMU,Elk,CWMU,Any Legal Weapon,,YES,Circle E Ranch CWMU,Elk,549,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3530,Jacob's Creek CWMU,Elk,CWMU,Any Legal Weapon,,YES,Jacob's Creek CWMU,Elk,580,,,,0,0,0,1,0,1,1,0,1,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,1,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3531,Johnson Mountain Ranch CWMU,Elk,CWMU,Any Legal Weapon,,YES,Johnson Mountain Ranch CWMU,Elk,531,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3532,Jump Creek CWMU,Elk,CWMU,Any Legal Weapon,,YES,Jump Creek CWMU,Elk,734,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3533,Junction Valley CWMU,Elk,CWMU,Any Legal Weapon,,YES,Junction Valley CWMU,Elk,589,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3534,Little Red Creek CWMU,Elk,CWMU,Any Legal Weapon,,YES,Little Red Creek CWMU,Elk,484,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3536,Minnie Maud Ridge CWMU,Elk,CWMU,Any Legal Weapon,,YES,Minnie Maud Ridge CWMU,Elk,551,,,,0,0,0,5,0,5,5,0,5,5,0,5,,,,,,,,5,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3538,Moon Ranch CWMU,Elk,CWMU,Any Legal Weapon,,YES,Moon Ranch CWMU,Elk,485,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3540,Old Woman Plateau CWMU,Elk,CWMU,Any Legal Weapon,,YES,Old Woman Plateau CWMU,Elk,535,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3541,Patmos Ridge CWMU,Elk,CWMU,Any Legal Weapon,,YES,Patmos Ridge CWMU,Elk,736,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3543,Preston Nutter Ranch CWMU,Elk,CWMU,Any Legal Weapon,,YES,Preston Nutter Ranch CWMU,Elk,542,,,,0,0,0,3,0,3,3,0,3,3,0,3,,,,,,,,3,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3544,Redd Ranches CWMU,Elk,CWMU,Any Legal Weapon,,YES,Redd Ranches CWMU,Elk,548,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3545,Cactus Ranch LLC CWMU,Elk,CWMU,Any Legal Weapon,,YES,Cactus Ranch LLC CWMU,Elk,517,,,,0,0,0,3,0,3,3,0,3,3,0,3,,,,,,,,3,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3546,Roan Cliffs CWMU,Elk,CWMU,Any Legal Weapon,,YES,Roan Cliffs CWMU,Elk,543,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3547,Sand Creek CWMU,Elk,CWMU,Any Legal Weapon,,YES,Sand Creek CWMU,Elk,740,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3548,Scofield Canyons CWMU,Elk,CWMU,Any Legal Weapon,,YES,Scofield Canyons CWMU,Elk,539,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3549,Scofield East CWMU,Elk,CWMU,Any Legal Weapon,,YES,Scofield East CWMU,Elk,540,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3550,Scofield West CWMU,Elk,CWMU,Any Legal Weapon,,YES,Scofield West CWMU,Elk,541,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3551,SJ Ranch CWMU,Elk,CWMU,Any Legal Weapon,,YES,SJ Ranch CWMU,Elk,576,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3552,Skull Crack CWMU,Elk,CWMU,Any Legal Weapon,,YES,Skull Crack CWMU,Elk,578,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3553,Soldier Summit CWMU,Elk,CWMU,Any Legal Weapon,,YES,Soldier Summit CWMU,Elk,552,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3554,South Canyon CWMU,Elk,CWMU,Any Legal Weapon,,YES,South Canyon CWMU,Elk,491,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3555,Spring Creek/Dodge CWMU,Elk,CWMU,Any Legal Weapon,,YES,Spring Creek/Dodge CWMU,Elk,546,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3557,Strawberry Ridge CWMU,Elk,CWMU,Any Legal Weapon,,YES,Strawberry Ridge CWMU,Elk,562,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3558,Summit Point CWMU,Elk,CWMU,Any Legal Weapon,,YES,Summit Point CWMU,Elk,547,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3559,Three C CWMU,Elk,CWMU,Any Legal Weapon,,YES,Three C CWMU,Elk,553,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3562,Wallsburg CWMU,Elk,CWMU,Any Legal Weapon,,YES,Wallsburg CWMU,Elk,586,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3564,Woodruff Creek South CWMU,Elk,CWMU,Any Legal Weapon,,YES,Woodruff Creek South CWMU,Elk,571,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3565,North Peaks CWMU,Elk,CWMU,Any Legal Weapon,,YES,North Peaks CWMU,Elk,492,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3603,Pahvant Ensign CWMU,Elk,CWMU,Any Legal Weapon,,YES,Pahvant Ensign CWMU,Elk,826,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3604,Double R Ranch CWMU,Elk,CWMU,Any Legal Weapon,,YES,Double R Ranch CWMU,Elk,554,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3606,Mountain Sky Ranch CWMU,Elk,CWMU,Any Legal Weapon,,YES,Mountain Sky Ranch CWMU,Elk,858,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3607,West Willow Creek Ranch CWMU,Elk,CWMU,Any Legal Weapon,,YES,West Willow Creek Ranch CWMU,Elk,805,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3608,Avintaquin Canyon CWMU,Elk,CWMU,Any Legal Weapon,,YES,Avintaquin Canyon CWMU,Elk,599,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3610,Sharp Mountain CWMU,Elk,CWMU,Any Legal Weapon,,YES,Sharp Mountain CWMU,Elk,490,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3611,West Ridge CWMU,Elk,CWMU,Any Legal Weapon,,YES,West Ridge CWMU,Elk,874,,,,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3613,Little Pole Canyon CWMU,Elk,CWMU,Any Legal Weapon,,YES,Little Pole Canyon CWMU,Elk,556,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3614,Tunnel Hollow CWMU,Elk,CWMU,Any Legal Weapon,,YES,Tunnel Hollow CWMU,Elk,569,,,,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3619,Weber Florence Creek/Stillman Creek CWMU,Elk,CWMU,Any Legal Weapon,,YES,Weber Florence Creek/Stillman Creek CWMU,Elk,524,,,,0,0,0,10,0,10,10,0,10,10,0,10,,,,,,,,10,RIGHT_ONLY,RIGHT_ONLY,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,0,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits; target first permit triple does not cleanly match DATABASE 2025 permits
EB3620,The Dirty Dozen,Elk,CWMU,Any Legal Weapon,,YES,The Dirty Dozen,Elk,923,,,,0,0,0,,,,,,,1,0,1,,,,,,,,1,BOTH_BLANK,BOTH_BLANK,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EA1180,La Sal (Conservation),Elk,Conservation,Any Legal Weapon,,YES,La Sal (Conservation),Elk,684,,,,1,0,1,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,LEFT_ONLY,LEFT_ONLY,LEFT_ONLY,LEFT_ONLY,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,local DATABASE 2026 permits differ from HUNTS DATABASE; target second permit triple does not cleanly match DATABASE 2026 permits
EA1270,Fishlake (Conservation),Elk,Conservation,Any Legal Weapon,,YES,Fishlake (Conservation),Elk,175,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
EA1271,Manti (Conservation),Elk,Conservation,Any Legal Weapon,,YES,Manti (Conservation),Elk,51,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
EA2041,Cache (Conservation),Elk,Conservation,Any Legal Weapon,,YES,Cache (Conservation),Elk,29,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
EA2045,Wasatch Mtns (Conservation),Elk,Conservation,Any Legal Weapon,,YES,Wasatch Mtns (Conservation),Elk,5118,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
EB3128,"Box Elder, Grouse Creek",Elk,Conservation,Multiseason,,YES,"Box Elder, Grouse Creek",Elk,867,,,,,,,,,,,,,,,1,,,1,,,,,,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,LEFT_ONLY,LEFT_ONLY,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,local DATABASE 2026 permits differ from HUNTS DATABASE; target second permit triple does not cleanly match DATABASE 2026 permits
EB3209,"Box Elder, Pilot Mtn",Elk,Conservation,Multiseason,,YES,"Box Elder, Pilot Mtn",Elk,683,,,,,,,,,,,,,,,1,,,1,,,,,,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,LEFT_ONLY,LEFT_ONLY,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,local DATABASE 2026 permits differ from HUNTS DATABASE; target second permit triple does not cleanly match DATABASE 2026 permits
EX1000,Elk Extended Archery,Elk,Extended Archery,Archery,,YES,Elk Extended Archery,Elk,5130,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
EA1010,"Cache, Rich",Elk,General Season,Any Legal Weapon,,YES,"Cache, Rich",Elk,38,18,2,20,31,4,35,18,2,20,,,,31,4,35,31,4,35,31,4,35,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,20,MATCH,LEFT_ONLY,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,15,15,LARGE_CHANGE_REVIEW,HIGH,large target 2025-to-2026 total change
EA1011,"Cache, Richards Hollow",Elk,General Season,Any Legal Weapon,,YES,"Cache, Richards Hollow",Elk,39,9,1,10,18,2,20,9,1,10,,,,18,2,20,18,2,20,18,2,20,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,10,MATCH,LEFT_ONLY,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,10,10,LARGE_CHANGE_REVIEW,HIGH,large target 2025-to-2026 total change
