hunt_code,target_hunt_name,target_species,target_hunt_type,target_weapon,target_boundary_id,database_present,database_hunt_name,database_species,database_boundary_id,target_2025_res,target_2025_nr,target_2025_total,target_2026_res,target_2026_nr,target_2026_total,database_2025_res,database_2025_nr,database_2025_total,database_2025_draw_res,database_2025_draw_nr,database_2025_draw_total,database_2026_res,database_2026_nr,database_2026_total,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,direct_rac_2026_res,direct_rac_2026_nr,direct_rac_2026_total,direct_rac_source_file,totalscan_high_conf_total,target_2025_vs_database_2025_status,target_2025_vs_database_2025_draw_status,target_2026_vs_database_2026_status,target_2026_vs_database_allotment_status,target_2026_vs_direct_rac_status,target_2026_vs_totalscan_status,database_2026_vs_direct_rac_status,database_allotment_vs_direct_rac_status,target_2025_to_2026_delta_total,database_2025_to_2026_delta_total,change_review_status,evidence_confidence,audit_notes
DB1091,Kaiparowits HAMSS,Deer,Limited Entry,Archery,,YES,HAMSS,Deer,314,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,5,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1105,East Canyon,Deer,Limited Entry,Archery,,YES,HAMSS,Deer,276,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,7,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1106,Thousand Lakes,Deer,Limited Entry,Archery,,YES,Thousand Lakes,Deer,632,9,2,11,20,2,22,9,2,11,9,2,11,20,2,22,20,2,22,20,2,22,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,22,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,11,11,LARGE_CHANGE_REVIEW,HIGH,large target 2025-to-2026 total change
DB1116,"San Juan, Mancos Mesa",Deer,Limited Entry,Archery,,YES,HAMSS,Deer,929,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,5,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1044,Book Cliffs,Deer,Limited Entry,Multiseason,,YES,Book Cliffs,Deer,7,6,1,7,8,1,9,6,1,7,6,1,7,8,1,9,8,1,9,8,1,9,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,9,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,2,2,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1045,"Fillmore, Oak Creek LE",Deer,Limited Entry,Multiseason,,YES,"Fillmore, Oak Creek LE",Deer,85,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,2,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1046,"San Juan, Elk Ridge",Deer,Limited Entry,Multiseason,,YES,"San Juan, Elk Ridge",Deer,185,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,2,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1047,Diamond Mtn,Deer,Limited Entry,Multiseason,,YES,Diamond Mtn,Deer,206,3,0,3,4,0,4,3,0,3,3,0,3,4,0,4,4,0,4,4,0,4,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,4,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1,1,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1048,"West Desert, Vernon",Deer,Limited Entry,Multiseason,,YES,"West Desert, Vernon",Deer,248,6,1,7,7,1,8,6,1,7,6,1,7,7,1,8,7,1,8,7,1,8,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,8,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1,1,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1025,Book Cliffs,Deer,Limited Entry,Muzzleloader,,YES,Book Cliffs,Deer,7,43,4,47,55,6,61,43,4,47,43,4,47,55,6,61,55,6,61,55,6,61,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,61,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,14,14,LARGE_CHANGE_REVIEW,HIGH,large target 2025-to-2026 total change
DB1026,"Cache, Crawford Mtn",Deer,Limited Entry,Muzzleloader,,YES,"Cache, Crawford Mtn",Deer,32,6,1,7,8,1,9,6,1,7,6,1,7,8,1,9,8,1,9,8,1,9,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,9,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,2,2,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1028,Fillmore,Deer,Limited Entry,Muzzleloader,,YES,Fillmore,Deer,804,10,1,11,11,1,12,10,1,11,10,1,11,11,1,12,,,,,,,,12,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1029,"Fillmore, Oak Creek LE",Deer,Limited Entry,Muzzleloader,,YES,"Fillmore, Oak Creek LE",Deer,85,11,1,12,12,1,13,11,1,12,11,1,12,12,1,13,12,1,13,12,1,13,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,13,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1,1,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1030,Kamas,Deer,Limited Entry,Muzzleloader,,YES,Kamas,Deer,611,5,1,6,4,1,5,5,1,6,5,1,6,4,1,5,,,,,,,,5,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,-1,-1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1031,Dolores Triangle,Deer,Limited Entry,Muzzleloader,,YES,Dolores Triangle,Deer,108,4,0,4,5,0,5,4,0,4,4,0,4,5,0,5,5,0,5,5,0,5,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,5,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1,1,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1032,Monroe,Deer,Limited Entry,Muzzleloader,,YES,Monroe,Deer,629,5,1,6,5,1,6,5,1,6,5,1,6,5,1,6,,,,,,,,6,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1033,Nine Mile,Deer,Limited Entry,Muzzleloader,,YES,Nine Mile,Deer,615,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7,,,,,,,,7,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1034,Pine Valley,Deer,Limited Entry,Muzzleloader,,YES,Pine Valley,Deer,636,12,2,14,13,2,15,12,2,14,12,2,14,13,2,15,,,,,,,,15,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1037,"San Juan, Elk Ridge",Deer,Limited Entry,Muzzleloader,,YES,"San Juan, Elk Ridge",Deer,185,14,2,16,15,2,17,14,2,16,14,2,16,15,2,17,15,2,17,15,2,17,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,17,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1,1,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1038,Diamond Mtn,Deer,Limited Entry,Muzzleloader,,YES,Diamond Mtn,Deer,206,19,2,21,22,2,24,19,2,21,19,2,21,22,2,24,22,2,24,22,2,24,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,24,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,3,3,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1039,Yellowstone,Deer,Limited Entry,Muzzleloader,,YES,Yellowstone,Deer,613,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7,,,,,,,,7,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1040,Southwest Desert,Deer,Limited Entry,Muzzleloader,,YES,Southwest Desert,Deer,625,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,,,,,,,,5,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1041,"Wasatch Mtns, East",Deer,Limited Entry,Muzzleloader,,YES,"Wasatch Mtns, East",Deer,621,26,3,29,30,3,33,26,3,29,26,3,29,30,3,33,,,,,,,,33,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,4,4,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1042,"West Desert, Vernon",Deer,Limited Entry,Muzzleloader,,YES,"West Desert, Vernon",Deer,248,40,4,44,46,5,51,40,4,44,40,4,44,46,5,51,46,5,51,46,5,51,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,51,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,7,7,MODERATE_CHANGE_ABS_GT_5_PCT_25_OR_LESS,HIGH,
DB1043,Zion,Deer,Limited Entry,Muzzleloader,,YES,Zion,Deer,635,12,2,14,15,2,17,12,2,14,12,2,14,15,2,17,,,,,,,,17,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,3,3,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1053,Mt Dutton,Deer,Limited Entry,Muzzleloader,,YES,Mt Dutton,Deer,630,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,,,,,,,,5,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1054,Ogden,Deer,Limited Entry,Muzzleloader,,YES,Ogden,Deer,609,11,1,12,13,1,14,11,1,12,11,1,12,13,1,14,,,,,,,,14,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,2,2,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1055,Fishlake,Deer,Limited Entry,Muzzleloader,,YES,Fishlake,Deer,633,5,1,6,6,1,7,5,1,6,5,1,6,6,1,7,,,,,,,,7,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1065,North Slope,Deer,Limited Entry,Muzzleloader,,YES,North Slope,Deer,612,13,2,15,14,2,16,13,2,15,13,2,15,14,2,16,,,,,,,,16,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1077,Box Elder,Deer,Limited Entry,Muzzleloader,,YES,Box Elder,Deer,607,22,3,25,23,3,26,22,3,25,22,3,25,23,3,26,,,,,,,,26,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1078,Cache,Deer,Limited Entry,Muzzleloader,,YES,Cache,Deer,29,9,1,10,11,1,12,9,1,10,9,1,10,11,1,12,,,,,,,,12,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,2,2,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1079,Manti/San Rafael,Deer,Limited Entry,Muzzleloader,,YES,Manti/San Rafael,Deer,619,37,4,41,40,5,45,37,4,41,37,4,41,40,5,45,,,,,,,,45,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,4,4,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1080,Nebo,Deer,Limited Entry,Muzzleloader,,YES,Nebo,Deer,616,22,3,25,23,3,26,22,3,25,22,3,25,23,3,26,,,,,,,,26,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1081,La Sal Mtns,Deer,Limited Entry,Muzzleloader,,YES,La Sal Mtns,Deer,617,8,1,9,8,1,9,8,1,9,8,1,9,8,1,9,,,,,,,,9,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1083,Panguitch Lake,Deer,Limited Entry,Muzzleloader,,YES,Panguitch Lake,Deer,634,11,1,12,12,1,13,11,1,12,11,1,12,12,1,13,,,,,,,,13,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1084,Boulder/Kaiparowits,Deer,Limited Entry,Muzzleloader,,YES,Boulder/Kaiparowits,Deer,455,11,1,12,12,1,13,11,1,12,11,1,12,12,1,13,,,,,,,,13,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1085,"San Juan, Abajo Mtns",Deer,Limited Entry,Muzzleloader,,YES,"San Juan, Abajo Mtns",Deer,618,12,1,13,13,1,14,12,1,13,12,1,13,13,1,14,,,,,,,,14,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1086,Vernal/Bonanza,Deer,Limited Entry,Muzzleloader,,YES,Vernal/Bonanza,Deer,614,5,1,6,6,1,7,5,1,6,5,1,6,6,1,7,,,,,,,,7,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1087,"Wasatch Mtns, West",Deer,Limited Entry,Muzzleloader,,YES,"Wasatch Mtns, West",Deer,620,29,3,32,36,4,40,29,3,32,29,3,32,36,4,40,,,,,,,,40,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,8,8,MODERATE_CHANGE_ABS_GT_5_PCT_25_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1100,Chalk Creek,Deer,Limited Entry,Muzzleloader,,YES,Chalk Creek,Deer,69,10,1,11,10,1,11,10,1,11,10,1,11,10,1,11,,,,,,,,11,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1101,East Canyon,Deer,Limited Entry,Muzzleloader,,YES,East Canyon,Deer,276,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,,,,,,,,10,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1103,Morgan-South Rich,Deer,Limited Entry,Muzzleloader,,YES,Morgan-South Rich,Deer,117,7,0,7,7,1,8,7,0,7,7,0,7,7,1,8,,,,,,,,8,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1107,Thousand Lakes,Deer,Limited Entry,Muzzleloader,,YES,Thousand Lakes,Deer,632,2,2,4,20,2,22,2,2,4,2,2,4,20,2,22,20,2,22,20,2,22,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,22,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,18,18,LARGE_CHANGE_REVIEW,HIGH,large target 2025-to-2026 total change
DB1110,"Beaver, East",Deer,Limited Entry,Muzzleloader,,YES,"Beaver, East",Deer,685,9,1,10,10,1,11,9,1,10,9,1,10,10,1,11,,,,,,,,11,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,1,1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1111,"Beaver, West",Deer,Limited Entry,Muzzleloader,,YES,"Beaver, West",Deer,672,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,,,,,,,,5,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1112,"West Desert, Swasey",Deer,Limited Entry,Muzzleloader,,YES,"West Desert, Swasey",Deer,926,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,,,,,,,,5,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1113,Oquirrh/Tintic,Deer,Limited Entry,Muzzleloader,,YES,Oquirrh/Tintic,Deer,927,11,1,12,10,1,11,11,1,12,11,1,12,10,1,11,,,,,,,,11,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,-1,-1,SMALL_CHANGE_ABS_5_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,
DB1114,Cedar/Stansbury,Deer,Limited Entry,Muzzleloader,,YES,Cedar/Stansbury,Deer,925,5,1,6,5,1,6,5,1,6,5,1,6,5,1,6,,,,,,,,6,MATCH,MATCH,MATCH,LEFT_ONLY,LEFT_ONLY,MATCH,LEFT_ONLY,BOTH_BLANK,0,0,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,
DB1109,Thousand Lakes,Deer,Limited Entry,Restricted Multiseason,,YES,Thousand Lakes,Deer,632,2,0,2,2,0,2,,,,,,,2,0,2,2,0,2,2,0,2,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,2,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
DB1108,Thousand Lakes,Deer,Limited Entry,Restricted Rifle,,YES,Thousand Lakes,Deer,632,25,3,28,27,3,30,25,3,28,25,3,28,27,3,30,27,3,30,27,3,30,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,30,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,2,2,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
LD1004,Paunsaugunt - Private Land Only,Deer,Limited Entry - Private Land Only,Any Legal Weapon,,YES,Paunsaugunt - Private Land Only,Deer,163,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,Limited Entry - Private Land Only,Any Legal Weapon,,YES,"Fillmore, Oak Creek LE - Private Land Only",Deer,85,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LD1023,Diamond Mtn - Private Land Only,Deer,Limited Entry - Private Land Only,Any Legal Weapon,,YES,Diamond Mtn - Private Land Only,Deer,206,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO0009,Diamond Mtn Landowner Association,Deer,Limited Entry - Private Land Only,Any Legal Weapon,,YES,Diamond Mtn Landowner Association,Deer,206,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LD1001,Paunsaugunt - Private Land Only,Deer,Limited Entry - Private Land Only,Archery,,YES,Paunsaugunt - Private Land Only,Deer,163,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO0008,Diamond Mtn Landowner Association,Deer,Limited Entry - Private Land Only,Archery,,YES,Diamond Mtn Landowner Association,Deer,206,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LD1006,Paunsaugunt - Private Land Only,Deer,Limited Entry - Private Land Only,Muzzleloader,,YES,Paunsaugunt - Private Land Only,Deer,163,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LD1108,Thousand Lakes - Private Land Only,Deer,Limited Entry - Private Land Only,Restricted Rifle,,YES,Thousand Lakes - Private Land Only,Deer,632,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
DB1009,Henry Mtns (Management Buck Deer),Deer,Management Buck Deer,Any Legal Weapon,,YES,Henry Mtns Management,Deer,94,10,1,11,10,1,11,10,1,11,10,1,11,10,1,11,10,1,11,10,1,11,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,11,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1010,Paunsaugunt,Deer,Management Buck Deer,Any Legal Weapon,,YES,Paunsaugunt Management,Deer,163,23,3,26,30,3,33,23,3,26,23,3,26,30,3,33,30,3,33,30,3,33,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,33,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,7,7,LARGE_CHANGE_REVIEW,HIGH,large target 2025-to-2026 total change
DB1121,Antelope Island,Deer,Management Buck Deer,Any Legal Weapon,,YES,Antelope Island Management,Deer,1,,,,2,0,2,,,,,,,2,0,2,2,0,2,2,0,2,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,2,BOTH_BLANK,BOTH_BLANK,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,,,INSUFFICIENT_DATA,MEDIUM_2026_MATCHES_DATABASE,
DB1073,Paunsaugunt,Deer,Management Buck Deer,Archery,,YES,Paunsaugunt Management,Deer,163,8,1,9,10,1,11,8,1,9,8,1,9,10,1,11,10,1,11,10,1,11,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,11,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,2,2,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1074,Paunsaugunt,Deer,Management Buck Deer,Muzzleloader,,YES,Paunsaugunt Management,Deer,163,8,1,9,10,1,11,8,1,9,8,1,9,10,1,11,10,1,11,10,1,11,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,11,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,2,2,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB0009,Antelope Island - Conservation/Expo,Deer,Premium Limited Entry,Any Legal Weapon,,YES,Antelope Island - Conservation/Expo,Deer,1,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
DB1002,Antelope Island,Deer,Premium Limited Entry,Any Legal Weapon,,YES,Antelope Island Premium,Deer,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
