reported_hunt_year,model_target_year,species,hunt_code,hunt_name,weapon,permits,harvest_hunters,harvest,harvest_success_percent,harvest_average_days,source_file,parse_status,do_not_use_for_permit_quota,do_not_use_for_p_draw_directly
2023,2024,Antlerless Deer,DA1031,"Oquirrh-Stansbury, Settlement Cyn",Archery,20,17,12,68.8,3.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer,DA1033,"San Juan, Monticello",Archery,5,3,0,0,1.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer,DA1041,"Nine Mile, Green River Valley",Any Legal Weapon,14,9,3,37.5,1.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer,DA1042,"San Juan, Monticello",Archery,5,4,1,33.3,7.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer Antlerless Deer,DA1044,Sevier Valley Myton,Any Legal Weapon,47,28,28,54.5,3.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer,DA1045,"Fillmore, Oak City",Archery,14,13,7,54.5,3.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer,DA1046,"Nine Mile, Price River Valley","Archery, Muzzleloader, Shotgun",24,21,9,42.1,4.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer,DA1047,Vernal-Ouray Valley,Any Legal Weapon,50,37,12,22.9,4.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer,DA1048,Fillmore City,Archery,15,13,8,60,4.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Deer,DA1049,Ashley Valley,Archery,75,56,13,22.6,6.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Deer,DA1050,The Rose of Snowville,Any Legal Weapon,9,9,6,66.7,1.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1010,"Cache, Rich",Any Legal Weapon,18,18,3,14.3,8.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1011,"Cache, Richards Hollow",Any Legal Weapon,20,19,13,68.4,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1012,"Cache, Richmond Hyde Park",Any Legal Weapon,10,5,1,20,8.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1013,Central Manti,Any Legal Weapon,60,59,25,43.1,4.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1015,Ferron Canyon,Any Legal Weapon,58,56,20,35.2,4.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1017,Gordon Creek-Price Canyon,Any Legal Weapon,69,64,27,42.3,8.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1018,Horn Mtn,Any Legal Weapon,49,48,30,61.7,4.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1020,Mohrland-Stump Flat,Any Legal Weapon,88,78,53,68.9,6.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1021,Nebo,Any Legal Weapon,197,185,68,37.1,4.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1022,North Manti,Any Legal Weapon,271,258,71,27.4,4.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1023,South Manti,Any Legal Weapon,97,90,34,38.1,4.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1024,South Manti,Any Legal Weapon,98,94,68,72.9,5.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1025,West Manti,Any Legal Weapon,109,87,42,48.6,8.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1026,Chalk Creek,Any Legal Weapon,340,245,71,28.8,6.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1030,"Fillmore, Pahvant",Any Legal Weapon,49,45,15,33.3,4.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1031,"Fillmore, Pahvant",Any Legal Weapon,49,41,20,48.4,9.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1033,Kamas,Any Legal Weapon,124,107,25,23.8,6.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1035,"Kamas, Oakley",Any Legal Weapon,124,102,17,16.3,6.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1037,"La Sal, Dolores Triangle",Any Legal Weapon,47,40,18,45.5,3.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1038,"La Sal, La Sal Mtns",Any Legal Weapon,296,270,54,20,5.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1039,"La Sal, La Sal Mtns",Any Legal Weapon,246,201,25,12.5,7.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1040,"Monroe, Koosharem Valley",Any Legal Weapon,6,4,1,25,2.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1044,"Morgan-South Rich, South Rich",Any Legal Weapon,35,24,11,47.1,3.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1049,"Mt Dutton, Deep Creek",Any Legal Weapon,72,60,17,28.1,4.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1054,"Nine Mile, West Anthro",Any Legal Weapon,50,44,23,52.9,3.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1056,"North Slope, Greendale",Any Legal Weapon,5,5,0,0,13,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1058,"North Slope, Henry's Fork-Burnt Fork",Any Legal Weapon,149,120,37,30.5,6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1060,"North Slope, West Daggett",Muzzleloader,20,15,1,6.7,5.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1061,"North Slope, West Daggett",Muzzleloader,20,18,3,16.7,5.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1063,Ogden,Any Legal Weapon,73,62,10,16.4,7.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1064,Ogden,Any Legal Weapon,50,40,9,23.5,5.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1069,Panguitch Lake,Any Legal Weapon,23,20,9,44.4,3.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1073,Paunsaugunt,Any Legal Weapon,20,11,3,30,6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1074,Pine Valley,Any Legal Weapon,4,3,0,0,9.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1075,Boulder East,Any Legal Weapon,15,12,9,75,3.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1076,Boulder West,Any Legal Weapon,20,17,10,60,3.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1077,Boulder-Circle Cliffs,Any Legal Weapon,20,19,14,76.5,4.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1078,Fishlake/Thousand Lakes,Any Legal Weapon,133,129,46,35.5,5.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1079,Fishlake/Thousand Lakes East,Any Legal Weapon,48,46,29,63,3.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1080,Fishlake/Thousand Lakes West,Any Legal Weapon,28,27,23,84.6,3.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1081,San Juan,Any Legal Weapon,124,112,30,27.1,4.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1082,San Juan,Any Legal Weapon,122,106,46,43,6.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1084,"San Rafael, North",Any Legal Weapon,4,2,0,0,11.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1085,Vernal/Bonanza,Archery,100,89,12,13.6,8.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1087,Vernal/Bonanza,Any Legal Weapon,98,91,27,29.5,5.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1089,Diamond Mtn,Any Legal Weapon,48,43,11,26.8,3.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1090,Diamond Mtn,Any Legal Weapon,48,46,14,31.1,3.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1094,Mosby Mtn,Any Legal Weapon,99,87,32,36.6,6.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1101,Southwest Desert,Any Legal Weapon,84,80,52,64.9,4.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1106,"Wasatch Mtns, Avintaquin",Any Legal Weapon,193,157,34,21.4,4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1110,"Wasatch Mtns, Salt Lake",Any Legal Weapon,41,35,15,42.4,7.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1111,"Wasatch Mtns, Wallsburg",Any Legal Weapon,35,27,7,28,3.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1112,"Wasatch Mtns, Wallsburg",Any Legal Weapon,51,44,8,17.9,6.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1113,"Wasatch Mtns, West Heber",Any Legal Weapon,30,23,9,38.9,4.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1114,"Wasatch Mtns, West Timpanogos",Any Legal Weapon,34,29,17,57.7,5.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1116,Zion,Any Legal Weapon,20,15,0,0,7.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1117,Zion,Any Legal Weapon,177,136,20,14.5,7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1118,Alton,Any Legal Weapon,4,3,1,50,8.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1119,Bar J Ranch,Any Legal Weapon,19,19,12,62.5,4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1120,Bear Mountain,Any Legal Weapon,17,17,4,21.4,3.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1121,Boobe Hole,Any Legal Weapon,10,10,6,60,2.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1122,Causey Spring,Any Legal Weapon,5,5,2,40,3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1124,Chimney Rock,Any Legal Weapon,12,12,3,25,2.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1125,Coldwater Ranch,Any Legal Weapon,20,19,14,72.2,1.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1126,Cotton Thomas,Any Legal Weapon,5,3,0,0,3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1129,Deseret,Any Legal Weapon,576,541,373,69,2.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1130,Double Cone,Any Legal Weapon,7,6,1,20,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1131,Durst Mountain,Any Legal Weapon,29,29,22,75,1.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1132,East Fork Chalk Creek,Any Legal Weapon,66,59,24,40,4.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1134,Ensign Ranches,Any Legal Weapon,110,100,55,55.1,2.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1135,Folley Ridge,Any Legal Weapon,19,18,11,60,2.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1136,Grass Valley/Clark Canyon,Any Legal Weapon,92,90,66,74,2.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1137,Grazing Pasture,Any Legal Weapon,15,14,14,100,3.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1138,Guildersleeve,Any Legal Weapon,20,20,11,52.6,3.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1139,Hardscrabble,Any Legal Weapon,9,9,4,44.4,3.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1140,Heaston East,Any Legal Weapon,24,24,24,100,1.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1141,Hiawatha,Any Legal Weapon,15,13,9,71.4,3.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1142,Indian Head,Any Legal Weapon,11,11,4,40,3.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1143,J. B. Ranch,Any Legal Weapon,35,34,31,90.6,1.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1145,Johnson Mountain Ranch,Any Legal Weapon,20,19,17,89.5,1.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1146,Jump Creek,Any Legal Weapon,14,12,4,33.3,3.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1147,Little Red Creek,Any Legal Weapon,14,14,12,84.6,2.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1149,Minnie Maud Ridge,Any Legal Weapon,8,8,0,0,7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1151,Moon Ranch,Any Legal Weapon,6,5,0,0,2.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1153,Old Woman Plateau,Any Legal Weapon,4,4,1,33.3,3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1156,Preston Nutter Ranch,Any Legal Weapon,7,6,5,80,1.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1157,Redd Ranches,Any Legal Weapon,33,32,21,66.7,2.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1158,Riverview Ranch LLC,Any Legal Weapon,9,9,8,87.5,1.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1159,Roan Cliffs,Any Legal Weapon,6,5,1,25,2.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
