unit,hunt_name,hunt_code,hunt_number,boundary_id,boundary_geometry_type,geometry_status,boundary_geojson_path,member_boundary_ids,merged_boundary_id
,Mt Dutton,EL3187,EL3187,630,single_kmz,mapped,processed_data/boundaries/EL3187.geojson,,
,Panguitch Lake,EL3189,EL3189,634,single_kmz,mapped,processed_data/boundaries/EL3189.geojson,,
,Boulder,EL3191,EL3191,172,single_kmz,mapped,processed_data/boundaries/EL3191.geojson,,
,San Juan Bull Elk,EL3194,EL3194,183,single_kmz,mapped,processed_data/boundaries/EL3194.geojson,,
,Diamond Mtn,EL3196,EL3196,206,single_kmz,mapped,processed_data/boundaries/EL3196.geojson,,
,Southwest Desert South,EL3198,EL3198,872,single_kmz,mapped,processed_data/boundaries/EL3198.geojson,,
,Morgan-South Rich,EL3208,EL3208,117,single_kmz,mapped,processed_data/boundaries/EL3208.geojson,,
,North Slope Three Corners,EL3210,EL3210,140,single_kmz,mapped,processed_data/boundaries/EL3210.geojson,,
,Diamond Mtn Landowner Association,LO0012,LO0012,206,single_kmz,mapped,processed_data/boundaries/LO0012.geojson,,
,Diamond Mtn Landowner Association,LO0013,LO0013,206,single_kmz,mapped,processed_data/boundaries/LO0013.geojson,,
,Diamond Mtn Landowner Association,LO0015,LO0015,206,single_kmz,mapped,processed_data/boundaries/LO0015.geojson,,
,Beaver East,EL3000,EL3000,685,single_kmz,mapped,processed_data/boundaries/EL3000.geojson,,
,Book Cliffs Little Creek Roadless,EL3002,EL3002,12,single_kmz,mapped,processed_data/boundaries/EL3002.geojson,,
,Cache Meadowville,EL3003,EL3003,33,single_kmz,mapped,processed_data/boundaries/EL3003.geojson,,
,Cache South,EL3005,EL3005,41,single_kmz,mapped,processed_data/boundaries/EL3005.geojson,,
,Manti,EL3006,EL3006,51,single_kmz,mapped,processed_data/boundaries/EL3006.geojson,,
,Fillmore Pahvant,EL3008,EL3008,88,single_kmz,mapped,processed_data/boundaries/EL3008.geojson,,
,La Sal La Sal Mtns,EL3009,EL3009,617,single_kmz,mapped,processed_data/boundaries/EL3009.geojson,,
,Monroe,EL3010,EL3010,629,single_kmz,mapped,processed_data/boundaries/EL3010.geojson,,
,Mt Dutton,EL3011,EL3011,630,single_kmz,mapped,processed_data/boundaries/EL3011.geojson,,
,North Slope Three Corners,EL3013,EL3013,140,single_kmz,mapped,processed_data/boundaries/EL3013.geojson,,
,Panguitch Lake,EL3015,EL3015,634,single_kmz,mapped,processed_data/boundaries/EL3015.geojson,,
,Fishlake/Thousand Lakes,EL3018,EL3018,175,single_kmz,mapped,processed_data/boundaries/EL3018.geojson,,
,San Juan Bull Elk,EL3019,EL3019,183,single_kmz,mapped,processed_data/boundaries/EL3019.geojson,,
,Diamond Mtn,EL3020,EL3020,206,single_kmz,mapped,processed_data/boundaries/EL3020.geojson,,
,Wasatch Mtns,EL3022,EL3022,222,single_kmz,mapped,processed_data/boundaries/EL3022.geojson,,
,Box Elder Pilot Mtn,EL3130,EL3130,682,single_kmz,mapped,processed_data/boundaries/EL3130.geojson,,
,Cache North,EL3132,EL3132,36,single_kmz,mapped,processed_data/boundaries/EL3132.geojson,,
,Barney Top/Kaiparowits,EL3135,EL3135,869,single_kmz,mapped,processed_data/boundaries/EL3135.geojson,,
,Southwest Desert North,EL3136,EL3136,871,single_kmz,mapped,processed_data/boundaries/EL3136.geojson,,
,West Desert Deep Creek,EL3137,EL3137,241,single_kmz,mapped,processed_data/boundaries/EL3137.geojson,,
,Cache North,EL3139,EL3139,36,single_kmz,mapped,processed_data/boundaries/EL3139.geojson,,
,Barney Top/Kaiparowits,EL3142,EL3142,869,single_kmz,mapped,processed_data/boundaries/EL3142.geojson,,
,Southwest Desert North,EL3143,EL3143,871,single_kmz,mapped,processed_data/boundaries/EL3143.geojson,,
,West Desert Deep Creek,EL3144,EL3144,241,single_kmz,mapped,processed_data/boundaries/EL3144.geojson,,
,Boulder,EL3145,EL3145,172,single_kmz,mapped,processed_data/boundaries/EL3145.geojson,,
,Southwest Desert South,EL3146,EL3146,872,single_kmz,mapped,processed_data/boundaries/EL3146.geojson,,
,Beaver East,EL3158,EL3158,685,single_kmz,mapped,processed_data/boundaries/EL3158.geojson,,
,Book Cliffs Bitter Creek/East,EL3160,EL3160,899,single_kmz,mapped,processed_data/boundaries/EL3160.geojson,,
,Book Cliffs Bitter Creek/East,EL3161,EL3161,899,single_kmz,mapped,processed_data/boundaries/EL3161.geojson,,
,Cache Meadowville,EL3168,EL3168,33,single_kmz,mapped,processed_data/boundaries/EL3168.geojson,,
,Cache South,EL3170,EL3170,41,single_kmz,mapped,processed_data/boundaries/EL3170.geojson,,
,Manti,EL3172,EL3172,51,single_kmz,mapped,processed_data/boundaries/EL3172.geojson,,
,Nebo/San Pitch Mtns,EL3173,EL3173,901,single_kmz,mapped,processed_data/boundaries/EL3173.geojson,,
,Nebo/San Pitch Mtns,EL3174,EL3174,901,single_kmz,mapped,processed_data/boundaries/EL3174.geojson,,
,Fillmore Pahvant,EL3180,EL3180,88,single_kmz,mapped,processed_data/boundaries/EL3180.geojson,,
,La Sal La Sal Mtns,EL3182,EL3182,617,single_kmz,mapped,processed_data/boundaries/EL3182.geojson,,
,Monroe,EL3184,EL3184,629,single_kmz,mapped,processed_data/boundaries/EL3184.geojson,,
,Mt Dutton,EL3186,EL3186,630,single_kmz,mapped,processed_data/boundaries/EL3186.geojson,,
,Panguitch Lake,EL3188,EL3188,634,single_kmz,mapped,processed_data/boundaries/EL3188.geojson,,
,Boulder,EL3190,EL3190,172,single_kmz,mapped,processed_data/boundaries/EL3190.geojson,,
,Fishlake/Thousand Lakes,EL3192,EL3192,175,single_kmz,mapped,processed_data/boundaries/EL3192.geojson,,
,San Juan Bull Elk,EL3193,EL3193,183,single_kmz,mapped,processed_data/boundaries/EL3193.geojson,,
,Diamond Mtn,EL3195,EL3195,206,single_kmz,mapped,processed_data/boundaries/EL3195.geojson,,
,Southwest Desert South,EL3197,EL3197,872,single_kmz,mapped,processed_data/boundaries/EL3197.geojson,,
,Wasatch Mtns,EL3199,EL3199,222,single_kmz,mapped,processed_data/boundaries/EL3199.geojson,,
,East Canyon,EL3205,EL3205,276,single_kmz,mapped,processed_data/boundaries/EL3205.geojson,,
,Diamond Mtn Landowner Association,LO0011,LO0011,206,single_kmz,mapped,processed_data/boundaries/LO0011.geojson,,
,Beaver East,EL3077,EL3077,685,single_kmz,mapped,processed_data/boundaries/EL3077.geojson,,
,Book Cliffs Little Creek Roadless,EL3079,EL3079,12,single_kmz,mapped,processed_data/boundaries/EL3079.geojson,,
,Cache Meadowville,EL3081,EL3081,33,single_kmz,mapped,processed_data/boundaries/EL3081.geojson,,
,Cache South,EL3083,EL3083,41,single_kmz,mapped,processed_data/boundaries/EL3083.geojson,,
,Manti,EL3084,EL3084,51,single_kmz,mapped,processed_data/boundaries/EL3084.geojson,,
,Fillmore Pahvant,EL3086,EL3086,88,single_kmz,mapped,processed_data/boundaries/EL3086.geojson,,
,La Sal La Sal Mtns,EL3087,EL3087,617,single_kmz,mapped,processed_data/boundaries/EL3087.geojson,,
,Monroe,EL3088,EL3088,629,single_kmz,mapped,processed_data/boundaries/EL3088.geojson,,
,Mt Dutton,EL3089,EL3089,630,single_kmz,mapped,processed_data/boundaries/EL3089.geojson,,
,North Slope Three Corners,EL3091,EL3091,140,single_kmz,mapped,processed_data/boundaries/EL3091.geojson,,
,Panguitch Lake,EL3093,EL3093,634,single_kmz,mapped,processed_data/boundaries/EL3093.geojson,,
,Fishlake/Thousand Lakes,EL3096,EL3096,175,single_kmz,mapped,processed_data/boundaries/EL3096.geojson,,
,San Juan Bull Elk,EL3097,EL3097,183,single_kmz,mapped,processed_data/boundaries/EL3097.geojson,,
,Diamond Mtn,EL3098,EL3098,206,single_kmz,mapped,processed_data/boundaries/EL3098.geojson,,
,Wasatch Mtns,EL3100,EL3100,222,single_kmz,mapped,processed_data/boundaries/EL3100.geojson,,
,Box Elder Grouse Creek,EL3153,EL3153,867,single_kmz,mapped,processed_data/boundaries/EL3153.geojson,,
,Boulder,EL3154,EL3154,172,single_kmz,mapped,processed_data/boundaries/EL3154.geojson,,
,Southwest Desert South,EL3155,EL3155,872,single_kmz,mapped,processed_data/boundaries/EL3155.geojson,,
,Book Cliffs Bitter Creek/East,EL3166,EL3166,899,single_kmz,mapped,processed_data/boundaries/EL3166.geojson,,
,Nebo/San Pitch Mtns,EL3179,EL3179,901,single_kmz,mapped,processed_data/boundaries/EL3179.geojson,,
,Diamond Mtn Landowner Association,LO0014,LO0014,206,single_kmz,mapped,processed_data/boundaries/LO0014.geojson,,
4,Morgan-South Rich,EA2002,EA2002,117,single_kmz,mapped,processed_data/boundaries/EA2002.geojson,,
5,East Canyon,EA2003,EA2003,276,single_kmz,mapped,processed_data/boundaries/EA2003.geojson,,
6,Chalk Creek,EA2004,EA2004,69,single_kmz,mapped,processed_data/boundaries/EA2004.geojson,,
8B,"North Slope, West Daggett",EA2005,EA2005,142,single_kmz,mapped,processed_data/boundaries/EA2005.geojson,,
9A,Yellowstone,EA2006,EA2006,613,single_kmz,mapped,processed_data/boundaries/EA2006.geojson,,
11A,"Nine Mile, Anthro-Myton Bench",EA2008,EA2008,129,single_kmz,mapped,processed_data/boundaries/EA2008.geojson,,
13A,"La Sal, La Sal Mtns",EA2009,EA2009,617,single_kmz,mapped,processed_data/boundaries/EA2009.geojson,,
14,San Juan,EA2010,EA2010,710,single_kmz,mapped,processed_data/boundaries/EA2010.geojson,,
16B,Manti,EA2011,EA2011,51,single_kmz,mapped,processed_data/boundaries/EA2011.geojson,,
17,"Wasatch Mtns, West",EA2012,EA2012,620,single_kmz,mapped,processed_data/boundaries/EA2012.geojson,,
17,"Wasatch Mtns, Currant Creek",EA2013,EA2013,227,single_kmz,mapped,processed_data/boundaries/EA2013.geojson,,
17,"Wasatch Mtns, Avintaquin - White River",EA2014,EA2014,817,single_kmz,mapped,processed_data/boundaries/EA2014.geojson,,
27,Paunsaugunt,EA2015,EA2015,163,single_kmz,mapped,processed_data/boundaries/EA2015.geojson,,
16A,Nebo,EA2016,EA2016,616,single_kmz,mapped,processed_data/boundaries/EA2016.geojson,,
24,Mt Dutton,EA2017,EA2017,630,single_kmz,mapped,processed_data/boundaries/EA2017.geojson,,
28,Panguitch Lake,EA2018,EA2018,634,single_kmz,mapped,processed_data/boundaries/EA2018.geojson,,
19,"West Desert, Tintic Valley",EA2019,EA2019,116,single_kmz,mapped,processed_data/boundaries/EA2019.geojson,,
29,Zion,EA2020,EA2020,635,single_kmz,mapped,processed_data/boundaries/EA2020.geojson,,
22,"Beaver, East",EA2021,EA2021,685,single_kmz,mapped,processed_data/boundaries/EA2021.geojson,,
1,"Box Elder, Hansel Mtn",EA2026,EA2026,18,single_kmz,mapped,processed_data/boundaries/EA2026.geojson,,
2,Cache,EA2027,EA2027,29,single_kmz,mapped,processed_data/boundaries/EA2027.geojson,,
9B,Vernal/Bonanza,EA2028,EA2028,614,single_kmz,mapped,processed_data/boundaries/EA2028.geojson,,
11B,"Nine Mile, Range Creek",EA2029,EA2029,277,single_kmz,mapped,processed_data/boundaries/EA2029.geojson,,
9C,Diamond Mtn,EA2030,EA2030,206,single_kmz,mapped,processed_data/boundaries/EA2030.geojson,,
21,"Fillmore, Pahvant",EA2039,EA2039,88,single_kmz,mapped,processed_data/boundaries/EA2039.geojson,,
7,Kamas,EA2040,EA2040,611,single_kmz,mapped,processed_data/boundaries/EA2040.geojson,,
,"Box Elder, Sawtooth",EA2046,EA2046,868,single_kmz,mapped,processed_data/boundaries/EA2046.geojson,,
,Elk - Statewide Permit,EB1000,EB1000,5119,merged_kmz,mapped,processed_data/boundaries/EB1000.geojson,12;17;33;36;41;51;108;128;140;163;241;616;617;622;625;629;683;685;175;183;206;222;88;630;634;449;455,EB1000_MERGED_2026
,Causey Spring CWMU,MA1009,MA1009,560,single_kmz,mapped,processed_data/boundaries/MA1009.geojson,,
,Deseret CWMU,MA1010,MA1010,568,single_kmz,mapped,processed_data/boundaries/MA1010.geojson,,
,Beaver Hollow CWMU,MB6201,MB6201,561,single_kmz,mapped,processed_data/boundaries/MB6201.geojson,,
,Causey Spring CWMU,MB6202,MB6202,560,single_kmz,mapped,processed_data/boundaries/MB6202.geojson,,
,Deseret CWMU,MB6206,MB6206,568,single_kmz,mapped,processed_data/boundaries/MB6206.geojson,,
,East Fork Chalk Creek CWMU,MB6208,MB6208,520,single_kmz,mapped,processed_data/boundaries/MB6208.geojson,,
,Grass Valley/Clark Canyon CWMU,MB6211,MB6211,525,single_kmz,mapped,processed_data/boundaries/MB6211.geojson,,
,Skull Crack CWMU,MB6219,MB6219,578,single_kmz,mapped,processed_data/boundaries/MB6219.geojson,,
,Strawberry Ridge CWMU,MB6222,MB6222,562,single_kmz,mapped,processed_data/boundaries/MB6222.geojson,,
,Hardscrabble CWMU,MB6251,MB6251,577,single_kmz,mapped,processed_data/boundaries/MB6251.geojson,,
,Woodruff Creek South CWMU,MB6256,MB6256,571,single_kmz,mapped,processed_data/boundaries/MB6256.geojson,,
,Jacob's Creek CWMU,MB6258,MB6258,580,single_kmz,mapped,processed_data/boundaries/MB6258.geojson,,
,Junction Valley CWMU,MB6262,MB6262,589,single_kmz,mapped,processed_data/boundaries/MB6262.geojson,,
,Little Pole Canyon CWMU,MB6265,MB6265,556,single_kmz,mapped,processed_data/boundaries/MB6265.geojson,,
,Weber Florence Creek/Stillman Creek CWMU,MB6266,MB6266,524,single_kmz,mapped,processed_data/boundaries/MB6266.geojson,,
,Morgan-South Rich,MA1005,MA1005,117,single_kmz,mapped,processed_data/boundaries/MA1005.geojson,,
,"Wasatch Mtns, Salt Lake-Timpanogos",MA1008,MA1008,937,single_kmz,mapped,processed_data/boundaries/MA1008.geojson,,
,Morgan-South Rich,MA1007,MA1007,117,single_kmz,mapped,processed_data/boundaries/MA1007.geojson,,
,Cache,MB6000,MB6000,29,single_kmz,mapped,processed_data/boundaries/MB6000.geojson,,
,Chalk Creek,MB6001,MB6001,69,single_kmz,mapped,processed_data/boundaries/MB6001.geojson,,
,East Canyon,MB6002,MB6002,276,single_kmz,mapped,processed_data/boundaries/MB6002.geojson,,
,"East Canyon, Morgan-Summit",MB6003,MB6003,79,single_kmz,mapped,processed_data/boundaries/MB6003.geojson,,
,Kamas,MB6004,MB6004,611,single_kmz,mapped,processed_data/boundaries/MB6004.geojson,,
,Morgan-South Rich,MB6005,MB6005,117,single_kmz,mapped,processed_data/boundaries/MB6005.geojson,,
,"North Slope, Summit",MB6006,MB6006,138,single_kmz,mapped,processed_data/boundaries/MB6006.geojson,,
,"North Slope, Three Corners/West Daggett",MB6007,MB6007,289,single_kmz,mapped,processed_data/boundaries/MB6007.geojson,,
,Ogden,MB6008,MB6008,609,single_kmz,mapped,processed_data/boundaries/MB6008.geojson,,
,Diamond Mtn/Vernal,MB6009,MB6009,452,single_kmz,mapped,processed_data/boundaries/MB6009.geojson,,
,Yellowstone,MB6010,MB6010,613,single_kmz,mapped,processed_data/boundaries/MB6010.geojson,,
,Wasatch Mtns/Central Mtns,MB6011,MB6011,743,single_kmz,mapped,processed_data/boundaries/MB6011.geojson,,
,Box Elder,MB6012,MB6012,607,single_kmz,mapped,processed_data/boundaries/MB6012.geojson,,
,Moose - Statewide Permit,MB1000,MB1000,5133,merged_kmz,mapped,processed_data/boundaries/MB1000.geojson,29;117;138;276;289;69;79;609;611;613;452;743,MB1000_MERGED_2026
,Beaver,GO6800,GO6800,628,single_kmz,mapped,processed_data/boundaries/GO6800.geojson,,
,Beaver,GO6801,GO6801,628,single_kmz,mapped,processed_data/boundaries/GO6801.geojson,,
,Nebo,GO6803,GO6803,616,single_kmz,mapped,processed_data/boundaries/GO6803.geojson,,
,High Uintas Kamas,GO6804,GO6804,102,single_kmz,mapped,processed_data/boundaries/GO6804.geojson,,
,High Uintas Central,GO6805,GO6805,145,single_kmz,mapped,processed_data/boundaries/GO6805.geojson,,
,High Uintas East,GO6806,GO6806,146,single_kmz,mapped,processed_data/boundaries/GO6806.geojson,,
,High Uintas Leidy Peak,GO6807,GO6807,147,single_kmz,mapped,processed_data/boundaries/GO6807.geojson,,
,High Uintas West,GO6808,GO6808,148,single_kmz,mapped,processed_data/boundaries/GO6808.geojson,,
,"Ogden, Willard Peak",GO6810,GO6810,157,single_kmz,mapped,processed_data/boundaries/GO6810.geojson,,
,"Wasatch Mtns, Provo Peak",GO6813,GO6813,233,single_kmz,mapped,processed_data/boundaries/GO6813.geojson,,
,Mt Dutton,GO6814,GO6814,630,single_kmz,mapped,processed_data/boundaries/GO6814.geojson,,
,La Sal Mtns,GO6817,GO6817,617,single_kmz,mapped,processed_data/boundaries/GO6817.geojson,,
,"Wasatch Mtns, Box Elder Peak",GO6818,GO6818,225,single_kmz,mapped,processed_data/boundaries/GO6818.geojson,,
,"Wasatch Mtns, Lone Peak",GO6819,GO6819,231,single_kmz,mapped,processed_data/boundaries/GO6819.geojson,,
,"Wasatch Mtns, Timpanogos",GO6820,GO6820,200,single_kmz,mapped,processed_data/boundaries/GO6820.geojson,,
,Nebo,GO6821,GO6821,616,single_kmz,mapped,processed_data/boundaries/GO6821.geojson,,
,Beaver,GO6822,GO6822,628,single_kmz,mapped,processed_data/boundaries/GO6822.geojson,,
,Mountain Goat - Statewide Permit,GO1000,GO1000,5131,merged_kmz,mapped,processed_data/boundaries/GO1000.geojson,145;146;147;148;157;616;617;628;200;225;231;233;102;630,GO1000_MERGED_2026
,Antelope Creek CWMU,PB5300,PB5300,581,single_kmz,mapped,processed_data/boundaries/PB5300.geojson,,
,Deseret CWMU,PB5302,PB5302,568,single_kmz,mapped,processed_data/boundaries/PB5302.geojson,,
,Park Valley CWMU,PB5305,PB5305,603,single_kmz,mapped,processed_data/boundaries/PB5305.geojson,,
,Rabbit Creek CWMU,PB5306,PB5306,590,single_kmz,mapped,processed_data/boundaries/PB5306.geojson,,
,Skull Valley South CWMU,PB5309,PB5309,585,single_kmz,mapped,processed_data/boundaries/PB5309.geojson,,
,The Rose of Snowville CWMU,PB5311,PB5311,509,single_kmz,mapped,processed_data/boundaries/PB5311.geojson,,
,TL Bar Ranch CWMU,PB5312,PB5312,721,single_kmz,mapped,processed_data/boundaries/PB5312.geojson,,
,Westlake CWMU,PB5314,PB5314,558,single_kmz,mapped,processed_data/boundaries/PB5314.geojson,,
,Zane CWMU,PB5315,PB5315,537,single_kmz,mapped,processed_data/boundaries/PB5315.geojson,,
,Allen Ranch CWMU,PB5325,PB5325,557,single_kmz,mapped,processed_data/boundaries/PB5325.geojson,,
,Cedar Springs CWMU,PB5326,PB5326,9999,single_kmz,mapped,processed_data/boundaries/PB5326.geojson,,
,Cottonwood Ridge CWMU,PB5327,PB5327,824,single_kmz,mapped,processed_data/boundaries/PB5327.geojson,,
,Pahvant Ensign CWMU,PB5328,PB5328,826,single_kmz,mapped,processed_data/boundaries/PB5328.geojson,,
,Snowville Flat CWMU,PB5329,PB5329,829,single_kmz,mapped,processed_data/boundaries/PB5329.geojson,,
,George Creek CWMU,PB5330,PB5330,806,single_kmz,mapped,processed_data/boundaries/PB5330.geojson,,
,Heist CWMU,PB5337,PB5337,201,single_kmz,mapped,processed_data/boundaries/PB5337.geojson,,
,Castle Valley Outdoors CWMU,PB5338,PB5338,545,single_kmz,mapped,processed_data/boundaries/PB5338.geojson,,
,Iron Spring CWMU,PB5339,PB5339,876,single_kmz,mapped,processed_data/boundaries/PB5339.geojson,,
,Salt Wells CWMU,PB5342,PB5342,906,single_kmz,mapped,processed_data/boundaries/PB5342.geojson,,
,Green River Flat CWMU,PB5345,PB5345,918,single_kmz,mapped,processed_data/boundaries/PB5345.geojson,,
,Junction Valley CWMU,PB5346,PB5346,589,single_kmz,mapped,processed_data/boundaries/PB5346.geojson,,
,Westlake CWMU,PD1031,PD1031,558,single_kmz,mapped,processed_data/boundaries/PD1031.geojson,,
,Antelope Creek CWMU,PD1047,PD1047,581,single_kmz,mapped,processed_data/boundaries/PD1047.geojson,,
,The Rose of Snowville CWMU,PD1048,PD1048,509,single_kmz,mapped,processed_data/boundaries/PD1048.geojson,,
,Zane CWMU,PD1049,PD1049,537,single_kmz,mapped,processed_data/boundaries/PD1049.geojson,,
,Cottonwood Ridge CWMU,PD1050,PD1050,824,single_kmz,mapped,processed_data/boundaries/PD1050.geojson,,
,Pahvant Ensign CWMU,PD1051,PD1051,826,single_kmz,mapped,processed_data/boundaries/PD1051.geojson,,
,Heist CWMU,PD1052,PD1052,201,single_kmz,mapped,processed_data/boundaries/PD1052.geojson,,
,Green River Flat CWMU,PD1053,PD1053,918,single_kmz,mapped,processed_data/boundaries/PD1053.geojson,,
,"Box Elder, Snowville",PD1000,PD1000,27,single_kmz,mapped,processed_data/boundaries/PD1000.geojson,,
,"Box Elder, Promontory",PD1012,PD1012,24,single_kmz,mapped,processed_data/boundaries/PD1012.geojson,,
,"Box Elder, West",PD1017,PD1017,755,single_kmz,mapped,processed_data/boundaries/PD1017.geojson,,
,"San Rafael, Poison Springs Bench",PD1033,PD1033,110,single_kmz,mapped,processed_data/boundaries/PD1033.geojson,,
,"Fillmore, Oak Creek South",PD1034,PD1034,81,single_kmz,mapped,processed_data/boundaries/PD1034.geojson,,
,"Fillmore, Oak Creek South",PD1035,PD1035,81,single_kmz,mapped,processed_data/boundaries/PD1035.geojson,,
,"Nine Mile, Anthro-Pleasant Valley",PD1043,PD1043,882,single_kmz,mapped,processed_data/boundaries/PD1043.geojson,,
,Vernal-Ouray Valley,PD1044,PD1044,895,single_kmz,mapped,processed_data/boundaries/PD1044.geojson,,
,Parker Mtn,PD1056,PD1056,703,single_kmz,mapped,processed_data/boundaries/PD1056.geojson,,
,"Parker Mtn, Highlands",PD1057,PD1057,873,single_kmz,mapped,processed_data/boundaries/PD1057.geojson,,
,"Parker Mtn, Highlands",PD1058,PD1058,873,single_kmz,mapped,processed_data/boundaries/PD1058.geojson,,
,"Parker Mtn, Plains",PD1059,PD1059,940,single_kmz,mapped,processed_data/boundaries/PD1059.geojson,,
,"Parker Mtn, Plains",PD1060,PD1060,940,single_kmz,mapped,processed_data/boundaries/PD1060.geojson,,
,Parker Mtn,PD1054,PD1054,703,single_kmz,mapped,processed_data/boundaries/PD1054.geojson,,
,Parker Mtn,PD1055,PD1055,703,single_kmz,mapped,processed_data/boundaries/PD1055.geojson,,
,Beaver,PB5025,PB5025,628,single_kmz,mapped,processed_data/boundaries/PB5025.geojson,,
,"Book Cliffs, Bitter Creek",PB5026,PB5026,667,single_kmz,mapped,processed_data/boundaries/PB5026.geojson,,
,"Book Cliffs, South",PB5027,PB5027,15,single_kmz,mapped,processed_data/boundaries/PB5027.geojson,,
,"Box Elder, Promontory",PB5028,PB5028,24,single_kmz,mapped,processed_data/boundaries/PB5028.geojson,,
,"Box Elder, Puddle Valley",PB5029,PB5029,25,single_kmz,mapped,processed_data/boundaries/PB5029.geojson,,
,"Box Elder, Snowville",PB5030,PB5030,27,single_kmz,mapped,processed_data/boundaries/PB5030.geojson,,
,"Box Elder, West",PB5031,PB5031,755,single_kmz,mapped,processed_data/boundaries/PB5031.geojson,,
,"Fillmore, Oak Creek South",PB5033,PB5033,81,single_kmz,mapped,processed_data/boundaries/PB5033.geojson,,
,Kaiparowits,PB5034,PB5034,97,single_kmz,mapped,processed_data/boundaries/PB5034.geojson,,
,"La Sal, Potash/South Cisco",PB5035,PB5035,688,single_kmz,mapped,processed_data/boundaries/PB5035.geojson,,
,"Nine Mile, Anthro-Myton Bench",PB5037,PB5037,129,single_kmz,mapped,processed_data/boundaries/PB5037.geojson,,
,"Nine Mile, Range Creek",PB5038,PB5038,277,single_kmz,mapped,processed_data/boundaries/PB5038.geojson,,
,"North Slope, Summit",PB5039,PB5039,138,single_kmz,mapped,processed_data/boundaries/PB5039.geojson,,
,"North Slope, Three Corners/West Daggett",PB5040,PB5040,289,single_kmz,mapped,processed_data/boundaries/PB5040.geojson,,
,"Panguitch Lake/Zion, North",PB5041,PB5041,718,single_kmz,mapped,processed_data/boundaries/PB5041.geojson,,
,Pine Valley,PB5042,PB5042,636,single_kmz,mapped,processed_data/boundaries/PB5042.geojson,,
,"San Juan, Hatch Point",PB5044,PB5044,186,single_kmz,mapped,processed_data/boundaries/PB5044.geojson,,
,"San Rafael, Desert",PB5045,PB5045,443,single_kmz,mapped,processed_data/boundaries/PB5045.geojson,,
,"San Rafael, North",PB5046,PB5046,194,single_kmz,mapped,processed_data/boundaries/PB5046.geojson,,
,Diamond Mtn/Bonanza,PB5047,PB5047,461,single_kmz,mapped,processed_data/boundaries/PB5047.geojson,,
,Vernal,PB5048,PB5048,208,single_kmz,mapped,processed_data/boundaries/PB5048.geojson,,
,Southwest Desert,PB5049,PB5049,625,single_kmz,mapped,processed_data/boundaries/PB5049.geojson,,
,"West Desert, Riverbed",PB5050,PB5050,244,single_kmz,mapped,processed_data/boundaries/PB5050.geojson,,
,"West Desert, Rush Valley",PB5051,PB5051,245,single_kmz,mapped,processed_data/boundaries/PB5051.geojson,,
,"West Desert, Snake Valley",PB5052,PB5052,246,single_kmz,mapped,processed_data/boundaries/PB5052.geojson,,
,"Cache, Rich",PB5073,PB5073,38,single_kmz,mapped,processed_data/boundaries/PB5073.geojson,,
,Parker Mtn,PB5076,PB5076,703,single_kmz,mapped,processed_data/boundaries/PB5076.geojson,,
,Mt Dutton/Paunsaugunt,PB5331,PB5331,453,single_kmz,mapped,processed_data/boundaries/PB5331.geojson,,
,Beaver,PB5000,PB5000,628,single_kmz,mapped,processed_data/boundaries/PB5000.geojson,,
,"Book Cliffs, Bitter Creek",PB5001,PB5001,667,single_kmz,mapped,processed_data/boundaries/PB5001.geojson,,
,"Book Cliffs, South",PB5002,PB5002,15,single_kmz,mapped,processed_data/boundaries/PB5002.geojson,,
,"Box Elder, Promontory",PB5003,PB5003,24,single_kmz,mapped,processed_data/boundaries/PB5003.geojson,,
,"Box Elder, Puddle Valley",PB5004,PB5004,25,single_kmz,mapped,processed_data/boundaries/PB5004.geojson,,
,"Box Elder, Snowville",PB5005,PB5005,27,single_kmz,mapped,processed_data/boundaries/PB5005.geojson,,
,"Box Elder, West",PB5006,PB5006,755,single_kmz,mapped,processed_data/boundaries/PB5006.geojson,,
,"Fillmore, Oak Creek South",PB5008,PB5008,81,single_kmz,mapped,processed_data/boundaries/PB5008.geojson,,
,"La Sal, Potash/South Cisco",PB5009,PB5009,688,single_kmz,mapped,processed_data/boundaries/PB5009.geojson,,
,"Nine Mile, Anthro-Myton Bench",PB5011,PB5011,129,single_kmz,mapped,processed_data/boundaries/PB5011.geojson,,
,"North Slope, Three Corners/West Daggett",PB5012,PB5012,289,single_kmz,mapped,processed_data/boundaries/PB5012.geojson,,
,Pine Valley,PB5013,PB5013,636,single_kmz,mapped,processed_data/boundaries/PB5013.geojson,,
,"San Rafael, North",PB5015,PB5015,194,single_kmz,mapped,processed_data/boundaries/PB5015.geojson,,
,Diamond Mtn/Bonanza,PB5016,PB5016,461,single_kmz,mapped,processed_data/boundaries/PB5016.geojson,,
,Vernal,PB5017,PB5017,208,single_kmz,mapped,processed_data/boundaries/PB5017.geojson,,
,Southwest Desert,PB5018,PB5018,625,single_kmz,mapped,processed_data/boundaries/PB5018.geojson,,
,"West Desert, Riverbed",PB5019,PB5019,244,single_kmz,mapped,processed_data/boundaries/PB5019.geojson,,
,"West Desert, Rush Valley",PB5020,PB5020,245,single_kmz,mapped,processed_data/boundaries/PB5020.geojson,,
,"West Desert, Snake Valley",PB5021,PB5021,246,single_kmz,mapped,processed_data/boundaries/PB5021.geojson,,
,"Nine Mile, Range Creek",PB5053,PB5053,277,single_kmz,mapped,processed_data/boundaries/PB5053.geojson,,
