source_file,page_number,hunt_code,row_format,table_context,permits_res,permits_nr,permits_total,hunters,harvest,avg_days,success_percent,metric_4,metric_5,raw_line
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,4,BR7010,total_5,unit_permits,,,7,2,0,,,2,29,BR7010 Panguitch Lake/Zion 7 2 0 2 29
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,4,BR7011,total_5,unit_permits,,,3,0,0,,,0,0,BR7011 Paunsaugunt 3 0 0 0 0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,4,BR7014,total_5,unit_permits,,,42,10,4,,,14,33,BR7014 San Juan 42 10 4 14 33
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,4,BR7016,total_5,unit_permits,,,42,4,0,,,4,10,"BR7016 Wasatch Mtns, West-Central 42 4 0 4 10"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7100,total_5,unit_permits,,,10,3,5,,,8,80,BR7100 Beaver 10 3 5 8 80
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7101,total_5,unit_permits,,,11,4,0,,,4,36,"BR7101 Book Cliffs, Bitter Creek/South 11 4 0 4 36"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7102,total_5,unit_permits,,,4,2,0,,,2,50,"BR7102 Book Cliffs, Little Creek Roadless 4 2 0 2 50"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7114,total_5,unit_permits,,,20,3,5,,,8,40,BR7114 Boulder/Kaiparowits 20 3 5 8 40
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7121,total_5,unit_permits,,,2,1,1,,,2,100,BR7121 Cache/Ogden 2 1 1 2 100
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7122,total_5,unit_permits,,,5,1,2,,,3,60,BR7122 Chalk Creek/East Canyon/Morgan-South Rich 5 1 2 3 60
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7117,total_5,unit_permits,,,9,3,2,,,5,56,BR7117 Diamond Mtn/Vernal/Bonanza 9 3 2 5 56
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7124,total_5,unit_permits,,,1,1,0,,,1,100,"BR7124 Fillmore, Pahvant 1 1 0 1 100"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7115,total_5,unit_permits,,,6,2,3,,,5,83,BR7115 Fishlake/Thousand Lakes 6 2 3 5 83
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7123,total_5,unit_permits,,,6,3,2,,,5,83,"BR7123 Kamas/North Slope, Summit 6 3 2 5 83"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7108,total_5,unit_permits,,,24,8,6,,,14,58,BR7108 La Sal 24 8 6 14 58
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7104,total_5,unit_permits,,,13,3,5,,,8,62,"BR7104 Manti, North 13 3 5 8 62"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7105,total_5,unit_permits,,,17,6,7,,,13,76,"BR7105 Manti, South/San Rafael, North 17 6 7 13 76"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7125,total_5,unit_permits,,,1,1,0,,,1,100,BR7125 Monroe 1 1 0 1 100
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7109,total_5,unit_permits,,,2,2,0,,,2,100,BR7109 Mt Dutton 2 2 0 2 100
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7106,total_5,unit_permits,,,8,5,2,,,7,88,BR7106 Nebo 8 5 2 7 88
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7110,total_5,unit_permits,,,16,8,0,,,8,50,BR7110 Nine Mile 16 8 0 8 50
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7111,total_5,unit_permits,,,1,0,1,,,1,100,"BR7111 North Slope, Three Corners/West Daggett 1 0 1 1 100"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7112,total_5,unit_permits,,,3,2,0,,,2,67,BR7112 Panguitch Lake/Zion 3 2 0 2 67
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7113,total_5,unit_permits,,,2,0,0,,,0,0,BR7113 Paunsaugunt 2 0 0 0 0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7116,total_5,unit_permits,,,24,13,4,,,17,71,BR7116 San Juan 24 13 4 17 71
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7119,total_5,unit_permits,,,7,3,3,,,6,86,"BR7119 Wasatch Mtns, Avintaquin/Currant Creek 7 3 3 6 86"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7120,total_5,unit_permits,,,24,10,4,,,14,58,"BR7120 Wasatch Mtns, West-Central 24 10 4 14 58"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,5,BR7118,total_5,unit_permits,,,5,1,1,,,2,40,BR7118 Yellowstone 5 1 1 2 40
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7200,total_5,unit_permits,,,8,1,2,,,3,38,BR7200 Beaver 8 1 2 3 38
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7201,total_5,unit_permits,,,20,4,0,,,4,20,"BR7201 Book Cliffs, Bitter Creek/South 20 4 0 4 20"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7225,total_5,unit_permits,,,7,0,0,,,0,0,"BR7225 Book Cliffs, Little Creek Roadless** 7 0 0 0 0"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7215,total_5,unit_permits,,,12,2,1,,,3,25,BR7215 Boulder/Kaiparowits 12 2 1 3 25
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7228,total_5,unit_permits,,,1,0,0,,,0,0,BR7228 Cache/Ogden 1 0 0 0 0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7218,total_5,unit_permits,,,7,1,0,,,1,14,BR7218 Diamond Mtn/Vernal/Bonanza 7 1 0 1 14
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7207,total_5,unit_permits,,,1,0,0,,,0,0,"BR7207 Fillmore, Pahvant 1 0 0 0 0"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7216,total_5,unit_permits,,,4,2,1,,,3,75,BR7216 Fishlake/Thousand Lakes 4 2 1 3 75
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7229,total_5,unit_permits,,,4,0,0,,,0,0,"BR7229 Kamas/North Slope, Summit 4 0 0 0 0"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7208,total_5,unit_permits,,,6,2,2,,,4,67,BR7208 La Sal 6 2 2 4 67
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7203,total_5,unit_permits,,,11,3,1,,,4,36,"BR7203 Manti, North 11 3 1 4 36"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7204,total_5,unit_permits,,,17,7,2,,,9,53,"BR7204 Manti, South/San Rafael, North 17 7 2 9 53"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7210,total_5,unit_permits,,,3,1,0,,,1,33,BR7210 Mt Dutton 3 1 0 1 33
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7205,total_5,unit_permits,,,6,1,1,,,2,33,BR7205 Nebo 6 1 1 2 33
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7211,total_5,unit_permits,,,32,2,1,,,3,9,BR7211 Nine Mile 32 2 1 3 9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7212,total_5,unit_permits,,,2,0,0,,,0,0,"BR7212 North Slope, Three Corners/West Daggett 2 0 0 0 0"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7213,total_5,unit_permits,,,8,3,0,,,3,38,BR7213 Panguitch Lake/Zion 8 3 0 3 38
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7214,total_5,unit_permits,,,3,1,0,,,1,33,BR7214 Paunsaugunt 3 1 0 1 33
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7217,total_5,unit_permits,,,6,2,1,,,3,50,BR7217 San Juan 6 2 1 3 50
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7220,total_5,unit_permits,,,9,3,1,,,4,44,"BR7220 Wasatch Mtns, Avintaquin/Currant Creek 9 3 1 4 44"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7221,total_5,unit_permits,,,12,7,1,,,8,67,"BR7221 Wasatch Mtns, West-Central 12 7 1 8 67"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,6,BR7219,total_5,unit_permits,,,4,0,0,,,0,0,BR7219 Yellowstone 4 0 0 0 0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7318,total_5,unit_permits,,,3,1,0,,,1,33,BR7318 Beaver 3 1 0 1 33
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7300,total_5,unit_permits,,,7,3,0,,,3,43,"BR7300 Book Cliffs, Bitter Creek/South 7 3 0 3 43"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7301,total_5,unit_permits,,,2,0,0,,,0,0,"BR7301 Book Cliffs, Little Creek Roadless 2 0 0 0 0"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7310,total_5,unit_permits,,,12,4,1,,,5,42,BR7310 Boulder/Kaiparowits 12 4 1 5 42
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7324,total_5,unit_permits,,,1,0,0,,,0,0,BR7324 Chalk Creek/East Canyon/Morgan-South Rich 1 0 0 0 0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7313,total_5,unit_permits,,,9,0,2,,,2,22,BR7313 Diamond Mtn/Vernal/Bonanza 9 0 2 2 22
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7311,total_5,unit_permits,,,3,0,0,,,0,0,BR7311 Fishlake/Thousand Lakes 3 0 0 0 0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7321,total_5,unit_permits,,,5,1,1,,,2,40,"BR7321 Kamas/North Slope, Summit 5 1 1 2 40"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7307,total_5,unit_permits,,,14,5,2,,,7,50,BR7307 La Sal 14 5 2 7 50
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7303,total_5,unit_permits,,,14,6,2,,,8,57,"BR7303 Manti, North 14 6 2 8 57"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7304,total_5,unit_permits,,,15,5,2,,,7,47,"BR7304 Manti, South/San Rafael, North 15 5 2 7 47"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7322,total_5,unit_permits,,,1,0,0,,,0,0,BR7322 Mt Dutton 1 0 0 0 0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7305,total_5,unit_permits,,,5,2,3,,,5,100,BR7305 Nebo 5 2 3 5 100
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7317,total_5,unit_permits,,,9,2,0,,,2,22,BR7317 Nine Mile 9 2 0 2 22
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7308,total_5,unit_permits,,,1,0,0,,,0,0,"BR7308 North Slope, Three Corners/West Daggett 1 0 0 0 0"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7309,total_5,unit_permits,,,4,1,1,,,2,50,BR7309 Panguitch Lake/Zion 4 1 1 2 50
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7323,total_5,unit_permits,,,1,0,0,,,0,0,BR7323 Paunsaugunt 1 0 0 0 0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7312,total_5,unit_permits,,,14,4,0,,,4,29,BR7312 San Juan 14 4 0 4 29
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7315,total_5,unit_permits,,,5,0,2,,,2,40,"BR7315 Wasatch Mtns, Avintaquin/Currant Creek 5 0 2 2 40"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7316,total_5,unit_permits,,,17,7,2,,,9,53,"BR7316 Wasatch Mtns, West-Central 17 7 2 9 53"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_black_bear_report.pdf,8,BR7314,total_5,unit_permits,,,3,3,0,,,3,100,BR7314 Yellowstone 3 3 0 3 100
