hunt_code,in_forecast,in_backtest,in_current_database,forecast_eligible_2026,exclusion_reason,hunt_type,species,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total
DB1783,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Ogden,,,297
DB1784,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1785,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Panguitch Lake,,,112
DB1786,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Pine Valley,,,228
DB1787,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Boulder/Kaiparowits,,,70
DB1788,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Fishlake,,,49
DB1789,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1790,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"San Juan, Abajo Mtns",,,261
DB1791,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Vernal/Bonanza,,,45
DB1792,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Yellowstone,,,63
DB1793,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Southwest Desert,,,46
DB1794,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Wasatch Mtns, East",,,271
DB1795,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Wasatch Mtns, West",,,701
DB1796,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1797,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1798,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Zion,,,256
DB1799,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek,,,292
DB1800,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,East Canyon,,,186
DB1801,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Morgan-South Rich,,,211
DB1802,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Beaver, East",,,61
DB1803,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Beaver, West",,,44
DB1804,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cedar/Stansbury,,,42
DB1805,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Oquirrh/Tintic,,,65
DB1806,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, Swasey",,,36
DS1000,False,True,True,False,not_OIL_LE_PLE,Statewide,Desert Bighorn Sheep,Desert Bighorn Sheep - Statewide Permit,,,
DS1002,False,True,True,False,not_OIL_LE_PLE,Conservation,Desert Bighorn Sheep,"Kaiparowits, East",,,
DS1003,False,True,True,False,not_OIL_LE_PLE,Conservation,Desert Bighorn Sheep,"Kaiparowits, Escalante East/West",,,
DS1004,False,True,True,False,not_OIL_LE_PLE,Conservation,Desert Bighorn Sheep,"San Rafael, Dirty Devil",,,
DS1006,False,True,True,False,not_OIL_LE_PLE,Conservation,Desert Bighorn Sheep,"Kaiparowits, West",,,
DS1007,False,True,True,False,not_OIL_LE_PLE,Conservation,Desert Bighorn Sheep,"San Rafael, South",,,
DS6600,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,Henry Mtns,3,0,3
DS6601,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"Kaiparowits, East",10,3,13
DS6602,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DS6603,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"Kaiparowits, West",3,1,4
DS6604,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",8,0,8
DS6605,False,True,True,False,not_OIL_LE_PLE,Conservation,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",,,
DS6606,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"San Juan, Lockhart",2,0,2
DS6607,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"San Juan, South",2,0,2
DS6608,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"San Rafael, Dirty Devil",3,1,4
DS6609,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"San Rafael, North",8,0,8
DS6610,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"San Rafael, South",10,2,12
DS6611,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,Zion,3,0,3
DS6612,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DS6620,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"Pine Valley, Virgin River",3,0,3
DS6621,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",2,0,2
DS6622,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"San Juan, North",3,0,3
DS6623,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"San Juan, San Juan River",2,0,2
DS6624,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"San Rafael, Dirty Devil",2,0,2
DS6625,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,Mineral Mtns,4,0,4
DS6626,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"Escalante, East",5,2,7
DS6627,True,True,True,True,included_forecast,Once-in-a-lifetime,Desert Bighorn Sheep,"Escalante, West",3,0,3
EA1004,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1007,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1008,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1009,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1010,True,True,True,False,included_forecast,General Season,Elk,"Cache, Rich",18,2,20
EA1011,True,True,True,False,included_forecast,General Season,Elk,"Cache, Richards Hollow",9,1,10
EA1012,True,True,True,False,included_forecast,General Season,Elk,"Cache, Richmond Hyde Park",4,1,5
EA1013,True,True,True,False,included_forecast,General Season,Elk,"Manti, Central",63,7,70
EA1015,True,True,True,False,included_forecast,General Season,Elk,"Manti, Ferron Canyon",63,7,70
EA1017,True,True,True,False,included_forecast,General Season,Elk,"Manti, Gordon Creek-Price Canyon",90,10,100
EA1018,True,True,True,False,included_forecast,General Season,Elk,"Manti, Horn Mtn",54,6,60
EA1020,True,True,True,False,included_forecast,General Season,Elk,"Manti, Mohrland-Stump Flat",108,12,120
EA1021,True,True,True,False,included_forecast,General Season,Elk,Nebo,207,23,230
EA1022,True,True,True,False,included_forecast,General Season,Elk,"Manti, North",270,30,300
EA1023,True,True,True,False,included_forecast,General Season,Elk,"Manti, South",90,10,100
EA1024,True,True,True,False,included_forecast,General Season,Elk,"Manti, South",90,10,100
EA1025,True,True,True,False,included_forecast,General Season,Elk,"Manti, West",108,12,120
EA1026,True,True,True,False,included_forecast,General Season,Elk,Chalk Creek,315,35,350
EA1030,True,True,True,False,included_forecast,General Season,Elk,"Fillmore, Pahvant",45,5,50
EA1031,True,True,True,False,included_forecast,General Season,Elk,"Fillmore, Pahvant",45,5,50
EA1033,True,True,True,False,included_forecast,General Season,Elk,Kamas,112,13,125
EA1034,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1035,True,True,True,False,included_forecast,General Season,Elk,"Kamas, Oakley",112,13,125
EA1037,True,True,True,False,included_forecast,General Season,Elk,"La Sal, Dolores Triangle",45,5,50
EA1038,True,True,True,False,included_forecast,General Season,Elk,"La Sal, La Sal Mtns",180,20,200
EA1039,True,True,True,False,included_forecast,General Season,Elk,"La Sal, La Sal Mtns",135,15,150
EA1040,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1044,True,True,True,False,included_forecast,General Season,Elk,"Morgan-South Rich, South Rich",31,4,35
EA1049,True,True,True,False,included_forecast,General Season,Elk,"Mt Dutton, Deep Creek",67,8,75
EA1052,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1054,True,True,True,False,included_forecast,General Season,Elk,"Nine Mile, West Anthro",45,5,50
EA1055,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1056,True,True,True,False,included_forecast,General Season,Elk,"North Slope, Greendale",4,1,5
EA1058,True,True,True,False,included_forecast,General Season,Elk,"North Slope, Henry's Fork-Burnt Fork",90,10,100
EA1060,True,True,True,False,included_forecast,General Season,Elk,"North Slope, West Daggett",18,2,20
EA1061,True,True,True,False,included_forecast,General Season,Elk,"North Slope, West Daggett",18,2,20
EA1063,True,True,True,False,included_forecast,General Season,Elk,Ogden,67,8,75
EA1064,True,True,True,False,included_forecast,General Season,Elk,Ogden,67,8,75
EA1066,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1067,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1068,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1069,True,True,True,False,included_forecast,General Season,Elk,Panguitch Lake,31,4,35
EA1073,True,True,True,False,included_forecast,General Season,Elk,Paunsaugunt,18,2,20
EA1074,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1075,True,True,True,False,included_forecast,General Season,Elk,Boulder East,45,5,50
EA1076,True,True,True,False,included_forecast,General Season,Elk,Boulder West,45,5,50
EA1077,True,True,True,False,included_forecast,General Season,Elk,Boulder-Circle Cliffs,27,3,30
EA1078,True,True,True,False,included_forecast,General Season,Elk,Fishlake/Thousand Lakes,243,27,270
EA1079,True,True,True,False,included_forecast,General Season,Elk,Fishlake/Thousand Lakes East,58,7,65
EA1080,True,True,True,False,included_forecast,General Season,Elk,Fishlake/Thousand Lakes West,54,6,60
EA1081,True,True,True,False,included_forecast,General Season,Elk,San Juan,112,13,125
EA1082,True,True,True,False,included_forecast,General Season,Elk,San Juan,112,13,125
EA1084,True,True,True,False,included_forecast,General Season,Elk,"San Rafael, North",4,1,5
EA1085,True,True,True,False,included_forecast,General Season,Elk,Vernal/Bonanza,90,10,100
EA1087,True,True,True,False,included_forecast,General Season,Elk,Bonanza/Vernal,90,10,100
EA1089,True,True,True,False,included_forecast,General Season,Elk,Diamond Mtn,45,5,50
EA1090,True,True,True,False,included_forecast,General Season,Elk,Diamond Mtn,45,5,50
EA1091,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1094,True,True,True,False,included_forecast,General Season,Elk,"Vernal, Mosby Mtn",90,10,100
EA1098,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1099,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1100,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1101,True,True,True,False,included_forecast,General Season,Elk,Southwest Desert,90,10,100
EA1106,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Avintaquin",180,20,200
EA1110,True,True,True,False,included_forecast,General Season,Elk,"Wasatch Mtns, Salt Lake",40,5,45
EA1111,True,True,True,False,included_forecast,General Season,Elk,"Wasatch Mtns, Wallsburg",31,4,35
EA1112,True,True,True,False,included_forecast,General Season,Elk,"Wasatch Mtns, Wallsburg",49,6,55
EA1113,True,True,True,False,included_forecast,General Season,Elk,"Wasatch Mtns, West Heber",27,3,30
EA1114,True,True,True,False,included_forecast,General Season,Elk,"Wasatch Mtns, West Timpanogos",22,3,25
EA1116,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1117,True,True,True,False,included_forecast,General Season,Elk,Zion,198,22,220
EA1118,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Alton CWMU,6,0,6
EA1119,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Bar J Ranch CWMU,12,0,12
EA1120,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Bear Mountain CWMU,20,0,20
EA1121,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Boobe Hole CWMU,10,0,10
EA1122,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Causey Spring CWMU,5,0,5
EA1124,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Chimney Rock CWMU,12,0,12
EA1125,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Coldwater Ranch CWMU,25,0,25
EA1126,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1129,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Deseret CWMU,425,0,425
EA1130,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Double Cone CWMU,7,0,7
EA1131,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Durst Mountain CWMU,30,0,30
EA1132,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,East Fork Chalk Creek CWMU,30,0,30
EA1134,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Ensign Ranches CWMU,60,0,60
EA1135,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Folley Ridge CWMU,20,0,20
EA1136,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Grass Valley/Clark Canyon CWMU,50,0,50
EA1137,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Grazing Pasture CWMU,9,0,9
EA1138,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Guildersleeve CWMU,20,0,20
EA1139,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Hardscrabble CWMU,10,0,10
EA1140,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Heaston East CWMU,24,0,24
EA1141,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Hiawatha CWMU,12,0,12
EA1142,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Indian Head CWMU,12,0,12
EA1143,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Circle E Ranch CWMU,21,0,21
EA1145,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Johnson Mountain Ranch CWMU,20,0,20
EA1146,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Jump Creek CWMU,9,0,9
EA1147,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Little Red Creek CWMU,15,0,15
EA1149,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Minnie Maud Ridge CWMU,15,0,15
EA1151,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Moon Ranch CWMU,6,0,6
EA1153,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Old Woman Plateau CWMU,4,0,4
EA1155,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1156,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Preston Nutter Ranch CWMU,21,0,21
EA1157,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Redd Ranches CWMU,35,0,35
EA1158,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Cactus Ranch LLC CWMU,7,0,7
EA1159,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Roan Cliffs CWMU,6,0,6
EA1160,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Sand Creek CWMU,5,0,5
EA1161,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Scofield Canyons CWMU,9,0,9
EA1162,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Scofield East CWMU,14,0,14
EA1163,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Scofield West CWMU,19,0,19
EA1164,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,SJ Ranch CWMU,6,0,6
EA1165,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Skull Crack CWMU,15,0,15
EA1166,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Soldier Summit CWMU,16,0,16
EA1167,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,South Canyon CWMU,12,0,12
EA1168,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Spring Creek/Dodge CWMU,15,0,15
EA1170,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Strawberry Ridge CWMU,10,0,10
EA1171,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Summit Point CWMU,5,0,5
EA1172,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Three C CWMU,9,0,9
EA1174,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Two Bear CWMU,60,0,60
EA1175,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Wallsburg CWMU,10,0,10
EA1176,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1177,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Woodruff Creek South CWMU,8,0,8
EA1180,False,True,True,False,not_OIL_LE_PLE,Conservation,Elk,La Sal (Conservation),,,17
EA1186,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1187,True,True,True,False,included_forecast,General Season,Elk,"Paunsaugunt, Hatch Bench",13,2,15
EA1189,True,True,True,False,included_forecast,General Season,Elk,"Wasatch Mtns, West-Central",382,43,425
EA1190,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1192,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Pahvant Ensign CWMU,6,0,6
EA1193,True,True,True,False,included_forecast,General Season,Elk,"Cache, Rich",18,2,20
EA1194,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1196,True,True,True,False,included_forecast,General Season,Elk,"North Slope, Summit",67,8,75
EA1198,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Bear Springs CWMU,2,0,2
EA1200,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Double R Ranch CWMU,10,0,10
EA1201,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Mountain Sky Ranch CWMU,10,0,10
EA1203,True,True,True,False,included_forecast,General Season,Elk,"Box Elder, Pilot Mtn",4,1,5
EA1204,True,True,True,False,included_forecast,General Season,Elk,"Box Elder, Pilot Mtn",4,1,5
EA1205,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1206,True,True,True,False,included_forecast,General Season,Elk,"Cache, Richmond Hyde Park",9,1,10
EA1207,True,True,True,False,included_forecast,General Season,Elk,"Nebo, Moroni Hills",9,1,10
EA1208,True,True,True,False,included_forecast,General Season,Elk,Nebo,247,28,275
EA1209,True,True,True,False,included_forecast,General Season,Elk,"Fillmore, Oak Creek LE",45,5,50
EA1217,True,True,True,False,included_forecast,General Season,Elk,"Wasatch Mtns, Avintaquin",135,15,150
EA1220,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Manti (Expo),,,
EA1221,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Fishlake/Thousand Lake (Expo),,,
EA1222,True,True,True,False,included_forecast,General Season,Elk,"Beaver, East",27,3,30
EA1223,True,True,True,False,included_forecast,General Season,Elk,"Beaver, East",27,3,30
EA1224,True,True,True,False,included_forecast,General Season,Elk,"Book Cliffs, Bitter Creek/South",117,13,130
EA1225,True,True,True,False,included_forecast,General Season,Elk,"Book Cliffs, Bitter Creek/South",147,16,163
EA1226,True,True,True,False,included_forecast,General Season,Elk,"Nebo, Moroni Hills",9,1,10
EA1227,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1228,True,True,True,False,included_forecast,General Season,Elk,Morgan-South Rich,67,8,75
EA1229,True,True,True,False,included_forecast,General Season,Elk,Morgan-South Rich,144,16,160
EA1231,True,True,True,False,included_forecast,General Season,Elk,"West Desert, Tintic Valley",45,5,50
EA1233,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Avintaquin Canyon CWMU,4,0,4
EA1234,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Royal Ivory Outfitters CWMU,15,0,15
EA1235,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Sharp Mountain CWMU,10,0,10
EA1236,True,True,True,False,included_forecast,General Season,Elk,East Canyon,135,15,150
EA1237,True,True,True,False,included_forecast,General Season,Elk,"La Sal, La Sal Mtns-North",157,18,175
EA1238,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1239,True,True,True,False,included_forecast,General Season,Elk,"Nine Mile, Range Creek",45,5,50
EA1240,True,True,True,False,included_forecast,General Season,Elk,"Nine Mile, Range Creek",135,15,150
EA1241,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1242,True,True,True,False,included_forecast,General Season,Elk,"Vernal, Buckskin Hills-Jensen",90,10,100
EA1243,True,True,True,False,included_forecast,General Season,Elk,"Vernal, Buckskin Hills-Jensen",90,10,100
EA1244,True,True,True,False,included_forecast,General Season,Elk,Yellowstone,90,10,100
EA1245,True,True,True,False,included_forecast,General Season,Elk,Yellowstone,45,5,50
EA1250,True,True,True,False,included_forecast,General Season,Elk,"North Slope, West Daggett",27,3,30
EA1251,True,True,True,False,included_forecast,General Season,Elk,"Southwest Desert, Burbank/Garrison",13,2,15
EA1252,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1253,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1254,True,True,True,False,included_forecast,General Season,Elk,Pine Valley,27,3,30
EA1255,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EA1256,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Little Pole Canyon CWMU,9,0,9
EA1257,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Tunnel Hollow CWMU,5,0,5
EA1258,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,La Sal (Expo),,,
EA1259,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Diamond Mountain CWMU,2,0,2
EA1260,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,West Ridge CWMU,5,0,5
EA1261,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Blackhawk CWMU,5,0,5
EA1263,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Weber Florence Creek/Stillman Creek CWMU,35,0,35
EA1264,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Rabbit Gulch",45,5,50
EA1265,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Tabby Mtn",90,10,100
EA1266,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Box Elder, Hansel Mtn",18,2,20
EA1267,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Cache,81,9,90
EA1268,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Summit",180,20,200
EA1269,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Ogden (Excludes Hyrum),180,20,200
EA1270,False,True,True,False,not_OIL_LE_PLE,Conservation,Elk,Fishlake (Conservation),,,
EA1271,False,True,True,False,not_OIL_LE_PLE,Conservation,Elk,Manti (Conservation),,,
EA1272,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"East Canyon, East",135,15,150
EA1273,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Three Corners",22,3,25
EA1274,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Three Corners",22,3,25
EA1276,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Box Elder Peak",40,5,45
EA1277,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Three Corners",22,3,25
EA1278,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Manti, Ferron-Nelson Mtn",45,5,50
EA1279,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Manti, Ferron-Nelson Mtn",45,5,50
EA1280,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"La Sal, La Sal Mtns-North",157,18,175
EA1281,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Mt Dutton, Deep Creek",67,8,75
EA1282,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Ogden, North",180,20,200
EA1283,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Panguitch Lake,31,4,35
EA1284,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Panguitch Lake,31,4,35
EA1285,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Panguitch Lake,31,4,35
EA1286,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Monroe,,,
EA2000,False,True,True,False,not_OIL_LE_PLE,Antlerless Elk Control,Elk,Antlerless Elk Control,,,
EA2002,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Morgan-South Rich,,,600
EA2003,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,East Canyon,,,500
EA2004,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Chalk Creek,,,600
EA2005,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"North Slope, West Daggett",,,100
EA2006,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Yellowstone,,,2000
EA2008,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Nine Mile, Anthro-Myton Bench",,,250
EA2009,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"La Sal, La Sal Mtns",,,70
EA2010,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,San Juan,,,50
EA2011,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Manti,,,300
EA2012,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Wasatch Mtns, West",,,400
EA2013,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Wasatch Mtns, Currant Creek",,,2000
EA2014,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Wasatch Mtns, Avintaquin - White River",,,400
EA2015,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Paunsaugunt,,,100
EA2016,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Nebo,,,275
EA2017,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Mt Dutton,,,75
EA2018,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Panguitch Lake,,,75
EA2019,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"West Desert, Tintic Valley",,,60
EA2020,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Zion,,,320
EA2021,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Beaver, East",,,30
EA2026,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Box Elder, Hansel Mtn",,,200
EA2027,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Cache,,,300
EA2028,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Vernal/Bonanza,,,450
EA2029,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Nine Mile, Range Creek",,,150
EA2030,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Diamond Mtn,,,200
EA2033,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Kamas,225,25,250
EA2034,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Nine Mile, Anthro",180,20,200
EA2036,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Oquirrh-Stansbury, East",54,6,60
EA2037,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Yellowstone,180,20,200
EA2038,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Wasatch Mtns,1080,120,1200
EA2039,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Fillmore, Pahvant",,,150
EA2040,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,Kamas,,,150
EA2041,False,True,True,False,not_OIL_LE_PLE,Conservation,Elk,Cache (Conservation),,,
