hunt_code,in_forecast,in_backtest,in_current_database,forecast_eligible_2026,exclusion_reason,hunt_type,species,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total
EL3053,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,North Slope Three Corners,,,16
EL3056,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Panguitch Lake,,,21
EL3057,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Panguitch Lake,,,16
EL3063,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fishlake/Thousand Lakes,,,21
EL3064,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fishlake/Thousand Lakes,,,16
EL3065,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fishlake/Thousand Lakes,,,16
EL3066,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,San Juan Bull Elk,,,21
EL3067,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,San Juan Bull Elk,,,16
EL3068,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Diamond Mtn,,,21
EL3069,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Diamond Mtn,,,16
EL3072,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Wasatch Mtns,,,21
EL3073,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Wasatch Mtns,,,16
EL3077,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Beaver East,,,3
EL3079,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Little Creek Roadless,,,3
EL3081,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache Meadowville,,,3
EL3083,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache South,,,3
EL3084,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Manti,,,3
EL3086,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fillmore Pahvant,,,3
EL3087,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,La Sal La Sal Mtns,,,3
EL3088,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Monroe,,,3
EL3089,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Mt Dutton,,,3
EL3091,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,North Slope Three Corners,,,3
EL3093,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Panguitch Lake,,,3
EL3096,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fishlake/Thousand Lakes,,,3
EL3097,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,San Juan Bull Elk,,,3
EL3098,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Diamond Mtn,,,3
EL3100,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Wasatch Mtns,,,3
EL3126,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Manti,,,16
EL3127,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Wasatch Mtns,,,16
EL3130,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Box Elder Pilot Mtn,,,7
EL3132,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache North,,,30
EL3135,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Barney Top/Kaiparowits,,,30
EL3136,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Southwest Desert North,,,30
EL3137,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,West Desert Deep Creek,,,30
EL3139,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache North,,,30
EL3142,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Barney Top/Kaiparowits,,,30
EL3143,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Southwest Desert North,,,30
EL3144,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,West Desert Deep Creek,,,30
EL3145,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Boulder,,,16
EL3146,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Southwest Desert South,,,16
EL3147,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Box Elder Grouse Creek,,,21
EL3148,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Boulder,,,21
EL3149,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Southwest Desert South,,,21
EL3150,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Box Elder Grouse Creek,,,16
EL3151,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Boulder,,,16
EL3152,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Southwest Desert South,,,16
EL3153,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Box Elder Grouse Creek,,,3
EL3154,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Boulder,,,3
EL3155,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Southwest Desert South,,,3
EL3158,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Beaver East,,,14
EL3159,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Beaver East,,,16
EL3160,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Bitter Creek/East,,,16
EL3161,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Bitter Creek/East,,,14
EL3162,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Bitter Creek/East,,,21
EL3163,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Bitter Creek/East,,,16
EL3164,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Bitter Creek/East,,,16
EL3166,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Bitter Creek/East,,,3
EL3167,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Little Creek Roadless,,,16
EL3168,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache Meadowville,,,14
EL3169,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache Meadowville,,,16
EL3170,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache South,,,14
EL3171,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache South,,,16
EL3172,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Manti,,,14
EL3173,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Nebo/San Pitch Mtns,,,16
EL3174,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Nebo/San Pitch Mtns,,,14
EL3175,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Nebo/San Pitch Mtns,,,21
EL3176,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Nebo/San Pitch Mtns,,,16
EL3177,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Nebo/San Pitch Mtns,,,16
EL3179,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Nebo/San Pitch Mtns,,,3
EL3180,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fillmore Pahvant,,,14
EL3181,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fillmore Pahvant,,,16
EL3182,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,La Sal La Sal Mtns,,,14
EL3183,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,La Sal La Sal Mtns,,,16
EL3184,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Monroe,,,14
EL3185,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Monroe,,,16
EL3186,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Mt Dutton,,,14
EL3187,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Mt Dutton,,,16
EL3188,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Panguitch Lake,,,14
EL3189,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Panguitch Lake,,,16
EL3190,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Boulder,,,14
EL3191,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Boulder,,,16
EL3192,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fishlake/Thousand Lakes,,,14
EL3193,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,San Juan Bull Elk,,,14
EL3194,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,San Juan Bull Elk,,,16
EL3195,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Diamond Mtn,,,14
EL3196,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Diamond Mtn,,,16
EL3197,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Southwest Desert South,,,14
EL3198,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Southwest Desert South,,,16
EL3199,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Wasatch Mtns,,,14
EL3205,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,East Canyon,,,28
EL3208,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Morgan-South Rich,,,28
EL3210,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,North Slope Three Corners,,,21
EX1000,False,True,True,False,not_OIL_LE_PLE,Extended Archery,Elk,Elk Extended Archery,,,
GO1000,False,True,True,False,not_OIL_LE_PLE,Statewide,Mountain Goat,Mountain Goat - Statewide Permit,,,1
GO6800,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Beaver,7,2,9
GO6801,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Beaver,9,0,9
GO6803,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Nebo,21,3,24
GO6804,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas Kamas,1,0,1
GO6805,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas Central,5,0,5
GO6806,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas East,3,0,3
GO6807,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas Leidy Peak,2,0,2
GO6808,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,High Uintas West,9,2,11
GO6810,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Ogden, Willard Peak",1,0,1
GO6813,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Wasatch Mtns, Provo Peak",5,0,5
GO6814,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Mt Dutton,2,0,2
GO6815,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
GO6817,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,La Sal Mtns,10,2,12
GO6818,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Wasatch Mtns, Box Elder Peak",3,0,3
GO6819,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Wasatch Mtns, Lone Peak",1,0,1
GO6820,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,"Wasatch Mtns, Timpanogos",8,2,10
GO6821,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Nebo,12,0,12
GO6822,True,True,True,True,included_forecast,Once-in-a-lifetime,Mountain Goat,Beaver,2,0,2
LD1001,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Paunsaugunt - Private Land Only,,,
LD1004,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Paunsaugunt - Private Land Only,,,
LD1006,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Paunsaugunt - Private Land Only,,,
LD1019,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,"Fillmore, Oak Creek LE - Private Land Only",,,
LD1023,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Diamond Mtn - Private Land Only,,,
LD1108,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Thousand Lakes - Private Land Only,,,
LO0008,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Diamond Mtn Landowner Association,,,
LO0009,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Diamond Mtn Landowner Association,,,
LO0010,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Deer,Diamond Mtn Landowner Association,,,
LO0011,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,16
LO0012,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,
LO0013,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,
LO0014,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,
LO0015,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Diamond Mtn Landowner Association,,,16
LO1501,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Box Elder,,,
LO1502,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Cache,,,
LO1503,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Manti/San Rafael,,,
LO1504,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nebo,,,
LO1506,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fillmore,,,
LO1508,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Kamas,,,
LO1509,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"La Sal, La Sal Mtns",,,
LO1510,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Monroe,,,
LO1511,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Mt Dutton,,,
LO1512,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nine Mile,,,
LO1513,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,North Slope,,,
LO1514,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Ogden,,,
LO1516,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Panguitch Lake,,,
LO1517,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Pine Valley,,,
LO1518,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Boulder/Kaiparowits,,,
LO1519,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fishlake,,,
LO1521,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"San Juan, Abajo Mtns",,,
LO1522,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Vernal/Bonanza,,,
LO1523,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Yellowstone,,,
LO1524,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Southwest Desert,,,
LO1525,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, East",,,
LO1526,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, West",,,
LO1529,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Zion,,,
LO1531,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Box Elder,,,2
LO1533,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Manti/San Rafael,,,
LO1534,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nebo,,,2
LO1536,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fillmore,,,2
LO1538,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Kamas,,,2
LO1539,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"La Sal, La Sal Mtns",,,
LO1540,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Monroe,,,2
LO1541,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Mt Dutton,,,2
LO1542,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nine Mile,,,2
LO1543,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,North Slope,,,
LO1544,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Ogden,,,2
LO1546,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Panguitch Lake,,,
LO1547,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Pine Valley,,,2
LO1549,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fishlake,,,2
LO1551,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"San Juan, Abajo Mtns",,,
LO1552,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Vernal/Bonanza,,,
LO1553,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Yellowstone,,,
LO1554,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Southwest Desert,,,
LO1555,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, East",,,
LO1556,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, West",,,
LO1559,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Zion,,,2
LO1561,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Box Elder,,,
LO1563,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Manti/San Rafael,,,
LO1564,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nebo,,,
LO1566,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fillmore,,,
LO1568,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Kamas,,,
LO1569,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"La Sal, La Sal Mtns",,,
LO1570,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Monroe,,,
LO1571,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Mt Dutton,,,
LO1572,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nine Mile,,,
LO1573,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,North Slope,,,
LO1574,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Ogden,,,
LO1576,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Panguitch Lake,,,
LO1577,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Pine Valley,,,
LO1579,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fishlake,,,
LO1581,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"San Juan, Abajo Mtns",,,
LO1582,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Vernal/Bonanza,,,
LO1583,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Yellowstone,,,
LO1584,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Southwest Desert,,,
LO1585,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, East",,,
LO1586,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Wasatch Mtns, West",,,
LO1589,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Zion,,,
LO1591,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fillmore,,,1
LO1592,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Kamas,,,1
LO1593,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Nine Mile,,,1
LO1594,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Panguitch Lake,,,
LO1595,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Pine Valley,,,1
LO1596,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Fishlake,,,1
LO1597,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Zion,,,1
LO1598,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,North Slope,,,
LO1599,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Chalk Creek,,,
LO1600,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Chalk Creek,,,
LO1601,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Chalk Creek,,,
LO1602,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Chalk Creek,,,
LO1603,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,East Canyon,,,
LO1604,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,East Canyon,,,
LO1605,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,East Canyon,,,
LO1606,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,East Canyon,,,
LO1607,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Morgan-South Rich,,,
LO1608,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Morgan-South Rich,,,
LO1609,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Morgan-South Rich,,,
LO1610,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Morgan-South Rich,,,
LO1611,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Beaver, East",,,
LO1612,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Beaver, East",,,
LO1613,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Beaver, East",,,
LO1614,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Beaver, West",,,
LO1615,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Beaver, West",,,
LO1616,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"Beaver, West",,,
LO1617,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"West Desert, Swasey",,,
LO1618,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"West Desert, Swasey",,,
LO1619,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,"West Desert, Swasey",,,
LO1620,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Oquirrh/Tintic,,,
LO1621,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Oquirrh/Tintic,,,
LO1622,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Oquirrh/Tintic,,,
LO1623,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Cedar/Stansbury,,,
LO1624,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Cedar/Stansbury,,,
LO1625,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Cedar/Stansbury,,,
LO1627,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Cache,,,2
LO1628,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Cache,,,2
LO1629,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Boulder/Kaiparowits,,,
LO1630,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Boulder/Kaiparowits,,,
LO1631,False,True,True,False,not_OIL_LE_PLE,General Season - Private Land Only,Deer,Box Elder,,,1
LP5025,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Pronghorn,Beaver - Private Land Only,,,
LP5031,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Pronghorn,"Box Elder, West - Private Land Only",,,
LP5033,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Pronghorn,"Fillmore, Oak Creek South - Private Land Only",,,
LP5046,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Pronghorn,"San Rafael, North - Private Land Only",,,
LP5049,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Pronghorn,Southwest Desert - Private Land Only,,,
LP5051,False,True,True,False,missing_forecast_quota,Limited Entry - Private Land Only,Pronghorn,"West Desert, Rush Valley - Private Land Only",,,
MA1000,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
MA1001,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
MA1003,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
MA1005,True,True,True,True,included_forecast,Limited Entry,Moose,Morgan-South Rich,6,1,7
MA1006,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
MA1007,True,True,True,True,included_forecast,Limited Entry,Moose,Morgan-South Rich,3,0,3
MA1008,True,True,True,True,included_forecast,Limited Entry,Moose,"Wasatch Mtns, Salt Lake-Timpanogos",4,1,5
MA1009,False,True,True,False,not_OIL_LE_PLE,CWMU,Moose,Causey Spring CWMU,1,0,1
MA1010,False,True,True,False,not_OIL_LE_PLE,CWMU,Moose,Deseret CWMU,2,0,2
MB1000,False,True,True,False,not_OIL_LE_PLE,Statewide,Moose,Moose - Statewide Permit,,,
MB6000,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Cache,14,3,17
MB6001,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Chalk Creek,4,0,4
MB6002,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,East Canyon,5,0,5
MB6003,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,"East Canyon, Morgan-Summit",5,0,5
MB6004,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Kamas,6,0,6
MB6005,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Morgan-South Rich,6,0,6
MB6006,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,"North Slope, Summit",20,3,23
MB6007,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,"North Slope, Three Corners/West Daggett",6,2,8
MB6008,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Ogden,7,0,7
MB6009,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Diamond Mtn/Vernal,2,0,2
MB6010,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Yellowstone,6,0,6
MB6011,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Wasatch Mtns/Central Mtns,19,3,22
MB6012,True,True,True,True,included_forecast,Once-in-a-lifetime,Moose,Box Elder,2,0,2
