record_id,record_type,library_title,library_species,library_category,library_area,library_condition,library_source_pdf,document_file_status,database_match_status,database_hunt_code,database_hunt_name,database_species,database_hunt_type,database_season,database_permits_2026_res,database_permits_2026_nr,database_permits_2026_total,database_permits_2026_source,database_permit_allotment_2026_status,reconciliation_issue
permit_2022_2024_conservation_0051,permit_allocation,"2022-2024 Mule Deer Foundation Buck Pronghorn - West Desert, Snake Valley",Buck Pronghorn,Conservation Permits,"West Desert, Snake Valley",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5052,"West Desert, Snake Valley",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,95,11,106,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0052,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Beaver, East",Bull Elk,Conservation Permits,"Beaver, East",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3102,"Beaver, East",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0053,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Book Cliffs, Bitter Creek/South",Bull Elk,Conservation Permits,"Book Cliffs, Bitter Creek/South",Muzzleloader,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3166,"Book Cliffs, Bitter Creek/East",Elk,Limited Entry,Sept 21 2026 - Oct 02 2026,13,1,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.71; tied/weak candidates require review.
permit_2022_2024_conservation_0054,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Cache, Meadowville",Bull Elk,Conservation Permits,"Cache, Meadowville",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3105,"Cache, Meadowville",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0055,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Cache, Meadowville",Bull Elk,Conservation Permits,"Cache, Meadowville",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3105,"Cache, Meadowville",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0056,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Central Mtns, Manti",Bull Elk,Conservation Permits,"Central Mtns, Manti",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EA1013,"Manti, Central",Elk,General Season,Oct 03 2026 - Oct 15 2026,63,7,70,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.27; tied/weak candidates require review.
permit_2022_2024_conservation_0057,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Central Mtns, Manti",Bull Elk,Conservation Permits,"Central Mtns, Manti",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EA1013,"Manti, Central",Elk,General Season,Oct 03 2026 - Oct 15 2026,63,7,70,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.27; tied/weak candidates require review.
permit_2022_2024_conservation_0058,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Central Mtns, Manti",Bull Elk,Conservation Permits,"Central Mtns, Manti",Muzzleloader,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3084,Manti,Elk,Limited Entry,Sept 21 2026 - Oct 02 2026,89,10,99,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.50; tied/weak candidates require review.
permit_2022_2024_conservation_0059,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Fillmore, Pahvant",Bull Elk,Conservation Permits,"Fillmore, Pahvant",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3110,"Fillmore, Pahvant",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0060,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Fillmore, Pahvant",Bull Elk,Conservation Permits,"Fillmore, Pahvant",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3110,"Fillmore, Pahvant",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0061,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - La Sal, La Sal Mtns",Bull Elk,Conservation Permits,"La Sal, La Sal Mtns",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3111,La Sal Mtns,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.43; tied/weak candidates require review.
permit_2022_2024_conservation_0062,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - La Sal, La Sal Mtns",Bull Elk,Conservation Permits,"La Sal, La Sal Mtns",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3111,La Sal Mtns,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0063,permit_allocation,2022-2024 Mule Deer Foundation Bull Elk - Monroe,Bull Elk,Conservation Permits,Monroe,Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EA1286,Monroe,Elk,General Season,Oct 03 2026 - Oct 15 2026,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0064,permit_allocation,2022-2024 Mule Deer Foundation Bull Elk - Mt Dutton,Bull Elk,Conservation Permits,Mt Dutton,Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3113,Mt Dutton,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0065,permit_allocation,2022-2024 Mule Deer Foundation Bull Elk - Mt Dutton,Bull Elk,Conservation Permits,Mt Dutton,Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3113,Mt Dutton,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0066,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Plateau, Boulder",Bull Elk,Conservation Permits,"Plateau, Boulder",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB1005,Archery Hunters Choice Elk,Elk,General Season - Archery,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery)",,,16,,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0067,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Plateau, Boulder",Bull Elk,Conservation Permits,"Plateau, Boulder",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3156,Boulder,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0068,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Plateau, Fishlake/Thousand Lakes",Bull Elk,Conservation Permits,"Plateau, Fishlake/Thousand Lakes",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3120,Fishlake/Thousand Lakes,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.43; tied/weak candidates require review.
permit_2022_2024_conservation_0069,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Plateau, Fishlake/Thousand Lakes",Bull Elk,Conservation Permits,"Plateau, Fishlake/Thousand Lakes",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3120,Fishlake/Thousand Lakes,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0070,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Plateau, Fishlake/Thousand Lakes",Bull Elk,Conservation Permits,"Plateau, Fishlake/Thousand Lakes",Muzzleloader,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3096,Fishlake/Thousand Lakes,Elk,Limited Entry,Sept 21 2026 - Oct 02 2026,50,6,56,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 1.00; tied/weak candidates require review.
permit_2022_2024_conservation_0071,permit_allocation,2022-2024 Mule Deer Foundation Bull Elk - San Juan Bull Elk,Bull Elk,Conservation Permits,San Juan Bull Elk,Choice of ALW season,2022-24_conservation_permits.pdf,,MATCH_REVIEW,EB3121,San Juan Bull Elk,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Fuzzy match score 0.50; owner review required.
permit_2022_2024_conservation_0072,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - South Slope, Diamond Mtn",Bull Elk,Conservation Permits,"South Slope, Diamond Mtn",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3122,Diamond Mtn,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0073,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - South Slope, Diamond Mtn",Bull Elk,Conservation Permits,"South Slope, Diamond Mtn",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3122,Diamond Mtn,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0074,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Southwest Desert, South",Bull Elk,Conservation Permits,"Southwest Desert, South",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3157,"Southwest Desert, South",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.43; tied/weak candidates require review.
permit_2022_2024_conservation_0075,permit_allocation,"2022-2024 Mule Deer Foundation Bull Elk - Southwest Desert, South",Bull Elk,Conservation Permits,"Southwest Desert, South",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3157,"Southwest Desert, South",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0076,permit_allocation,2022-2024 Mule Deer Foundation Bull Elk - Wasatch Mtns,Bull Elk,Conservation Permits,Wasatch Mtns,Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EA2038,Wasatch Mtns,Elk,General Season,Aug 15 2026 - Sept 04 2026,1080,120,1200,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.38; tied/weak candidates require review.
permit_2022_2024_conservation_0077,permit_allocation,2022-2024 Mule Deer Foundation Bull Elk - Wasatch Mtns,Bull Elk,Conservation Permits,Wasatch Mtns,Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3124,Wasatch Mtns,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",15,2,17,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0078,permit_allocation,2022-2024 Mule Deer Foundation Bull Moose - Ogden,Bull Moose,Conservation Permits,Ogden,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,MB6008,Ogden,Moose,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,7,0,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.38; tied/weak candidates require review.
permit_2022_2024_conservation_0079,permit_allocation,2022-2024 Mule Deer Foundation Mountain Goat - Beaver (early),Mountain Goat,Conservation Permits,Beaver (early),Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,GO6800,Beaver,Mountain Goat,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,7,2,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0080,permit_allocation,2022-2024 National Wild Turkey Federation Antlerless Elk - Central Mtns,Antlerless Elk,Conservation Permits,Central Mtns,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,EA2012,"Wasatch Mtns, West-Central",Elk,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_TOTAL_ONLY,Fuzzy match score 0.57; owner review required.
permit_2022_2024_conservation_0081,permit_allocation,2022-2024 National Wild Turkey Federation Antlerless Elk - Central Mtns,Antlerless Elk,Conservation Permits,Central Mtns,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,EA2012,"Wasatch Mtns, West-Central",Elk,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_TOTAL_ONLY,Fuzzy match score 0.57; owner review required.
permit_2022_2024_conservation_0082,permit_allocation,"2022-2024 National Wild Turkey Federation Black Bear - Book Cliffs, Bitter Creek/South",Black Bear,Conservation Permits,"Book Cliffs, Bitter Creek/South",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7300,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 14 & Aug. 15 - Oct. 1 & Oct. 2 - Nov. 8, 2026",9,1,10,,,
permit_2022_2024_conservation_0083,permit_allocation,"2022-2024 National Wild Turkey Federation Black Bear - Central Mtns, Manti-North",Black Bear,Conservation Permits,"Central Mtns, Manti-North",Multiseason,2022-24_conservation_permits.pdf,,MATCH_REVIEW,BR7303,Manti North,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",13,1,14,,,Fuzzy match score 0.50; owner review required.
permit_2022_2024_conservation_0084,permit_allocation,2022-2024 National Wild Turkey Federation Black Bear - La Sal,Black Bear,Conservation Permits,La Sal,Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7307,La Sal,Black Bear,Multiseason - Conservation,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",,,,,,
permit_2022_2024_conservation_0085,permit_allocation,2022-2024 National Wild Turkey Federation Black Bear - Panguitch Lake/Zion,Black Bear,Conservation Permits,Panguitch Lake/Zion,Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7309,Panguitch Lake/Zion,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",4,0,4,,,
permit_2022_2024_conservation_0086,permit_allocation,"2022-2024 National Wild Turkey Federation Black Bear - Wasatch Mtns, West-Central",Black Bear,Conservation Permits,"Wasatch Mtns, West-Central",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7316,Wasatch Mtns West-Central,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",14,1,15,,,
permit_2022_2024_conservation_0087,permit_allocation,2022-2024 National Wild Turkey Federation Buck Deer - Book Cliffs,Buck Deer,Conservation Permits,Book Cliffs,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,DB1017,"Book Cliffs, North",Deer,Limited Entry,Oct 17 2026 - Oct 25 2026,137,15,152,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.67; tied/weak candidates require review.
permit_2022_2024_conservation_0088,permit_allocation,2022-2024 National Wild Turkey Federation Buck Deer - Paunsaugunt,Buck Deer,Conservation Permits,Paunsaugunt,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,LD1004,Paunsaugunt - Private Land Only,Deer,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,Fuzzy match score 0.75; owner review required.
permit_2022_2024_conservation_0089,permit_allocation,2022-2024 National Wild Turkey Federation Buck Deer - Paunsaugunt,Buck Deer,Conservation Permits,Paunsaugunt,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,LD1004,Paunsaugunt - Private Land Only,Deer,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,Fuzzy match score 0.75; owner review required.
permit_2022_2024_conservation_0090,permit_allocation,"2022-2024 National Wild Turkey Federation Buck Deer - South Slope, Diamond Mtn",Buck Deer,Conservation Permits,"South Slope, Diamond Mtn",Archery,2022-24_conservation_permits.pdf,,MATCH_HIGH,DB1015,Diamond Mtn,Deer,Limited Entry,Aug 15 2026 - Sept 11 2026,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0091,permit_allocation,"2022-2024 National Wild Turkey Federation Buck Pronghorn - Nine Mile, Range Creek",Buck Pronghorn,Conservation Permits,"Nine Mile, Range Creek",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5038,"Nine Mile, Range Creek",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,13,1,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0092,permit_allocation,"2022-2024 National Wild Turkey Federation Buck Pronghorn - San Rafael, Desert",Buck Pronghorn,Conservation Permits,"San Rafael, Desert",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5045,"San Rafael, Desert",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0093,permit_allocation,"2022-2024 National Wild Turkey Federation Buck Pronghorn - San Rafael, North",Buck Pronghorn,Conservation Permits,"San Rafael, North",Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,LP5046,"San Rafael, North - Private Land Only",Pronghorn,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,Best fuzzy match score 0.83; tied/weak candidates require review.
permit_2022_2024_conservation_0094,permit_allocation,2022-2024 National Wild Turkey Federation Buck Pronghorn - Southwest Desert,Buck Pronghorn,Conservation Permits,Southwest Desert,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,LP5049,Southwest Desert - Private Land Only,Pronghorn,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,Best fuzzy match score 0.80; tied/weak candidates require review.
permit_2022_2024_conservation_0095,permit_allocation,2022-2024 National Wild Turkey Federation Buck Pronghorn - Southwest Desert,Buck Pronghorn,Conservation Permits,Southwest Desert,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,LP5049,Southwest Desert - Private Land Only,Pronghorn,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,Best fuzzy match score 0.80; tied/weak candidates require review.
permit_2022_2024_conservation_0096,permit_allocation,"2022-2024 National Wild Turkey Federation Buck Pronghorn - West Desert, Riverbed",Buck Pronghorn,Conservation Permits,"West Desert, Riverbed",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5050,"West Desert, Riverbed",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,73,8,81,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0097,permit_allocation,"2022-2024 National Wild Turkey Federation Bull Elk - Cache, South",Bull Elk,Conservation Permits,"Cache, South",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3107,"Cache, South",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0098,permit_allocation,"2022-2024 National Wild Turkey Federation Bull Elk - Central Mtns, Nebo",Bull Elk,Conservation Permits,"Central Mtns, Nebo",Multiseason,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3178,Nebo/San Pitch Mtns,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.40; tied/weak candidates require review.
permit_2022_2024_conservation_0099,permit_allocation,"2022-2024 National Wild Turkey Federation Bull Elk - North Slope, Three Corners",Bull Elk,Conservation Permits,"North Slope, Three Corners",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3115,"North Slope, Three Corners",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0100,permit_allocation,2022-2024 National Wild Turkey Federation Bull Moose - Wasatch Mtns/Central Mtns,Bull Moose,Conservation Permits,Wasatch Mtns/Central Mtns,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,MB6011,Wasatch Mtns/Central Mtns,Moose,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,19,3,22,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Fuzzy match score 0.50; owner review required.
permit_2022_2024_conservation_0101,permit_allocation,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Central Region,Wild Bearded Turkey,Conservation Permits,Central Region,Multiseason,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,TK1020,Central Region - Private land only,Turkey,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,800,,,Best fuzzy match score 0.29; tied/weak candidates require review.
