record_id,record_type,library_title,library_species,library_category,library_area,library_condition,library_source_pdf,document_file_status,database_match_status,database_hunt_code,database_hunt_name,database_species,database_hunt_type,database_season,database_permits_2026_res,database_permits_2026_nr,database_permits_2026_total,database_permits_2026_source,database_permit_allotment_2026_status,reconciliation_issue
permit_2022_2024_conservation_0157,permit_allocation,"2022-2024 Safari Club International Buck Deer - West Desert, Vernon",Buck Deer,Conservation Permits,"West Desert, Vernon",Hunter's Choice of Season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,DB1048,"West Desert, Vernon",Deer,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.38; tied/weak candidates require review.
permit_2022_2024_conservation_0158,permit_allocation,"2022-2024 Safari Club International Buck Pronghorn - Panguitch Lake/Zion, North",Buck Pronghorn,Conservation Permits,"Panguitch Lake/Zion, North",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5041,"Panguitch Lake/Zion, North",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0159,permit_allocation,2022-2024 Safari Club International Buck Pronghorn - Southwest Desert,Buck Pronghorn,Conservation Permits,Southwest Desert,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,LP5049,Southwest Desert - Private Land Only,Pronghorn,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,Best fuzzy match score 0.80; tied/weak candidates require review.
permit_2022_2024_conservation_0160,permit_allocation,"2022-2024 Safari Club International Buck Pronghorn - West Desert, Riverbed",Buck Pronghorn,Conservation Permits,"West Desert, Riverbed",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5050,"West Desert, Riverbed",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,73,8,81,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0161,permit_allocation,"2022-2024 Safari Club International Bull Elk - Cache, Meadowville",Bull Elk,Conservation Permits,"Cache, Meadowville",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3105,"Cache, Meadowville",Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0162,permit_allocation,"2022-2024 Safari Club International Bull Elk - La Sal, La Sal Mtns",Bull Elk,Conservation Permits,"La Sal, La Sal Mtns",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB3111,La Sal Mtns,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.43; tied/weak candidates require review.
permit_2022_2024_conservation_0163,permit_allocation,"2022-2024 Safari Club International Bull Elk - Plateau, Boulder",Bull Elk,Conservation Permits,"Plateau, Boulder",Choice of ALW season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EB1005,Archery Hunters Choice Elk,Elk,General Season - Archery,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery)",,,16,,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0164,permit_allocation,"2022-2024 Safari Club International Bull Elk - Plateau, Fishlake/Thousand Lakes",Bull Elk,Conservation Permits,"Plateau, Fishlake/Thousand Lakes",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,EB3120,Fishlake/Thousand Lakes,Elk,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0165,permit_allocation,"2022-2024 Safari Club International Bull Moose - North Slope, Summit",Bull Moose,Conservation Permits,"North Slope, Summit",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,MB6006,"North Slope, Summit",Moose,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,20,3,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Fuzzy match score 0.50; owner review required.
permit_2022_2024_conservation_0166,permit_allocation,"2022-2024 Safari Club International Mountain Goat - Central Mtns, Nebo",Mountain Goat,Conservation Permits,"Central Mtns, Nebo",Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,GO1000,Mountain Goat - Statewide Permit,Mountain Goat,Statewide,"Sept 1 - Dec 31, 2026",,,1,,,Best fuzzy match score 0.38; tied/weak candidates require review.
permit_2022_2024_conservation_0167,permit_allocation,2022-2024 Safari Club International Wild Bearded Turkey - Central Region,Wild Bearded Turkey,Conservation Permits,Central Region,Multiseason,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,TK1020,Central Region - Private land only,Turkey,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,800,,,Best fuzzy match score 0.29; tied/weak candidates require review.
permit_2022_2024_conservation_0168,permit_allocation,2022-2024 Safari Club International Wild Bearded Turkey - Northeastern Region,Wild Bearded Turkey,Conservation Permits,Northeastern Region,Multiseason,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,TK1004,Northeastern Area,Turkey,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,347,,,Best fuzzy match score 0.17; tied/weak candidates require review.
permit_2022_2024_conservation_0169,permit_allocation,2022-2024 Safari Club International Wild Bearded Turkey - Northern Region,Wild Bearded Turkey,Conservation Permits,Northern Region,Multiseason,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,TK1001,Northern Region - Private land only,Turkey,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,2060,,,Best fuzzy match score 0.29; tied/weak candidates require review.
permit_2022_2024_conservation_0170,permit_allocation,2022-2024 Safari Club International Wild Bearded Turkey - Southeastern Region,Wild Bearded Turkey,Conservation Permits,Southeastern Region,Multiseason,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,TK1019,Southeastern Region - Select areas only,Turkey,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,66,,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0171,permit_allocation,2022-2024 Safari Club International Wild Bearded Turkey - Southern Region,Wild Bearded Turkey,Conservation Permits,Southern Region,Multiseason,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,TK1022,Southern Region - Select areas only,Turkey,Fall Management,"Oct 1, 2025 - Jan 4, 2026",,,155,,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0172,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Antlerless Elk - Cache,Antlerless Elk,Conservation Permits,Cache,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EA2027,Cache,Elk,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,250,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_TOTAL_ONLY,Best fuzzy match score 0.75; tied/weak candidates require review.
permit_2022_2024_conservation_0173,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Antlerless Elk - Central Mtns,Antlerless Elk,Conservation Permits,Central Mtns,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,EA2012,"Wasatch Mtns, West-Central",Elk,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_TOTAL_ONLY,Fuzzy match score 0.57; owner review required.
permit_2022_2024_conservation_0174,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Antlerless Elk - Plateau,Antlerless Elk,Conservation Permits,Plateau,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,EA1153,Old Woman Plateau CWMU,Elk,CWMU,Contact operator for 2025 season dates,4,0,4,,,Best fuzzy match score 0.43; tied/weak candidates require review.
permit_2022_2024_conservation_0175,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Bison - Henry Mtns, Cow Only (early)",Bison,Conservation Permits,"Henry Mtns, Cow Only (early)",Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,BI6503,Henry Mtns,Bison,Once-in-a-lifetime,Oct 28 2026 - Nov 8 2026,4,2,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.36; tied/weak candidates require review.
permit_2022_2024_conservation_0176,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Bison - Henry Mtns, Hunter's Choice (early)",Bison,Conservation Permits,"Henry Mtns, Hunter's Choice (early)",Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,BI6503,Henry Mtns,Bison,Once-in-a-lifetime,Oct 28 2026 - Nov 8 2026,4,2,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.31; tied/weak candidates require review.
permit_2022_2024_conservation_0177,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Bison - Statewide,Bison,Conservation Permits,Statewide,Statewide,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,BI1000,Bison - Statewide Permit,Bison,Statewide,"Aug 1, 2026 - Jan 31, 2027",,,,,,Best fuzzy match score 0.20; tied/weak candidates require review.
permit_2022_2024_conservation_0178,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Black Bear - Book Cliffs, Bitter Creek/South",Black Bear,Conservation Permits,"Book Cliffs, Bitter Creek/South",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7300,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 14 & Aug. 15 - Oct. 1 & Oct. 2 - Nov. 8, 2026",9,1,10,,,
permit_2022_2024_conservation_0179,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Black Bear - Book Cliffs, Bitter Creek/South",Black Bear,Conservation Permits,"Book Cliffs, Bitter Creek/South",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7300,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 14 & Aug. 15 - Oct. 1 & Oct. 2 - Nov. 8, 2026",9,1,10,,,
permit_2022_2024_conservation_0180,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Black Bear - Book Cliffs, Little Creek Roadless",Black Bear,Conservation Permits,"Book Cliffs, Little Creek Roadless",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7301,Book Cliffs Little Creek Roadless,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Sept. 1 - Nov. 8, 2026",5,0,5,,,
permit_2022_2024_conservation_0181,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Black Bear - Central Mtns, Manti-South/San Rafael, North",Black Bear,Conservation Permits,"Central Mtns, Manti-South/San Rafael, North",Multiseason,2022-24_conservation_permits.pdf,,MATCH_REVIEW,BR7304,Manti South/San Rafael North,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",18,2,20,,,Fuzzy match score 0.71; owner review required.
permit_2022_2024_conservation_0182,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Black Bear - Nine Mile,Black Bear,Conservation Permits,Nine Mile,Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7317,Nine Mile,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",9,1,10,,,
permit_2022_2024_conservation_0183,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Black Bear - Plateau, Boulder/Kaiparowits",Black Bear,Conservation Permits,"Plateau, Boulder/Kaiparowits",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7310,Boulder/Kaiparowits,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",10,1,11,,,
permit_2022_2024_conservation_0184,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Black Bear - Wasatch Mtns, West-Central",Black Bear,Conservation Permits,"Wasatch Mtns, West-Central",Multiseason,2022-24_conservation_permits.pdf,,MATCH_HIGH,BR7316,Wasatch Mtns West-Central,Black Bear,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",14,1,15,,,
permit_2022_2024_conservation_0185,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Buck Deer - Book Cliffs,Buck Deer,Conservation Permits,Book Cliffs,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,DB1017,"Book Cliffs, North",Deer,Limited Entry,Oct 17 2026 - Oct 25 2026,137,15,152,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.67; tied/weak candidates require review.
permit_2022_2024_conservation_0186,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Buck Deer - Book Cliffs,Buck Deer,Conservation Permits,Book Cliffs,Archery,2022-24_conservation_permits.pdf,,MATCH_HIGH,DB1011,Book Cliffs,Deer,Limited Entry,Aug 15 2026 - Sept 11 2026,55,6,61,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0187,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Buck Deer - Book Cliffs,Buck Deer,Conservation Permits,Book Cliffs,Muzzleloader,2022-24_conservation_permits.pdf,,MATCH_HIGH,DB1025,Book Cliffs,Deer,Limited Entry,Sept 23 2026 - Oct 01 2026,55,6,61,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0188,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Deer - Cache, Crawford Mtn",Buck Deer,Conservation Permits,"Cache, Crawford Mtn",Muzzleloader,2022-24_conservation_permits.pdf,,MATCH_HIGH,DB1026,"Cache, Crawford Mtn",Deer,Limited Entry,Nov 07 2026 - Nov 22 2026,8,1,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0189,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Deer - Fillmore, Oak Creek LE",Buck Deer,Conservation Permits,"Fillmore, Oak Creek LE",Hunter's Choice of Season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,DB1045,"Fillmore, Oak Creek LE",Deer,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.44; tied/weak candidates require review.
permit_2022_2024_conservation_0190,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Buck Deer - Henry Mtns,Buck Deer,Conservation Permits,Henry Mtns,Hunter's Choice of Season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,DB1780,Mt Dutton,Deer,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,26,,,Best fuzzy match score 0.30; tied/weak candidates require review.
permit_2022_2024_conservation_0191,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Deer - La Sal, Dolores Triangle",Buck Deer,Conservation Permits,"La Sal, Dolores Triangle",Hunter's Choice of Season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,DB1778,La Sal Mtns,Deer,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,67,,,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0192,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Deer - San Juan, Elk Ridge",Buck Deer,Conservation Permits,"San Juan, Elk Ridge",Hunter's Choice of Season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,DB1046,"San Juan, Elk Ridge",Deer,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.44; tied/weak candidates require review.
permit_2022_2024_conservation_0193,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Deer - West Desert, Vernon",Buck Deer,Conservation Permits,"West Desert, Vernon",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,DB1024,"West Desert, Vernon",Deer,Limited Entry,Oct 17 2026 - Oct 25 2026,130,14,144,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0194,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Deer - West Desert, Vernon",Buck Deer,Conservation Permits,"West Desert, Vernon",Hunter's Choice of Season,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,DB1048,"West Desert, Vernon",Deer,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Best fuzzy match score 0.38; tied/weak candidates require review.
permit_2022_2024_conservation_0195,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Deer - West Desert, Vernon",Buck Deer,Conservation Permits,"West Desert, Vernon",Muzzleloader,2022-24_conservation_permits.pdf,,MATCH_HIGH,DB1042,"West Desert, Vernon",Deer,Limited Entry,Sept 23 2026 - Oct 01 2026,46,5,51,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0196,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Beaver,Buck Pronghorn,Conservation Permits,Beaver,Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,LP5025,Beaver - Private Land Only,Pronghorn,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,Best fuzzy match score 0.75; tied/weak candidates require review.
permit_2022_2024_conservation_0197,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Book Cliffs, Bitter Creek",Buck Pronghorn,Conservation Permits,"Book Cliffs, Bitter Creek",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5026,"Book Cliffs, Bitter Creek",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,50,6,56,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0198,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Book Cliffs, South",Buck Pronghorn,Conservation Permits,"Book Cliffs, South",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5027,"Book Cliffs, South",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,34,4,38,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0199,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Box Elder, Snowville",Buck Pronghorn,Conservation Permits,"Box Elder, Snowville",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5030,"Box Elder, Snowville",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,28,3,31,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0200,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Box Elder, West",Buck Pronghorn,Conservation Permits,"Box Elder, West",Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,LP5031,"Box Elder, West - Private Land Only",Pronghorn,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,Best fuzzy match score 0.83; tied/weak candidates require review.
permit_2022_2024_conservation_0201,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Cache/Morgan-South Rich/Ogden,Buck Pronghorn,Conservation Permits,Cache/Morgan-South Rich/Ogden,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,PB5073,"Cache, Rich",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,6,0,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Fuzzy match score 0.50; owner review required.
permit_2022_2024_conservation_0202,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Fillmore, Oak Creek South",Buck Pronghorn,Conservation Permits,"Fillmore, Oak Creek South",Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,Best fuzzy match score 0.86; tied/weak candidates require review.
permit_2022_2024_conservation_0203,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - La Sal, Potash/South Cisco",Buck Pronghorn,Conservation Permits,"La Sal, Potash/South Cisco",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5035,"La Sal, Potash/South Cisco",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0204,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Mt Dutton/Paunsaugunt,Buck Pronghorn,Conservation Permits,Mt Dutton/Paunsaugunt,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5331,Mt Dutton/Paunsaugunt,Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,13,2,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0205,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Nine Mile, Anthro-Myton Bench",Buck Pronghorn,Conservation Permits,"Nine Mile, Anthro-Myton Bench",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,89,10,99,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0206,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Nine Mile, Anthro-Myton Bench",Buck Pronghorn,Conservation Permits,"Nine Mile, Anthro-Myton Bench",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,89,10,99,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0207,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - North Slope, Three Corners/West Daggett",Buck Pronghorn,Conservation Permits,"North Slope, Three Corners/West Daggett",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,29,3,32,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0208,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Panguitch Lake/Zion, North",Buck Pronghorn,Conservation Permits,"Panguitch Lake/Zion, North",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5041,"Panguitch Lake/Zion, North",Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0209,permit_allocation,2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - Pine Valley,Buck Pronghorn,Conservation Permits,Pine Valley,Any Weapon,2022-24_conservation_permits.pdf,,MATCH_HIGH,PB5042,Pine Valley,Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,
permit_2022_2024_conservation_0210,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - San Rafael, North",Buck Pronghorn,Conservation Permits,"San Rafael, North",Any Weapon,2022-24_conservation_permits.pdf,,AMBIGUOUS_DATABASE_MATCH,LP5046,"San Rafael, North - Private Land Only",Pronghorn,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,Best fuzzy match score 0.83; tied/weak candidates require review.
permit_2022_2024_conservation_0211,permit_allocation,"2022-2024 Sportsmen for Fish and Wildlife Buck Pronghorn - South Slope, Vernal",Buck Pronghorn,Conservation Permits,"South Slope, Vernal",Any Weapon,2022-24_conservation_permits.pdf,,MATCH_REVIEW,PB5048,Vernal,Pronghorn,Limited Entry,Sept 12 2026 - Sept 20 2026,54,6,60,2026_RAC_CURRENT_YEAR_ALLOTMENT,RAC_CURRENT_YEAR_SPLIT,Fuzzy match score 0.75; owner review required.
