from_year,to_year,year_transition,hunt_code,residency,mean_absolute_error_applicants_at_level,mean_absolute_error_applicants_above,bonus_pool_cutoff_error,guaranteed_at_error,quota_split_error,brier_score_by_point_level,calibration_error_by_probability_bucket
2021,2022,2021->2022,DB1502,Nonresident,11.666667,1.666667,,,34,0.0,0.0
2021,2022,2021->2022,EB3026,Nonresident,4.206897,8.413793,,,2,0.034483,0.034483
2021,2022,2021->2022,PB5053,Nonresident,0.428571,0.178571,,,2,0.035714,0.035714
2021,2022,2021->2022,DA1033,Nonresident,4.5,0.5,,,1,0.0,0.0
2021,2022,2021->2022,PD1030,Nonresident,2.75,2.5,,,1,0.0,0.0
2021,2022,2021->2022,EB3522,Resident,3.64,24.12,,,2,0.0,0.0
2021,2022,2021->2022,EB3154,Nonresident,6.034483,13.793103,,,9,0.036638,0.043103
2021,2022,2021->2022,EA1063,Nonresident,4.5,1.5,,,2,0.0,0.0
2021,2022,2021->2022,PB5018,Resident,2.590909,2.818182,-1,-1,33,0.227273,0.227273
2021,2022,2021->2022,EA1239,Nonresident,2.5,1.0,,,4,0.0,0.0
2021,2022,2021->2022,RS6726,Resident,42.444444,268.592593,0,0,10,0.111111,0.111111
2021,2022,2021->2022,BR7014,Resident,24.375,94.25,,,40,0.3125,0.3125
2021,2022,2021->2022,DB1094,Resident,2.5,6.6,,,20,0.7,0.7
2021,2022,2021->2022,EB3088,Nonresident,3.0,17.827586,,,3,0.038314,0.045977
2021,2022,2021->2022,EA1140,Resident,19.75,39.625,,,8,0.0,0.0
2021,2022,2021->2022,EB3543,Resident,5.08,37.84,,,4,0.08,0.08
2021,2022,2021->2022,BR7000,Resident,9.692308,31.615385,,,9,0.230769,0.230769
2021,2022,2021->2022,EB3053,Nonresident,1.862069,6.482759,,,2,0.0,0.0
2021,2022,2021->2022,DB1520,Nonresident,2.75,1.75,,,8,0.0,0.0
2021,2022,2021->2022,EB3067,Nonresident,4.206897,8.0,-1,-1,4,0.068966,0.068966
2021,2022,2021->2022,EB3005,Resident,10.086957,35.869565,0,0,10,0.086957,0.086957
2021,2022,2021->2022,DB1258,Resident,2.173913,10.304348,,,2,0.0,0.0
2021,2022,2021->2022,DB1527,Nonresident,1.0,0.5,,,2,0.0,0.0
2021,2022,2021->2022,DB1790,Nonresident,6.0,0.0,,,6,0.0,0.0
2021,2022,2021->2022,PB5046,Resident,23.272727,57.909091,0,0,31,0.202836,0.212727
2021,2022,2021->2022,EB3031,Nonresident,6.241379,28.482759,,,10,0.058429,0.063218
2021,2022,2021->2022,EB3083,Nonresident,1.241379,2.551724,,,2,0.008621,0.017241
2021,2022,2021->2022,DS6622,Resident,5.222222,36.703704,-23,-23,5,0.111111,0.111111
2021,2022,2021->2022,DB1285,Resident,0.913043,4.782609,,,1,0.0,0.0
2021,2022,2021->2022,PB5326,Resident,0.478261,1.086957,,,2,0.0,0.0
2021,2022,2021->2022,DS6602,Nonresident,10.892857,76.178571,-1,-1,8,0.037946,0.044643
2021,2022,2021->2022,EA1099,Nonresident,6.0,1.5,,,7,0.0,0.0
2021,2022,2021->2022,DB1229,Nonresident,0.5,1.25,,,1,0.0,0.0
2021,2022,2021->2022,DB1550,Nonresident,4.333333,20.916667,,,8,0.0,0.0
2021,2022,2021->2022,EB3008,Resident,8.434783,25.434783,13,13,20,0.173913,0.173913
2021,2022,2021->2022,BR7236,Resident,2.666667,4.0,,,16,0.833333,0.833333
2021,2022,2021->2022,DB1793,Nonresident,2.75,2.75,,,1,0.0,0.0
2021,2022,2021->2022,EA1160,Resident,4.6,8.6,,,5,0.0,0.0
2021,2022,2021->2022,DB1228,Nonresident,14.285714,78.678571,-6,-6,14,0.037354,0.043367
2021,2022,2021->2022,GO6815,Nonresident,5.035714,18.642857,,,4,0.071429,0.071429
2021,2022,2021->2022,EB3141,Resident,4.782609,16.26087,-7,-7,19,0.391304,0.391304
2021,2022,2021->2022,DB1030,Resident,2.478261,5.521739,4,4,21,0.217391,0.217391
2021,2022,2021->2022,PD1043,Resident,102.6875,501.25,,,221,0.0625,0.0625
2021,2022,2021->2022,EA1126,Resident,2.5,0.5,,,4,0.0,0.0
2021,2022,2021->2022,PB5027,Resident,8.0,20.090909,-6,-6,25,0.136364,0.136364
2021,2022,2021->2022,DB1267,Nonresident,1.071429,4.071429,,,2,0.003968,0.011905
2021,2022,2021->2022,EB3506,Resident,1.869565,10.304348,,,2,0.0,0.0
2021,2022,2021->2022,DB1522,Nonresident,10.4,8.0,,,34,0.0,0.0
2021,2022,2021->2022,EA1089,Resident,13.333333,21.833333,,,44,0.0,0.0
2021,2022,2021->2022,MB6265,Resident,436.714286,3132.535714,,,131,0.642857,0.642857
2021,2022,2021->2022,PD1038,Nonresident,1.5,0.5,,,1,0.0,0.0
2021,2022,2021->2022,DB1010,Nonresident,18.0,83.0,,,3,0.034483,0.034483
2021,2022,2021->2022,EA1157,Resident,8.333333,17.666667,,,30,0.0,0.0
2021,2022,2021->2022,EB3041,Nonresident,7.655172,29.655172,,,9,0.034483,0.034483
2021,2022,2021->2022,DB1515,Resident,135.0,73.2,,,345,0.0,0.0
2021,2022,2021->2022,PD1034,Nonresident,8.8,10.8,,,3,0.0,0.0
2021,2022,2021->2022,EB3528,Nonresident,0.142857,0.214286,,,2,0.035714,0.035714
2021,2022,2021->2022,DB1592,Resident,147.25,38.5,,,493,0.0,0.0
2021,2022,2021->2022,DB1585,Nonresident,21.0,7.0,,,57,0.0,0.0
2021,2022,2021->2022,DB1533,Nonresident,64.75,22.0,,,409,0.0,0.0
2021,2022,2021->2022,EB3545,Resident,3.384615,26.346154,-21,-21,4,0.076923,0.076923
2021,2022,2021->2022,EA1013,Nonresident,7.2,6.6,,,1,0.0,0.0
2021,2022,2021->2022,PB5034,Nonresident,1.535714,2.0,,,2,0.035714,0.035714
2021,2022,2021->2022,DB1588,Resident,48.0,13.0,,,80,0.0,0.0
2021,2022,2021->2022,EB3555,Resident,2.535714,23.678571,-22,-22,3,0.071429,0.071429
2021,2022,2021->2022,MB6209,Resident,6.428571,62.75,,,2,0.0,0.0
2021,2022,2021->2022,DB1065,Resident,4.043478,11.304348,1,1,19,0.217391,0.217391
2021,2022,2021->2022,MB6202,Resident,7.75,81.0,-24,-24,3,0.035714,0.035714
2021,2022,2021->2022,EB1007,Nonresident,421.0,0.0,,,50,0.0,0.0
2021,2022,2021->2022,EB3111,Resident,3.925926,24.814815,-20,-20,8,0.111111,0.111111
2021,2022,2021->2022,MB6208,Nonresident,4.892857,48.178571,,,2,0.035714,0.035714
2021,2022,2021->2022,PB5314,Nonresident,1.035714,0.964286,,,3,0.039683,0.047619
2021,2022,2021->2022,MB6000,Resident,83.290323,610.967742,,,23,0.080323,0.087097
2021,2022,2021->2022,EB3609,Resident,1.130435,4.652174,-8,-8,6,0.173913,0.173913
2021,2022,2021->2022,DB1338,Resident,1.8,2.8,,,1,0.0,0.0
2021,2022,2021->2022,DB1324,Resident,0.521739,1.086957,,,2,0.0,0.0
2021,2022,2021->2022,MB6001,Resident,30.37931,233.034483,-25,-25,5,0.068966,0.068966
2021,2022,2021->2022,DB1521,Resident,104.0,33.25,,,355,0.0,0.0
2021,2022,2021->2022,DB1340,Nonresident,712.392857,5084.392857,,,283,0.607143,0.607143
2021,2022,2021->2022,EB3508,Nonresident,2.392857,11.5,,,2,0.035714,0.035714
2021,2022,2021->2022,EB3152,Nonresident,10.758621,34.724138,,,26,0.173027,0.177011
2021,2022,2021->2022,DB1281,Resident,0.956522,2.217391,-5,-5,6,0.173913,0.173913
2021,2022,2021->2022,DB1514,Nonresident,7.0,0.5,,,14,0.0,0.0
2021,2022,2021->2022,BR7314,Resident,3.785714,14.571429,,,2,0.071429,0.071429
2021,2022,2021->2022,EB3024,Nonresident,20.366667,73.766667,0,0,2,0.034259,0.038889
2021,2022,2021->2022,DB1200,Resident,15.535714,170.285714,,,3,0.035714,0.035714
2021,2022,2021->2022,DB1241,Resident,0.913043,3.304348,,,2,0.0,0.0
2021,2022,2021->2022,DA1030,Resident,9.0,11.5,,,18,0.0,0.0
2021,2022,2021->2022,DB1279,Resident,3.086957,18.956522,,,1,0.0,0.0
2021,2022,2021->2022,DA1001,Nonresident,2.5,1.0,,,2,0.0,0.0
2021,2022,2021->2022,PD1035,Resident,71.0,82.285714,,,21,0.0,0.0
2021,2022,2021->2022,DB1085,Resident,1.695652,6.608696,-8,-8,16,0.173913,0.173913
2021,2022,2021->2022,DB1516,Resident,72.833333,97.166667,,,256,0.0,0.0
2021,2022,2021->2022,DB1513,Nonresident,9.0,1.75,,,34,0.0,0.0
2021,2022,2021->2022,DB1209,Nonresident,0.142857,0.321429,,,1,0.0,0.0
2021,2022,2021->2022,EA1077,Nonresident,1.0,0.0,,,1,0.0,0.0
2021,2022,2021->2022,DB1031,Nonresident,4.821429,35.928571,,,4,0.039683,0.047619
2021,2022,2021->2022,RS6704,Nonresident,23.321429,123.964286,,,8,0.037946,0.044643
2021,2022,2021->2022,DB1770,Resident,36.0,0.0,,,36,0.0,0.0
2021,2022,2021->2022,EB3131,Resident,1.173913,2.695652,6,6,4,0.086957,0.086957
2021,2022,2021->2022,DB1571,Nonresident,5.0,10.0,,,8,0.0,0.0
2021,2022,2021->2022,BR7009,Resident,2.2,4.2,,,3,0.4,0.4
2021,2022,2021->2022,DB1264,Nonresident,0.392857,0.821429,,,1,0.0,0.0
2021,2022,2021->2022,DB1041,Resident,11.954545,36.0,1,1,17,0.186869,0.19697
2021,2022,2021->2022,PB5007,Nonresident,0.724138,0.689655,,,7,0.035022,0.038793
2021,2022,2021->2022,DB1305,Nonresident,0.214286,0.607143,,,1,0.0,0.0
2021,2022,2021->2022,DB1795,Nonresident,1.0,0.0,,,1,0.0,0.0
2021,2022,2021->2022,EB3143,Nonresident,1.103448,2.103448,,,2,0.068966,0.068966
2021,2022,2021->2022,EB3032,Nonresident,1.793103,2.172414,-4,-4,2,0.103448,0.103448
2021,2022,2021->2022,MB6005,Nonresident,10.535714,92.357143,2,2,5,0.008929,0.017857
2021,2022,2021->2022,EB3536,Resident,2.130435,10.347826,-11,-11,6,0.086957,0.086957
2021,2022,2021->2022,BR7233,Resident,7.75,14.875,,,19,0.5,0.5
2021,2022,2021->2022,EB3002,Nonresident,2.137931,2.413793,,,1,0.0,0.0
2021,2022,2021->2022,EA1194,Resident,4.333333,4.0,,,12,0.0,0.0
2021,2022,2021->2022,EA1087,Resident,23.333333,54.666667,,,92,0.0,0.0
2021,2022,2021->2022,PB5329,Resident,1.130435,2.130435,-4,-4,3,0.086957,0.086957
2021,2022,2021->2022,PB5042,Resident,7.761905,13.619048,-5,-5,25,0.142857,0.142857
2021,2022,2021->2022,EB3519,Resident,4.666667,26.375,-14,-14,8,0.166667,0.166667
2021,2022,2021->2022,EA1090,Nonresident,11.0,0.0,,,4,0.0,0.0
2021,2022,2021->2022,PB5337,Nonresident,0.321429,0.214286,,,2,0.035714,0.035714
2021,2022,2021->2022,DB1201,Resident,2.478261,15.565217,,,2,0.0,0.0
2021,2022,2021->2022,GO6810,Resident,69.083333,400.0,-19,-19,5,0.083333,0.083333
2021,2022,2021->2022,RS6703,Nonresident,50.62069,315.448276,,,5,0.040816,0.049261
2021,2022,2021->2022,EB3060,Nonresident,1.137931,2.482759,,,2,0.035862,0.041379
2021,2022,2021->2022,PB5058,Nonresident,0.071429,0.035714,,,1,0.0,0.0
2021,2022,2021->2022,BI6517,Resident,39.6,149.466667,1,1,3,0.07037,0.077778
2021,2022,2021->2022,BR7018,Resident,5.0,13.545455,,,7,0.181818,0.181818
2021,2022,2021->2022,MB6226,Resident,6.785714,69.642857,,,5,0.071429,0.071429
2021,2022,2021->2022,EA1038,Nonresident,10.0,6.6,,,25,0.0,0.0
2021,2022,2021->2022,EA1116,Nonresident,6.666667,5.333333,,,10,0.0,0.0
2021,2022,2021->2022,PB5019,Nonresident,0.931034,1.413793,,,6,0.049808,0.057471
2021,2022,2021->2022,EA1208,Resident,110.857143,161.571429,,,65,0.0,0.0
2021,2022,2021->2022,PB5048,Resident,8.608696,16.434783,-4,-4,43,0.26087,0.26087
2021,2022,2021->2022,BR7230,Resident,3.5,1.75,,,5,0.75,0.75
2021,2022,2021->2022,BR7101,Nonresident,2.0,2.0,,,1,0.0,0.0
2021,2022,2021->2022,EB3514,Resident,48.714286,408.964286,-23,-23,28,0.107143,0.107143
2021,2022,2021->2022,MB6219,Resident,16.8,197.033333,-25,-25,3,0.066667,0.066667
2021,2022,2021->2022,BI6504,Nonresident,25.275862,97.275862,,,12,0.007125,0.015674
2021,2022,2021->2022,BI6506,Resident,10.166667,36.541667,2,2,16,0.208333,0.208333
2021,2022,2021->2022,DB1008,Resident,21.482759,187.137931,-23,-23,8,0.103448,0.103448
2021,2022,2021->2022,EA1031,Nonresident,4.6,7.8,,,3,0.0,0.0
2021,2022,2021->2022,EB3109,Resident,4.965517,35.517241,-25,-25,4,0.068966,0.068966
2021,2022,2021->2022,PD1007,Resident,34.428571,53.714286,,,4,0.0,0.0
2021,2022,2021->2022,EB3015,Nonresident,4.965517,16.655172,,,6,0.069923,0.074713
2021,2022,2021->2022,BR7312,Resident,16.0,109.105263,,,8,0.105263,0.105263
2021,2022,2021->2022,PB5021,Resident,1.217391,1.782609,11,11,14,0.173913,0.173913
2021,2022,2021->2022,DB1280,Resident,2.0,7.26087,,,2,0.0,0.0
2021,2022,2021->2022,EB3527,Nonresident,1.214286,5.821429,,,2,0.035714,0.035714
2021,2022,2021->2022,MB6002,Nonresident,27.222222,193.740741,,,3,0.009259,0.018519
2021,2022,2021->2022,EB3066,Nonresident,28.1,163.6,,,3,0.037037,0.044444
2021,2022,2021->2022,DB1771,Resident,59.333333,4.666667,,,177,0.0,0.0
2021,2022,2021->2022,DB1310,Resident,2.130435,5.695652,-12,-12,3,0.043478,0.043478
2021,2022,2021->2022,DB1542,Nonresident,17.5,4.5,,,51,0.0,0.0
2021,2022,2021->2022,EB3033,Nonresident,1.034483,1.206897,,,11,0.112069,0.12069
2021,2022,2021->2022,GO6801,Resident,34.153846,271.038462,-21,-21,17,0.115385,0.115385
2021,2022,2021->2022,PB5049,Nonresident,11.37931,22.448276,3,3,10,0.205194,0.206034
2021,2022,2021->2022,DB1780,Nonresident,1.0,0.0,,,1,0.0,0.0
2021,2022,2021->2022,PB5020,Nonresident,0.689655,0.758621,,,3,0.034483,0.034483
2021,2022,2021->2022,DB1775,Nonresident,3.0,0.0,,,2,0.0,0.0
2021,2022,2021->2022,PB5044,Resident,1.826087,3.0,-5,-5,5,0.086957,0.086957
2021,2022,2021->2022,PB5330,Resident,0.347826,0.695652,,,2,0.0,0.0
2021,2022,2021->2022,PD1017,Resident,27.375,37.875,,,30,0.0,0.0
2021,2022,2021->2022,DB1288,Nonresident,0.892857,2.035714,,,2,0.035714,0.035714
2021,2022,2021->2022,BR7016,Nonresident,3.25,1.5,,,3,0.5,0.5
2021,2022,2021->2022,EA1007,Resident,15.4,12.8,,,4,0.0,0.0
2021,2022,2021->2022,MB6010,Nonresident,30.285714,221.035714,,,4,0.035714,0.035714
2021,2022,2021->2022,DB1785,Nonresident,4.333333,6.0,,,2,0.0,0.0
2021,2022,2021->2022,DB1047,Resident,6.521739,43.434783,-16,-16,4,0.130435,0.130435
2021,2022,2021->2022,EB3063,Nonresident,5.137931,20.862069,-1,-1,7,0.146552,0.155172
2021,2022,2021->2022,EB3124,Resident,14.896552,38.034483,-2,-2,22,0.208678,0.214734
2021,2022,2021->2022,EB3153,Nonresident,0.965517,2.206897,,,5,0.077586,0.086207
2021,2022,2021->2022,DB1787,Resident,15.2,39.2,,,17,0.0,0.0
2021,2022,2021->2022,EA1078,Nonresident,6.333333,12.333333,,,21,0.0,0.0
2021,2022,2021->2022,DB1525,Nonresident,18.2,5.0,,,77,0.0,0.0
2021,2022,2021->2022,EA1113,Nonresident,4.333333,2.666667,,,3,0.0,0.0
2021,2022,2021->2022,DB1549,Resident,70.142857,162.428571,,,326,0.0,0.0
2021,2022,2021->2022,EA1203,Resident,5.6,6.4,,,4,0.0,0.0
2021,2022,2021->2022,DB1036,Resident,1.545455,5.681818,0,0,5,0.102273,0.113636
2021,2022,2021->2022,EA1112,Resident,17.833333,40.0,,,45,0.0,0.0
2021,2022,2021->2022,MB6207,Resident,4.076923,42.038462,,,2,0.0,0.0
2021,2022,2021->2022,DB1289,Nonresident,0.678571,3.428571,,,2,0.035714,0.035714
2021,2022,2021->2022,PB5059,Nonresident,1.275862,1.827586,,,4,0.068966,0.068966
2021,2022,2021->2022,EA1091,Nonresident,3.75,3.25,,,4,0.0,0.0
2021,2022,2021->2022,EB3093,Resident,6.391304,32.391304,1,1,14,0.086957,0.086957
2021,2022,2021->2022,DB1535,Nonresident,10.166667,3.5,,,58,0.0,0.0
2021,2022,2021->2022,DB1570,Nonresident,7.571429,16.285714,,,16,0.0,0.0
2021,2022,2021->2022,DB1581,Resident,127.75,42.5,,,368,0.0,0.0
2021,2022,2021->2022,RS6708,Resident,16.583333,112.291667,-18,-18,3,0.083333,0.083333
2021,2022,2021->2022,PB5025,Nonresident,5.344828,2.931034,1,1,4,0.096897,0.1
2021,2022,2021->2022,EA1017,Resident,44.285714,85.571429,,,9,0.0,0.0
2021,2022,2021->2022,GO6800,Nonresident,85.137931,615.413793,,,3,0.054647,0.060852
2021,2022,2021->2022,DB1774,Nonresident,1.0,0.0,,,1,0.0,0.0
2021,2022,2021->2022,DB1053,Nonresident,0.758621,2.413793,,,3,0.034483,0.034483
2021,2022,2021->2022,DA1040,Resident,13.0,6.5,,,48,0.0,0.0
2021,2022,2021->2022,EA1175,Resident,3.2,4.2,,,8,0.0,0.0
2021,2022,2021->2022,MB6222,Resident,4.703704,43.148148,-23,-23,3,0.037037,0.037037
2021,2022,2021->2022,EA1101,Resident,117.285714,113.428571,,,86,0.0,0.0
2021,2022,2021->2022,PD1018,Nonresident,6.2,9.8,,,1,0.0,0.0
2021,2022,2021->2022,BI6534,Nonresident,26.148148,168.777778,,,1,0.0,0.0
2021,2022,2021->2022,BR1008,Resident,20.25,9.25,,,26,0.75,0.75
2021,2022,2021->2022,DB1572,Nonresident,2.666667,1.0,,,8,0.0,0.0
2021,2022,2021->2022,EA1187,Resident,6.666667,4.666667,,,18,0.0,0.0
2021,2022,2021->2022,EB3098,Resident,5.217391,16.826087,2,2,8,0.217391,0.217391
2021,2022,2021->2022,DB1560,Nonresident,13.285714,26.714286,,,26,0.0,0.0
2021,2022,2021->2022,DB1089,Nonresident,0.62069,2.034483,,,3,0.034483,0.034483
2021,2022,2021->2022,DB1306,Resident,1.0,3.869565,,,2,0.0,0.0
2021,2022,2021->2022,DS6611,Nonresident,95.766667,681.766667,,,1,0.0,0.0
2021,2022,2021->2022,DB1538,Nonresident,6.666667,1.0,,,19,0.0,0.0
2021,2022,2021->2022,EB3006,Resident,37.333333,123.142857,-6,-6,83,0.381724,0.387013
2021,2022,2021->2022,DB1556,Resident,389.3,115.5,,,3531,0.0,0.0
2021,2022,2021->2022,DB1082,Nonresident,2.310345,10.758621,,,9,0.104828,0.110345
2021,2022,2021->2022,DB1015,Resident,11.090909,35.090909,0,0,14,0.121337,0.128099
2021,2022,2021->2022,EB3504,Nonresident,0.142857,0.5,,,1,0.0,0.0
2021,2022,2021->2022,PB5008,Resident,1.695652,2.304348,8,8,11,0.217391,0.217391
2021,2022,2021->2022,PB5302,Nonresident,7.607143,23.714286,,,16,0.047376,0.056122
2021,2022,2021->2022,EA1066,Nonresident,7.25,11.25,,,8,0.0,0.0
2021,2022,2021->2022,DB1297,Resident,2.0,10.130435,-11,-11,7,0.130435,0.130435
2021,2022,2021->2022,PB5305,Nonresident,0.107143,0.107143,,,2,0.035714,0.035714
2021,2022,2021->2022,EB3086,Resident,5.038462,11.192308,6,6,11,0.076923,0.076923
2021,2022,2021->2022,EB3000,Resident,10.56,31.68,10,10,19,0.2,0.2
2021,2022,2021->2022,BR7213,Resident,8.0,14.142857,,,8,0.285714,0.285714
2021,2022,2021->2022,EB3120,Resident,5.642857,33.714286,-5,-5,8,0.142857,0.142857
2021,2022,2021->2022,PB5038,Resident,4.130435,7.086957,6,6,11,0.086957,0.086957
2021,2022,2021->2022,EB3081,Nonresident,0.689655,0.62069,,,7,0.068966,0.068966
2021,2022,2021->2022,MB6262,Resident,2.925926,27.407407,,,2,0.0,0.0
2021,2022,2021->2022,DB1001,Nonresident,12.793103,19.241379,,,19,0.10877,0.116995
2021,2022,2021->2022,EA1189,Resident,76.166667,98.0,,,345,0.0,0.0
2021,2022,2021->2022,MB6210,Nonresident,0.928571,6.607143,,,1,0.0,0.0
2021,2022,2021->2022,EB3040,Resident,33.551724,176.965517,0,0,21,0.141762,0.149425
2021,2022,2021->2022,EA1242,Nonresident,10.0,0.5,,,10,0.0,0.0
2021,2022,2021->2022,EA1176,Resident,14.75,16.75,,,49,0.0,0.0
2021,2022,2021->2022,EB3069,Nonresident,2.034483,9.172414,-8,-8,4,0.10728,0.114943
2021,2022,2021->2022,PD1012,Resident,11.857143,12.0,,,18,0.0,0.0
2021,2022,2021->2022,EB3521,Nonresident,1.785714,4.892857,,,10,0.035714,0.035714
2021,2022,2021->2022,DS6608,Resident,31.962963,244.777778,5,5,7,0.074074,0.074074
2021,2022,2021->2022,GO6819,Nonresident,5.25,33.928571,,,3,0.037143,0.042857
2021,2022,2021->2022,BR7005,Nonresident,2.25,1.5,,,1,0.0,0.0
2021,2022,2021->2022,EB3039,Resident,48.363636,150.909091,0,0,84,0.3368,0.347273
2021,2022,2021->2022,PD1024,Resident,12.875,28.625,,,2,0.0,0.0
2021,2022,2021->2022,EB3145,Resident,10.875,31.041667,11,11,29,0.208333,0.208333
2021,2022,2021->2022,DA1046,Nonresident,298.777778,275.0,,,677,0.0,0.0
2021,2022,2021->2022,DB1222,Resident,4.0,23.173913,-15,-15,4,0.086957,0.086957
2021,2022,2021->2022,BI6526,Resident,227.965517,1945.793103,-5,-5,70,0.241379,0.241379
2021,2022,2021->2022,MB6257,Resident,2.041667,16.0,,,1,0.0,0.0
2021,2022,2021->2022,EA1067,Nonresident,6.0,5.666667,,,8,0.0,0.0
2021,2022,2021->2022,EB3144,Resident,4.391304,15.565217,2,2,14,0.173913,0.173913
2021,2022,2021->2022,DB1557,Nonresident,6.8,4.2,,,32,0.0,0.0
2021,2022,2021->2022,DB1283,Nonresident,0.785714,2.892857,,,1,0.0,0.0
2021,2022,2021->2022,MB6011,Nonresident,174.1,1567.733333,0,0,27,0.068887,0.075269
2021,2022,2021->2022,DB1000,Nonresident,16.344828,89.37931,,,7,0.035623,0.040752
2021,2022,2021->2022,BR7114,Resident,14.8,38.2,,,18,0.3,0.3
2021,2022,2021->2022,EB3534,Resident,4.75,45.464286,-24,-24,4,0.071429,0.071429
2021,2022,2021->2022,PD1036,Nonresident,10.2,10.2,,,3,0.0,0.0
2021,2022,2021->2022,DA1028,Resident,97.166667,78.333333,,,96,0.0,0.0
2021,2022,2021->2022,DB1503,Nonresident,38.4,10.0,,,138,0.0,0.0
2021,2022,2021->2022,DA1029,Nonresident,3.0,0.0,,,0,0.0,0.0
2021,2022,2021->2022,BR7104,Resident,14.928571,57.071429,,,12,0.214286,0.214286
2021,2022,2021->2022,BR7300,Resident,7.555556,44.777778,,,6,0.166667,0.166667
2021,2022,2021->2022,DB1269,Nonresident,0.75,3.428571,,,2,0.035714,0.035714
2021,2022,2021->2022,EB3142,Resident,2.217391,5.130435,8,8,12,0.26087,0.26087
2021,2022,2021->2022,RS6712,Resident,81.740741,616.333333,,,5,0.037037,0.037037
2021,2022,2021->2022,EA1193,Resident,14.166667,30.333333,,,61,0.0,0.0
2021,2022,2021->2022,MB6009,Resident,16.888889,115.333333,,,4,0.074074,0.074074
2021,2022,2021->2022,BR7012,Nonresident,2.25,5.0,,,2,0.125,0.125
2021,2022,2021->2022,DA1044,Nonresident,4.0,1.0,,,0,0.0,0.0
2021,2022,2021->2022,DB1073,Resident,2.863636,12.681818,2,2,3,0.136364,0.136364
2021,2022,2021->2022,DA1009,Nonresident,14.142857,19.0,,,7,0.0,0.0
2021,2022,2021->2022,EA1229,Nonresident,5.666667,4.0,,,10,0.0,0.0
2021,2022,2021->2022,EA1192,Resident,4.75,6.0,,,18,0.0,0.0
2021,2022,2021->2022,EA1056,Nonresident,1.333333,1.0,,,1,0.0,0.0
2021,2022,2021->2022,DB1074,Nonresident,1.310345,1.137931,,,2,0.043103,0.051724
2021,2022,2021->2022,PD1042,Resident,30.0,26.166667,,,24,0.0,0.0
2021,2022,2021->2022,EA1021,Nonresident,7.0,4.0,,,7,0.0,0.0
2021,2022,2021->2022,GO6814,Resident,7.6,44.16,-21,-21,4,0.08,0.08
