hunt_code,hunt_name,species,hunt_type,weapon,sex_type,boundary_id,in_2026_database_universe,has_2025_historical_permits,has_2026_current_permits,comparison_status,comparison_confidence,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permit_delta_total_exact_or_candidate,permit_delta_basis,mapped_2025_historical_codes,mapped_2025_historical_totals,mapped_2025_historical_total_sum_candidate,crosswalk_status,crosswalk_confidence,crosswalk_method,review_priority,review_reason
EB3032,"Cache, Meadowville",Elk,Limited Entry,Early Any Legal Weapon,Bull,33,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,1,5,2025_DRAW_RESULTS_TABLES,3,1,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,-1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3033,"Cache, Meadowville",Elk,Limited Entry,Late Any Legal Weapon,Bull,33,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,7,1,8,2025_DRAW_RESULTS_TABLES,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,-1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3081,"Cache, Meadowville",Elk,Limited Entry,Muzzleloader,Bull,33,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,6,1,7,2025_DRAW_RESULTS_TABLES,5,1,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,-1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3105,"Cache, Meadowville",Elk,Limited Entry,Multiseason,Bull,33,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3168,"Cache, Meadowville",Elk,Limited Entry,Late Archery,Bull,33,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
EB3169,"Cache, Meadowville",Elk,Limited Entry,Mid Any Legal Weapon,Bull,33,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,13,2,15,2025_DRAW_RESULTS_TABLES,11,1,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,-3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3003,Cache Meadowville,Elk,Limited Entry - Private Land Only,Archery,Bull,33,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,5,CROSSWALK_CANDIDATE_SUM,EB3003,EB3003:11,11,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3032,Cache Meadowville,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,33,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,21,,16,CROSSWALK_CANDIDATE_SUM,EB3032,EB3032:5,5,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3033,Cache Meadowville,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,33,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,8,CROSSWALK_CANDIDATE_SUM,EB3033,EB3033:8,8,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3081,Cache Meadowville,Elk,Limited Entry - Private Land Only,Muzzleloader,Bull,33,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,3,,-4,CROSSWALK_CANDIDATE_SUM,EB3081,EB3081:7,7,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3168,Cache Meadowville,Elk,Limited Entry - Private Land Only,Archery,Bull,33,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,14,,,NOT_CALCULATED,,,,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
EL3169,Cache Meadowville,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,33,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,1,CROSSWALK_CANDIDATE_SUM,EB3169,EB3169:15,15,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EB3132,"Cache, North",Elk,Limited Entry,September Archery,Bull,36,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,25,3,28,2025_DRAW_RESULTS_TABLES,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,-4,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3139,"Cache, North",Elk,Limited Entry,HAMSS,Bull,36,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,25,3,28,2025_DRAW_RESULTS_TABLES,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,-4,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3132,Cache North,Elk,Limited Entry - Private Land Only,Archery,Bull,36,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,30,,2,CROSSWALK_CANDIDATE_SUM,EB3132,EB3132:28,28,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3139,Cache North,Elk,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Bull,36,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,30,,2,CROSSWALK_CANDIDATE_SUM,EB3139,EB3139:28,28,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EA1010,"Cache, Rich",Elk,General Season,Any Legal Weapon,Antlerless,38,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,18,2,20,2025_DRAW_RESULTS_TABLES,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,15,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1193,"Cache, Rich",Elk,General Season,Any Legal Weapon,Antlerless,38,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,18,2,20,2025_DRAW_RESULTS_TABLES,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,15,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PB5073,"Cache, Rich",Pronghorn,Limited Entry,Any Legal Weapon,Buck,38,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,6,0,6,2025_DRAW_RESULTS_TABLES,6,0,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PB5074,"Cache, Rich",Pronghorn,Limited Entry,Archery,Buck,38,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,0,2,2025_DRAW_RESULTS_TABLES,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PB5075,"Cache, Rich",Pronghorn,Limited Entry,Muzzleloader,Buck,38,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,0,2,2025_DRAW_RESULTS_TABLES,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1011,"Cache, Richards Hollow",Elk,General Season,Any Legal Weapon,Antlerless,39,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1012,"Cache, Richmond Hyde Park",Elk,General Season,Any Legal Weapon,Antlerless,40,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,1,5,2025_DRAW_RESULTS_TABLES,4,1,5,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1206,"Cache, Richmond Hyde Park",Elk,General Season,Any Legal Weapon,Antlerless,40,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,9,1,10,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3005,"Cache, South",Elk,Limited Entry,Archery,Bull,41,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,8,1,9,2025_DRAW_RESULTS_TABLES,10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3036,"Cache, South",Elk,Limited Entry,Early Any Legal Weapon,Bull,41,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,3,0,3,2025_DRAW_RESULTS_TABLES,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3037,"Cache, South",Elk,Limited Entry,Late Any Legal Weapon,Bull,41,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,1,6,2025_DRAW_RESULTS_TABLES,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3083,"Cache, South",Elk,Limited Entry,Muzzleloader,Bull,41,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,1,6,2025_DRAW_RESULTS_TABLES,5,1,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3107,"Cache, South",Elk,Limited Entry,Multiseason,Bull,41,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3170,"Cache, South",Elk,Limited Entry,Late Archery,Bull,41,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,1,5,2025_DRAW_RESULTS_TABLES,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3171,"Cache, South",Elk,Limited Entry,Mid Any Legal Weapon,Bull,41,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,10,1,11,2025_DRAW_RESULTS_TABLES,11,1,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3005,Cache South,Elk,Limited Entry - Private Land Only,Archery,Bull,41,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,7,CROSSWALK_CANDIDATE_SUM,EB3005,EB3005:9,9,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3036,Cache South,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,41,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,21,,18,CROSSWALK_CANDIDATE_SUM,EB3036,EB3036:3,3,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3037,Cache South,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,41,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,10,CROSSWALK_CANDIDATE_SUM,EB3037,EB3037:6,6,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3083,Cache South,Elk,Limited Entry - Private Land Only,Muzzleloader,Bull,41,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,3,,-3,CROSSWALK_CANDIDATE_SUM,EB3083,EB3083:6,6,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3170,Cache South,Elk,Limited Entry - Private Land Only,Archery,Bull,41,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,14,,9,CROSSWALK_CANDIDATE_SUM,EB3170,EB3170:5,5,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3171,Cache South,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,41,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,5,CROSSWALK_CANDIDATE_SUM,EB3171,EB3171:11,11,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EA1013,"Manti, Central",Elk,General Season,Any Legal Weapon,Antlerless,43,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,63,7,70,2025_DRAW_RESULTS_TABLES,63,7,70,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1015,"Manti, Ferron Canyon",Elk,General Season,Any Legal Weapon,Antlerless,45,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,64,5,69,2025_DRAW_RESULTS_TABLES,63,7,70,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1017,"Manti, Gordon Creek-Price Canyon",Elk,General Season,Any Legal Weapon,Antlerless,47,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,90,10,100,2025_DRAW_RESULTS_TABLES,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1018,"Manti, Horn Mtn",Elk,General Season,Any Legal Weapon,Antlerless,49,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,55,5,60,2025_DRAW_RESULTS_TABLES,54,6,60,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2011,Manti,Elk,Private Lands Only,Any Legal Weapon,Antlerless,51,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,300,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
EB3006,Manti,Elk,Limited Entry,Archery,Bull,51,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,155,17,172,2025_DRAW_RESULTS_TABLES,148,17,165,2026_RAC_CURRENT_YEAR_ALLOTMENT,-7,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3038,Manti,Elk,Limited Entry,Early Any Legal Weapon,Bull,51,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,64,6,70,2025_DRAW_RESULTS_TABLES,61,7,68,2026_RAC_CURRENT_YEAR_ALLOTMENT,-2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3039,Manti,Elk,Limited Entry,Late Any Legal Weapon,Bull,51,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,106,11,117,2025_DRAW_RESULTS_TABLES,102,11,113,2026_RAC_CURRENT_YEAR_ALLOTMENT,-4,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3084,Manti,Elk,Limited Entry,Muzzleloader,Bull,51,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,92,10,102,2025_DRAW_RESULTS_TABLES,89,10,99,2026_RAC_CURRENT_YEAR_ALLOTMENT,-3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3108,Manti,Elk,Limited Entry,Multiseason,Bull,51,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,19,2,21,2025_DRAW_RESULTS_TABLES,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,-1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3126,Manti,Elk,Limited Entry,Mid Any Legal Weapon,Bull,51,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,183,19,202,2025_DRAW_RESULTS_TABLES,175,20,195,2026_RAC_CURRENT_YEAR_ALLOTMENT,-7,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3172,Manti,Elk,Limited Entry,Late Archery,Bull,51,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3006,Manti,Elk,Limited Entry - Private Land Only,Archery,Bull,51,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-156,CROSSWALK_CANDIDATE_SUM,EB3006,EB3006:172,172,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3038,Manti,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,51,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,21,,-49,CROSSWALK_CANDIDATE_SUM,EB3038,EB3038:70,70,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3039,Manti,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,51,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-101,CROSSWALK_CANDIDATE_SUM,EB3039,EB3039:117,117,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3084,Manti,Elk,Limited Entry - Private Land Only,Muzzleloader,Bull,51,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,3,,-99,CROSSWALK_CANDIDATE_SUM,EB3084,EB3084:102,102,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3126,Manti,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,51,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-186,CROSSWALK_CANDIDATE_SUM,EB3126,EB3126:202,202,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3172,Manti,Elk,Limited Entry - Private Land Only,Archery,Bull,51,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,14,,4,CROSSWALK_CANDIDATE_SUM,EB3172,EB3172:10,10,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
BR7003,Manti North,Black Bear,Limited Entry - Spring,Any Legal Weapon,Either Sex,52,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,17,2,19,2025_DRAW_RESULTS_TABLES,17,2,19,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BR7104,Manti North,Black Bear,Limited Entry - Summer,Any Legal Weapon,Either Sex,52,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,17,1,18,2025_DRAW_RESULTS_TABLES,17,1,18,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BR7203,Manti North,Black Bear,Limited Entry - Fall,Any Legal Weapon,Either Sex,52,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,10,1,11,2025_DRAW_RESULTS_TABLES,10,1,11,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BR7303,Manti North,Black Bear,Limited Entry - Multiseason,Multiseason,Either Sex,52,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,13,1,14,2025_DRAW_RESULTS_TABLES,13,1,14,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1020,"Manti, Mohrland-Stump Flat",Elk,General Season,Any Legal Weapon,Antlerless,55,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,110,10,120,2025_DRAW_RESULTS_TABLES,108,12,120,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1022,"Manti, North",Elk,General Season,Any Legal Weapon,Antlerless,58,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,272,28,300,2025_DRAW_RESULTS_TABLES,270,30,300,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1100,Chalk Creek,Deer,Limited Entry,Muzzleloader,Buck,69,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,10,1,11,2025_DRAW_RESULTS_TABLES,10,1,11,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1599,Chalk Creek,Deer,General Season,Any Legal Weapon (Late),Buck,69,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,788,12,800,2025_DRAW_RESULTS_TABLES,,,880,,80,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1600,Chalk Creek,Deer,General Season,Archery,Buck,69,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,247,5,252,2025_DRAW_RESULTS_TABLES,,,440,,188,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1601,Chalk Creek,Deer,General Season,Any Legal Weapon (Early),Buck,69,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,308,13,321,2025_DRAW_RESULTS_TABLES,,,440,,119,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1602,Chalk Creek,Deer,General Season,Muzzleloader,Buck,69,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,161,7,168,2025_DRAW_RESULTS_TABLES,,,440,,272,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1799,Chalk Creek,Deer,General Season,Dedicated Hunter,Buck,69,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,18,1,19,2025_DRAW_RESULTS_TABLES,,,292,,273,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1026,Chalk Creek,Elk,General Season,Any Legal Weapon,Antlerless,69,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,256,4,260,2025_DRAW_RESULTS_TABLES,315,35,350,2026_RAC_CURRENT_YEAR_ALLOTMENT,90,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA2004,Chalk Creek,Elk,Private Lands Only,Any Legal Weapon,Antlerless,69,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,600,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
LO1599,Chalk Creek,Deer,General Season - Private Land Only,Any Legal Weapon (Late),Buck,69,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
