source_file,source_row_number,rac_family,allocation_scope,hunt_code,hunt_codes_raw,hunt_name,permit_group,category,species,weapon,sex_type,season_dates_2026,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2025_text,permits_2026_text,source_document,source_note,db_hunt_name,db_species,db_weapon,db_hunt_type,db_season,db_permits_2026_res,db_permits_2026_nr,db_permits_2026_total,comparison_status,comparison_detail,delta_res,delta_nr,delta_total,significant_difference
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_deer_permits.csv,12,antlerless_deer,HUNT_CODE_TOTAL_ONLY,DA1009,DA1009,"Pine Valley, Enterprise","Pine Valley, Enterprise",,Deer,Any Legal Weapon,,Aug 01 2026 - Aug 12 2026,,,25,,,25,,,2026-05-user-verified-table,User-corrected antlerless deer availability table; DA1051 removed as invalid and public draw total restored to 25.,"Pine Valley, Enterprise",Deer,Any Legal Weapon,General Season,Aug 01 2026 - Aug 12 2026,,,25,MATCH_TOTAL,RAC total-only value matches DATABASE.csv total.,,,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_deer_permits.csv,13,antlerless_deer,HUNT_CODE_TOTAL_ONLY,DA1018,DA1018,"Pine Valley, New Harmony","Pine Valley, New Harmony",,Deer,"Archery, Muzzleloader, Shotgun",,Aug 01 2026 - Aug 12 2026,,,20,,,20,,,2026-05-user-verified-table,User-corrected antlerless deer availability table; DA1051 removed as invalid and public draw total restored to 20.,"Pine Valley, New Harmony",Deer,"Archery, Muzzleloader, Shotgun",General Season,Aug 01 2026 - Aug 12 2026,,,20,MATCH_TOTAL,RAC total-only value matches DATABASE.csv total.,,,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_deer_permits.csv,14,antlerless_deer,HUNT_CODE_TOTAL_ONLY,DA1033,DA1033,"San Juan, Monticello","San Juan, Monticello",,Deer,Archery,,Aug 01 2026 - Sept 14 2026,,,5,,,5,,,2026-05-user-verified-table,User-corrected antlerless deer availability table; DA1051 removed as invalid and public draw total restored to 5.,"San Juan, Monticello",Deer,Archery,General Season,Aug 01 2026 - Sept 14 2026,,,5,MATCH_TOTAL,RAC total-only value matches DATABASE.csv total.,,,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_deer_permits.csv,15,antlerless_deer,HUNT_CODE_TOTAL_ONLY,DA1042,DA1042,"San Juan, Monticello","San Juan, Monticello",,Deer,Archery,,Nov 24 2026 - Dec 31 2026,,,5,,,5,,,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.,"San Juan, Monticello",Deer,Archery,General Season,Nov 24 2026 - Dec 31 2026,,,5,MATCH_TOTAL,RAC total-only value matches DATABASE.csv total.,,,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_deer_permits.csv,16,antlerless_deer,HUNT_CODE_TOTAL_ONLY,DA1047,DA1047,Vernal-Ouray Valley,Vernal-Ouray Valley,,Deer,Any Legal Weapon,,Sept 26 2026 - Dec 11 2026,,,25,,,25,,,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.,Vernal-Ouray Valley,Deer,Any Legal Weapon,General Season,Sept 26 2026 - Dec 11 2026,,,25,MATCH_TOTAL,RAC total-only value matches DATABASE.csv total.,,,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_deer_permits.csv,17,antlerless_deer,HUNT_CODE_TOTAL_ONLY,DA1049,DA1049,"Vernal, Ashley Valley","Vernal, Ashley Valley",,Deer,Archery,,Aug 15 2026 - Dec 11 2026,,,35,,,35,,,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.,"Vernal, Ashley Valley",Deer,Archery,General Season,Aug 15 2026 - Dec 11 2026,,,35,MATCH_TOTAL,RAC total-only value matches DATABASE.csv total.,,,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,2,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1222,EA1222,"Beaver, East",,,Elk,Any Legal Weapon,,Nov 21 2026 - Dec 11 2026,27,3,30,36,4,40,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 11 2026,36,4,40,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,3,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1223,EA1223,"Beaver, East",,,Elk,Any Legal Weapon,,Dec 12 2026 - Dec 26 2026,27,3,30,36,4,40,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Any Legal Weapon,General Season,Dec 12 2026 - Dec 26 2026,36,4,40,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,4,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1224,EA1224,"Book Cliffs, Bitter Creek/South",,,Elk,Any Legal Weapon,,Oct 03 2026 - Oct 15 2026,117,13,130,117,13,130,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/South",Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,117,13,130,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,5,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1225,EA1225,"Book Cliffs, Bitter Creek/South",,,Elk,Any Legal Weapon,,Nov 16 2026 - Dec 13 2026,147,16,163,147,16,163,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/South",Elk,Any Legal Weapon,General Season,Nov 16 2026 - Dec 13 2026,147,16,163,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,6,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1077,EA1077,Boulder-Circle Cliffs,,,Elk,Any Legal Weapon,,Oct 07 2026 - Jan 10 2027,27,3,30,27,3,30,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Boulder-Circle Cliffs,Elk,Any Legal Weapon,General Season,Oct 07 2026 - Jan 10 2027,27,3,30,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,7,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1075,EA1075,Boulder East,,,Elk,Any Legal Weapon,,Nov 21 2026 - Dec 31 2026,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Boulder East,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 31 2026,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,8,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1076,EA1076,Boulder West,,,Elk,Any Legal Weapon,,Nov 21 2026 - Dec 31 2026,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Boulder West,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 31 2026,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,9,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1287,EA1287,"Box Elder, Grouse Creek",,,Elk,Any Legal Weapon,,Nov 06 2026 - Jan 31 2027,0,0,0,27,3,30,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026; 2025 permit values were shown as dashes and normalized to zero for audit use.,"Box Elder, Grouse Creek",Elk,Any Legal Weapon,General Season,Nov 06 2026 - Jan 31 2027,27,3,30,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,10,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1266,EA1266,"Box Elder, Hansel Mtn",,,Elk,Any Legal Weapon,,Aug 01 2026 - Jan 31 2027,18,2,20,27,3,30,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Box Elder, Hansel Mtn",Elk,Any Legal Weapon,General Season,Aug 01 2026 - Jan 31 2027,27,3,30,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,11,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1203,EA1203,"Box Elder, Pilot Mtn",,,Elk,Any Legal Weapon,,Aug 01 2026 - Aug 15 2026,4,1,5,4,1,5,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Box Elder, Pilot Mtn",Elk,Any Legal Weapon,General Season,Aug 01 2026 - Aug 15 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,12,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1204,EA1204,"Box Elder, Pilot Mtn",,,Elk,Any Legal Weapon,,Oct 10 2026 - Oct 31 2026,4,1,5,4,1,5,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Box Elder, Pilot Mtn",Elk,Any Legal Weapon,General Season,Oct 10 2026 - Oct 31 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,13,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1267,EA1267,Cache,,,Elk,Any Legal Weapon,,Oct 03 2026 - Oct 25 2026,81,9,90,180,20,200,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Cache,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 25 2026,180,20,200,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,14,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1010,EA1010,"Cache, Rich",,,Elk,Any Legal Weapon,,Oct 03 2026 - Oct 25 2026,18,2,20,31,4,35,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Cache, Rich",Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 25 2026,31,4,35,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,15,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1193,EA1193,"Cache, Rich",,,Elk,Any Legal Weapon,,Nov 14 2026 - Jan 15 2027,18,2,20,31,4,35,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Cache, Rich",Elk,Any Legal Weapon,General Season,Nov 14 2026 - Jan 15 2027,31,4,35,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,16,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1011,EA1011,"Cache, Richards Hollow",,,Elk,Any Legal Weapon,,Nov 14 2026 - Dec 31 2026,9,1,10,18,2,20,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Cache, Richards Hollow",Elk,Any Legal Weapon,General Season,Nov 14 2026 - Dec 31 2026,18,2,20,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,17,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1026,EA1026,Chalk Creek,,,Elk,Any Legal Weapon,,Nov 07 2026 - Jan 30 2027,315,35,350,315,35,350,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Chalk Creek,Elk,Any Legal Weapon,General Season,Nov 07 2026 - Jan 30 2027,315,35,350,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,18,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1089,EA1089,Diamond Mtn,,,Elk,Any Legal Weapon,,Oct 31 2026 - Nov 08 2026,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Diamond Mtn,Elk,Any Legal Weapon,General Season,Oct 31 2026 - Nov 08 2026,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,19,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1090,EA1090,Diamond Mtn,,,Elk,Any Legal Weapon,,Nov 14 2026 - Nov 22 2026,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Diamond Mtn,Elk,Any Legal Weapon,General Season,Nov 14 2026 - Nov 22 2026,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,20,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1037,EA1037,Dolores Triangle,,,Elk,Any Legal Weapon,,Dec 12 2026 - Jan 31 2027,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Dolores Triangle,Elk,Any Legal Weapon,General Season,Dec 12 2026 - Jan 31 2027,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,21,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1236,EA1236,East Canyon,,,Elk,Any Legal Weapon,,Dec 01 2026 - Jan 11 2027,135,15,150,135,15,150,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,East Canyon,Elk,Any Legal Weapon,General Season,Dec 01 2026 - Jan 11 2027,135,15,150,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,22,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1272,EA1272,"East Canyon, East",,,Elk,Any Legal Weapon,,Dec 01 2026 - Jan 31 2027,135,15,150,135,15,150,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"East Canyon, East",Elk,Any Legal Weapon,General Season,Dec 01 2026 - Jan 31 2027,135,15,150,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,23,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1209,EA1209,"Fillmore, Oak Creek LE",,,Elk,Any Legal Weapon,,Nov 14 2026 - Jan 29 2027,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Fillmore, Oak Creek LE",Elk,Any Legal Weapon,General Season,Nov 14 2026 - Jan 29 2027,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,24,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1030,EA1030,"Fillmore, Pahvant",,,Elk,Any Legal Weapon,,Nov 14 2026 - Dec 05 2026,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Fillmore, Pahvant",Elk,Any Legal Weapon,General Season,Nov 14 2026 - Dec 05 2026,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,25,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1031,EA1031,"Fillmore, Pahvant",,,Elk,Any Legal Weapon,,Dec 12 2026 - Jan 29 2027,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Fillmore, Pahvant",Elk,Any Legal Weapon,General Season,Dec 12 2026 - Jan 29 2027,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,26,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1078,EA1078,Fishlake/Thousand Lakes,,,Elk,Any Legal Weapon,,Oct 03 2026 - Oct 15 2026,243,27,270,243,27,270,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Fishlake/Thousand Lakes,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,243,27,270,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,27,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1079,EA1079,Fishlake/Thousand Lakes East,,,Elk,Any Legal Weapon,,Nov 21 2026 - Dec 30 2026,58,7,65,58,7,65,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Fishlake/Thousand Lakes East,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 30 2026,58,7,65,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,28,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1080,EA1080,Fishlake/Thousand Lakes West,,,Elk,Any Legal Weapon,,Nov 21 2026 - Dec 30 2026,54,6,60,54,6,60,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Fishlake/Thousand Lakes West,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 30 2026,54,6,60,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,29,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1033,EA1033,Kamas,,,Elk,Any Legal Weapon,,Nov 07 2026 - Jan 17 2027,112,13,125,90,10,100,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Kamas,Elk,Any Legal Weapon,General Season,Nov 07 2026 - Jan 17 2027,90,10,100,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,30,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA2033,EA2033,Kamas,,,Elk,Archery,,Aug 15 2026 - Sept 16 2026,225,25,250,180,20,200,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Kamas,Elk,Archery,General Season,Aug 15 2026 - Sept 16 2026,180,20,200,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,31,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1035,EA1035,"Kamas, Oakley",,,Elk,Any Legal Weapon,,Nov 07 2026 - Dec 30 2026,112,13,125,90,10,100,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Kamas, Oakley",Elk,Any Legal Weapon,General Season,Nov 07 2026 - Dec 30 2026,90,10,100,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,32,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1038,EA1038,La Sal Mtns,,,Elk,Any Legal Weapon,,Oct 03 2026 - Oct 15 2026,180,20,200,180,20,200,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,La Sal Mtns,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,180,20,200,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,33,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1039,EA1039,La Sal Mtns,,,Elk,Any Legal Weapon,,Nov 19 2026 - Dec 31 2026,135,15,150,135,15,150,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,La Sal Mtns,Elk,Any Legal Weapon,General Season,Nov 19 2026 - Dec 31 2026,135,15,150,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
