hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_detail_text,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line,database_status,database_hunt_name,database_species,database_season,name_overlap_score,name_status,season_status,difference_severity,difference_reason
EB3111,60,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Limited-entry seasons,Limited-entry seasons,,,La Sal Mtns EB3111 Limited-entry seasons,MATCHED,La Sal Mtns,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3112,60,BULL_ELK_HUNT_TABLES,Elk,Monroe,Limited-entry seasons,Limited-entry seasons,,,Monroe EB3112 Limited-entry seasons,MATCHED,Monroe,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3113,60,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Limited-entry seasons,Limited-entry seasons,,,Mt Dutton EB3113 Limited-entry seasons,MATCHED,Mt Dutton,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3115,60,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Limited-entry seasons,Limited-entry seasons,,,"North Slope, Three Corners EB3115 Limited-entry seasons",MATCHED,"North Slope, Three Corners",Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3117,60,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Limited-entry seasons,Limited-entry seasons,,,Panguitch Lake EB3117 Limited-entry seasons,MATCHED,Panguitch Lake,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3120,60,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Limited-entry seasons,Limited-entry seasons,,,Fishlake/Thousand Lakes EB3120 Limited-entry seasons,MATCHED,Fishlake/Thousand Lakes,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3121,60,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Limited-entry seasons,Limited-entry seasons,,,San Juan Bull Elk EB3121 Limited-entry seasons,MATCHED,San Juan Bull Elk,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3122,60,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Limited-entry seasons,Limited-entry seasons,,,Diamond Mtn EB3122 Limited-entry seasons,MATCHED,Diamond Mtn,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3124,60,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Limited-entry seasons,Limited-entry seasons,,,Wasatch Mtns EB3124 Limited-entry seasons,MATCHED,Wasatch Mtns,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3126,57,BULL_ELK_HUNT_TABLES,Elk,Manti,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Manti EB3126 Oct. 3-Oct. 15,MATCHED,Manti,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3127,57,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Wasatch Mtns EB3127 Oct. 3-Oct. 15,MATCHED,Wasatch Mtns,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3130,54,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Pilot Mtn",Aug. 15-Sept. 6,Aug. 15-Sept. 6,,,"Box Elder, Pilot Mtn EB3130 Aug. 15-Sept. 6",MATCHED,"Box Elder, Pilot Mtn",Elk,Aug 15 2026 - Sept 06 2026,1.0,MATCH,MATCH,OK,
EB3132,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, North",Sept. 1-Sept. 30,Sept. 1-Sept. 30,,,"Cache, North EB3132 Sept. 1-Sept. 30",MATCHED,"Cache, North",Elk,Sept 01 2026 - Sept 30 2026,1.0,MATCH,MATCH,OK,
EB3135,55,BULL_ELK_HUNT_TABLES,Elk,Barney Top/Kaiparowits,Sept. 1-Sept. 30,Sept. 1-Sept. 30,,,Barney Top/Kaiparowits EB3135 Sept. 1-Sept. 30,MATCHED,Barney Top/Kaiparowits,Elk,Sept 01 2026 - Sept 30 2026,1.0,MATCH,MATCH,OK,
EB3136,55,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, North",Sept. 1-Sept. 30,Sept. 1-Sept. 30,,,"Southwest Desert, North EB3136 Sept. 1-Sept. 30",MATCHED,"Southwest Desert, North",Elk,Sept 01 2026 - Sept 30 2026,1.0,MATCH,MATCH,OK,
EB3137,55,BULL_ELK_HUNT_TABLES,Elk,"West Desert, Deep Creek",Sept. 1-Sept. 30,Sept. 1-Sept. 30,,,"West Desert, Deep Creek EB3137 Sept. 1-Sept. 30",MATCHED,"West Desert, Deep Creek",Elk,Sept 01 2026 - Sept 30 2026,1.0,MATCH,MATCH,OK,
EB3139,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"Cache, North",Nov. 7-Nov. 30,Nov. 7-Nov. 30,,,"Cache, North EB3139 Nov. 7-Nov. 30",MATCHED,"Cache, North",Elk,Nov 07 2026 - Nov 30 2026,1.0,MATCH,MATCH,OK,
EB3142,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,Barney Top/Kaiparowits,Nov. 7-Nov. 30,Nov. 7-Nov. 30,,,Barney Top/Kaiparowits EB3142 Nov. 7-Nov. 30,MATCHED,Barney Top/Kaiparowits,Elk,Nov 07 2026 - Nov 30 2026,1.0,MATCH,MATCH,OK,
EB3143,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"Southwest Desert, North",Nov. 7-Nov. 30,Nov. 7-Nov. 30,,,"Southwest Desert, North EB3143 Nov. 7-Nov. 30",MATCHED,"Southwest Desert, North",Elk,Nov 07 2026 - Nov 30 2026,1.0,MATCH,MATCH,OK,
EB3144,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"West Desert, Deep Creek",Nov. 7-Nov. 30,Nov. 7-Nov. 30,,,"West Desert, Deep Creek EB3144 Nov. 7-Nov. 30",MATCHED,"West Desert, Deep Creek",Elk,Nov 07 2026 - Nov 30 2026,1.0,MATCH,MATCH,OK,
EB3145,54,BULL_ELK_HUNT_TABLES,Elk,Boulder,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Boulder EB3145 Aug. 15-Sept. 15,MATCHED,Boulder,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3146,54,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Southwest Desert, South EB3146 Aug. 15-Sept. 15",MATCHED,"Southwest Desert, South",Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3147,56,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Box Elder, Grouse Creek EB3147 Sept. 16-Sept. 20",MATCHED,"Box Elder, Grouse Creek",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3148,56,BULL_ELK_HUNT_TABLES,Elk,Boulder,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Boulder EB3148 Sept. 16-Sept. 20,MATCHED,Boulder,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3149,56,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Southwest Desert, South EB3149 Sept. 16-Sept. 20",MATCHED,"Southwest Desert, South",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3150,57,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Box Elder, Grouse Creek EB3150 Oct. 3-Oct. 15",MATCHED,"Box Elder, Grouse Creek",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3151,58,BULL_ELK_HUNT_TABLES,Elk,Boulder,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Boulder EB3151 Nov. 7-Nov. 15,MATCHED,Boulder,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3152,58,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Southwest Desert, South EB3152 Nov. 7-Nov. 15",MATCHED,"Southwest Desert, South",Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3153,59,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Box Elder, Grouse Creek EB3153 Sept. 21-Oct. 2",MATCHED,"Box Elder, Grouse Creek",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3154,59,BULL_ELK_HUNT_TABLES,Elk,Boulder,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Boulder EB3154 Sept. 21-Oct. 2,MATCHED,Boulder,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3155,59,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Southwest Desert, South EB3155 Sept. 21-Oct. 2",MATCHED,"Southwest Desert, South",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3156,60,BULL_ELK_HUNT_TABLES,Elk,Boulder,Limited-entry seasons,Limited-entry seasons,,,Boulder EB3156 Limited-entry seasons,MATCHED,Boulder,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3157,60,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Limited-entry seasons,Limited-entry seasons,,,"Southwest Desert, South EB3157 Limited-entry seasons",MATCHED,"Southwest Desert, South",Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3158,55,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Beaver, East EB3158 Nov. 28-Dec. 13",MATCHED,"Beaver, East",Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3159,57,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Beaver, East EB3159 Oct. 3-Oct. 15",MATCHED,"Beaver, East",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3160,54,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Book Cliffs, Bitter Creek/East EB3160 Aug. 15-Sept. 15",MATCHED,"Book Cliffs, Bitter Creek/East",Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3161,55,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Book Cliffs, Bitter Creek/East EB3161 Nov. 28-Dec. 13",MATCHED,"Book Cliffs, Bitter Creek/East",Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3162,56,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Book Cliffs, Bitter Creek/East EB3162 Sept. 16-Sept. 20",MATCHED,"Book Cliffs, Bitter Creek/East",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3163,58,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Book Cliffs, Bitter Creek/East EB3163 Nov. 7-Nov. 15",MATCHED,"Book Cliffs, Bitter Creek/East",Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3164,57,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Book Cliffs, Bitter Creek/East EB3164 Oct. 3-Oct. 15",MATCHED,"Book Cliffs, Bitter Creek/East",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3165,60,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Limited-entry seasons,Limited-entry seasons,,,"Book Cliffs, Bitter Creek/East EB3165 Limited-entry seasons",MATCHED,"Book Cliffs, Bitter Creek/East",Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3166,59,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Book Cliffs, Bitter Creek/East EB3166 Sept. 21-Oct. 2",MATCHED,"Book Cliffs, Bitter Creek/East",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3167,57,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Book Cliffs, Little Creek Roadless EB3167 Oct. 3-Oct. 15",MATCHED,"Book Cliffs, Little Creek Roadless",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3168,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Cache, Meadowville EB3168 Nov. 28-Dec. 13",MATCHED,"Cache, Meadowville",Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3169,57,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Cache, Meadowville EB3169 Oct. 3-Oct. 15",MATCHED,"Cache, Meadowville",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3170,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Cache, South EB3170 Nov. 28-Dec. 13",MATCHED,"Cache, South",Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3171,57,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Cache, South EB3171 Oct. 3-Oct. 15",MATCHED,"Cache, South",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3172,55,BULL_ELK_HUNT_TABLES,Elk,Manti,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Manti EB3172 Nov. 28-Dec. 13,MATCHED,Manti,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3173,54,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Nebo/San Pitch Mtns EB3173 Aug. 15-Sept. 15,MATCHED,Nebo/San Pitch Mtns,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3174,55,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Nebo/San Pitch Mtns EB3174 Nov. 28-Dec. 13,MATCHED,Nebo/San Pitch Mtns,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3175,56,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtn,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Nebo/San Pitch Mtn EB3175 Sept. 16-Sept. 20,MATCHED,Nebo/San Pitch Mtns,Elk,Sept 16 2026 - Sept 20 2026,0.75,MATCH,MATCH,OK,
EB3176,58,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Nebo/San Pitch Mtns EB3176 Nov. 7-Nov. 15,MATCHED,Nebo/San Pitch Mtns,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3177,57,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtn,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Nebo/San Pitch Mtn EB3177 Oct. 3-Oct. 15,MATCHED,Nebo/San Pitch Mtns,Elk,Oct 03 2026 - Oct 15 2026,0.75,MATCH,MATCH,OK,
EB3178,60,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Limited-entry seasons,Limited-entry seasons,,,Nebo/San Pitch Mtns EB3178 Limited-entry seasons,MATCHED,Nebo/San Pitch Mtns,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3179,59,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Nebo/San Pitch Mtns EB3179 Sept. 21-Oct. 2,MATCHED,Nebo/San Pitch Mtns,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3180,55,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Fillmore, Pahvant EB3180 Nov. 28-Dec. 13",MATCHED,"Fillmore, Pahvant",Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3181,57,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Fillmore, Pahvant EB3181 Oct. 3-Oct. 15",MATCHED,"Fillmore, Pahvant",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3182,55,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,La Sal Mtns EB3182 Nov. 28-Dec. 13,MATCHED,La Sal Mtns,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3183,57,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,La Sal Mtns EB3183 Oct. 3-Oct. 15,MATCHED,La Sal Mtns,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3184,55,BULL_ELK_HUNT_TABLES,Elk,Monroe,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Monroe EB3184 Nov. 28-Dec. 13,MATCHED,Monroe,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3185,57,BULL_ELK_HUNT_TABLES,Elk,Monroe,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Monroe EB3185 Oct. 3-Oct. 15,MATCHED,Monroe,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3186,55,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Mt Dutton EB3186 Nov. 28-Dec. 13,MATCHED,Mt Dutton,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3187,57,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Mt Dutton EB3187 Oct. 3-Oct. 15,MATCHED,Mt Dutton,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3188,55,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Panguitch Lake EB3188 Nov. 28-Dec. 13,MATCHED,Panguitch Lake,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3189,57,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Panguitch Lake EB3189 Oct. 3-Oct. 15,MATCHED,Panguitch Lake,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3190,55,BULL_ELK_HUNT_TABLES,Elk,Boulder,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Boulder EB3190 Nov. 28-Dec. 13,MATCHED,Boulder,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3191,57,BULL_ELK_HUNT_TABLES,Elk,Boulder,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Boulder EB3191 Oct. 3-Oct. 15,MATCHED,Boulder,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3192,55,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Fishlake/Thousand Lakes EB3192 Nov. 28-Dec. 13,MATCHED,Fishlake/Thousand Lakes,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3193,55,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,San Juan Bull Elk EB3193 Nov. 28-Dec. 13,MATCHED,San Juan Bull Elk,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3194,57,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,San Juan Bull Elk EB3194 Oct. 3-Oct. 15,MATCHED,San Juan Bull Elk,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3195,55,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Diamond Mtn EB3195 Nov. 28-Dec. 13,MATCHED,Diamond Mtn,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3196,58,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Diamond Mtn EB3196 Nov. 7-Nov. 15,MATCHED,Diamond Mtn,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3197,55,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Southwest Desert, South EB3197 Nov. 28-Dec. 13",MATCHED,"Southwest Desert, South",Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3198,57,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Southwest Desert, South EB3198 Oct. 3-Oct. 15",MATCHED,"Southwest Desert, South",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3199,55,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Wasatch Mtns EB3199 Nov. 28-Dec. 13,MATCHED,Wasatch Mtns,Elk,Nov 28 2026 - Dec 13 2026,1.0,MATCH,MATCH,OK,
EB3205,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,East Canyon,Dec. 19-Dec. 27,Dec. 19-Dec. 27,,,East Canyon EB3205 Dec. 19-Dec. 27,MATCHED,East Canyon,Elk,Dec 19 2026 - Dec 27 2026,1.0,MATCH,MATCH,OK,
EB3208,58,BULL_ELK_HUNT_TABLES,Elk,Morgan-South Rich,Dec. 19-Dec. 27,Dec. 19-Dec. 27,,,Morgan-South Rich EB3208 Dec. 19-Dec. 27,MATCHED,Morgan-South Rich,Elk,Dec 19 2026 - Dec 27 2026,1.0,MATCH,MATCH,OK,
EB3210,56,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"North Slope, Three Corners EB3210 Sept. 16-Sept. 20",MATCHED,"North Slope, Three Corners",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3500,74,CWMU_HUNT_TABLES,Elk,Alton,Kane 1,,Kane,1,Alton EB3500 Kane 1,MATCHED,Alton CWMU,Elk,Contact operator for 2026 season dates,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3501,74,CWMU_HUNT_TABLES,Elk,Bar J Ranch,Sevier 2,,Sevier,2,Bar J Ranch EB3501 Sevier 2,MATCHED,Bar J Ranch CWMU,Elk,Contact operator for 2026 season dates,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3502,74,CWMU_HUNT_TABLES,Elk,Bear Mountain,Sanpete 1,,Sanpete,1,Bear Mountain EB3502 Sanpete 1,MATCHED,Bear Mountain CWMU,Elk,Contact operator for 2026 season dates,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3503,74,CWMU_HUNT_TABLES,Elk,Bear Springs,Morgan/Weber 1,,Morgan/Weber,1,Bear Springs EB3503 Morgan/Weber 1,MATCHED,Bear Springs CWMU,Elk,Contact operator for 2026 season dates,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
