source_no,permit_class,source_year_range,model_target_year,species_raw,species,hunt_family,area,condition,value,organization,permit_total,source_file,allocation_cycle_years,permit_applies_each_year,permit_count_per_year,permit_year_instances_2025_2027,permit_count_2025,permit_count_2026,permit_count_2027,interpretation,year,permit_count_for_year
292,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (late)",Any Legal Weapon,117000.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
293,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek (late)",Any Legal Weapon,105000.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
294,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Nine Mile, Gray Canyon",Any Legal Weapon,225000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
295,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Statewide,,230000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
296,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
297,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
298,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
299,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
300,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
301,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
302,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
303,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Central Area,Multiseason,795.83,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
304,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
305,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
306,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
307,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
308,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
309,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
310,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
311,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
312,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,DSC,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
313,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,UHA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
314,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
315,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
316,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
317,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
318,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
319,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
320,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
321,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
322,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
323,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
324,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
325,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
326,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
327,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
328,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,UHA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
329,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
330,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
331,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
332,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
333,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
334,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
335,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
336,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Statewide,,2450.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
