hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source
DB1551,618,"San Juan, Abajo Mtns",Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,,,1317,125,1442,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1680,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,49.4,,,,,,,13500,14900,,
DB1581,618,"San Juan, Abajo Mtns",Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,,,426,47,473,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,560,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,42.9,,,,,,,13500,14900,,
DB1790,618,"San Juan, Abajo Mtns",Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,,,58,16,74,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,261,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,30,,,,,,,13500,14900,,
LO1521,618,"San Juan, Abajo Mtns",Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1551,618,"San Juan, Abajo Mtns",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1581,618,"San Juan, Abajo Mtns",Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1079,619,Manti/San Rafael,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,,56,71,Bonus Point Draw Results,37,4,41,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,40,5,45,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,77.1,,,,,,,28000,28400,,
DB1503,619,Manti/San Rafael,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,,,1106,116,1222,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1800,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,19.6,,,,,,,28000,28400,,
DB1533,619,Manti/San Rafael,Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,,,4187,361,4548,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,5400,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,40.5,,,,,,,28000,28400,,
DB1563,619,Manti/San Rafael,Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,,,1162,90,1252,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1800,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,26.7,,,,,,,28000,28400,,
DB1772,619,Manti/San Rafael,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,,,435,8,443,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,573,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,38.3,,,,,,,28000,28400,,
LO1503,619,Manti/San Rafael,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1533,619,Manti/San Rafael,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1563,619,Manti/San Rafael,Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1087,620,"Wasatch Mtns, West",Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,,63,78,Bonus Point Draw Results,29,3,32,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,46.4,,,,,,,22600,13200,,
DB1526,620,"Wasatch Mtns, West",Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,,,1080,68,1148,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1580,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,17.8,,,,,,,22600,13200,,
DB1556,620,"Wasatch Mtns, West",Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,,,3207,94,3301,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,4740,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,17.2,,,,,,,22600,13200,,
DB1586,620,"Wasatch Mtns, West",Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,,,507,11,518,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1580,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,10.5,,,,,,,22600,13200,,
DB1795,620,"Wasatch Mtns, West",Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,,,159,3,162,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,701,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,21,,,,,,,22600,13200,,
EA2012,620,"Wasatch Mtns, West-Central",Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,400,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,41.9,,5.7,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,3400,3700,,
LO1526,620,"Wasatch Mtns, West",Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1556,620,"Wasatch Mtns, West",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1586,620,"Wasatch Mtns, West",Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS6724,620,"Wasatch Mtns, West",Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,,98,599,2025 O.I.L. Draw Results PDF Hunt Year 2025,2,0,2,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Male+Only,LIVE_DWR_RES_NR_SPLIT,100,,,,,,,250,116,,
DB1041,621,"Wasatch Mtns, East",Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,,39,54,Bonus Point Draw Results,26,3,29,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,30,3,33,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,78.3,,,,,,,"4000 Avintaquin, 17000 Currant Creek","3600 Avintaquin, 15500 Currant Creek",,
DB1525,621,"Wasatch Mtns, East",Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,,,809,69,878,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,14.4,,,,,,,"4000 Avintaquin, 17000 Currant Creek","3600 Avintaquin, 15500 Currant Creek",,
DB1555,621,"Wasatch Mtns, East",Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,,,3095,253,3348,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,3900,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,35,,,,,,,"4000 Avintaquin, 17000 Currant Creek","3600 Avintaquin, 15500 Currant Creek",,
DB1585,621,"Wasatch Mtns, East",Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,,,847,42,889,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,20.7,,,,,,,"4000 Avintaquin, 17000 Currant Creek","3600 Avintaquin, 15500 Currant Creek",,
DB1794,621,"Wasatch Mtns, East",Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,,,381,3,384,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,271,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,33.8,,,,,,,"4000 Avintaquin, 17000 Currant Creek","3600 Avintaquin, 15500 Currant Creek",,
LO1525,621,"Wasatch Mtns, East",Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1555,621,"Wasatch Mtns, East",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1585,621,"Wasatch Mtns, East",Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1040,625,Southwest Desert,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,,38,53,Bonus Point Draw Results,4,1,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,40,,,,,,,3500,2050,,
DB1524,625,Southwest Desert,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,,,64,7,71,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,24.6,,,,,,,3500,2050,,
DB1554,625,Southwest Desert,Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,,,229,25,254,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,32.9,,,,,,,3500,2050,,
DB1584,625,Southwest Desert,Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,,,63,9,72,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,32.9,,,,,,,3500,2050,,
DB1793,625,Southwest Desert,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,,,1,1,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,46,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,28,,,,,,,3500,2050,,
EA1101,625,Southwest Desert,Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Nov 20 2026 - Jan 10 2027,,,,,90,10,100,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,64.9,,8.1,2023,A96251BE__2023_antlerless_hr.pdf,PASS,,1050-1250,975,,
LO1524,625,Southwest Desert,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1554,625,Southwest Desert,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1584,625,Southwest Desert,Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP5049,625,Southwest Desert - Private Land Only,Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,,,,,,,,,,,,4.3,2023,2023 Hunt Success.pdf,PASS,,,,,
PB5018,625,Southwest Desert,Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,,424,515,Bonus Point Draw Results,30,4,34,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,31,4,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,74.1,4.1,4.3,2023,2023 Hunt Success.pdf,PASS,2.0-3.0,3200,1700,,
PB5024,625,Southwest Desert,Buck,Pronghorn,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,,428,519,Bonus Point Draw Results,30,4,34,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,31,4,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,83.9,4.1,4.3,2023,2023 Hunt Success.pdf,PASS,2.0-3.0,3200,1700,,
PB5049,625,Southwest Desert,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,,450,541,Bonus Point Draw Results,92,10,102,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,94,11,105,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,81.4,4.1,,,,,2.0-3.0,3200,1700,,
BR7000,628,Beaver,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,,"March 28 - May 25, 2026",,,,,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,
BR7100,628,Beaver,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,,"May 25 - June 28, 2026",,,,,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,
BR7200,628,Beaver,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",,53,,2024 Draw Odds PDF Model Target 2025,8,0,8,2024_DRAW_ODDS_PDF_VALUES_MODEL_TARGET_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,
BR7318,628,Beaver,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",,92,,2024 Draw Odds PDF Model Target 2025,2,0,2,2024_DRAW_ODDS_PDF_VALUES_MODEL_TARGET_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
GO6800,628,Beaver,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,,570,447,Bonus Point Draw Results,7,1,8,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,7,2,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,100,,3.1,2022,968EFF87__2022_le_oial_all.pdf,PASS,,175,175,,
GO6801,628,Beaver,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 28 2026 - Oct 26 2026,,571,448,Bonus Point Draw Results,9,0,9,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,9,0,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,88.9,,3.1,2022,968EFF87__2022_le_oial_all.pdf,PASS,,175,175,,
GO6822,628,Beaver,Either Sex,Mountain Goat,Archery,Once-in-a-lifetime,Once-in-a-lifetime,Nov 14 2026 - Nov 23 2026,,586,463,Bonus Point Draw Results,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,100,,,,,,,175,190,,
LP5025,628,Beaver - Private Land Only,Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,,,,,,,,,,,,4,2023,2023 Hunt Success.pdf,PASS,,,,,
PB5000,628,Beaver,Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,,409,500,Bonus Point Draw Results,10,1,11,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,77.8,4.7,4,2023,2023 Hunt Success.pdf,PASS,2.0-3.0,800,600,,
