hunt_code,hunt_type,hunt_kind,draw_pool,residency,prediction_year,quota_residency,reserved_quota,random_quota,quota_source_status,reserved_fraction,applicant_rollover_source_year,retention_rate_raw,retention_rate_smoothed,rolled_forward_total_applicants,rolled_forward_unsuccessful_applicants,lower_point_additions,points_modeled,expected_cutoff_points,iterations
PB5012,Limited Entry,LE,standard,Resident,2026,10,5,5,official,0.5,2025,0.860465,0.856802,20,7,14,33,1.0,600
PB5013,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.571429,0.668929,20,13,11,33,,600
PB5013,Limited Entry,LE,standard,Resident,2026,7,4,3,official,0.5714,2025,0.666667,0.730833,8,2,7,33,0.0,600
PB5015,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.844186,0.846221,95,82,25,33,17.0,600
PB5015,Limited Entry,LE,standard,Resident,2026,21,11,10,official,0.5238,2025,0.912409,0.890566,69,50,26,33,3.0,600
PB5016,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.606061,0.691439,28,22,12,33,17.0,600
PB5016,Limited Entry,LE,standard,Resident,2026,17,9,8,official,0.5294,2025,1.031746,0.968135,55,33,22,33,2.0,600
PB5017,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.573529,0.670294,28,19,13,33,15.0,600
PB5017,Limited Entry,LE,standard,Resident,2026,18,9,9,official,0.5,2025,0.8,0.8175,13,6,8,33,0.0,600
PB5018,Limited Entry,LE,standard,Nonresident,2026,4,2,2,official,0.5,2025,0.831615,0.83805,97,75,33,33,17.0,600
PB5018,Limited Entry,LE,standard,Resident,2026,31,16,15,official,0.5161,2025,1.053333,0.982167,81,37,44,33,2.0,600
PB5019,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.699029,0.751869,32,23,12,33,12.0,600
PB5019,Limited Entry,LE,standard,Resident,2026,18,9,9,official,0.5,2025,1.053763,0.982446,107,60,47,33,4.0,600
PB5020,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.181818,0.415682,6,4,5,33,,600
PB5020,Limited Entry,LE,standard,Resident,2026,8,4,4,official,0.5,2025,0.818182,0.829318,43,26,21,33,3.0,600
PB5021,Limited Entry,LE,standard,Nonresident,2026,3,2,1,official,0.6667,2025,0.569767,0.667849,15,11,7,33,12.0,600
PB5021,Limited Entry,LE,standard,Resident,2026,23,12,11,official,0.5217,2025,0.8,0.8175,15,5,11,33,0.0,600
PB5024,Limited Entry,LE,standard,Nonresident,2026,4,2,2,official,0.5,2025,0.844828,0.846638,68,50,25,33,15.0,600
PB5024,Limited Entry,LE,standard,Resident,2026,31,16,15,official,0.5161,2025,0.746667,0.782833,33,10,25,33,1.0,600
PB5025,Limited Entry,LE,standard,Nonresident,2026,5,3,2,official,0.6,2025,0.858753,0.855689,350,344,53,33,17.0,600
PB5025,Limited Entry,LE,standard,Resident,2026,43,22,21,official,0.5116,2025,0.827004,0.835053,285,235,89,33,6.0,600
PB5026,Limited Entry,LE,standard,Nonresident,2026,6,3,3,official,0.5,2025,0.967557,0.926412,253,190,78,33,16.0,600
PB5026,Limited Entry,LE,standard,Resident,2026,50,25,25,official,0.5,2025,0.92517,0.898861,140,93,57,33,2.0,600
PB5027,Limited Entry,LE,standard,Nonresident,2026,4,2,2,official,0.5,2025,0.909251,0.888513,717,595,187,33,18.0,600
PB5027,Limited Entry,LE,standard,Resident,2026,34,17,17,official,0.5,2025,0.874036,0.865623,191,134,75,33,5.0,600
PB5028,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.476821,0.607434,55,41,30,33,10.0,600
PB5028,Limited Entry,LE,standard,Resident,2026,14,7,7,official,0.5,2025,0.517241,0.633707,81,54,47,33,3.0,600
PB5029,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.837209,0.841686,110,78,44,33,11.0,600
PB5029,Limited Entry,LE,standard,Resident,2026,14,7,7,official,0.5,2025,0.817073,0.828598,158,136,47,33,7.0,600
PB5030,Limited Entry,LE,standard,Nonresident,2026,3,2,1,official,0.6667,2025,0.95466,0.918029,153,128,34,33,14.0,600
PB5030,Limited Entry,LE,standard,Resident,2026,28,14,14,official,0.5,2025,0.771429,0.798929,291,220,116,33,5.0,600
PB5031,Limited Entry,LE,standard,Nonresident,2026,3,2,1,official,0.6667,2025,0.83463,0.84001,117,115,20,33,14.0,600
PB5031,Limited Entry,LE,standard,Resident,2026,30,15,15,official,0.5,2025,0.767544,0.796404,214,157,88,33,4.0,600
PB5033,Limited Entry,LE,standard,Nonresident,2026,5,3,2,official,0.6,2025,0.820268,0.830674,438,331,163,33,17.0,600
PB5033,Limited Entry,LE,standard,Resident,2026,46,23,23,official,0.5,2025,0.853992,0.852595,463,377,142,33,8.0,600
PB5034,Limited Entry,LE,standard,Resident,2026,2,1,1,official,0.5,2025,0.529412,0.641618,21,18,9,33,8.0,600
PB5035,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.890681,0.876443,142,127,32,33,17.0,600
PB5035,Limited Entry,LE,standard,Resident,2026,22,11,11,official,0.5,2025,0.878788,0.868712,88,73,25,33,4.0,600
PB5037,Limited Entry,LE,standard,Nonresident,2026,10,5,5,official,0.5,2025,0.73913,0.777935,308,278,91,33,17.0,600
PB5037,Limited Entry,LE,standard,Resident,2026,89,45,44,official,0.5056,2025,0.832335,0.838518,446,346,156,33,5.0,600
PB5038,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.693617,0.748351,34,32,12,33,,600
PB5038,Limited Entry,LE,standard,Resident,2026,13,7,6,official,0.5385,2025,0.694064,0.748642,88,68,37,33,5.0,600
PB5039,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.775758,0.801742,82,58,36,33,14.0,600
PB5039,Limited Entry,LE,standard,Resident,2026,15,8,7,official,0.5333,2025,0.737113,0.776624,51,39,20,33,4.0,600
PB5040,Limited Entry,LE,standard,Nonresident,2026,3,2,1,official,0.6667,2025,0.872068,0.864344,160,121,56,33,16.0,600
PB5040,Limited Entry,LE,standard,Resident,2026,29,15,14,official,0.5172,2025,0.849088,0.849407,221,186,64,33,6.0,600
PB5041,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.795132,0.814336,208,196,49,33,16.0,600
PB5041,Limited Entry,LE,standard,Resident,2026,21,11,10,official,0.5238,2025,0.855162,0.853355,290,227,96,33,8.0,600
PB5042,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.728281,0.770883,87,81,23,33,15.0,600
PB5042,Limited Entry,LE,standard,Resident,2026,21,11,10,official,0.5238,2025,0.699495,0.752172,117,100,41,33,4.0,600
PB5044,Limited Entry,LE,standard,Resident,2026,3,2,1,official,0.6667,2025,0.818966,0.829828,56,44,20,33,6.0,600
PB5045,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.8,0.8175,87,81,22,33,,600
PB5045,Limited Entry,LE,standard,Resident,2026,7,4,3,official,0.5714,2025,0.716923,0.7635,104,95,31,33,8.0,600
PB5046,Limited Entry,LE,standard,Nonresident,2026,7,4,3,official,0.5714,2025,0.87875,0.868688,1144,1069,215,33,20.0,600
PB5046,Limited Entry,LE,standard,Resident,2026,62,31,31,official,0.5,2025,0.849552,0.849709,628,525,181,33,8.0,600
PB5047,Limited Entry,LE,standard,Nonresident,2026,6,3,3,official,0.5,2025,1.011719,0.955117,257,191,73,33,15.0,600
PB5047,Limited Entry,LE,standard,Resident,2026,50,25,25,official,0.5,2025,0.863985,0.85909,250,190,87,33,4.0,600
PB5048,Limited Entry,LE,standard,Nonresident,2026,6,3,3,official,0.5,2025,0.849174,0.849463,95,86,19,33,14.0,600
PB5048,Limited Entry,LE,standard,Resident,2026,54,27,27,official,0.5,2025,0.91757,0.893921,306,200,127,33,4.0,600
PB5049,Limited Entry,LE,standard,Nonresident,2026,11,6,5,official,0.5455,2025,0.871166,0.863758,787,750,139,33,17.0,600
PB5049,Limited Entry,LE,standard,Resident,2026,94,47,47,official,0.5,2025,0.868969,0.86233,709,602,189,33,6.0,600
PB5050,Limited Entry,LE,standard,Nonresident,2026,8,4,4,official,0.5,2025,0.893506,0.878279,239,205,59,33,17.0,600
PB5050,Limited Entry,LE,standard,Resident,2026,73,37,36,official,0.5068,2025,0.80791,0.822641,679,581,202,33,8.0,600
PB5051,Limited Entry,LE,standard,Nonresident,2026,4,2,2,official,0.5,2025,0.689349,0.745577,60,53,20,33,14.0,600
PB5051,Limited Entry,LE,standard,Resident,2026,32,16,16,official,0.5,2025,0.678819,0.738733,365,305,139,33,7.0,600
PB5052,Limited Entry,LE,standard,Nonresident,2026,11,6,5,official,0.5455,2025,0.946517,0.912736,280,223,77,33,16.0,600
PB5052,Limited Entry,LE,standard,Resident,2026,95,48,47,official,0.5053,2025,0.9328,0.90382,320,207,132,33,4.0,600
PB5053,Limited Entry,LE,standard,Resident,2026,4,2,2,official,0.5,2025,0.458333,0.595417,10,7,6,33,3.0,600
PB5054,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.653061,0.72199,45,38,17,33,,600
PB5054,Limited Entry,LE,standard,Resident,2026,7,4,3,official,0.5714,2025,0.777027,0.802568,48,41,16,33,6.0,600
PB5055,Limited Entry,LE,standard,Resident,2026,2,1,1,official,0.5,2025,0.64,0.7135,11,8,5,33,4.0,600
PB5056,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.71123,0.759799,46,46,9,33,17.0,600
PB5056,Limited Entry,LE,standard,Resident,2026,21,11,10,official,0.5238,2025,0.776316,0.802105,83,47,46,33,4.0,600
PB5059,Limited Entry,LE,standard,Nonresident,2026,3,2,1,official,0.6667,2025,0.69375,0.748437,31,27,12,33,15.0,600
PB5059,Limited Entry,LE,standard,Resident,2026,30,15,15,official,0.5,2025,1.107143,1.017143,23,7,16,33,0.0,600
PB5060,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.62931,0.706552,28,21,12,33,12.0,600
PB5060,Limited Entry,LE,standard,Resident,2026,17,9,8,official,0.5294,2025,0.880597,0.869888,26,16,12,33,2.0,600
PB5061,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,1.333333,1.164167,40,26,12,33,,600
PB5061,Limited Entry,LE,standard,Resident,2026,7,4,3,official,0.5714,2025,0.625,0.70375,50,27,31,33,6.0,600
PB5062,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.61165,0.695073,32,20,19,33,,600
PB5062,Limited Entry,LE,standard,Resident,2026,7,4,3,official,0.5714,2025,0.326087,0.509457,18,8,14,33,1.0,600
PB5065,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.598639,0.686616,25,23,11,33,13.0,600
PB5065,Limited Entry,LE,standard,Resident,2026,15,8,7,official,0.5333,2025,0.775281,0.801433,36,19,21,33,3.0,600
PB5066,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.663265,0.728622,29,21,14,33,,600
PB5066,Limited Entry,LE,standard,Resident,2026,10,5,5,official,0.5,2025,0.5,0.6225,20,9,14,33,2.0,600
PB5072,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.630435,0.707283,45,30,24,33,12.0,600
PB5072,Limited Entry,LE,standard,Resident,2026,18,9,9,official,0.5,2025,0.807692,0.8225,97,42,62,33,2.0,600
PB5073,Limited Entry,LE,standard,Resident,2026,6,3,3,official,0.5,2025,0.375,0.54125,190,199,82,33,11.0,600
PB5074,Limited Entry,LE,standard,Resident,2026,2,1,1,official,0.5,2025,0.375,0.54125,12,9,6,33,6.0,600
PB5075,Limited Entry,LE,standard,Resident,2026,2,1,1,official,0.5,2025,0.5,0.6225,16,11,9,33,4.0,600
PB5076,Limited Entry,LE,standard,Nonresident,2026,15,8,7,official,0.5333,2025,0.540936,0.649108,285,218,143,33,16.0,600
PB5076,Limited Entry,LE,standard,Resident,2026,135,68,67,official,0.5037,2025,0.453846,0.5925,632,503,334,33,6.0,600
PB5077,Limited Entry,LE,standard,Nonresident,2026,5,3,2,official,0.6,2025,0.423077,0.5725,32,18,22,33,7.0,600
PB5077,Limited Entry,LE,standard,Resident,2026,45,23,22,official,0.5111,2025,0.533333,0.644167,23,0,23,33,0.0,600
PB5078,Limited Entry,LE,standard,Nonresident,2026,5,3,2,official,0.6,2025,0.377778,0.543056,41,28,25,33,9.0,600
PB5078,Limited Entry,LE,standard,Resident,2026,45,23,22,official,0.5111,2025,1.076923,0.9975,78,21,57,33,2.0,600
PB5079,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.0,0.2975,4,10,0,33,,600
PB5079,Limited Entry,LE,standard,Resident,2026,10,5,5,official,0.5,2025,0.85,0.85,0,0,0,33,,600
PB5080,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.85,0.85,0,0,0,33,,600
PB5080,Limited Entry,LE,standard,Resident,2026,9,5,4,official,0.5556,2025,0.85,0.85,0,0,0,33,,600
PB5331,Limited Entry,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.682379,0.741047,137,145,30,33,17.0,600
PB5331,Limited Entry,LE,standard,Resident,2026,13,7,6,official,0.5385,2025,0.715054,0.762285,174,162,51,33,8.0,600
PB5332,Limited Entry,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.597122,0.685629,10,11,3,33,,600
PB5332,Limited Entry,LE,standard,Resident,2026,4,2,2,official,0.5,2025,0.525253,0.638914,7,6,3,33,2.0,600
RS6700,Once-in-a-lifetime,OIL,standard,Resident,2026,2,1,1,official,0.5,2025,0.0,0.2975,201,682,0,33,25.0,600
RS6701,Once-in-a-lifetime,OIL,standard,Nonresident,2026,1,0,1,official,0.0,2025,1.172298,1.059494,6249,5535,384,33,,600
RS6701,Once-in-a-lifetime,OIL,standard,Resident,2026,5,3,2,official,0.6,2025,0.636958,0.711523,972,980,274,33,26.0,600
RS6703,Once-in-a-lifetime,OIL,standard,Resident,2026,4,2,2,official,0.5,2025,0.699861,0.75241,722,746,160,33,23.0,600
RS6704,Once-in-a-lifetime,OIL,standard,Nonresident,2026,1,0,1,official,0.0,2025,1.564587,1.25,4071,2688,711,33,,600
RS6704,Once-in-a-lifetime,OIL,standard,Resident,2026,3,2,1,official,0.6667,2025,0.855751,0.853738,669,648,116,33,23.0,600
RS6708,Once-in-a-lifetime,OIL,standard,Resident,2026,2,1,1,official,0.5,2025,0.863636,0.858864,446,383,118,33,24.0,600
RS6709,Once-in-a-lifetime,OIL,standard,Resident,2026,3,2,1,official,0.6667,2025,0.906433,0.886681,662,579,148,33,24.0,600
RS6712,Once-in-a-lifetime,OIL,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.826721,0.834869,4288,2337,2339,33,28.0,600
RS6712,Once-in-a-lifetime,OIL,standard,Resident,2026,4,2,2,official,0.5,2025,0.596222,0.685045,812,802,263,33,25.0,600
RS6713,Once-in-a-lifetime,OIL,standard,Resident,2026,4,2,2,official,0.5,2025,0.905358,0.885983,599,524,136,33,29.0,600
RS6720,Once-in-a-lifetime,OIL,standard,Resident,2026,4,2,2,official,0.5,2025,0.820972,0.831132,706,645,173,33,23.0,600
RS6721,Once-in-a-lifetime,OIL,standard,Resident,2026,3,2,1,official,0.6667,2025,0.864338,0.85932,398,380,72,33,23.0,600
RS6722,Once-in-a-lifetime,OIL,standard,Resident,2026,2,1,1,official,0.5,2025,0.853741,0.852432,245,209,67,33,21.0,600
RS6724,Once-in-a-lifetime,OIL,standard,Resident,2026,3,2,1,official,0.6667,2025,0.860453,0.856795,867,776,200,33,26.0,600
RS6725,Once-in-a-lifetime,OIL,standard,Resident,2026,2,1,1,official,0.5,2025,0.857774,0.855053,470,412,117,33,24.0,600
RS6726,Once-in-a-lifetime,OIL,standard,Nonresident,2026,1,0,1,official,0.0,2025,1.07594,0.996861,1908,1720,190,33,,600
RS6726,Once-in-a-lifetime,OIL,standard,Resident,2026,3,2,1,official,0.6667,2025,0.647813,0.718578,665,622,219,33,23.0,600
RS6727,Once-in-a-lifetime,OIL,standard,Resident,2026,2,1,1,official,0.5,2025,0.462948,0.598416,175,188,63,33,20.0,600
