reported_hunt_year,model_target_year,source_file,source_page,source_family,species,permits_sold,hunters_afield,harvest_total,percent_permits_filled,bears_per_hunter,percent_female,depredation_other_mortality,total_harvest_mortality,pursuit_permits,raw_line,source_sha256,percent_success,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,parse_notes,section_title,hunt_name,hunt_code,permits_issued,harvest_male,harvest_female,harvest_unknown,percent_adult_male,mean_age,depredation_male,depredation_female,depredation_unknown,average_age,unit_context,permits_or_quota,percent_permits_or_quota_filled,depredation_mortality,permits,season,hunt_type,quota,percent_quota_filled,pursuit_permits_sold,sample_n,spring_pursuers,spring_bears_per_pursuit_day,spring_bears_per_pursuer,summer_fall_pursuers,summer_fall_bears_per_pursuit_day,summer_fall_bears_per_pursuer,pursuit_type,pursuers_afield,bears_per_pursuit_day,bears_per_pursuer,pursuit_days_afield,bears_treed_male,bears_treed_female,bears_treed_cubs,bears_treed_unknown,bears_treed_total,unit_code,table_year_start,table_year_end
2018,2019,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,3.0,33.0,,33.0,,5.0,,2018 9 2 1 3 33 33 67 7.7 2 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,2.0,1.0,,67.0,7.7,2.0,0.0,,7.7,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2002,2003,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,3.0,30.0,,67.0,,6.0,,2002 10 0 2 3* 30 67 — 2.7 2 1 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,30.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,10.0,0.0,2.0,,,2.7,2.0,1.0,,2.7,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2003,2004,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,4.0,44.0,,50.0,,6.0,,2003 9 2 2 4 44 50 — 7.3 0 1 6*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,44.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,2.0,2.0,,,7.3,0.0,1.0,,7.3,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2004,2005,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,7.0,70.0,,29.0,,8.0,,2004 10 5 2 7 70 29 — 4.6 0 1 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,70.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,10.0,5.0,2.0,,,4.6,0.0,1.0,,4.6,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2005,2006,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,7.0,58.0,,14.0,,7.0,,2005 12 6 1 7 58 14 — 7.3 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,58.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,12.0,6.0,1.0,,,7.3,0.0,0.0,,7.3,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2006,2007,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,6.0,60.0,,33.0,,6.0,,2006 10 4 2 6 60 33 — 7.8 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,60.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,10.0,4.0,2.0,,,7.8,0.0,0.0,,7.8,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2007,2008,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,8.0,67.0,,25.0,,11.0,,2007 12 6 2 8 67 25 — 7.8 1 2 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,67.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,12.0,6.0,2.0,,,7.8,1.0,2.0,,7.8,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2008,2009,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,10.0,63.0,,10.0,,11.0,,2008 16 9 1 10 63 10 — 3.7 1 0 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,63.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,16.0,9.0,1.0,,,3.7,1.0,0.0,,3.7,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2009,2010,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,9.0,50.0,,22.0,,9.0,,2009 18 7 2 9 50 22 56 5.3 0 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,18.0,7.0,2.0,,56.0,5.3,0.0,0.0,,5.3,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2010,2011,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,11.0,48.0,,45.0,,13.0,,2010 23 6 5 11 48 45 27 4.3 0 2 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,48.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,23.0,6.0,5.0,,27.0,4.3,0.0,2.0,,4.3,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2011,2012,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,7.0,30.0,,14.0,,14.0,,2011 23 6 1 7 30 14 29 3.9 4 3 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,30.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,23.0,6.0,1.0,,29.0,3.9,4.0,3.0,,3.9,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2012,2013,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,13.0,43.0,,54.0,,19.0,,2012 30 6 7 13 43 54 38 6.2 4 2 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,43.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,30.0,6.0,7.0,,38.0,6.2,4.0,2.0,,6.2,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2013,2014,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,15.0,48.0,,53.0,,16.0,,2013 31 7 8 15 48 53 13 8.0 1 0 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,48.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,31.0,7.0,8.0,,13.0,8.0,1.0,0.0,,8.0,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2014,2015,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,16.0,52.0,,44.0,,24.0,,2014 31 9 7 16 52 44 31 7.0 4 4 24,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,52.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,31.0,9.0,7.0,,31.0,7.0,4.0,4.0,,7.0,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2015,2016,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,15.0,48.0,,53.0,,18.0,,2015 31 7 8 15 48 53 36 6.7 2 1 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,48.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,31.0,7.0,8.0,,36.0,6.7,2.0,1.0,,6.7,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2016,2017,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,13.0,42.0,,38.0,,13.0,,2016 31 8 5 13 42 38 31 5.6 0 0 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,42.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,31.0,8.0,5.0,,31.0,5.6,0.0,0.0,,5.6,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2017,2018,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,17.0,55.0,,29.0,,18.0,,2017 31 12 5 17 55 29 19 5.3 1 0 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,55.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,31.0,12.0,5.0,,19.0,5.3,1.0,0.0,,5.3,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2018,2019,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,18.0,58.0,,39.0,,19.0,,2018 31 11 7 18 58 39 24 5.1 1 0 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,58.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,31.0,11.0,7.0,,24.0,5.1,1.0,0.0,,5.1,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2019,2020,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,19.0,53.0,,42.0,,22.0,,2019 36 11 8 19 53 42 22 5.2 3 0 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,53.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,36.0,11.0,8.0,,22.0,5.2,3.0,0.0,,5.2,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2020,2021,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,24.0,69.0,,21.0,,30.0,,2020 35 19 5 24 69 21 30 4.2 5 1 30,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,69.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,35.0,19.0,5.0,,30.0,4.2,5.0,1.0,,4.2,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2021,2022,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,20.0,53.0,,40.0,,22.0,,2021 38 12 8 20 53 40 35 5.0 1 1 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,53.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,38.0,12.0,8.0,,35.0,5.0,1.0,1.0,,5.0,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2022,2023,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,19.0,46.0,,53.0,,26.0,,2022 41 9 10 19 46 53 17 6.3 6 1 26,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,46.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,41.0,9.0,10.0,,17.0,6.3,6.0,1.0,,6.3,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2023,2024,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,18.0,44.0,,78.0,,22.0,,2023 41 4 14 18 44 78 11 7.2 3 1 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,44.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,41.0,4.0,14.0,,11.0,7.2,3.0,1.0,,7.2,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2024,2025,24_black_bear_mortality_report.pdf,9,black_bear_unit_mortality_history,Black Bear,,,11.0,27.0,,45.0,,18.0,,2024 41 6 5 11 27 45 0 4.2 5 1* 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,27.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,41.0,6.0,5.0,,0.0,4.2,5.0,1.0,,4.2,Diamond Mtn/Vernal/Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcd,2002.0,2024.0
2012,2013,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2012 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2013,2014,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2013 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2014,2015,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2014 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2015,2016,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,1.0,50.0,,0.0,,1.0,,2015 2 1 0 1 50 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,1.0,0.0,,0.0,3.0,0.0,0.0,,3.0,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2016,2017,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,1.0,50.0,,0.0,,1.0,,2016 2 1 0 1 50 0 100 15.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,1.0,0.0,,100.0,15.0,0.0,0.0,,15.0,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2017,2018,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,1.0,50.0,,100.0,,1.0,,2017 2 0 1 1 50 100 0 2.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,1.0,,0.0,2.0,0.0,0.0,,2.0,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2018,2019,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2018 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2019,2020,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2019 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2020,2021,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2020 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2021,2022,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2021 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2022,2023,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,1.0,33.0,,0.0,,1.0,,2022 3 1 0 1 33 0 100 10.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,1.0,0.0,,100.0,10.0,0.0,0.0,,10.0,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2023,2024,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,1.0,33.0,,0.0,,1.0,,2023 3 1 0 1 33 0 100 6.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,1.0,0.0,,100.0,6.0,0.0,0.0,,6.0,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
2024,2025,24_black_bear_mortality_report.pdf,10,black_bear_unit_mortality_history,Black Bear,,,1.0,33.0,,0.0,,1.0,,2024 3 1 0 1 33 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,1.0,0.0,,0.0,3.0,0.0,0.0,,3.0,"Fillmore, Pahvant",,,,,,,,,,,,,,,,,,,,,,,,,,,21b,2012.0,2024.0
1990,1991,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1990 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,0.0,,,,0.0,0.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
1991,1992,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1991 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,0.0,,,,0.0,0.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
1992,1993,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1992 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,0.0,,,,0.0,0.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
1993,1994,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,1.0,33.0,,0.0,,2.0,,1993 3 1 0 1 33 0 — — 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,1.0,0.0,,,,1.0,0.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
1994,1995,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,3.0,,1994 3 0 0 0 0 — — — 2 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,0.0,,,,2.0,1.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
1995,1996,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,3.0,75.0,,33.0,,5.0,,1995 4 2 1 3 75 33 — — 1 1 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,75.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,2.0,1.0,,,,1.0,1.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
1996,1997,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,3.0,75.0,,67.0,,3.0,,1996 4 1 2 3 75 67 — — 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,75.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,1.0,2.0,,,,0.0,0.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
1997,1998,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,3.0,75.0,,0.0,,3.0,,1997 4 3 0 3 75 0 — — 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,75.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,3.0,0.0,,,,0.0,0.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
1998,1999,24_black_bear_mortality_report.pdf,11,black_bear_unit_mortality_history,Black Bear,,,1.0,25.0,,0.0,,1.0,,1998 4 1 0 1 25 0 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,25.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,1.0,0.0,,,,0.0,0.0,,,Fishlake/Thousand Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,25ab,1990.0,2024.0
