reported_hunt_year,model_target_year,source_file,source_page,source_family,species,unit_context,unit_code,table_year_start,table_year_end,permits_issued,harvest_male,harvest_female,harvest_total,percent_permits_filled,percent_female,percent_adult_male,mean_age,depredation_male,depredation_female,total_harvest_mortality,raw_line,source_sha256
2015,2016,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,12.0,3.0,3.0,6.0,50.0,50.0,33.0,6.7,0,0,6,2015 12 3 3 6 50 50 33 6.7 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,9.0,4.0,1.0,5.0,56.0,20.0,40.0,5.6,0,0,5,2016 9 4 1 5 56 20 40 5.6 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,9.0,3.0,1.0,4.0,44.0,25.0,25.0,4.5,0,0,4,2017 9 3 1 4 44 25 25 4.5 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,9.0,2.0,1.0,3.0,33.0,33.0,50.0,4.7,0,0,3,2018 9 2 1 3 33 33 50 4.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,11.0,4.0,0.0,4.0,36.0,0.0,0.0,3.5,1,0,5,2019 11 4 0 4 36 0 0 3.5 1 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,12.0,4.0,3.0,7.0,58.0,43.0,0.0,3.2,3,0,10,2020 12 4 3 7 58 43 0 3.2 3 0 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,12.0,1.0,7.0,8.0,67.0,88.0,14.0,12.3,0,0,8,2021 12 1 7 8 67 88 14 12.3 0 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,8.0,2.0,2.0,4.0,50.0,50.0,25.0,7.5,2,0,6,2022 8 2 2 4 50 50 25 7.5 2 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,8.0,3.0,2.0,5.0,63.0,40.0,0.0,4.4,1,0,6,2023 8 3 2 5 63 40 0 4.4 1 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,8.0,1.0,2.0,3.0,38.0,67.0,33.0,8.7,2,1,6,2024 8 1 2 3 38 67 33 8.7 2 1 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,1,0,1,1990 3 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,3.0,1.0,0.0,1.0,33.0,0.0,,,2,0,3,1991 3 1 0 1 33 0 — — 2 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,2,0,2,1992 3 0 0 0 0 — — — 2 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,0,0,0,1993 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,4.0,1.0,0.0,1.0,25.0,0.0,,,1,0,2,1994 4 1 0 1 25 0 — — 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,8.0,1.0,0.0,1.0,13.0,0.0,,,1,1,3,1995 8 1 0 1 13 0 — — 1 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,8.0,0.0,0.0,0.0,0.0,,,,4,0,4,1996 8 0 0 0 0 — — — 4 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,8.0,0.0,0.0,0.0,0.0,,,,0,0,0,1997 8 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,8.0,0.0,0.0,0.0,0.0,,,,1,0,1,1998 8 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,8.0,0.0,1.0,1.0,13.0,100.0,,5.7,2,0,3,1999 8 0 1 1 13 100 — 5.7 2 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,6.0,0.0,0.0,0.0,0.0,,,,0,0,0,2000 6 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,6.0,0.0,1.0,1.0,17.0,100.0,,19.0,0,1,2,2001 6 0 1 1 17 100 — 19.0 0 1 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,6.0,0.0,1.0,1.0,17.0,100.0,,11.0,5,0,6,2002 6 0 1 1 17 100 — 11.0 5 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,11.0,1.0,1.0,2.0,18.0,50.0,,5.3,2,0,4,2003 11 1 1 2 18 50 — 5.3 2 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,12.0,2.0,0.0,2.0,17.0,0.0,,8.0,3,0,5,2004 12 2 0 2 17 0 — 8.0 3 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,12.0,0.0,0.0,0.0,0.0,,,,2,1,3,2005 12 0 0 0 0 — — — 2 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,11.0,0.0,1.0,1.0,9.0,100.0,,4.0,0,0,1,2006 11 0 1 1 9 100 — 4.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,10.0,1.0,1.0,2.0,20.0,50.0,,3.5,0,0,2,2007 10 1 1 2 20 50 — 3.5 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,11.0,4.0,0.0,5.0,45.0,0.0,,5.8,0,0,7,2008 11 4 0 5* 45 0 — 5.8 0 0 7**,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,11.0,3.0,0.0,3.0,27.0,0.0,100.0,5.5,0,0,4,2009 11 3 0 3 27 0 100 5.5 0 0 4*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,11.0,5.0,1.0,6.0,55.0,17.0,67.0,6.7,0,0,6,2010 11 5 1 6 55 17 67 6.7 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,13.0,5.0,1.0,6.0,46.0,17.0,25.0,5.8,0,0,6,2011 13 5 1 6 46 17 25 5.8 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,16.0,3.0,0.0,3.0,19.0,0.0,50.0,4.0,0,0,3,2012 16 3 0 3 19 0 50 4.0 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,16.0,3.0,2.0,5.0,31.0,40.0,20.0,5.8,0,0,5,2013 16 3 2 5 31 40 20 5.8 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,16.0,3.0,0.0,3.0,19.0,0.0,0.0,2.7,1,0,4,2014 16 3 0 3 19 0 0 2.7 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,17.0,6.0,1.0,7.0,41.0,14.0,29.0,5.0,0,0,7,2015 17 6 1 7 41 14 29 5.0 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,16.0,3.0,0.0,3.0,19.0,0.0,,,1,0,4,2016 16 3 0 3 19 0 — — 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,17.0,6.0,0.0,6.0,35.0,0.0,67.0,6.2,1,2,9,2017 17 6 0 6 35 0 67 6.2 1 2 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,19.0,5.0,1.0,6.0,32.0,17.0,60.0,4.6,1,0,7,2018 19 5 1 6 32 17 60 4.6 1 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,23.0,7.0,1.0,8.0,35.0,13.0,50.0,5.3,2,0,10,2019 23 7 1 8 35 13 50 5.3 2 0 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,23.0,6.0,0.0,6.0,26.0,0.0,17.0,3.5,0,1,7,2020 23 6 0 6 26 0 17 3.5 0 1 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,24.0,9.0,2.0,11.0,46.0,18.0,18.0,3.6,0,0,11,2021 24 9 2 11 46 18 18 3.6 0 0 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,29.0,10.0,2.0,12.0,41.0,17.0,25.0,4.0,2,0,14,2022 29 10 2 12 41 17 25 4.0 2 0 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,29.0,8.0,1.0,9.0,31.0,11.0,22.0,4.4,0,1,10,2023 29 8 1 9 31 11 22 4.4 0 1 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,Panguitch Lake/Zion,28/29,1990,2024,29.0,9.0,1.0,10.0,34.0,10.0,22.0,4.8,1,1,12,2024 29 9 1 10 34 10 22 4.8 1 1 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2003 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,1.0,0.0,0.0,0.0,0.0,,,,0,1,1,2004 1 0 0 0 0 — — — 0 1 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,2.0,1.0,0.0,1.0,50.0,0.0,,3.0,0,0,1,2005 2 1 0 1 50 0 — 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,2.0,0.0,1.0,1.0,50.0,100.0,,,0,0,1,2006 2 0 1 1 50 100 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2007 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2008 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,2.0,1.0,0.0,1.0,50.0,0.0,100.0,8.0,1,0,2,2009 2 1 0 1 50 0 100 8.0 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,3.0,1.0,0.0,1.0,33.0,0.0,100.0,5.0,0,1,2,2010 3 1 0 1 33 0 100 5.0 0 1 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,3.0,3.0,0.0,3.0,100.0,0.0,100.0,9.7,0,0,3,2011 3 3 0 3 100 0 100 9.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,4.0,2.0,1.0,3.0,75.0,33.0,33.0,3.7,0,0,3,2012 4 2 1 3 75 33 33 3.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,4.0,0.0,0.0,0.0,0.0,,,,0,0,0,2013 4 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,4.0,1.0,1.0,2.0,50.0,50.0,0.0,7.5,2,0,4,2014 4 1 1 2 50 50 0 7.5 2 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,7.0,2.0,1.0,3.0,43.0,33.0,33.0,5.7,0,0,3,2015 7 2 1 3 43 33 33 5.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,7.0,0.0,3.0,3.0,43.0,100.0,0.0,7.0,0,0,3,2016 7 0 3 3 43 100 0 7.0 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,6.0,1.0,0.0,1.0,17.0,0.0,0.0,4.0,0,0,1,2017 6 1 0 1 17 0 0 4.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,8.0,2.0,0.0,2.0,25.0,0.0,100.0,5.0,0,0,2,2018 8 2 0 2 25 0 100 5.0 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,9.0,1.0,2.0,3.0,33.0,67.0,33.0,9.7,0,1,4,2019 9 1 2 3 33 67 33 9.7 0 1 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,6.0,3.0,0.0,3.0,50.0,0.0,67.0,5.3,0,0,3,2020 6 3 0 3 50 0 67 5.3 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,9.0,5.0,4.0,9.0,100.0,44.0,38.0,5.5,0,0,9,2021 9 5 4 9 100 44 38 5.5 0 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,11.0,2.0,1.0,3.0,27.0,33.0,33.0,3.0,0,0,3,2022 11 2 1 3 27 33 33 3.0 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,11.0,2.0,0.0,2.0,18.0,0.0,50.0,5.0,0,0,2,2023 11 2 0 2 18 0 50 5.0 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,Paunsaugunt,27,2003,2024,11.0,1.0,0.0,1.0,9.0,0.0,0.0,,0,0,1,2024 11 1 0 1 9 0 0 — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,16.0,4.0,1.0,5.0,31.0,20.0,,,0,0,5,1990 16 4 1 5 31 20 — — 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,16.0,3.0,0.0,3.0,19.0,0.0,,,0,0,3,1991 16 3 0 3 19 0 — — 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,16.0,3.0,0.0,3.0,19.0,0.0,,,1,0,4,1992 16 3 0 3 19 0 — — 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,16.0,0.0,4.0,4.0,25.0,100.0,,,0,0,4,1993 16 0 4 4 25 100 — — 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,16.0,4.0,0.0,4.0,25.0,0.0,,,0,0,4,1994 16 4 0 4 25 0 — — 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,16.0,5.0,4.0,9.0,56.0,44.0,,,0,1,10,1995 16 5 4 9 56 44 — — 0 1 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,20.0,9.0,6.0,15.0,75.0,40.0,,,2,1,18,1996 20 9 6 15 75 40 — — 2 1 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,20.0,4.0,3.0,7.0,35.0,43.0,,,2,0,9,1997 20 4 3 7 35 43 — — 2 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,20.0,6.0,3.0,10.0,50.0,30.0,,,0,0,10,1998 20 6 3 10* 50 30 — — 0 0 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,20.0,4.0,1.0,5.0,25.0,20.0,,,0,0,5,1999 20 4 1 5 25 20 — — 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,19.0,9.0,2.0,11.0,58.0,18.0,,,2,0,13,2000 19 9 2 11 58 18 — — 2 0 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,30.0,12.0,7.0,20.0,67.0,35.0,,7.3,4,3,27,2001 30 12 7 20* 67 35 — 7.3 4 3 27,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,30.0,10.0,5.0,15.0,50.0,33.0,,8.1,3,0,18,2002 30 10 5 15 50 33 — 8.1 3 0 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
