source_file,source_page,hunt_code,hunt_name,species_or_category,res_total_permits,nr_total_permits,total_permits_comp,totals_numbers,raw_hunt_line,raw_totals_line,parse_style,dataset_family,source_dataset,total_permits_master,status
24_bg-odds.pdf,495,BI6531,"Bison (hunter’s Choice) - Book Cliffs, Little Creek/south - Any Legal Weapon Page 11",,4,205,209,117;2;2;4;1;29;3;205;0;1;1;1;205;0,,Totals 117 2 2 4 1 in 29.3 Totals 205 0 1 1 1 in 205.0,res_nr_split,big_game_master,24_bg-odds.pdf,209,match
24_bg-odds.pdf,496,BI6532,"Bison Archery (hunter’s Choice) - Book Cliffs, Bitter Creek - Archery Page 12",,4,362,366,183;2;2;4;1;45;8;362;0;1;1;1;362;0,,Totals 183 2 2 4 1 in 45.8 Totals 362 0 1 1 1 in 362.0,res_nr_split,big_game_master,24_bg-odds.pdf,366,match
24_bg-odds.pdf,497,BI6534,"Bison (hunter’s Choice) - Book Cliffs, Bitter Creek - Any Legal Weapon Page 13",,4,745,749,996;2;2;4;1;249;0;745;0;1;1;1;745;0,,Totals 996 2 2 4 1 in 249.0 Totals 745 0 1 1 1 in 745.0,res_nr_split,big_game_master,24_bg-odds.pdf,749,match
24_bg-odds.pdf,498,BI6535,"Bison (hunter’s Choice) - Book Cliffs, Bitter Creek - Any Legal Weapon Page 14",,4,511,515,687;2;2;4;1;171;8;511;0;1;1;1;511;0,,Totals 687 2 2 4 1 in 171.8 Totals 511 0 1 1 1 in 511.0,res_nr_split,big_game_master,24_bg-odds.pdf,515,match
24_bg-odds.pdf,499,BI6536,"Bison (cow Only) - Book Cliffs, Bitter Creek - Any Legal Weapon Page 15",,1,91,92,161;0;1;1;1;161;0;91;0;1;1;1;91;0,,Totals 161 0 1 1 1 in 161.0 Totals 91 0 1 1 1 in 91.0,res_nr_split,big_game_master,24_bg-odds.pdf,92,match
24_bg-odds.pdf,500,BI6537,"Bison (hunter’s Choice) - Book Cliffs, Little Creek/south - Any Legal Weapon Page 16",,9,385,394,259;5;4;9;1;28;8;385;0;1;1;1;385;0,,Totals 259 5 4 9 1 in 28.8 Totals 385 0 1 1 1 in 385.0,res_nr_split,big_game_master,24_bg-odds.pdf,394,match
24_bg-odds.pdf,1,DB1000,Premium Le Archery Buck Deer - Henry Mtns - Archery Page 17,,9,786,795,482;5;4;9;1;53;6;786;0;1;1;1;786;0,,Totals 482 5 4 9 1 in 53.6 Totals 786 0 1 1 1 in 786.0,res_nr_split,big_game_master,24_bg-odds.pdf,795,match
24_bg-odds.pdf,2,DB1001,Premium Le Archery Buck Deer - Paunsaugunt - Archery Page 18,,23,884,907,734;12;11;23;1;31;9;884;2;1;3;1;294;7,,Totals 734 12 11 23 1 in 31.9 Totals 884 2 1 3 1 in 294.7,res_nr_split,big_game_master,24_bg-odds.pdf,907,match
24_bg-odds.pdf,3,DB1002,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon Page 19,,1,0,1,2040;0;1;1;2040;0;0;0;0;0,,Totals 2040 0 1 1 in 2040.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,4,DB1003,Premium Le Alw (rifle) Buck Deer - Henry Mtns - Any Legal Weapon Page 20,,24,3956,3980,3441;12;12;24;1;143;4;3956;2;1;3;1318;7,,Totals 3441 12 12 24 1 in 143.4 Totals 3956 2 1 3 in 1318.7,res_nr_split,big_game_master,24_bg-odds.pdf,3980,match
24_bg-odds.pdf,5,DB1004,Premium Le Alw (rifle) Buck Deer - Paunsaugunt - Any Legal Weapon Page 21,,67,3566,3633,4004;34;33;67;1;59;8;3566;4;3;7;1;509;4,,Totals 4004 34 33 67 1 in 59.8 Totals 3566 4 3 7 1 in 509.4,res_nr_split,big_game_master,24_bg-odds.pdf,3633,match
24_bg-odds.pdf,6,DB1005,Premium Le Muzzleloader Buck Deer - Henry Mtns - Muzzleloader Page 22,,9,523,532,421;5;4;9;1;46;8;523;0;1;1;1;523;0,,Totals 421 5 4 9 1 in 46.8 Totals 523 0 1 1 1 in 523.0,res_nr_split,big_game_master,24_bg-odds.pdf,532,match
24_bg-odds.pdf,7,DB1006,Premium Le Muzzleloader Buck Deer - Paunsaugunt - Muzzleloader Page 23,,23,383,406,575;12;11;23;1;25;0;383;2;1;3;1;127;7,,Totals 575 12 11 23 1 in 25.0 Totals 383 2 1 3 1 in 127.7,res_nr_split,big_game_master,24_bg-odds.pdf,406,match
24_bg-odds.pdf,8,DB1007,Multi-season Premium Limited-entry Buck Deer - Henry Mtns - Any Legal Weapon Page 24,,1,0,1,540;0;1;1;1;540;0;0;0;0;0,,Totals 540 0 1 1 1 in 540.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,9,DB1008,Multi-season Premium Limited-entry Buck Deer - Paunsaugunt - Any Legal Weapon Page 25,,4,0,4,518;2;2;4;1;129;5;0;0;0;0,,Totals 518 2 2 4 1 in 129.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,4,match
24_bg-odds.pdf,10,DB1010,Management Alw (rifle) Buck Deer - Paunsaugunt - Any Legal Weapon Page 26,,17,205,222,496;9;8;17;1;29;2;205;1;1;2;1;102;5,,Totals 496 9 8 17 1 in 29.2 Totals 205 1 1 2 1 in 102.5,res_nr_split,big_game_master,24_bg-odds.pdf,222,match
24_bg-odds.pdf,11,DB1011,Limited-entry Archery Buck Deer - Book Cliffs - Archery Page 27,,39,256,295,757;20;19;39;1;19;4;256;2;1;3;1;85;3,,Totals 757 20 19 39 1 in 19.4 Totals 256 2 1 3 1 in 85.3,res_nr_split,big_game_master,24_bg-odds.pdf,295,match
24_bg-odds.pdf,12,DB1012,"Limited-entry Archery Buck Deer - Fillmore, Oak Creek Le - Archery Page 28",,9,196,205,301;5;4;9;1;33;4;196;0;1;1;1;196;0,,Totals 301 5 4 9 1 in 33.4 Totals 196 0 1 1 1 in 196.0,res_nr_split,big_game_master,24_bg-odds.pdf,205,match
24_bg-odds.pdf,13,DB1013,"Limited-entry Archery Buck Deer - La Sal, Dolores Triangle - Archery Page 29",,4,0,4,103;2;2;4;1;25;8;0;0;0;0,,Totals 103 2 2 4 1 in 25.8 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,4,match
24_bg-odds.pdf,14,DB1014,"Limited-entry Archery Buck Deer - San Juan, Elk Ridge - Archery Page 30",,13,338,351,551;7;6;13;1;42;4;338;1;1;2;1;169;0,,Totals 551 7 6 13 1 in 42.4 Totals 338 1 1 2 1 in 169.0,res_nr_split,big_game_master,24_bg-odds.pdf,351,match
24_bg-odds.pdf,15,DB1015,Limited-entry Archery Buck Deer - Diamond Mtn - Archery Page 31,,21,105,126,233;11;10;21;1;11;1;105;1;1;2;1;52;5,,Totals 233 11 10 21 1 in 11.1 Totals 105 1 1 2 1 in 52.5,res_nr_split,big_game_master,24_bg-odds.pdf,126,match
24_bg-odds.pdf,16,DB1016,"Limited-entry Archery Buck Deer - West Desert, Vernon - Archery Page 32",,36,93,129,373;18;18;36;1;10;4;93;2;1;3;1;31;0,,Totals 373 18 18 36 1 in 10.4 Totals 93 2 1 3 1 in 31.0,res_nr_split,big_game_master,24_bg-odds.pdf,129,match
24_bg-odds.pdf,17,DB1017,"Limited-entry Alw (rifle) Buck Deer - Book Cliffs, North - Any Legal Weapon Page 33",,86,719,805,2408;43;43;86;1;28;0;719;5;4;9;1;79;9,,Totals 2408 43 43 86 1 in 28.0 Totals 719 5 4 9 1 in 79.9,res_nr_split,big_game_master,24_bg-odds.pdf,805,match
24_bg-odds.pdf,18,DB1018,"Limited-entry Alw (rifle) Buck Deer - Book Cliffs, South - Any Legal Weapon Page 34",,21,271,292,725;11;10;21;1;34;5;271;1;1;2;1;135;5,,Totals 725 11 10 21 1 in 34.5 Totals 271 1 1 2 1 in 135.5,res_nr_split,big_game_master,24_bg-odds.pdf,292,match
24_bg-odds.pdf,19,DB1019,"Limited-entry Alw (rifle) Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon Page 35",,23,1353,1376,2421;12;11;23;1;105;3;1353;2;1;3;1;451;0,,Totals 2421 12 11 23 1 in 105.3 Totals 1353 2 1 3 1 in 451.0,res_nr_split,big_game_master,24_bg-odds.pdf,1376,match
24_bg-odds.pdf,20,DB1020,"Limited-entry Alw (rifle) Buck Deer - La Sal, Dolores Triangle - Any Legal Weapon Page 36",,11,533,544,624;6;5;11;1;56;7;533;0;1;1;1;533;0,,Totals 624 6 5 11 1 in 56.7 Totals 533 0 1 1 1 in 533.0,res_nr_split,big_game_master,24_bg-odds.pdf,544,match
24_bg-odds.pdf,21,DB1022,"Limited-entry Alw (rifle) Buck Deer - San Juan, Elk Ridge - Any Legal Weapon Page 37",,37,641,678,947;19;18;37;1;25;6;641;2;1;3;1;213;7,,Totals 947 19 18 37 1 in 25.6 Totals 641 2 1 3 1 in 213.7,res_nr_split,big_game_master,24_bg-odds.pdf,678,match
24_bg-odds.pdf,22,DB1023,Limited-entry Alw (rifle) Buck Deer - Diamond Mtn - Any Legal Weapon Page 38,,57,317,374,1022;29;28;57;1;17;9;317;3;3;6;1;52;8,,Totals 1022 29 28 57 1 in 17.9 Totals 317 3 3 6 1 in 52.8,res_nr_split,big_game_master,24_bg-odds.pdf,374,match
24_bg-odds.pdf,23,DB1024,"Limited-entry Alw (rifle) Buck Deer - West Desert, Vernon - Any Legal Weapon Page 39",,104,559,663,2716;52;52;104;1;26;1;559;6;5;11;1;50;8,,Totals 2716 52 52 104 1 in 26.1 Totals 559 6 5 11 1 in 50.8,res_nr_split,big_game_master,24_bg-odds.pdf,663,match
24_bg-odds.pdf,24,DB1025,Limited-entry Muzzleloader Buck Deer - Book Cliffs - Muzzleloader Page 40,,38,126,164,470;19;19;38;1;12;4;126;2;1;3;1;42;0,,Totals 470 19 19 38 1 in 12.4 Totals 126 2 1 3 1 in 42.0,res_nr_split,big_game_master,24_bg-odds.pdf,164,match
24_bg-odds.pdf,25,DB1026,"Limited-entry Muzzleloader Buck Deer - Cache, Crawford Mtn - Muzzleloader Page 41",,6,66,72,286;3;3;6;1;47;7;66;0;1;1;1;66;0,,Totals 286 3 3 6 1 in 47.7 Totals 66 0 1 1 1 in 66.0,res_nr_split,big_game_master,24_bg-odds.pdf,72,match
24_bg-odds.pdf,26,DB1028,Limited-entry Muzzleloader Buck Deer - Fillmore - Muzzleloader Page 42,,10,27,37,88;5;5;10;1;8;8;27;0;1;1;1;27;0,,Totals 88 5 5 10 1 in 8.8 Totals 27 0 1 1 1 in 27.0,res_nr_split,big_game_master,24_bg-odds.pdf,37,match
24_bg-odds.pdf,27,DB1029,"Limited-entry Muzzleloader Buck Deer - Fillmore, Oak Creek Le - Muzzleloader Page 43",,9,150,159,247;5;4;9;1;27;4;150;0;1;1;1;150;0,,Totals 247 5 4 9 1 in 27.4 Totals 150 0 1 1 1 in 150.0,res_nr_split,big_game_master,24_bg-odds.pdf,159,match
24_bg-odds.pdf,28,DB1030,Limited-entry Muzzleloader Buck Deer - Kamas - Muzzleloader Page 44,,5,3,8,19;3;2;5;1;3;8;3;0;1;1;1;3;0,,Totals 19 3 2 5 1 in 3.8 Totals 3 0 1 1 1 in 3.0,res_nr_split,big_game_master,24_bg-odds.pdf,8,match
24_bg-odds.pdf,29,DB1031,"Limited-entry Muzzleloader Buck Deer - La Sal, Dolores Triangle - Muzzleloader Page 45",,4,0,4,129;2;2;4;1;32;3;0;0;0;0,,Totals 129 2 2 4 1 in 32.3 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,4,match
24_bg-odds.pdf,30,DB1032,Limited-entry Muzzleloader Buck Deer - Monroe - Muzzleloader Page 46,,4,4,8,40;2;2;4;1;10;0;4;0;1;1;1;4;0,,Totals 40 2 2 4 1 in 10.0 Totals 4 0 1 1 1 in 4.0,res_nr_split,big_game_master,24_bg-odds.pdf,8,match
24_bg-odds.pdf,31,DB1033,Limited-entry Muzzleloader Buck Deer - Nine Mile - Muzzleloader Page 47,,6,7,13,34;3;3;6;1;5;7;7;0;1;1;1;7;0,,Totals 34 3 3 6 1 in 5.7 Totals 7 0 1 1 1 in 7.0,res_nr_split,big_game_master,24_bg-odds.pdf,13,match
24_bg-odds.pdf,32,DB1034,Limited-entry Muzzleloader Buck Deer - Pine Valley - Muzzleloader Page 48,,14,134,148,194;7;7;14;1;13;9;134;1;1;2;1;67;0,,Totals 194 7 7 14 1 in 13.9 Totals 134 1 1 2 1 in 67.0,res_nr_split,big_game_master,24_bg-odds.pdf,148,match
24_bg-odds.pdf,33,DB1036,Limited-entry Muzzleloader Buck Deer - Thousand Lakes - Muzzleloader Page 49,,4,6,10,14;2;2;4;1;3;5;6;0;1;1;1;6;0,,Totals 14 2 2 4 1 in 3.5 Totals 6 0 1 1 1 in 6.0,res_nr_split,big_game_master,24_bg-odds.pdf,10,match
24_bg-odds.pdf,34,DB1037,"Limited-entry Muzzleloader Buck Deer - San Juan, Elk Ridge - Muzzleloader Page 50",,13,160,173,302;7;6;13;1;23;2;160;1;1;2;1;80;0,,Totals 302 7 6 13 1 in 23.2 Totals 160 1 1 2 1 in 80.0,res_nr_split,big_game_master,24_bg-odds.pdf,173,match
24_bg-odds.pdf,35,DB1038,Limited-entry Muzzleloader Buck Deer - Diamond Mtn - Muzzleloader Page 51,,21,60,81,132;11;10;21;1;6;3;60;1;1;2;1;30;0,,Totals 132 11 10 21 1 in 6.3 Totals 60 1 1 2 1 in 30.0,res_nr_split,big_game_master,24_bg-odds.pdf,81,match
24_bg-odds.pdf,36,DB1039,Limited-entry Muzzleloader Buck Deer - Yellowstone - Muzzleloader Page 52,,5,5,10,45;3;2;5;1;9;0;5;0;1;1;1;5;0,,Totals 45 3 2 5 1 in 9.0 Totals 5 0 1 1 1 in 5.0,res_nr_split,big_game_master,24_bg-odds.pdf,10,match
24_bg-odds.pdf,37,DB1040,Limited-entry Muzzleloader Buck Deer - Southwest Desert - Muzzleloader Page 53,,4,37,41,67;2;2;4;1;16;8;37;0;1;1;1;37;0,,Totals 67 2 2 4 1 in 16.8 Totals 37 0 1 1 1 in 37.0,res_nr_split,big_game_master,24_bg-odds.pdf,41,match
24_bg-odds.pdf,38,DB1041,"Limited-entry Muzzleloader Buck Deer - Wasatch Mtns, East - Muzzleloader Page 54",,21,17,38,186;11;10;21;1;8;9;17;2;1;3;1;5;7,,Totals 186 11 10 21 1 in 8.9 Totals 17 2 1 3 1 in 5.7,res_nr_split,big_game_master,24_bg-odds.pdf,38,match
24_bg-odds.pdf,39,DB1042,"Limited-entry Muzzleloader Buck Deer - West Desert, Vernon - Muzzleloader Page 55",,37,64,101,364;19;18;37;1;9;8;64;2;1;3;1;21;3,,Totals 364 19 18 37 1 in 9.8 Totals 64 2 1 3 1 in 21.3,res_nr_split,big_game_master,24_bg-odds.pdf,101,match
24_bg-odds.pdf,40,DB1043,Limited-entry Muzzleloader Buck Deer - Zion - Muzzleloader Page 56,,14,47,61,88;7;7;14;1;6;3;47;1;1;2;1;23;5,,Totals 88 7 7 14 1 in 6.3 Totals 47 1 1 2 1 in 23.5,res_nr_split,big_game_master,24_bg-odds.pdf,61,match
24_bg-odds.pdf,41,DB1044,Multi-season Limited-entry Buck Deer - Book Cliffs - Any Legal Weapon Page 57,,6,139,145,247;3;3;6;1;41;2;139;0;1;1;1;139;0,,Totals 247 3 3 6 1 in 41.2 Totals 139 0 1 1 1 in 139.0,res_nr_split,big_game_master,24_bg-odds.pdf,145,match
24_bg-odds.pdf,42,DB1045,"Multi-season Limited-entry Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon Page 58",,1,0,1,234;0;1;1;1;234;0;0;0;0;0,,Totals 234 0 1 1 1 in 234.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,43,DB1046,"Multi-season Limited-entry Buck Deer - San Juan, Elk Ridge - Any Legal Weapon Page 59",,2,0,2,126;1;1;2;1;63;0;0;0;0;0,,Totals 126 1 1 2 1 in 63.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,44,DB1047,Multi-season Limited-entry Buck Deer - Diamond Mtn - Any Legal Weapon Page 60,,4,0,4,104;2;2;4;1;26;0;0;0;0;0,,Totals 104 2 2 4 1 in 26.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,4,match
24_bg-odds.pdf,45,DB1048,"Multi-season Limited-entry Buck Deer - West Desert, Vernon - Any Legal Weapon Page 61",,5,78,83,227;3;2;5;1;45;4;78;0;1;1;1;78;0,,Totals 227 3 2 5 1 in 45.4 Totals 78 0 1 1 1 in 78.0,res_nr_split,big_game_master,24_bg-odds.pdf,83,match
24_bg-odds.pdf,46,DB1053,Limited-entry Muzzleloader Buck Deer - Mt Dutton - Muzzleloader Page 62,,4,11,15,28;2;2;4;1;7;0;11;0;1;1;1;11;0,,Totals 28 2 2 4 1 in 7.0 Totals 11 0 1 1 1 in 11.0,res_nr_split,big_game_master,24_bg-odds.pdf,15,match
24_bg-odds.pdf,47,DB1054,Limited-entry Muzzleloader Buck Deer - Ogden - Muzzleloader Page 63,,8,2,10,36;4;4;8;1;4;5;2;0;1;1;1;2;0,,Totals 36 4 4 8 1 in 4.5 Totals 2 0 1 1 1 in 2.0,res_nr_split,big_game_master,24_bg-odds.pdf,10,match
24_bg-odds.pdf,48,DB1055,Limited-entry Muzzleloader Buck Deer - Fishlake - Muzzleloader Page 64,,5,9,14,41;3;2;5;1;8;2;9;0;1;1;1;9;0,,Totals 41 3 2 5 1 in 8.2 Totals 9 0 1 1 1 in 9.0,res_nr_split,big_game_master,24_bg-odds.pdf,14,match
24_bg-odds.pdf,49,DB1058,Alw (rifle) Cactus Buck Deer - Paunsaugunt - Any Legal Weapon Page 65,,27,51,78,136;14;13;27;1;5;0;51;2;1;3;1;17;0,,Totals 136 14 13 27 1 in 5.0 Totals 51 2 1 3 1 in 17.0,res_nr_split,big_game_master,24_bg-odds.pdf,78,match
24_bg-odds.pdf,50,DB1059,Limited-entry Muzzleloader Buck Deer - Beaver - Muzzleloader Page 66,,7,35,42,40;4;3;7;1;5;7;35;0;1;1;1;35;0,,Totals 40 4 3 7 1 in 5.7 Totals 35 0 1 1 1 in 35.0,res_nr_split,big_game_master,24_bg-odds.pdf,42,match
24_bg-odds.pdf,51,DB1065,Limited-entry Muzzleloader Buck Deer - North Slope - Muzzleloader Page 67,,11,5,16,53;6;5;11;1;4;8;5;0;1;1;1;5;0,,Totals 53 6 5 11 1 in 4.8 Totals 5 0 1 1 1 in 5.0,res_nr_split,big_game_master,24_bg-odds.pdf,16,match
24_bg-odds.pdf,52,DB1073,Management Archery Buck Deer - Paunsaugunt - Archery Page 68,,4,0,4,56;2;2;4;1;14;0;0;0;0;0,,Totals 56 2 2 4 1 in 14.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,4,match
24_bg-odds.pdf,53,DB1074,Management Muzzleloader Buck Deer - Paunsaugunt - Muzzleloader Page 69,,4,0,4,67;2;2;4;1;16;8;0;0;0;0,,Totals 67 2 2 4 1 in 16.8 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,4,match
24_bg-odds.pdf,54,DB1077,Limited-entry Muzzleloader Buck Deer - Box Elder - Muzzleloader Page 70,,21,29,50,44;11;10;21;1;2;1;29;1;1;2;1;14;5,,Totals 44 11 10 21 1 in 2.1 Totals 29 1 1 2 1 in 14.5,res_nr_split,big_game_master,24_bg-odds.pdf,50,match
24_bg-odds.pdf,55,DB1078,Limited-entry Muzzleloader Buck Deer - Cache - Muzzleloader Page 71,,5,16,21,68;3;2;5;1;13;6;16;0;1;1;1;16;0,,Totals 68 3 2 5 1 in 13.6 Totals 16 0 1 1 1 in 16.0,res_nr_split,big_game_master,24_bg-odds.pdf,21,match
24_bg-odds.pdf,56,DB1079,Limited-entry Muzzleloader Buck Deer - Manti/san Rafael - Muzzleloader Page 72,,35,21,56,181;18;17;35;1;5;2;21;2;2;4;1;5;3,,Totals 181 18 17 35 1 in 5.2 Totals 21 2 2 4 1 in 5.3,res_nr_split,big_game_master,24_bg-odds.pdf,56,match
24_bg-odds.pdf,57,DB1080,Limited-entry Muzzleloader Buck Deer - Nebo - Muzzleloader Page 73,,21,7,28,69;11;10;21;1;3;3;7;1;1;2;1;3;5,,Totals 69 11 10 21 1 in 3.3 Totals 7 1 1 2 1 in 3.5,res_nr_split,big_game_master,24_bg-odds.pdf,28,match
24_bg-odds.pdf,58,DB1081,"Limited-entry Muzzleloader Buck Deer - La Sal, La Sal Mtns - Muzzleloader Page 74",,6,11,17,40;3;3;6;1;6;7;11;0;1;1;1;11;0,,Totals 40 3 3 6 1 in 6.7 Totals 11 0 1 1 1 in 11.0,res_nr_split,big_game_master,24_bg-odds.pdf,17,match
24_bg-odds.pdf,59,DB1082,Limited-entry Muzzleloader Buck Deer - Oquirrh-stansbury - Muzzleloader Page 75,,12,10,22,66;6;6;12;1;5;5;10;0;1;1;1;10;0,,Totals 66 6 6 12 1 in 5.5 Totals 10 0 1 1 1 in 10.0,res_nr_split,big_game_master,24_bg-odds.pdf,22,match
24_bg-odds.pdf,60,DB1083,Limited-entry Muzzleloader Buck Deer - Panguitch Lake - Muzzleloader Page 76,,7,22,29,32;4;3;7;1;4;6;22;0;1;1;1;22;0,,Totals 32 4 3 7 1 in 4.6 Totals 22 0 1 1 1 in 22.0,res_nr_split,big_game_master,24_bg-odds.pdf,29,match
24_bg-odds.pdf,61,DB1084,Limited-entry Muzzleloader Buck Deer - Boulder/kaiparowits - Muzzleloader Page 77,,9,33,42,36;5;4;9;1;4;0;33;0;1;1;1;33;0,,Totals 36 5 4 9 1 in 4.0 Totals 33 0 1 1 1 in 33.0,res_nr_split,big_game_master,24_bg-odds.pdf,42,match
24_bg-odds.pdf,62,DB1085,"Limited-entry Muzzleloader Buck Deer - San Juan, Abajo Mtns - Muzzleloader Page 78",,10,16,26,36;5;5;10;1;3;6;16;0;1;1;1;16;0,,Totals 36 5 5 10 1 in 3.6 Totals 16 0 1 1 1 in 16.0,res_nr_split,big_game_master,24_bg-odds.pdf,26,match
24_bg-odds.pdf,63,DB1086,Limited-entry Muzzleloader Buck Deer - Vernal/bonanza - Muzzleloader Page 79,,4,8,12,41;2;2;4;1;10;3;8;0;1;1;1;8;0,,Totals 41 2 2 4 1 in 10.3 Totals 8 0 1 1 1 in 8.0,res_nr_split,big_game_master,24_bg-odds.pdf,12,match
24_bg-odds.pdf,64,DB1087,"Limited-entry Muzzleloader Buck Deer - Wasatch Mtns, West - Muzzleloader Page 80",,27,5,32,69;14;13;27;1;2;6;5;2;1;3;1;1;7,,Totals 69 14 13 27 1 in 2.6 Totals 5 2 1 3 1 in 1.7,res_nr_split,big_game_master,24_bg-odds.pdf,32,match
24_bg-odds.pdf,65,DB1088,"Limited-entry Muzzleloader Buck Deer - West Desert, Tintic - Muzzleloader Page 81",,4,4,8,8;2;2;4;1;2;0;4;0;1;1;1;4;0,,Totals 8 2 2 4 1 in 2.0 Totals 4 0 1 1 1 in 4.0,res_nr_split,big_game_master,24_bg-odds.pdf,8,match
24_bg-odds.pdf,66,DB1089,"Limited-entry Muzzleloader Buck Deer - West Desert, West - Muzzleloader Page 82",,4,6,10,17;2;2;4;1;4;3;6;0;1;1;1;6;0,,Totals 17 2 2 4 1 in 4.3 Totals 6 0 1 1 1 in 6.0,res_nr_split,big_game_master,24_bg-odds.pdf,10,match
24_bg-odds.pdf,67,DB1090,"Limited-entry Hamss Buck Deer - Book Cliffs, Floy Canyon - H.a.m.s.s. Page 83",,4,58,62,52;2;2;4;1;13;0;58;0;1;1;1;58;0,,Totals 52 2 2 4 1 in 13.0 Totals 58 0 1 1 1 in 58.0,res_nr_split,big_game_master,24_bg-odds.pdf,62,match
24_bg-odds.pdf,68,DB1091,Limited-entry Hamss Buck Deer - Kaiparowits Hamss - H.a.m.s.s. Page 84,,4,55,59,95;2;2;4;1;23;8;55;0;1;1;1;55;0,,Totals 95 2 2 4 1 in 23.8 Totals 55 0 1 1 1 in 55.0,res_nr_split,big_game_master,24_bg-odds.pdf,59,match
