hunt_code,reported_hunt_year,model_target_year,species,hunt_name,source_families,records_count,permits_sum,hunters_afield_sum,harvest_sum,success_percent_mean,average_days_mean,hunter_satisfaction_mean,male_harvest_sum,female_harvest_sum,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible
BI0001,2022,2023,Once-in-a-Lifetime Bison,Antelope Island,le_oial_all,1,5.0,5.0,5.0,100.0,1.0,4.8,,,true,true,true
BI1000,2022,2023,Once-in-a-Lifetime Bison,Bison - Statewide Permit,le_oial_all,1,2.0,,,,,,,,true,true,true
BI6500,2022,2023,Once-in-a-Lifetime Bison,Antelope Island,le_oial_all,1,2.0,2.0,2.0,100.0,1.0,5.0,,,true,true,true
BI6503,2022,2023,Once-in-a-Lifetime Bison,Henry Mtns,le_oial_all,1,12.0,12.0,11.0,90.9,3.3,4.1,,,true,true,true
BI6504,2022,2023,Once-in-a-Lifetime Bison,Henry Mtns,le_oial_all,1,14.0,14.0,10.0,71.4,4.5,3.6,,,true,true,true
BI6505,2022,2023,Once-in-a-Lifetime Bison,Henry Mtns,le_oial_all,1,17.0,14.0,9.0,66.7,4.5,3.7,,,true,true,true
BI6506,2022,2023,Once-in-a-Lifetime Bison,Henry Mtns,le_oial_all,1,14.0,14.0,6.0,41.7,7.4,2.6,,,true,true,true
BI6509,2022,2023,Once-in-a-Lifetime Bison,Henry Mtns,le_oial_all,1,4.0,4.0,4.0,100.0,7.0,5.0,,,true,true,true
BI6516,2022,2023,Once-in-a-Lifetime Bison,Henry Mtns,le_oial_all,1,12.0,12.0,10.0,81.8,3.7,4.2,,,true,true,true
BI6527,2022,2023,Once-in-a-Lifetime Bison,Nine Mile,le_oial_all,1,37.0,30.0,30.0,100.0,6.6,4.4,,,true,true,true
BI6528,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Little Creek/South",le_oial_all,1,8.0,7.0,6.0,85.7,3.0,4.9,,,true,true,true
BI6529,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Little Creek/South",le_oial_all,1,21.0,20.0,13.0,64.7,3.7,3.2,,,true,true,true
BI6530,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Little Creek/South",le_oial_all,1,16.0,16.0,14.0,85.7,2.5,4.4,,,true,true,true
BI6531,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Little Creek/South",le_oial_all,1,21.0,21.0,18.0,84.2,2.7,3.7,,,true,true,true
BI6532,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Bitter Creek",le_oial_all,1,5.0,5.0,4.0,80.0,14.8,3.8,,,true,true,true
BI6533,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Little Creek/South",le_oial_all,1,18.0,18.0,12.0,64.7,3.8,3.1,,,true,true,true
BI6534,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Bitter Creek",le_oial_all,1,5.0,5.0,4.0,80.0,5.0,3.0,,,true,true,true
BI6535,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Bitter Creek",le_oial_all,1,5.0,5.0,4.0,80.0,7.8,3.6,,,true,true,true
BI6536,2022,2023,Once-in-a-Lifetime Bison,"Book Cliffs, Bitter Creek",le_oial_all,1,5.0,4.0,2.0,50.0,7.5,2.8,,,true,true,true
BR7000,2022,2023,Black Bear,Beaver,black_bear,1,10.0,,7.0,70.0,,,3.0,4.0,true,true,true
BR7001,2022,2023,Black Bear,"Book Cliffs, Bitter Creek/South",black_bear,1,44.0,,15.0,34.0,,,12.0,3.0,true,true,true
BR7003,2022,2023,Black Bear,"Central Mtns, Manti-North",black_bear,1,19.0,,8.0,42.0,,,3.0,5.0,true,true,true
BR7004,2022,2023,Black Bear,"Central Mtns, Manti-South/San Rafael, North",black_bear,1,8.0,,7.0,88.0,,,5.0,2.0,true,true,true
BR7005,2022,2023,Black Bear,"Central Mtns, Nebo",black_bear,1,9.0,,4.0,44.0,,,2.0,2.0,true,true,true
BR7007,2022,2023,Black Bear,"Fillmore, Pahvant",black_bear,1,1.0,,1.0,100.0,,,1.0,0.0,true,true,true
BR7009,2022,2023,Black Bear,Mt Dutton,black_bear,1,3.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7010,2022,2023,Black Bear,Panguitch Lake/Zion,black_bear,1,9.0,,7.0,78.0,,,6.0,1.0,true,true,true
BR7011,2022,2023,Black Bear,Paunsaugunt,black_bear,1,4.0,,2.0,50.0,,,2.0,0.0,true,true,true
BR7012,2022,2023,Black Bear,"Plateau, Boulder/Kaiparowits",black_bear,1,29.0,,6.0,21.0,,,3.0,3.0,true,true,true
BR7013,2022,2023,Black Bear,"Plateau, Fishlake/Thousand Lakes",black_bear,1,7.0,,4.0,57.0,,,3.0,1.0,true,true,true
BR7014,2022,2023,Black Bear,San Juan,black_bear,1,45.0,,11.0,24.0,,,8.0,3.0,true,true,true
BR7015,2022,2023,Black Bear,"South Slope, Bonanza/Diamond Mtn/Vernal",black_bear,1,13.0,,6.0,46.0,,,5.0,1.0,true,true,true
BR7016,2022,2023,Black Bear,"Wasatch Mtns, West-Central",black_bear,1,44.0,,15.0,34.0,,,9.0,6.0,true,true,true
BR7017,2022,2023,Black Bear,Cache/Ogden,black_bear,1,2.0,,1.0,50.0,,,1.0,0.0,true,true,true
BR7018,2022,2023,Black Bear,"Kamas/North Slope, Summit",black_bear,1,5.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7019,2022,2023,Black Bear,Chalk Creek/East Canyon/Morgan-South Rich,black_bear,1,5.0,,1.0,20.0,,,1.0,0.0,true,true,true
BR7020,2022,2023,Black Bear,Monroe,black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7100,2022,2023,Black Bear,Beaver,black_bear,1,10.0,,8.0,80.0,,,4.0,4.0,true,true,true
BR7101,2022,2023,Black Bear,"Book Cliffs, Bitter Creek/South",black_bear,1,10.0,,8.0,80.0,,,6.0,2.0,true,true,true
BR7102,2022,2023,Black Bear,"Book Cliffs, Little Creek Roadless",black_bear,1,4.0,,4.0,100.0,,,2.0,2.0,true,true,true
BR7104,2022,2023,Black Bear,"Central Mtns, Manti-North",black_bear,1,13.0,,3.0,23.0,,,2.0,1.0,true,true,true
BR7105,2022,2023,Black Bear,"Central Mtns, Manti-South/San Rafael, North",black_bear,1,17.0,,12.0,71.0,,,6.0,6.0,true,true,true
BR7106,2022,2023,Black Bear,"Central Mtns, Nebo",black_bear,1,9.0,,6.0,67.0,,,1.0,5.0,true,true,true
BR7108,2022,2023,Black Bear,La Sal,black_bear,1,27.0,,18.0,67.0,,,9.0,9.0,true,true,true
BR7109,2022,2023,Black Bear,Mt Dutton,black_bear,1,3.0,,1.0,33.0,,,1.0,0.0,true,true,true
BR7110,2022,2023,Black Bear,Nine Mile,black_bear,1,16.0,,8.0,50.0,,,2.0,6.0,true,true,true
BR7111,2022,2023,Black Bear,"North Slope, Three Corners/West Daggett",black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7112,2022,2023,Black Bear,Panguitch Lake/Zion,black_bear,1,4.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7113,2022,2023,Black Bear,Paunsaugunt,black_bear,1,3.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7114,2022,2023,Black Bear,"Plateau, Boulder/Kaiparowits",black_bear,1,22.0,,8.0,36.0,,,2.0,6.0,true,true,true
BR7115,2022,2023,Black Bear,"Plateau, Fishlake/Thousand Lakes",black_bear,1,6.0,,4.0,67.0,,,1.0,3.0,true,true,true
BR7116,2022,2023,Black Bear,San Juan,black_bear,1,27.0,,18.0,67.0,,,7.0,11.0,true,true,true
BR7117,2022,2023,Black Bear,"South Slope, Bonanza/Diamond Mtn/Vernal",black_bear,1,9.0,,4.0,44.0,,,0.0,4.0,true,true,true
BR7118,2022,2023,Black Bear,"South Slope, Yellowstone",black_bear,1,5.0,,3.0,60.0,,,2.0,1.0,true,true,true
BR7119,2022,2023,Black Bear,"Wasatch Mtns, Avintaquin/Currant Creek",black_bear,1,7.0,,3.0,43.0,,,1.0,2.0,true,true,true
BR7120,2022,2023,Black Bear,"Wasatch Mtns, West-Central",black_bear,1,26.0,,15.0,58.0,,,5.0,10.0,true,true,true
BR7121,2022,2023,Black Bear,Cache/Ogden,black_bear,1,2.0,,1.0,50.0,,,1.0,0.0,true,true,true
BR7122,2022,2023,Black Bear,Chalk Creek/East Canyon/Morgan-South Rich,black_bear,1,6.0,,2.0,33.0,,,2.0,0.0,true,true,true
BR7123,2022,2023,Black Bear,"Kamas/North Slope, Summit",black_bear,1,6.0,,3.0,50.0,,,3.0,0.0,true,true,true
BR7124,2022,2023,Black Bear,"Fillmore, Pahvant",black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7125,2022,2023,Black Bear,Monroe,black_bear,1,1.0,,1.0,100.0,,,1.0,0.0,true,true,true
BR7200,2022,2023,Black Bear,Beaver,black_bear,1,8.0,,5.0,63.0,,,3.0,2.0,true,true,true
BR7201,2022,2023,Black Bear,"Book Cliffs, Bitter Creek/South",black_bear,1,20.0,,3.0,15.0,,,1.0,2.0,true,true,true
BR7203,2022,2023,Black Bear,"Central Mtns, Manti-North",black_bear,1,11.0,,3.0,27.0,,,2.0,1.0,true,true,true
BR7204,2022,2023,Black Bear,"Central Mtns, Manti-South/San Rafael, North",black_bear,1,17.0,,9.0,53.0,,,3.0,6.0,true,true,true
BR7205,2022,2023,Black Bear,"Central Mtns, Nebo",black_bear,1,6.0,,6.0,100.0,,,2.0,4.0,true,true,true
BR7207,2022,2023,Black Bear,"Fillmore, Pahvant",black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7208,2022,2023,Black Bear,La Sal,black_bear,1,6.0,,3.0,50.0,,,1.0,2.0,true,true,true
BR7210,2022,2023,Black Bear,Mt Dutton,black_bear,1,3.0,,2.0,67.0,,,2.0,0.0,true,true,true
BR7211,2022,2023,Black Bear,Nine Mile,black_bear,1,32.0,,6.0,19.0,,,2.0,4.0,true,true,true
BR7212,2022,2023,Black Bear,"North Slope, Three Corners/West Daggett",black_bear,1,2.0,,2.0,100.0,,,1.0,1.0,true,true,true
BR7213,2022,2023,Black Bear,Panguitch Lake/Zion,black_bear,1,8.0,,3.0,38.0,,,2.0,1.0,true,true,true
BR7214,2022,2023,Black Bear,Paunsaugunt,black_bear,1,3.0,,1.0,33.0,,,0.0,1.0,true,true,true
BR7215,2022,2023,Black Bear,"Plateau, Boulder/Kaiparowits",black_bear,1,12.0,,2.0,17.0,,,0.0,2.0,true,true,true
BR7216,2022,2023,Black Bear,"Plateau, Fishlake/Thousand Lakes",black_bear,1,4.0,,2.0,50.0,,,2.0,0.0,true,true,true
BR7217,2022,2023,Black Bear,San Juan,black_bear,1,6.0,,2.0,33.0,,,1.0,1.0,true,true,true
BR7218,2022,2023,Black Bear,"South Slope, Bonanza/Diamond Mtn/Vernal",black_bear,1,7.0,,4.0,57.0,,,2.0,2.0,true,true,true
BR7219,2022,2023,Black Bear,"South Slope, Yellowstone",black_bear,1,4.0,,1.0,25.0,,,1.0,0.0,true,true,true
BR7220,2022,2023,Black Bear,"Wasatch Mtns, Avintaquin/Currant Creek",black_bear,1,9.0,,5.0,56.0,,,5.0,0.0,true,true,true
BR7221,2022,2023,Black Bear,"Wasatch Mtns, West-Central",black_bear,1,12.0,,7.0,58.0,,,5.0,2.0,true,true,true
BR7224,2022,2023,Black Bear,"Book Cliffs, Little Creek Roadless",black_bear,1,10.0,,2.0,20.0,,,1.0,1.0,true,true,true
BR7225,2022,2023,Black Bear,"Book Cliffs, Little Creek Roadless",black_bear,1,7.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7228,2022,2023,Black Bear,Cache/Ogden,black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7229,2022,2023,Black Bear,"Kamas/North Slope, Summit",black_bear,1,4.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7300,2022,2023,Black Bear,"Book Cliffs, Bitter Creek/South",black_bear,1,7.0,,1.0,14.0,,,1.0,0.0,true,true,true
BR7301,2022,2023,Black Bear,"Book Cliffs, Little Creek Roadless",black_bear,1,3.0,,1.0,33.0,,,1.0,0.0,true,true,true
BR7303,2022,2023,Black Bear,"Central Mtns, Manti-North",black_bear,1,14.0,,8.0,57.0,,,4.0,4.0,true,true,true
BR7304,2022,2023,Black Bear,"Central Mtns, Manti-South/San Rafael, North",black_bear,1,16.0,,9.0,56.0,,,8.0,1.0,true,true,true
BR7305,2022,2023,Black Bear,"Central Mtns, Nebo",black_bear,1,5.0,,3.0,60.0,,,2.0,1.0,true,true,true
BR7307,2022,2023,Black Bear,La Sal,black_bear,1,14.0,,6.0,43.0,,,2.0,4.0,true,true,true
BR7308,2022,2023,Black Bear,"North Slope, Three Corners/West Daggett",black_bear,1,1.0,,1.0,100.0,,,1.0,0.0,true,true,true
BR7309,2022,2023,Black Bear,Panguitch Lake/Zion,black_bear,1,5.0,,2.0,40.0,,,2.0,0.0,true,true,true
BR7310,2022,2023,Black Bear,"Plateau, Boulder/Kaiparowits",black_bear,1,13.0,,2.0,15.0,,,2.0,0.0,true,true,true
BR7311,2022,2023,Black Bear,"Plateau, Fishlake/Thousand Lakes",black_bear,1,3.0,,3.0,100.0,,,3.0,0.0,true,true,true
BR7312,2022,2023,Black Bear,San Juan,black_bear,1,14.0,,6.0,43.0,,,5.0,1.0,true,true,true
BR7313,2022,2023,Black Bear,"South Slope, Bonanza/Diamond Mtn/Vernal",black_bear,1,9.0,,5.0,56.0,,,2.0,3.0,true,true,true
BR7314,2022,2023,Black Bear,"South Slope, Yellowstone",black_bear,1,3.0,,2.0,67.0,,,1.0,1.0,true,true,true
BR7315,2022,2023,Black Bear,"Wasatch Mtns, Avintaquin/Currant Creek",black_bear,1,6.0,,4.0,67.0,,,3.0,1.0,true,true,true
BR7316,2022,2023,Black Bear,"Wasatch Mtns, West-Central",black_bear,1,18.0,,10.0,56.0,,,2.0,8.0,true,true,true
BR7317,2022,2023,Black Bear,Nine Mile,black_bear,1,10.0,,3.0,30.0,,,3.0,0.0,true,true,true
BR7318,2022,2023,Black Bear,Beaver,black_bear,1,3.0,,1.0,33.0,,,1.0,0.0,true,true,true
BR7320,2022,2023,Black Bear,Cache/Ogden,black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7321,2022,2023,Black Bear,"Kamas/North Slope, Summit",black_bear,1,5.0,,2.0,40.0,,,0.0,2.0,true,true,true
BR7322,2022,2023,Black Bear,Mt Dutton,black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7323,2022,2023,Black Bear,Paunsaugunt,black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
BR7324,2022,2023,Black Bear,Chalk Creek/East Canyon/Morgan-South Rich,black_bear,1,1.0,,0.0,0.0,,,0.0,0.0,true,true,true
DA1001,2022,2023,Antlerless Deer,"Box Elder, West Bear River",antlerless,1,30.0,25.0,9.0,37.5,4.4,,,,true,true,true
DA1002,2022,2023,Antlerless Deer,"Box Elder, West Bear River",antlerless,1,30.0,20.0,9.0,46.2,2.3,,,,true,true,true
DA1003,2022,2023,Antlerless Deer,"Monroe/Plateau, Sevier Valley",antlerless,1,20.0,15.0,6.0,40.0,7.2,,,,true,true,true
DA1009,2022,2023,Antlerless Deer,"Pine Valley, Enterprise",antlerless,1,20.0,15.0,15.0,100.0,1.5,,,,true,true,true
DA1011,2022,2023,CWMU Antlerless Deer,George Creek,antlerless,1,5.0,4.0,4.0,100.0,2.3,,,,true,true,true
DA1012,2022,2023,CWMU Antlerless Deer,Junction Valley,antlerless,1,20.0,20.0,34.0,94.1,1.6,,,,true,true,true
DA1013,2022,2023,CWMU Antlerless Deer,Mt Carmel,antlerless,1,5.0,3.0,3.0,100.0,1.0,,,,true,true,true
DA1018,2022,2023,Antlerless Deer,"Pine Valley, New Harmony",antlerless,1,19.0,16.0,17.0,75.0,5.5,,,,true,true,true
DA1026,2022,2023,Antlerless Deer,Chalk Creek,antlerless,1,49.0,32.0,22.0,70.0,2.4,,,,true,true,true
DA1027,2022,2023,Antlerless Deer,"East Canyon, Davis-North Salt Lake",antlerless,1,100.0,90.0,64.0,70.7,3.2,,,,true,true,true
DA1028,2022,2023,Antlerless Deer,"East Canyon, Davis-North Salt Lake",antlerless,1,49.0,41.0,20.0,48.4,2.8,,,,true,true,true
DA1030,2022,2023,Antlerless Deer,"Nine Mile, Price River Valley",antlerless,1,20.0,17.0,11.0,66.7,3.0,,,,true,true,true
DA1031,2022,2023,Antlerless Deer,"Oquirrh-Stansbury, Settlement Cyn",antlerless,1,25.0,24.0,13.0,56.2,4.5,,,,true,true,true
DA1033,2022,2023,Antlerless Deer,"San Juan, Monticello",antlerless,1,5.0,5.0,3.0,66.7,2.3,,,,true,true,true
DA1039,2022,2023,Antlerless Deer,East Canyon,antlerless,1,25.0,17.0,13.0,72.7,2.2,,,,true,true,true
DA1040,2022,2023,Antlerless Deer,East Canyon,antlerless,1,24.0,12.0,4.0,33.3,10.0,,,,true,true,true
DA1041,2022,2023,Antlerless Deer,"Nine Mile, Green River Valley",antlerless,1,6.0,4.0,2.0,50.0,2.0,,,,true,true,true
DA1042,2022,2023,Antlerless Deer,"San Juan, Monticello",antlerless,1,5.0,2.0,2.0,100.0,1.0,,,,true,true,true
DA1043,2022,2023,Antlerless Deer,"Southwest Desert, Cedar Valley",antlerless,1,9.0,6.0,1.0,20.0,5.2,,,,true,true,true
DA1044,2022,2023,Antlerless Deer,"South Slope, Myton",antlerless,1,98.0,61.0,42.0,44.4,4.2,,,,true,true,true
DA1045,2022,2023,Antlerless Deer,"Fillmore, Oak City",antlerless,1,14.0,9.0,5.0,50.0,1.2,,,,true,true,true
DA1046,2022,2023,Antlerless Deer,"Nine Mile, Price River Valley",antlerless,1,24.0,21.0,15.0,68.8,2.8,,,,true,true,true
DA1047,2022,2023,Antlerless Deer,"South Slope, Vernal-Ouray Valley",antlerless,1,50.0,37.0,42.0,60.9,5.0,,,,true,true,true
DB0007,2022,2023,Limited Entry Buck Deer,Buck Deer - Statewide Permit,le_oial_all,1,2.0,2.0,2.0,100.0,8.0,4.0,,,true,true,true
DB0009,2022,2023,Limited Entry Buck Deer,Antelope Island,le_oial_all,1,1.0,1.0,1.0,100.0,1.0,5.0,,,true,true,true
DB1000,2022,2023,Limited Entry Buck Deer,Henry Mtns,le_oial_all,1,11.0,11.0,10.0,90.9,5.2,3.9,,,true,true,true
DB1001,2022,2023,Limited Entry Buck Deer,Paunsaugunt,le_oial_all,1,36.0,36.0,28.0,77.8,9.9,4.2,,,true,true,true
DB1002,2022,2023,Limited Entry Buck Deer,Antelope Island,le_oial_all,1,1.0,1.0,1.0,100.0,1.0,5.0,,,true,true,true
DB1003,2022,2023,Limited Entry Buck Deer,Henry Mtns,le_oial_all,1,27.0,27.0,25.0,92.3,3.6,4.0,,,true,true,true
DB1004,2022,2023,Limited Entry Buck Deer,Paunsaugunt,le_oial_all,1,88.0,88.0,80.0,90.6,5.6,4.1,,,true,true,true
DB1005,2022,2023,Limited Entry Buck Deer,Henry Mtns,le_oial_all,1,11.0,11.0,11.0,100.0,3.0,3.6,,,true,true,true
DB1006,2022,2023,Limited Entry Buck Deer,Paunsaugunt,le_oial_all,1,31.0,31.0,27.0,87.1,4.5,3.8,,,true,true,true
DB1007,2022,2023,Limited Entry Buck Deer,Henry Mtns,le_oial_all,1,2.0,2.0,2.0,100.0,6.0,4.5,,,true,true,true
DB1008,2022,2023,Limited Entry Buck Deer,Paunsaugunt,le_oial_all,1,4.0,3.0,3.0,100.0,16.0,4.0,,,true,true,true
DB1010,2022,2023,Limited Entry Buck Deer,Paunsaugunt,le_oial_all,1,6.0,6.0,6.0,100.0,2.2,4.7,,,true,true,true
DB1011,2022,2023,Limited Entry Buck Deer,Book Cliffs,le_oial_all,1,39.0,39.0,27.0,68.4,7.8,3.9,,,true,true,true
DB1012,2022,2023,Limited Entry Buck Deer,"Fillmore, Oak Creek LE",le_oial_all,1,11.0,11.0,7.0,63.6,11.0,4.5,,,true,true,true
DB1013,2022,2023,Limited Entry Buck Deer,"La Sal, Dolores Triangle",le_oial_all,1,4.0,4.0,4.0,100.0,5.3,5.0,,,true,true,true
DB1014,2022,2023,Limited Entry Buck Deer,"San Juan, Elk Ridge",le_oial_all,1,14.0,14.0,12.0,84.6,7.3,4.1,,,true,true,true
DB1015,2022,2023,Limited Entry Buck Deer,"South Slope, Diamond Mtn",le_oial_all,1,32.0,31.0,27.0,86.7,5.9,4.3,,,true,true,true
DB1016,2022,2023,Limited Entry Buck Deer,"West Desert, Vernon",le_oial_all,1,44.0,43.0,11.0,26.2,10.1,3.4,,,true,true,true
DB1017,2022,2023,Limited Entry Buck Deer,"Book Cliffs, North",le_oial_all,1,95.0,94.0,86.0,91.4,4.5,3.9,,,true,true,true
DB1018,2022,2023,Limited Entry Buck Deer,"Book Cliffs, South",le_oial_all,1,25.0,24.0,20.0,85.7,4.0,3.8,,,true,true,true
DB1019,2022,2023,Limited Entry Buck Deer,"Fillmore, Oak Creek LE",le_oial_all,1,29.0,29.0,28.0,96.3,3.7,4.6,,,true,true,true
DB1020,2022,2023,Limited Entry Buck Deer,"La Sal, Dolores Triangle",le_oial_all,1,13.0,12.0,11.0,91.7,3.2,4.0,,,true,true,true
DB1022,2022,2023,Limited Entry Buck Deer,"San Juan, Elk Ridge",le_oial_all,1,39.0,39.0,30.0,75.7,5.6,3.3,,,true,true,true
DB1023,2022,2023,Limited Entry Buck Deer,"South Slope, Diamond Mtn",le_oial_all,1,95.0,94.0,89.0,94.3,3.4,4.0,,,true,true,true
DB1024,2022,2023,Limited Entry Buck Deer,"West Desert, Vernon",le_oial_all,1,136.0,135.0,112.0,82.8,4.8,3.8,,,true,true,true
DB1025,2022,2023,Limited Entry Buck Deer,Book Cliffs,le_oial_all,1,42.0,42.0,37.0,88.1,4.4,3.8,,,true,true,true
DB1026,2022,2023,Limited Entry Buck Deer,"Cache, Crawford Mtn",le_oial_all,1,12.0,12.0,10.0,83.3,4.4,3.5,,,true,true,true
DB1027,2022,2023,Limited Entry Buck Deer,Chalk Creek/East Canyon/Morgan-South Rich,le_oial_all,1,42.0,42.0,30.0,72.5,5.7,3.7,,,true,true,true
DB1028,2022,2023,Limited Entry Buck Deer,Fillmore,le_oial_all,1,7.0,7.0,5.0,71.4,5.4,3.9,,,true,true,true
DB1029,2022,2023,Limited Entry Buck Deer,"Fillmore, Oak Creek LE",le_oial_all,1,13.0,13.0,13.0,100.0,4.3,4.3,,,true,true,true
DB1030,2022,2023,Limited Entry Buck Deer,Kamas,le_oial_all,1,14.0,14.0,7.0,50.0,4.8,3.1,,,true,true,true
DB1031,2022,2023,Limited Entry Buck Deer,"La Sal, Dolores Triangle",le_oial_all,1,4.0,4.0,4.0,100.0,4.0,4.8,,,true,true,true
DB1032,2022,2023,Limited Entry Buck Deer,Monroe,le_oial_all,1,5.0,5.0,5.0,100.0,5.6,2.4,,,true,true,true
DB1033,2022,2023,Limited Entry Buck Deer,Nine Mile,le_oial_all,1,8.0,8.0,6.0,75.0,4.1,3.6,,,true,true,true
DB1034,2022,2023,Limited Entry Buck Deer,Pine Valley,le_oial_all,1,9.0,9.0,9.0,100.0,4.6,3.6,,,true,true,true
DB1036,2022,2023,Limited Entry Buck Deer,"Plateau, Thousand Lakes",le_oial_all,1,5.0,5.0,5.0,100.0,5.0,3.8,,,true,true,true
DB1037,2022,2023,Limited Entry Buck Deer,"San Juan, Elk Ridge",le_oial_all,1,17.0,17.0,14.0,80.0,4.6,3.4,,,true,true,true
DB1038,2022,2023,Limited Entry Buck Deer,"South Slope, Diamond Mtn",le_oial_all,1,30.0,30.0,27.0,88.9,4.0,4.0,,,true,true,true
DB1039,2022,2023,Limited Entry Buck Deer,"South Slope, Yellowstone",le_oial_all,1,7.0,7.0,7.0,100.0,2.9,3.6,,,true,true,true
DB1040,2022,2023,Limited Entry Buck Deer,Southwest Desert,le_oial_all,1,5.0,5.0,3.0,50.0,7.5,2.0,,,true,true,true
DB1041,2022,2023,Limited Entry Buck Deer,"Wasatch Mtns, East",le_oial_all,1,20.0,20.0,12.0,60.0,5.2,3.8,,,true,true,true
DB1042,2022,2023,Limited Entry Buck Deer,"West Desert, Vernon",le_oial_all,1,56.0,55.0,36.0,66.0,4.8,3.6,,,true,true,true
DB1043,2022,2023,Limited Entry Buck Deer,Zion,le_oial_all,1,12.0,12.0,8.0,63.6,6.2,3.5,,,true,true,true
DB1044,2022,2023,Limited Entry Buck Deer,Book Cliffs,le_oial_all,1,6.0,5.0,5.0,100.0,6.8,3.6,,,true,true,true
DB1045,2022,2023,Limited Entry Buck Deer,"Fillmore, Oak Creek LE",le_oial_all,1,1.0,1.0,1.0,100.0,5.0,4.0,,,true,true,true
DB1046,2022,2023,Limited Entry Buck Deer,"San Juan, Elk Ridge",le_oial_all,1,2.0,2.0,1.0,50.0,11.5,3.5,,,true,true,true
DB1047,2022,2023,Limited Entry Buck Deer,"South Slope, Diamond Mtn",le_oial_all,1,3.0,3.0,3.0,100.0,5.3,4.0,,,true,true,true
DB1048,2022,2023,Limited Entry Buck Deer,"West Desert, Vernon",le_oial_all,1,6.0,6.0,5.0,83.3,15.7,3.5,,,true,true,true
DB1053,2022,2023,Limited Entry Buck Deer,Mt Dutton,le_oial_all,1,5.0,5.0,4.0,80.0,5.4,4.0,,,true,true,true
DB1054,2022,2023,Limited Entry Buck Deer,Ogden,le_oial_all,1,15.0,15.0,12.0,78.6,5.1,4.1,,,true,true,true
DB1055,2022,2023,Limited Entry Buck Deer,"Plateau, Fishlake",le_oial_all,1,5.0,4.0,3.0,75.0,4.0,4.2,,,true,true,true
DB1056,2022,2023,Limited Entry Buck Deer,Book Cliffs,le_oial_all,1,3.0,3.0,3.0,100.0,4.5,3.5,,,true,true,true
DB1058,2022,2023,Limited Entry Buck Deer,Paunsaugunt,le_oial_all,1,30.0,27.0,11.0,42.3,6.9,3.3,,,true,true,true
DB1059,2022,2023,Limited Entry Buck Deer,Beaver,le_oial_all,1,5.0,5.0,3.0,60.0,7.8,3.4,,,true,true,true
DB1065,2022,2023,Limited Entry Buck Deer,North Slope,le_oial_all,1,12.0,12.0,7.0,58.3,5.8,3.7,,,true,true,true
DB1073,2022,2023,Limited Entry Buck Deer,Paunsaugunt,le_oial_all,1,5.0,5.0,4.0,80.0,5.4,4.4,,,true,true,true
DB1074,2022,2023,Limited Entry Buck Deer,Paunsaugunt,le_oial_all,1,5.0,5.0,5.0,100.0,2.8,4.0,,,true,true,true
DB1075,2022,2023,Limited Entry Buck Deer,Book Cliffs,le_oial_all,1,2.0,2.0,2.0,100.0,4.5,3.5,,,true,true,true
DB1076,2022,2023,Limited Entry Buck Deer,Book Cliffs,le_oial_all,1,2.0,2.0,1.0,50.0,5.5,4.5,,,true,true,true
DB1077,2022,2023,Limited Entry Buck Deer,Box Elder,le_oial_all,1,20.0,20.0,11.0,55.6,4.7,3.7,,,true,true,true
DB1078,2022,2023,Limited Entry Buck Deer,Cache,le_oial_all,1,6.0,6.0,4.0,66.7,7.2,3.3,,,true,true,true
DB1079,2022,2023,Limited Entry Buck Deer,"Central Mtns, Manti/San Rafael",le_oial_all,1,37.0,37.0,29.0,78.4,4.9,3.8,,,true,true,true
DB1080,2022,2023,Limited Entry Buck Deer,"Central Mtns, Nebo",le_oial_all,1,19.0,18.0,11.0,58.8,6.0,3.4,,,true,true,true
DB1081,2022,2023,Limited Entry Buck Deer,"La Sal, La Sal Mtns",le_oial_all,1,6.0,6.0,5.0,80.0,3.2,4.0,,,true,true,true
