source_no,permit_class,source_year_range,model_target_year,species_raw,species,hunt_family,area,condition,value,organization,permit_total,source_file,selected_hunt_code,possible_hunt_codes,match_method,match_confidence,match_notes,allocation_cycle_years,permit_applies_each_year,permit_count_per_year,permit_count_2025,permit_count_2026,permit_count_2027,permit_year_instances_2025_2027,interpretation,manual_review_reason
76,conservation,2025-2027,2026,Desert Bighorn Sheep,Desert Bighorn Sheep,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Any Legal Weapon,73333.33,SCI,1.0,2025-27 Conservation Permits.xlsx,,DS1004|DS6608|DS6624,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
77,conservation,2025-2027,2026,Desert Bighorn Sheep,Desert Bighorn Sheep,Desert Bighorn Sheep,"San Rafael, South",Any Legal Weapon,60833.33,UWSF,1.0,2025-27 Conservation Permits.xlsx,,DS1007|DS6610,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
79,conservation,2025-2027,2026,Deer,Deer,Deer,Henry Mtns,Hunter's Choice,104166.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1000|DB1003|DB1005|DB1007,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
81,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Archery,68333.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,,DB1001|DB1073,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
82,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Hunter's Choice,74666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1001|DB1004|DB1006|DB1008|DB1010|DB1058|DB1073|DB1074,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
83,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Hunter's Choice,74666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1001|DB1004|DB1006|DB1008|DB1010|DB1058|DB1073|DB1074,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
86,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Muzzleloader,40000.0,NWTF,1.0,2025-27 Conservation Permits.xlsx,,DB1006|DB1074,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
87,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Muzzleloader,40000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1006|DB1074,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
90,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Hunter's Choice,20875.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1011|DB1025|DB1044,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
91,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Hunter's Choice,20875.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1011|DB1025|DB1044,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
97,conservation,2025-2027,2026,Deer,Deer,Deer,Diamond Mtn,Hunter's Choice,12666.67,RMEF,1.0,2025-27 Conservation Permits.xlsx,,DB1015|DB1023|DB1038|DB1047,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
98,conservation,2025-2027,2026,Deer,Deer,Deer,Diamond Mtn,Hunter's Choice,12666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1015|DB1023|DB1038|DB1047,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
102,conservation,2025-2027,2026,Deer,Deer,Deer,"Fillmore, Oak Creek LE",Hunter's Choice,71250.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1012|DB1019|DB1029|DB1045,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
104,conservation,2025-2027,2026,Deer,Deer,Deer,"La Sal, Dolores Triangle",Multiseason,30000.0,SCI,1.0,2025-27 Conservation Permits.xlsx,,DB1013|DB1020|DB1031|DB1118,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=36; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
106,conservation,2025-2027,2026,Deer,Deer,Deer,"San Juan, Elk Ridge",Hunter's Choice,60666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1014|DB1022|DB1037|DB1046,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
111,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Hunter's Choice,15416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1016|DB1024|DB1042|DB1048,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
112,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Hunter's Choice,15416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1016|DB1024|DB1042|DB1048,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
120,conservation,2025-2027,2026,Elk,Elk,Elk,"Beaver, East",Hunter's Choice,123333.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
123,conservation,2025-2027,2026,Elk,Elk,Elk,"Book Cliffs, Bitter Creek/East",Archery,15200.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=94; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
124,conservation,2025-2027,2026,Elk,Elk,Elk,"Book Cliffs, Bitter Creek/East",Hunter's Choice,14250.0,DSC,1.0,2025-27 Conservation Permits.xlsx,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=94; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
125,conservation,2025-2027,2026,Elk,Elk,Elk,"Book Cliffs, Bitter Creek/East",Multiseason,17666.67,WCF,1.0,2025-27 Conservation Permits.xlsx,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=94; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
128,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,Archery,46000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
129,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,Hunter's Choice,66666.67,SCI,1.0,2025-27 Conservation Permits.xlsx,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
130,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,Multiseason,71666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
131,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,Muzzleloader,46000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
132,conservation,2025-2027,2026,Elk,Elk,Elk,"Box Elder, Grouse Creek",Multiseason,13000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3128|EB3147|EB3150|EB3153,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
133,conservation,2025-2027,2026,Elk,Elk,Elk,"Box Elder, Pilot Mtn",Multiseason,13000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3031|EB3130|EB3209,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
135,conservation,2025-2027,2026,Elk,Elk,Elk,"Cache, Meadowville",Hunter's Choice,8383.33,SCI,1.0,2025-27 Conservation Permits.xlsx,,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
137,conservation,2025-2027,2026,Elk,Elk,Elk,"Cache, South",Hunter's Choice,27000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
142,conservation,2025-2027,2026,Elk,Elk,Elk,Diamond Mtn,Hunter's Choice,21166.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
146,conservation,2025-2027,2026,Elk,Elk,Elk,"Fillmore, Pahvant",Hunter's Choice,36416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
151,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,Hunter's Choice,26625.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
152,conservation,2025-2027,2026,Elk,Elk,Elk,Fishlake/Thousand Lakes,Hunter's Choice,26625.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
159,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns",Hunter's Choice,19000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=48; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
160,conservation,2025-2027,2026,Elk,Elk,Elk,"La Sal, La Sal Mtns",Hunter's Choice,19000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=48; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
167,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,Hunter's Choice,34875.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
168,conservation,2025-2027,2026,Elk,Elk,Elk,Manti,Hunter's Choice,34875.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
174,conservation,2025-2027,2026,Elk,Elk,Elk,Monroe,Hunter's Choice,65000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
178,conservation,2025-2027,2026,Elk,Elk,Elk,Mt Dutton,Hunter's Choice,48250.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
181,conservation,2025-2027,2026,Elk,Elk,Elk,Nebo/San Pitch Mtns,Archery,21500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
