source_file,source_sha256,source_page,hunt_code,hunt_name,species_category,resident_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_permits,raw_hunt_line,raw_totals_line
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,180,PD1000,"Doe Pronghorn - Box Elder, Snowville - Any Legal Weapon",Doe Pronghorn,726,0,29,29,42,0,4,4,33,"Hunt: PD1000 Doe Pronghorn - Box Elder, Snowville - Any Legal Weapon",Totals 726 0 29 29 1 in 25.0 Totals 42 0 4 4 1 in 10.5
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,181,PD1006,Doe Pronghorn - Parker Mtn - Any Legal Weapon,Doe Pronghorn,967,0,18,18,71,0,3,3,21,Hunt: PD1006 Doe Pronghorn - Parker Mtn - Any Legal Weapon,Totals 967 0 18 18 1 in 53.7 Totals 71 0 3 3 1 in 23.7
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,182,PD1012,"Doe Pronghorn - Box Elder, Promontory - Any Legal Weapon",Doe Pronghorn,192,0,8,8,7,0,1,1,9,"Hunt: PD1012 Doe Pronghorn - Box Elder, Promontory - Any Legal Weapon",Totals 192 0 8 8 1 in 24.0 Totals 7 0 1 1 1 in 7.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,183,PD1016,Cwmu Doe Pronghorn - Zane - Any Legal Weapon,Doe Pronghorn,81,0,5,5,0,0,0,0,5,Hunt: PD1016 Cwmu Doe Pronghorn - Zane - Any Legal Weapon,Totals 81 0 5 5 1 in 16.2 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,184,PD1017,"Doe Pronghorn - Box Elder, West - Any Legal Weapon",Doe Pronghorn,474,0,25,25,27,0,4,4,29,"Hunt: PD1017 Doe Pronghorn - Box Elder, West - Any Legal Weapon",Totals 474 0 25 25 1 in 19.0 Totals 27 0 4 4 1 in 6.8
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,185,PD1025,Cwmu Doe Pronghorn - Cottonwood Ridge - Any Legal Weapon,Doe Pronghorn,82,0,5,5,0,0,0,0,5,Hunt: PD1025 Cwmu Doe Pronghorn - Cottonwood Ridge - Any Legal Weapon,Totals 82 0 5 5 1 in 16.4 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,186,PD1026,Cwmu Doe Pronghorn - Pahvant Ensign - Any Legal Weapon,Doe Pronghorn,108,0,5,5,0,0,0,0,5,Hunt: PD1026 Cwmu Doe Pronghorn - Pahvant Ensign - Any Legal Weapon,Totals 108 0 5 5 1 in 21.6 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,187,PD1031,Cwmu Two Doe Pronghorn - Westlake - Any Legal Weapon,Doe Pronghorn,563,0,5,5,0,0,0,0,5,Hunt: PD1031 Cwmu Two Doe Pronghorn - Westlake - Any Legal Weapon,Totals 563 0 5 5 1 in 112.6 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,188,PD1032,Cwmu Doe Pronghorn - Antelope Creek - Any Legal Weapon,Doe Pronghorn,119,0,5,5,0,0,0,0,5,Hunt: PD1032 Cwmu Doe Pronghorn - Antelope Creek - Any Legal Weapon,Totals 119 0 5 5 1 in 23.8 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,189,PD1033,Doe Pronghorn - Poison Springs Bench - Any Legal Weapon,Doe Pronghorn,247,0,11,11,6,0,2,2,13,Hunt: PD1033 Doe Pronghorn - Poison Springs Bench - Any Legal Weapon,Totals 247 0 11 11 1 in 22.5 Totals 6 0 2 2 1 in 3.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,190,PD1034,"Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",Doe Pronghorn,890,0,18,18,64,0,3,3,21,"Hunt: PD1034 Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",Totals 890 0 18 18 1 in 49.4 Totals 64 0 3 3 1 in 21.3
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,191,PD1035,"Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",Doe Pronghorn,1213,0,18,18,40,0,3,3,21,"Hunt: PD1035 Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",Totals 1213 0 18 18 1 in 67.4 Totals 40 0 3 3 1 in 13.3
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,192,PD1043,"Doe Pronghorn - Nine Mile, Anthro-pleasant Valley - Any Legal Weapon",Doe Pronghorn,402,0,8,8,28,0,1,1,9,"Hunt: PD1043 Doe Pronghorn - Nine Mile, Anthro-pleasant Valley - Any Legal Weapon",Totals 402 0 8 8 1 in 50.3 Totals 28 0 1 1 1 in 28.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,193,PD1044,Doe Pronghorn - Vernal-ouray Valley - Any Legal Weapon,Doe Pronghorn,561,0,18,18,25,0,3,3,21,Hunt: PD1044 Doe Pronghorn - Vernal-ouray Valley - Any Legal Weapon,Totals 561 0 18 18 1 in 31.2 Totals 25 0 3 3 1 in 8.3
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,194,PD1045,Cwmu Doe Pronghorn - The Rose Of Snowville - Any Legal Weapon,Doe Pronghorn,236,0,2,2,0,0,0,0,2,Hunt: PD1045 Cwmu Doe Pronghorn - The Rose Of Snowville - Any Legal Weapon,Totals 236 0 2 2 1 in 118.0 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,195,PD1046,Cwmu Doe Pronghorn - Green River Flat - Any Legal Weapon,Doe Pronghorn,50,0,5,5,0,0,0,0,5,Hunt: PD1046 Cwmu Doe Pronghorn - Green River Flat - Any Legal Weapon,Totals 50 0 5 5 1 in 10.0 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,196,MA1005,Antlerless Moose - Morgan-south Rich - Any Legal Weapon,Antlerless Moose,1380,3,3,6,143,0,1,1,7,Hunt: MA1005 Antlerless Moose - Morgan-south Rich - Any Legal Weapon,Totals 1380 3 3 6 1 in 230.0 Totals 143 0 1 1 1 in 143.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,197,MA1006,"Antlerless Moose - Wasatch Mtns, West - Any Legal Weapon",Antlerless Moose,3982,2,2,4,287,0,1,1,5,"Hunt: MA1006 Antlerless Moose - Wasatch Mtns, West - Any Legal Weapon",Totals 3982 2 2 4 1 in 995.5 Totals 287 0 1 1 1 in 287.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,198,RE1000,"Rocky Mountain Bighorn Sheep Ewe - Box Elder, Newfoundland Mtns - Any Legal Weapon",Rocky Mountain Bighorn Ewe,1313,2,2,4,245,0,1,1,5,"Hunt: RE1000 Rocky Mountain Bighorn Sheep Ewe - Box Elder, Newfoundland Mtns - Any Legal Weapon",Totals 1313 2 2 4 1 in 328.3 Totals 245 0 1 1 1 in 245.0
