hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,,permits_year_res,permits_year_nr,permits_year_total,permits_2026_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
BR7005,616,Nebo,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,7,,,16,2,18,,,,,,,
BR7106,616,Nebo,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",8,0,8,,,12,1,13,,,,,,,
BR7205,616,Nebo,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",5,0,5,,,22,2,24,,,,,,,
BR7305,616,Nebo,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",5,0,5,,,26,3,29,,,,,,,
DB1080,616,Nebo,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,23,3,26,,,2,1,3,,,,,,,
DB1504,616,Nebo,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1060,,,19,2,21,,,,,,,
DB1534,616,Nebo,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,3180,,,23,3,26,,,,,,,
DB1564,616,Nebo,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1060,,,4,0,4,,,,,,,
DB1773,616,Nebo,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,349,,,5,0,5,,,,,,,
EA1021,616,Nebo,Antlerless,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,252,28,280,,,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,252,28,280,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1208,616,Nebo,Antlerless,Elk,Any Legal Weapon,General Season,Nov 14 2026 - Jan 31 2027,292,33,325,,,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,292,33,325,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2016,616,Nebo,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,325,,,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,325,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
GO6803,616,Nebo,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 26 2026 - Nov 25 2026,21,3,24,,,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,21,3,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6821,616,Nebo,Either Sex,Mountain Goat,Archery,Once-in-a-lifetime,Sept 16 2026 - Sept 25 2026,12,0,12,,,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,12,0,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
LO1504,616,Nebo,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,14,2,16,,,,,,,
LO1534,616,Nebo,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,25,3,28,,,,,,,
LO1564,616,Nebo,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,3,0,3,,,,,,,
RS6725,616,Nebo,Either Sex,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,2,0,2,,,13,1,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_rocky_mountain_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
BR7022,617,La Sal Mtns,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",40,3,43,,,4,1,5,,,,,,,
BR7127,617,La Sal Mtns,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",25,2,27,,,4,1,5,,,,,,,
BR7239,617,La Sal Mtns,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",6,0,6,,,11,1,12,,,,,,,
BR7326,617,La Sal Mtns,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",13,1,14,,,4,1,5,,,,,,,
DB1081,617,La Sal Mtns,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,8,1,9,,,11,1,12,,,,,,,
DB1509,617,La Sal Mtns,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,360,,,9,1,10,,,,,,,
DB1539,617,La Sal Mtns,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1080,,,29,3,32,,,,,,,
DB1569,617,La Sal Mtns,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,360,,,13,2,15,,,,,,,
DB1778,617,La Sal Mtns,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,67,,,12,1,13,,,,,,,
EA1038,617,La Sal Mtns,Antlerless,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,180,20,200,,,20,2,22,2026_RAC_CURRENT_YEAR_ALLOTMENT,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1039,617,La Sal Mtns,Antlerless,Elk,Any Legal Weapon,General Season,Nov 19 2026 - Dec 31 2026,135,15,150,,,34,4,38,2026_RAC_CURRENT_YEAR_ALLOTMENT,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2009,617,La Sal Mtns,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,70,,,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,70,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EB3009,617,La Sal Mtns,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,36,4,40,,,17,2,19,2026_RAC_CURRENT_YEAR_ALLOTMENT,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3045,617,La Sal Mtns,Bull,Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,14,2,16,,,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,14,2,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3046,617,La Sal Mtns,Bull,Elk,Late Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,24,3,27,,,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,24,3,27,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3087,617,La Sal Mtns,Bull,Elk,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,22,2,24,,,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3111,617,La Sal Mtns,Bull,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,,,42,5,47,2026_RAC_CURRENT_YEAR_ALLOTMENT,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3182,617,La Sal Mtns,Bull,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,9,1,10,,,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_late_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3183,617,La Sal Mtns,Bull,Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,42,5,47,,,18,3,21,2026_RAC_CURRENT_YEAR_ALLOTMENT,42,5,47,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EL3009,617,La Sal La Sal Mtns,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,16,,,13,2,15,,,,,,,
EL3045,617,La Sal La Sal Mtns,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,21,,,22,3,25,,,,,,,
EL3046,617,La Sal La Sal Mtns,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,16,,,13,2,15,,,,,,,
EL3087,617,La Sal La Sal Mtns,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,3,,,20,2,22,,,,,,,
EL3182,617,La Sal La Sal Mtns,Bull,Elk,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,14,,,4,1,5,,,,,,,
EL3183,617,La Sal La Sal Mtns,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,16,,,37,4,41,,,,,,,
GO6817,617,La Sal Mtns,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,10,2,12,,,13,2,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,2,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
LO1509,617,"La Sal, La Sal Mtns",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,9,1,10,,,,,,,
LO1539,617,"La Sal, La Sal Mtns",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,33,4,37,,,,,,,
LO1569,617,"La Sal, La Sal Mtns",Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,4,1,5,,,,,,,
DB1085,618,"San Juan, Abajo Mtns",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,13,1,14,,,17,2,19,,,,,,,
DB1521,618,"San Juan, Abajo Mtns",Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,560,,,18,2,20,,,,,,,
DB1551,618,"San Juan, Abajo Mtns",Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1680,,,46,5,51,,,,,,,
DB1581,618,"San Juan, Abajo Mtns",Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,560,,,9,1,10,,,,,,,
DB1790,618,"San Juan, Abajo Mtns",Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,261,,,7,1,8,,,,,,,
LO1521,618,"San Juan, Abajo Mtns",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,9,1,10,,,,,,,
LO1551,618,"San Juan, Abajo Mtns",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,
LO1581,618,"San Juan, Abajo Mtns",Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,5,0,5,,,,,,,
DB1079,619,Manti/San Rafael,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,40,5,45,,,1,0,1,,,,,,,
DB1503,619,Manti/San Rafael,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1800,,,2,0,2,,,,,,,
DB1533,619,Manti/San Rafael,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,5400,,,1,0,1,,,,,,,
DB1563,619,Manti/San Rafael,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1800,,,1,0,1,,,,,,,
DB1772,619,Manti/San Rafael,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,573,,,1,0,1,,,,,,,
LO1503,619,Manti/San Rafael,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,2,0,2,,,,,,,
LO1533,619,Manti/San Rafael,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,1,0,1,,,,,,,
LO1563,619,Manti/San Rafael,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,2,0,2,,,,,,,
DB1087,620,"Wasatch Mtns, West",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,36,4,40,,,3,0,3,,,,,,,
DB1526,620,"Wasatch Mtns, West",Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1580,,,1,0,1,,,,,,,
DB1556,620,"Wasatch Mtns, West",Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,4740,,,19,0,19,,,,,,,
DB1586,620,"Wasatch Mtns, West",Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1580,,,1,0,1,,,,,,,
DB1795,620,"Wasatch Mtns, West",Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,701,,,3,0,3,,,,,,,
EA2012,620,"Wasatch Mtns, West-Central",Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,500,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
LO1526,620,"Wasatch Mtns, West",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,6,0,6,,,,,,,
LO1556,620,"Wasatch Mtns, West",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,2,0,2,,,,,,,
LO1586,620,"Wasatch Mtns, West",Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,10,0,10,,,,,,,
RS6724,620,"Wasatch Mtns, West",Either Sex,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,3,0,3,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_rocky_mountain_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1041,621,"Wasatch Mtns, East",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,30,3,33,,,2,0,2,,,,,,,
DB1525,621,"Wasatch Mtns, East",Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1300,,,2,0,2,,,,,,,
DB1555,621,"Wasatch Mtns, East",Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,3900,,,2,0,2,,,,,,,
DB1585,621,"Wasatch Mtns, East",Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1300,,,2,0,2,,,,,,,
DB1794,621,"Wasatch Mtns, East",Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,271,,,2,0,2,,,,,,,
LO1525,621,"Wasatch Mtns, East",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,1,0,1,,,,,,,
LO1555,621,"Wasatch Mtns, East",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,2,0,2,,,,,,,
LO1585,621,"Wasatch Mtns, East",Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,2,0,2,,,,,,,
DB1040,625,Southwest Desert,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,,,2,0,2,,,,,,,
DB1524,625,Southwest Desert,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,100,,,1,0,1,,,,,,,
DB1554,625,Southwest Desert,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,300,,,1,0,1,,,,,,,
DB1584,625,Southwest Desert,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,100,,,2,0,2,,,,,,,
DB1793,625,Southwest Desert,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,46,,,5,0,5,,,,,,,
EA1101,625,Southwest Desert,Antlerless,Elk,Any Legal Weapon,General Season,Nov 20 2026 - Jan 10 2027,90,10,100,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
LO1524,625,Southwest Desert,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,2,0,2,,,,,,,
LO1554,625,Southwest Desert,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,1,0,1,,,,,,,
LO1584,625,Southwest Desert,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,3,0,3,,,,,,,
LP5049,625,Southwest Desert - Private Land Only,Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,2,0,2,,,,,,,
PB5018,625,Southwest Desert,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,31,4,35,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5024,625,Southwest Desert,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,31,4,35,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5049,625,Southwest Desert,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,94,11,105,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,94,11,105,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
BR7000,628,Beaver,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",9,1,10,,,1,0,1,,,,,,,
BR7100,628,Beaver,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",9,1,10,,,1,0,1,,,,,,,
BR7200,628,Beaver,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",9,1,10,,,2,0,2,,,,,,,
BR7318,628,Beaver,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,,,1,0,1,,,,,,,
GO6800,628,Beaver,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,7,2,9,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,2,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6801,628,Beaver,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 28 2026 - Oct 26 2026,9,0,9,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,9,0,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6822,628,Beaver,Either Sex,Mountain Goat,Archery,Once-in-a-lifetime,Nov 14 2026 - Nov 23 2026,2,0,2,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
LP5025,628,Beaver - Private Land Only,Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,2,0,2,,,,,,,
PB5000,628,Beaver,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,11,1,12,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,11,1,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5025,628,Beaver,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,43,5,48,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,43,5,48,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
BR7020,629,Monroe,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",1,0,1,,,2,0,2,,,,,,,
BR7125,629,Monroe,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",1,0,1,,,1,0,1,,,,,,,
BR7237,629,Monroe,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",1,0,1,,,2,0,2,,,,,,,
DB1032,629,Monroe,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,5,1,6,,,1,0,1,,,,,,,
DB1510,629,Monroe,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,220,,,1,0,1,,,,,,,
DB1540,629,Monroe,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,660,,,1,0,1,,,,,,,
DB1570,629,Monroe,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,220,,,1,0,1,,,,,,,
DB1779,629,Monroe,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,,,1,0,1,,,,,,,
