page,source_file,source_name,draw,entity_type,hunt_code,hunt_title,hunt_name,unit,weapon,species,residency,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio_text,success_odds_1_in,success_probability
13,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1012,"Limited-entry Archery Buck Deer - Fillmore, Oak Creek Le - Archery",Limited-entry Archery Buck Deer,"Fillmore, Oak Creek Le",Archery,,resident,301,5,4,9,1 in 33.4,33.4,0.029940119760479042
13,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1012,"Limited-entry Archery Buck Deer - Fillmore, Oak Creek Le - Archery",Limited-entry Archery Buck Deer,"Fillmore, Oak Creek Le",Archery,,nonresident,196,0,1,1,1 in 196.0,196.0,0.00510204081632653
14,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1013,"Limited-entry Archery Buck Deer - La Sal, Dolores Triangle - Archery",Limited-entry Archery Buck Deer,"La Sal, Dolores Triangle",Archery,,resident,103,2,2,4,1 in 25.8,25.8,0.03875968992248062
14,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1013,"Limited-entry Archery Buck Deer - La Sal, Dolores Triangle - Archery",Limited-entry Archery Buck Deer,"La Sal, Dolores Triangle",Archery,,nonresident,0,0,0,0,N/A,,
15,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1014,"Limited-entry Archery Buck Deer - San Juan, Elk Ridge - Archery",Limited-entry Archery Buck Deer,"San Juan, Elk Ridge",Archery,,resident,551,7,6,13,1 in 42.4,42.4,0.02358490566037736
15,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1014,"Limited-entry Archery Buck Deer - San Juan, Elk Ridge - Archery",Limited-entry Archery Buck Deer,"San Juan, Elk Ridge",Archery,,nonresident,338,1,1,2,1 in 169.0,169.0,0.005917159763313609
16,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1015,Limited-entry Archery Buck Deer - Diamond Mtn - Archery,Limited-entry Archery Buck Deer,Diamond Mtn,Archery,,resident,233,11,10,21,1 in 11.1,11.1,0.0900900900900901
16,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1015,Limited-entry Archery Buck Deer - Diamond Mtn - Archery,Limited-entry Archery Buck Deer,Diamond Mtn,Archery,,nonresident,105,1,1,2,1 in 52.5,52.5,0.01904761904761905
17,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1016,"Limited-entry Archery Buck Deer - West Desert, Vernon - Archery",Limited-entry Archery Buck Deer,"West Desert, Vernon",Archery,,resident,373,18,18,36,1 in 10.4,10.4,0.09615384615384615
17,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1016,"Limited-entry Archery Buck Deer - West Desert, Vernon - Archery",Limited-entry Archery Buck Deer,"West Desert, Vernon",Archery,,nonresident,93,2,1,3,1 in 31.0,31.0,0.03225806451612903
18,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1017,"Limited-entry Alw (rifle) Buck Deer - Book Cliffs, North - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"Book Cliffs, North",Any Legal Weapon,,resident,2408,43,43,86,1 in 28.0,28.0,0.03571428571428571
18,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1017,"Limited-entry Alw (rifle) Buck Deer - Book Cliffs, North - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"Book Cliffs, North",Any Legal Weapon,,nonresident,719,5,4,9,1 in 79.9,79.9,0.012515644555694618
19,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1018,"Limited-entry Alw (rifle) Buck Deer - Book Cliffs, South - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"Book Cliffs, South",Any Legal Weapon,,resident,725,11,10,21,1 in 34.5,34.5,0.028985507246376812
19,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1018,"Limited-entry Alw (rifle) Buck Deer - Book Cliffs, South - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"Book Cliffs, South",Any Legal Weapon,,nonresident,271,1,1,2,1 in 135.5,135.5,0.007380073800738007
20,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1019,"Limited-entry Alw (rifle) Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"Fillmore, Oak Creek Le",Any Legal Weapon,,resident,2421,12,11,23,1 in 105.3,105.3,0.00949667616334283
20,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1019,"Limited-entry Alw (rifle) Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"Fillmore, Oak Creek Le",Any Legal Weapon,,nonresident,1353,2,1,3,1 in 451.0,451.0,0.0022172949002217295
21,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1020,"Limited-entry Alw (rifle) Buck Deer - La Sal, Dolores Triangle - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"La Sal, Dolores Triangle",Any Legal Weapon,,resident,624,6,5,11,1 in 56.7,56.7,0.01763668430335097
21,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1020,"Limited-entry Alw (rifle) Buck Deer - La Sal, Dolores Triangle - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"La Sal, Dolores Triangle",Any Legal Weapon,,nonresident,533,0,1,1,1 in 533.0,533.0,0.001876172607879925
22,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1022,"Limited-entry Alw (rifle) Buck Deer - San Juan, Elk Ridge - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"San Juan, Elk Ridge",Any Legal Weapon,,resident,947,19,18,37,1 in 25.6,25.6,0.0390625
22,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1022,"Limited-entry Alw (rifle) Buck Deer - San Juan, Elk Ridge - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"San Juan, Elk Ridge",Any Legal Weapon,,nonresident,641,2,1,3,1 in 213.7,213.7,0.004679457182966776
23,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1023,Limited-entry Alw (rifle) Buck Deer - Diamond Mtn - Any Legal Weapon,Limited-entry Alw (rifle) Buck Deer,Diamond Mtn,Any Legal Weapon,,resident,1022,29,28,57,1 in 17.9,17.9,0.0558659217877095
23,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1023,Limited-entry Alw (rifle) Buck Deer - Diamond Mtn - Any Legal Weapon,Limited-entry Alw (rifle) Buck Deer,Diamond Mtn,Any Legal Weapon,,nonresident,317,3,3,6,1 in 52.8,52.8,0.01893939393939394
24,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1024,"Limited-entry Alw (rifle) Buck Deer - West Desert, Vernon - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"West Desert, Vernon",Any Legal Weapon,,resident,2716,52,52,104,1 in 26.1,26.1,0.038314176245210725
24,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1024,"Limited-entry Alw (rifle) Buck Deer - West Desert, Vernon - Any Legal Weapon",Limited-entry Alw (rifle) Buck Deer,"West Desert, Vernon",Any Legal Weapon,,nonresident,559,6,5,11,1 in 50.8,50.8,0.01968503937007874
25,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1025,Limited-entry Muzzleloader Buck Deer - Book Cliffs - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Book Cliffs,Muzzleloader,,resident,470,19,19,38,1 in 12.4,12.4,0.08064516129032258
25,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1025,Limited-entry Muzzleloader Buck Deer - Book Cliffs - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Book Cliffs,Muzzleloader,,nonresident,126,2,1,3,1 in 42.0,42.0,0.023809523809523808
26,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1026,"Limited-entry Muzzleloader Buck Deer - Cache, Crawford Mtn - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"Cache, Crawford Mtn",Muzzleloader,,resident,286,3,3,6,1 in 47.7,47.7,0.020964360587002094
26,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1026,"Limited-entry Muzzleloader Buck Deer - Cache, Crawford Mtn - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"Cache, Crawford Mtn",Muzzleloader,,nonresident,66,0,1,1,1 in 66.0,66.0,0.015151515151515152
27,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1028,Limited-entry Muzzleloader Buck Deer - Fillmore - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Fillmore,Muzzleloader,,resident,88,5,5,10,1 in 8.8,8.8,0.11363636363636363
27,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1028,Limited-entry Muzzleloader Buck Deer - Fillmore - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Fillmore,Muzzleloader,,nonresident,27,0,1,1,1 in 27.0,27.0,0.037037037037037035
28,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1029,"Limited-entry Muzzleloader Buck Deer - Fillmore, Oak Creek Le - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"Fillmore, Oak Creek Le",Muzzleloader,,resident,247,5,4,9,1 in 27.4,27.4,0.03649635036496351
28,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1029,"Limited-entry Muzzleloader Buck Deer - Fillmore, Oak Creek Le - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"Fillmore, Oak Creek Le",Muzzleloader,,nonresident,150,0,1,1,1 in 150.0,150.0,0.006666666666666667
29,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1030,Limited-entry Muzzleloader Buck Deer - Kamas - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Kamas,Muzzleloader,,resident,19,3,2,5,1 in 3.8,3.8,0.2631578947368421
29,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1030,Limited-entry Muzzleloader Buck Deer - Kamas - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Kamas,Muzzleloader,,nonresident,3,0,1,1,1 in 3.0,3.0,0.3333333333333333
30,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1031,"Limited-entry Muzzleloader Buck Deer - La Sal, Dolores Triangle - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"La Sal, Dolores Triangle",Muzzleloader,,resident,129,2,2,4,1 in 32.3,32.3,0.030959752321981428
30,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1031,"Limited-entry Muzzleloader Buck Deer - La Sal, Dolores Triangle - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"La Sal, Dolores Triangle",Muzzleloader,,nonresident,0,0,0,0,N/A,,
31,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1032,Limited-entry Muzzleloader Buck Deer - Monroe - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Monroe,Muzzleloader,,resident,40,2,2,4,1 in 10.0,10.0,0.1
31,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1032,Limited-entry Muzzleloader Buck Deer - Monroe - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Monroe,Muzzleloader,,nonresident,4,0,1,1,1 in 4.0,4.0,0.25
32,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1033,Limited-entry Muzzleloader Buck Deer - Nine Mile - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Nine Mile,Muzzleloader,,resident,34,3,3,6,1 in 5.7,5.7,0.17543859649122806
32,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1033,Limited-entry Muzzleloader Buck Deer - Nine Mile - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Nine Mile,Muzzleloader,,nonresident,7,0,1,1,1 in 7.0,7.0,0.14285714285714285
33,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1034,Limited-entry Muzzleloader Buck Deer - Pine Valley - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Pine Valley,Muzzleloader,,resident,194,7,7,14,1 in 13.9,13.9,0.07194244604316546
33,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1034,Limited-entry Muzzleloader Buck Deer - Pine Valley - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Pine Valley,Muzzleloader,,nonresident,134,1,1,2,1 in 67.0,67.0,0.014925373134328358
34,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1036,Limited-entry Muzzleloader Buck Deer - Thousand Lakes - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Thousand Lakes,Muzzleloader,,resident,14,2,2,4,1 in 3.5,3.5,0.2857142857142857
34,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1036,Limited-entry Muzzleloader Buck Deer - Thousand Lakes - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Thousand Lakes,Muzzleloader,,nonresident,6,0,1,1,1 in 6.0,6.0,0.16666666666666666
35,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1037,"Limited-entry Muzzleloader Buck Deer - San Juan, Elk Ridge - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"San Juan, Elk Ridge",Muzzleloader,,resident,302,7,6,13,1 in 23.2,23.2,0.04310344827586207
35,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1037,"Limited-entry Muzzleloader Buck Deer - San Juan, Elk Ridge - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"San Juan, Elk Ridge",Muzzleloader,,nonresident,160,1,1,2,1 in 80.0,80.0,0.0125
36,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1038,Limited-entry Muzzleloader Buck Deer - Diamond Mtn - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Diamond Mtn,Muzzleloader,,resident,132,11,10,21,1 in 6.3,6.3,0.15873015873015872
36,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1038,Limited-entry Muzzleloader Buck Deer - Diamond Mtn - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Diamond Mtn,Muzzleloader,,nonresident,60,1,1,2,1 in 30.0,30.0,0.03333333333333333
37,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1039,Limited-entry Muzzleloader Buck Deer - Yellowstone - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Yellowstone,Muzzleloader,,resident,45,3,2,5,1 in 9.0,9.0,0.1111111111111111
37,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1039,Limited-entry Muzzleloader Buck Deer - Yellowstone - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Yellowstone,Muzzleloader,,nonresident,5,0,1,1,1 in 5.0,5.0,0.2
38,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1040,Limited-entry Muzzleloader Buck Deer - Southwest Desert - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Southwest Desert,Muzzleloader,,resident,67,2,2,4,1 in 16.8,16.8,0.05952380952380952
38,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1040,Limited-entry Muzzleloader Buck Deer - Southwest Desert - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Southwest Desert,Muzzleloader,,nonresident,37,0,1,1,1 in 37.0,37.0,0.02702702702702703
39,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1041,"Limited-entry Muzzleloader Buck Deer - Wasatch Mtns, East - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"Wasatch Mtns, East",Muzzleloader,,resident,186,11,10,21,1 in 8.9,8.9,0.11235955056179775
39,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1041,"Limited-entry Muzzleloader Buck Deer - Wasatch Mtns, East - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"Wasatch Mtns, East",Muzzleloader,,nonresident,17,2,1,3,1 in 5.7,5.7,0.17543859649122806
40,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1042,"Limited-entry Muzzleloader Buck Deer - West Desert, Vernon - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"West Desert, Vernon",Muzzleloader,,resident,364,19,18,37,1 in 9.8,9.8,0.1020408163265306
40,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1042,"Limited-entry Muzzleloader Buck Deer - West Desert, Vernon - Muzzleloader",Limited-entry Muzzleloader Buck Deer,"West Desert, Vernon",Muzzleloader,,nonresident,64,2,1,3,1 in 21.3,21.3,0.046948356807511735
41,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1043,Limited-entry Muzzleloader Buck Deer - Zion - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Zion,Muzzleloader,,resident,88,7,7,14,1 in 6.3,6.3,0.15873015873015872
41,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1043,Limited-entry Muzzleloader Buck Deer - Zion - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Zion,Muzzleloader,,nonresident,47,1,1,2,1 in 23.5,23.5,0.0425531914893617
42,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1044,Multi-season Limited-entry Buck Deer - Book Cliffs - Any Legal Weapon,Multi-season Limited-entry Buck Deer,Book Cliffs,Any Legal Weapon,,resident,247,3,3,6,1 in 41.2,41.2,0.024271844660194174
42,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1044,Multi-season Limited-entry Buck Deer - Book Cliffs - Any Legal Weapon,Multi-season Limited-entry Buck Deer,Book Cliffs,Any Legal Weapon,,nonresident,139,0,1,1,1 in 139.0,139.0,0.007194244604316547
43,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1045,"Multi-season Limited-entry Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon",Multi-season Limited-entry Buck Deer,"Fillmore, Oak Creek Le",Any Legal Weapon,,resident,234,0,1,1,1 in 234.0,234.0,0.004273504273504274
43,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1045,"Multi-season Limited-entry Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon",Multi-season Limited-entry Buck Deer,"Fillmore, Oak Creek Le",Any Legal Weapon,,nonresident,0,0,0,0,N/A,,
44,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1046,"Multi-season Limited-entry Buck Deer - San Juan, Elk Ridge - Any Legal Weapon",Multi-season Limited-entry Buck Deer,"San Juan, Elk Ridge",Any Legal Weapon,,resident,126,1,1,2,1 in 63.0,63.0,0.015873015873015872
44,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1046,"Multi-season Limited-entry Buck Deer - San Juan, Elk Ridge - Any Legal Weapon",Multi-season Limited-entry Buck Deer,"San Juan, Elk Ridge",Any Legal Weapon,,nonresident,0,0,0,0,N/A,,
45,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1047,Multi-season Limited-entry Buck Deer - Diamond Mtn - Any Legal Weapon,Multi-season Limited-entry Buck Deer,Diamond Mtn,Any Legal Weapon,,resident,104,2,2,4,1 in 26.0,26.0,0.038461538461538464
45,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1047,Multi-season Limited-entry Buck Deer - Diamond Mtn - Any Legal Weapon,Multi-season Limited-entry Buck Deer,Diamond Mtn,Any Legal Weapon,,nonresident,0,0,0,0,N/A,,
46,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1048,"Multi-season Limited-entry Buck Deer - West Desert, Vernon - Any Legal Weapon",Multi-season Limited-entry Buck Deer,"West Desert, Vernon",Any Legal Weapon,,resident,227,3,2,5,1 in 45.4,45.4,0.022026431718061675
46,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1048,"Multi-season Limited-entry Buck Deer - West Desert, Vernon - Any Legal Weapon",Multi-season Limited-entry Buck Deer,"West Desert, Vernon",Any Legal Weapon,,nonresident,78,0,1,1,1 in 78.0,78.0,0.01282051282051282
47,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1053,Limited-entry Muzzleloader Buck Deer - Mt Dutton - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Mt Dutton,Muzzleloader,,resident,28,2,2,4,1 in 7.0,7.0,0.14285714285714285
47,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1053,Limited-entry Muzzleloader Buck Deer - Mt Dutton - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Mt Dutton,Muzzleloader,,nonresident,11,0,1,1,1 in 11.0,11.0,0.09090909090909091
48,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1054,Limited-entry Muzzleloader Buck Deer - Ogden - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Ogden,Muzzleloader,,resident,36,4,4,8,1 in 4.5,4.5,0.2222222222222222
48,24_bg-draw-results.pdf,big_game_draw_results,2024 Draw 5,hunt,DB1054,Limited-entry Muzzleloader Buck Deer - Ogden - Muzzleloader,Limited-entry Muzzleloader Buck Deer,Ogden,Muzzleloader,,nonresident,2,0,1,1,1 in 2.0,2.0,0.5
