hunt_code,huntCode,code,title,hunt_name,species,sex_type,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,boundary_id,boundaryId,unitCode,resolvedBoundaryIds,draw_family,data_status,source_authority,youth_flag,eligibility_class,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,unitName,boundary_id_numeric,boundary_token,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
LO1554,LO1554,LO1554,Southwest Desert,Southwest Desert,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,625,625,625,625,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,9.0,4.0,44.4,4.0,3.4,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Southwest Desert,625,625,,,,,,,,,,,,
LO1555,LO1555,LO1555,"Wasatch Mtns, East","Wasatch Mtns, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,621,621,621,621,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,6.0,4.0,66.7,3.4,5.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,"Wasatch Mtns, East",621,621,,,,,,,,,,,,
LO1556,LO1556,LO1556,"Wasatch Mtns, West","Wasatch Mtns, West",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,620,620,620,620,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,1.0,1.0,100.0,3.0,3.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,"Wasatch Mtns, West",620,620,,,,,,,,,,,,
LO1559,LO1559,LO1559,Zion,Zion,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,635,635,635,635,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,26.0,9.0,34.6,3.3,2.9,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Zion,635,635,,,,,,,,,,,,
LO1591,LO1591,LO1591,Fillmore,Fillmore,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,804,804,804,804,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,1.0,1.0,100.0,3.0,1.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Fillmore,804,804,,,,,,,,,,,,
LO1592,LO1592,LO1592,Kamas,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,611,611,611,611,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Kamas,611,611,,,,,,,,,,,,
LO1593,LO1593,LO1593,Nine Mile,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,615,615,615,615,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,2.0,2.0,100.0,1.5,4.5,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Nine Mile,615,615,,,,,,,,,,,,
LO1594,LO1594,LO1594,Panguitch Lake,Panguitch Lake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,634,634,634,634,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,2.0,2.0,100.0,5.0,4.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Panguitch Lake,634,634,,,,,,,,,,,,
LO1595,LO1595,LO1595,Pine Valley,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,636,636,636,636,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Pine Valley,636,636,,,,,,,,,,,,
LO1596,LO1596,LO1596,Fishlake,Fishlake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,633,633,633,633,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Fishlake,633,633,,,,,,,,,,,,
LO1597,LO1597,LO1597,Zion,Zion,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,635,635,635,635,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,12.0,7.0,58.3,3.4,3.8,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Zion,635,635,,,,,,,,,,,,
LO1598,LO1598,LO1598,North Slope,North Slope,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,612,612,612,612,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,1.0,0.0,0.0,2.0,4.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,North Slope,612,612,,,,,,,,,,,,
LO1599,LO1599,LO1599,Chalk Creek,Chalk Creek,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,69,69,69,69,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,10.0,3.0,30.0,2.3,3.7,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Chalk Creek,69,69,,,,,,,,,,,,
LO1601,LO1601,LO1601,Chalk Creek,Chalk Creek,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,69,69,69,69,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,1.0,0.0,0.0,4.0,3.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Chalk Creek,69,69,,,,,,,,,,,,
LO1603,LO1603,LO1603,East Canyon,East Canyon,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,276,276,276,276,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,9.0,7.0,77.8,3.9,4.8,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,East Canyon,276,276,,,,,,,,,,,,
LO1605,LO1605,LO1605,East Canyon,East Canyon,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,276,276,276,276,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,East Canyon,276,276,,,,,,,,,,,,
LO1607,LO1607,LO1607,Morgan-South Rich,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,117,117,117,117,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,3.0,0.0,0.0,3.0,2.5,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Morgan-South Rich,117,117,,,,,,,,,,,,
LO1609,LO1609,LO1609,Morgan-South Rich,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,117,117,117,117,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Morgan-South Rich,117,117,,,,,,,,,,,,
LO1613,LO1613,LO1613,"Beaver, East","Beaver, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,685,685,685,685,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,5.0,0.0,0.0,4.8,2.5,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,"Beaver, East",685,685,,,,,,,,,,,,
LO1619,LO1619,LO1619,"West Desert, Swasey","West Desert, Swasey",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,926,926,926,926,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,False,STANDARD,,,,,,,3.0,3.0,100.0,4.0,5.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner source confirms hunt in 2026_deer_general_season_private_lands.csv; no quota or permit total published in uploaded source.,True,False,False,BUCK DEER.csv,2026_deer_general_season_private_lands.csv,,,,,,,"West Desert, Swasey",926,926,,,,,,,,,,,,
LO1622,LO1622,LO1622,Oquirrh/Tintic,Oquirrh/Tintic,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,927,927,927,927,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,False,STANDARD,,,,,,,5.0,5.0,100.0,2.6,4.6,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner source confirms hunt in 2026_deer_general_season_private_lands.csv; no quota or permit total published in uploaded source.,True,False,False,BUCK DEER.csv,2026_deer_general_season_private_lands.csv,,,,,,,Oquirrh/Tintic,927,927,,,,,,,,,,,,
LO1625,LO1625,LO1625,Cedar/Stansbury,Cedar/Stansbury,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,925,925,925,925,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,False,STANDARD,,,,,,,1.0,0.0,0.0,8.0,2.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner source confirms hunt in 2026_deer_general_season_private_lands.csv; no quota or permit total published in uploaded source.,True,False,False,BUCK DEER.csv,2026_deer_general_season_private_lands.csv,,,,,,,Cedar/Stansbury,925,925,,,,,,,,,,,,
LO1631,LO1631,LO1631,Box Elder,Box Elder,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,607,607,607,607,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,False,STANDARD,,,,,,,3.0,0.0,0.0,3.5,3.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner source confirms hunt in 2026_deer_general_season_private_lands.csv; no quota or permit total published in uploaded source.,True,False,False,BUCK DEER.csv,2026_deer_general_season_private_lands.csv,,,,,,,Box Elder,607,607,,,,,,,,,,,,
LO1501,LO1501,LO1501,Box Elder,Box Elder,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,607,607,607,607,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Box Elder,607,607,,,,,,,,,,,,
LO1502,LO1502,LO1502,Cache,Cache,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,29,29,29,29,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,1.0,1.0,100.0,5.0,2.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Cache,29,29,,,,,,,,,,,,
LO1503,LO1503,LO1503,Manti/San Rafael,Manti/San Rafael,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,619,619,619,619,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Manti/San Rafael,619,619,,,,,,,,,,,,
LO1504,LO1504,LO1504,Nebo,Nebo,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,616,616,616,616,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Nebo,616,616,,,,,,,,,,,,
LO1506,LO1506,LO1506,Fillmore,Fillmore,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,804,804,804,804,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,1.0,0.0,0.0,7.0,5.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Fillmore,804,804,,,,,,,,,,,,
LO1508,LO1508,LO1508,Kamas,Kamas,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,611,611,611,611,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Kamas,611,611,,,,,,,,,,,,
LO1509,LO1509,LO1509,"La Sal, La Sal Mtns","La Sal, La Sal Mtns",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,617,617,617,617,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,"La Sal, La Sal Mtns",617,617,,,,,,,,,,,,
LO1510,LO1510,LO1510,Monroe,Monroe,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,629,629,629,629,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Monroe,629,629,,,,,,,,,,,,
LO1511,LO1511,LO1511,Mt Dutton,Mt Dutton,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,630,630,630,630,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,1.0,0.0,0.0,15.0,3.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Mt Dutton,630,630,,,,,,,,,,,,
LO1512,LO1512,LO1512,Nine Mile,Nine Mile,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,615,615,615,615,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,3.0,1.0,33.3,7.7,1.7,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Nine Mile,615,615,,,,,,,,,,,,
LO1513,LO1513,LO1513,North Slope,North Slope,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,612,612,612,612,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,North Slope,612,612,,,,,,,,,,,,
LO1514,LO1514,LO1514,Ogden,Ogden,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,609,609,609,609,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,2.0,2.0,100.0,3.5,5.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Ogden,609,609,,,,,,,,,,,,
LO1516,LO1516,LO1516,Panguitch Lake,Panguitch Lake,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,634,634,634,634,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,2.0,2.0,100.0,10.0,4.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Panguitch Lake,634,634,,,,,,,,,,,,
