species,reported_hunt_year,model_target_year,harvest_family,table_name,hunt_code,hunt_name,region,county_or_area,row_scope,sample_n,hunters_afield,male_harvest,female_harvest,unknown_harvest,total_harvest,mean_days_afield,percent_success,source_file,source_page,source_section,source_status,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,permits_sold,total_hunters,total_permits,mean_public_days_afield,mean_private_days_afield,turkeys_per_hunter_day
Turkey,2023,2024,Turkey Fall Management,fall_management_by_region_area_2023,,Summit,Central,Summit,county_or_area,0.0,0.0,,,,,,,2023-24 turkey.pdf,3,"Fall management wild turkey harvest statistics by region and hunt area, Utah 2023.",final,True,True,True,,,,,,
Turkey,2023,2024,Turkey Fall Management,fall_management_by_region_area_2023,,Utah,Central,Utah,county_or_area,108.0,194.0,41.0,68.0,4.0,113.0,4.1,58.3,2023-24 turkey.pdf,3,"Fall management wild turkey harvest statistics by region and hunt area, Utah 2023.",final,True,True,True,,,,,,
Turkey,2023,2024,Turkey Fall Management,fall_management_by_region_area_2023,,Wasatch,Central,Wasatch,county_or_area,39.0,70.0,14.0,18.0,0.0,32.0,4.4,46.2,2023-24 turkey.pdf,3,"Fall management wild turkey harvest statistics by region and hunt area, Utah 2023.",final,True,True,True,,,,,,
Turkey,2023,2024,Turkey Fall Management,fall_management_by_region_area_2023,,Unknown,Central,Unknown,county_or_area,21.0,38.0,11.0,9.0,0.0,20.0,2.3,52.4,2023-24 turkey.pdf,3,"Fall management wild turkey harvest statistics by region and hunt area, Utah 2023.",final,True,True,True,,,,,,
Turkey,2023,2024,Turkey Fall Management,fall_management_by_region_area_2023,,Regional total,Central,Regional total,regional_total,213.0,498.0,101.0,162.0,6.0,269.0,5.0,54.0,2023-24 turkey.pdf,3,"Fall management wild turkey harvest statistics by region and hunt area, Utah 2023.",final,True,True,True,,,,,,
Turkey,2023,2024,Turkey Fall Management,fall_management_by_region_area_2023,,Regional total,Southern,Regional total,regional_total,38.0,25.0,1.0,10.0,1.0,12.0,2.4,47.1,2023-24 turkey.pdf,3,"Fall management wild turkey harvest statistics by region and hunt area, Utah 2023.",final,True,True,True,,,,,,
Turkey,2023,2024,Turkey Fall Management,fall_management_by_region_area_2023,,Regional total,Southeastern,Regional total,regional_total,32.0,25.0,4.0,12.0,0.0,16.0,3.2,65.2,2023-24 turkey.pdf,3,"Fall management wild turkey harvest statistics by region and hunt area, Utah 2023.",final,True,True,True,,,,,,
Turkey,2014,2015,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,208.0,,74.0,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,314.0,281.0,,,,
Turkey,2015,2016,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,363.0,,60.8,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,700.0,597.0,,,,
Turkey,2016,2017,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,822.0,,47.0,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,1178.0,1750.0,,,,
Turkey,2017,2018,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,419.0,,58.8,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,881.0,713.0,,,,
Turkey,2018,2019,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,1678.0,,60.9,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,3415.0,2756.0,,,,
Turkey,2019,2020,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,2963.0,,58.0,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,6167.0,5113.0,,,,
Turkey,2020,2021,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,2964.0,,50.2,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,7710.0,5904.0,,,,
Turkey,2021,2022,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,1652.0,,47.0,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,4619.0,3517.0,,,,
Turkey,2022,2023,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,1255.0,,59.3,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,2843.0,2116.0,,,,
Turkey,2023,2024,Turkey Fall Management Statewide History,fall_management_statewide_history_2014_2023,,Statewide fall management,,,statewide_history,,,,,,898.0,,48.9,2023-24 turkey.pdf,4,"Statewide fall management wild turkey harvest statistics, Utah 2014–2023.",final,True,True,True,2625.0,1838.0,,,,
Turkey,2024,2025,Turkey Spring Limited Entry/CWMU,spring_limited_entry_cwmu_by_hunt_2024,TK1003,Central region,,,hunt_code,128.0,242.0,,,,114.0,,45.5,2023-24 turkey.pdf,5,"Spring limited entry/CWMU wild turkey spring harvest statistics by hunt, Utah 2024.",final,True,True,True,,,277.0,3.0,0.9,
Turkey,2024,2025,Turkey Spring Limited Entry/CWMU,spring_limited_entry_cwmu_by_hunt_2024,TK1004,Northeastern region,,,hunt_code,120.0,169.0,,,,97.0,,57.0,2023-24 turkey.pdf,5,"Spring limited entry/CWMU wild turkey spring harvest statistics by hunt, Utah 2024.",final,True,True,True,,,203.0,2.4,1.2,
Turkey,2024,2025,Turkey Spring Limited Entry/CWMU,spring_limited_entry_cwmu_by_hunt_2024,TK1005,Northern region,,,hunt_code,157.0,300.0,,,,155.0,,50.0,2023-24 turkey.pdf,5,"Spring limited entry/CWMU wild turkey spring harvest statistics by hunt, Utah 2024.",final,True,True,True,,,355.0,2.4,1.1,
Turkey,2024,2025,Turkey Spring Limited Entry/CWMU,spring_limited_entry_cwmu_by_hunt_2024,TK1006,Southeastern region,,,hunt_code,115.0,160.0,,,,79.0,,49.0,2023-24 turkey.pdf,5,"Spring limited entry/CWMU wild turkey spring harvest statistics by hunt, Utah 2024.",final,True,True,True,,,194.0,3.2,0.9,
Turkey,2024,2025,Turkey Spring Limited Entry/CWMU,spring_limited_entry_cwmu_by_hunt_2024,TK1007,Southern region,,,hunt_code,189.0,375.0,,,,181.0,,46.8,2023-24 turkey.pdf,5,"Spring limited entry/CWMU wild turkey spring harvest statistics by hunt, Utah 2024.",final,True,True,True,,,450.0,3.6,0.7,
Turkey,2024,2025,Turkey Spring Limited Entry/CWMU,spring_limited_entry_cwmu_by_hunt_2024,TK1018,Pahvant Ensign CWMU,,,hunt_code,10.0,12.0,,,,5.0,,40.0,2023-24 turkey.pdf,5,"Spring limited entry/CWMU wild turkey spring harvest statistics by hunt, Utah 2024.",final,True,True,True,,,12.0,,3.4,
Turkey,2024,2025,Turkey Spring Limited Entry/CWMU,spring_limited_entry_cwmu_by_hunt_2024,TK1021,East Zion CWMU,,,hunt_code,5.0,6.0,,,,4.0,,60.0,2023-24 turkey.pdf,5,"Spring limited entry/CWMU wild turkey spring harvest statistics by hunt, Utah 2024.",final,True,True,True,,,6.0,,2.4,
Turkey,1991,1992,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,70.0,,12.7,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,607.0,550.0,,,,0.0
Turkey,1992,1993,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,68.0,,13.5,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,559.0,504.0,,,,0.0
Turkey,1993,1994,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,100.0,,19.7,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,542.0,507.0,,,,0.1
Turkey,1994,1995,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,136.0,,34.9,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,440.0,390.0,,,,0.1
Turkey,1995,1996,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,143.0,,34.9,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,470.0,410.0,,,,0.1
Turkey,1996,1997,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,191.0,,39.3,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,529.0,486.0,,,,0.1
Turkey,1997,1998,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,208.0,,36.6,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,602.0,568.0,,,,0.1
Turkey,1998,1999,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,256.0,,45.5,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,621.0,563.0,,,,0.1
Turkey,1999,2000,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,300.0,,40.5,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,753.0,740.0,,,,0.1
Turkey,2000,2001,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,699.0,,69.1,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1062.0,1011.0,,,,0.2
Turkey,2001,2002,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,891.0,,67.7,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1381.0,1317.0,,,,0.2
Turkey,2002,2003,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,785.0,,52.4,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1641.0,1498.0,,,,0.1
Turkey,2003,2004,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,708.0,,49.6,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1528.0,1427.0,,,,0.1
Turkey,2004,2005,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,691.0,,54.0,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1372.0,1279.0,,,,0.1
Turkey,2005,2006,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,953.0,,57.5,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1996.0,1656.0,,,,0.1
Turkey,2006,2007,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,1396.0,,57.5,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,2664.0,2429.0,,,,0.1
Turkey,2007,2008,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,1600.0,,57.2,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,3017.0,2799.0,,,,0.1
Turkey,2008,2009,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,2374.0,,34.8,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,7858.0,6831.0,,,,0.1
Turkey,2009,2010,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,2770.0,,26.0,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,13608.0,11138.0,,,,0.0
Turkey,2010,2011,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,925.0,,35.0,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,3055.0,2640.0,,,,
Turkey,2011,2012,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,865.0,,32.9,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,3104.0,2629.0,,,,
Turkey,2012,2013,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,824.0,,31.8,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,3035.0,2594.0,,,,
Turkey,2013,2014,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,1054.0,,41.1,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,3068.0,2566.0,,,,
Turkey,2014,2015,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,1155.0,,43.4,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,3081.0,2661.0,,,,
Turkey,2015,2016,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,1476.0,,50.6,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,3517.0,2918.0,,,,
Turkey,2016,2017,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,1583.0,,43.9,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,4143.0,3602.0,,,,
Turkey,2017,2018,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,1552.0,,38.9,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,4538.0,3991.0,,,,
Turkey,2018,2019,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,1289.0,,41.5,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,3769.0,3105.0,,,,
Turkey,2019,2020,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,858.0,,39.6,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,2710.0,2164.0,,,,
Turkey,2020,2021,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,724.0,,58.6,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1368.0,1235.0,,,,
Turkey,2021,2022,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,933.0,,40.2,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,2773.0,2323.0,,,,
Turkey,2022,2023,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,749.0,,45.8,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1951.0,1634.0,,,,
Turkey,2023,2024,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,469.0,,36.2,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1711.0,1296.0,,,,
Turkey,2024,2025,Turkey Spring Limited Entry/CWMU Statewide History,spring_limited_entry_cwmu_statewide_history_1991_2024,,Statewide limited-entry/CWMU,,,statewide_history,,,,,,635.0,,50.4,2023-24 turkey.pdf,6,"Statewide limited-entry/CWMU wild turkey harvest statistics, Utah 1991–2024.",final,True,True,True,1497.0,1259.0,,,,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Box Elder,Northern,Box Elder,county_or_area,18.0,93.0,,,,26.0,,27.8,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,1.3,1.7,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Cache,Northern,Cache,county_or_area,42.0,216.0,,,,67.0,,31.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.0,2.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Davis,Northern,Davis,county_or_area,8.0,41.0,,,,5.0,,12.5,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.0,0.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Morgan,Northern,Morgan,county_or_area,5.0,26.0,,,,5.0,,20.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,0.4,2.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Rich,Northern,Rich,county_or_area,0.0,,,,,,,,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,,,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Summit,Northern,Summit,county_or_area,4.0,21.0,,,,5.0,,25.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.0,1.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Weber,Northern,Weber,county_or_area,19.0,98.0,,,,31.0,,31.6,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,1.2,1.5,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Regional total,Northern,Regional total,regional_total,96.0,495.0,,,,139.0,,28.1,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.2,1.6,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Juab,Central,Juab,county_or_area,13.0,67.0,,,,10.0,,15.4,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.2,0.1,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Salt Lake,Central,Salt Lake,county_or_area,5.0,26.0,,,,5.0,,20.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.2,0.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Sanpete,Central,Sanpete,county_or_area,17.0,88.0,,,,5.0,,5.9,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.8,1.1,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Tooele,Central,Tooele,county_or_area,11.0,57.0,,,,5.0,,9.1,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.3,0.4,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Utah,Central,Utah,county_or_area,57.0,294.0,,,,31.0,,10.5,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.4,0.6,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Wasatch,Central,Wasatch,county_or_area,12.0,62.0,,,,15.0,,25.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.2,1.3,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Regional total,Central,Regional total,regional_total,115.0,594.0,,,,71.0,,12.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.3,0.7,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Beaver,Southern,Beaver,county_or_area,17.0,88.0,,,,15.0,,17.6,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.4,1.0,
