hunt_code,hunt_name,species,permit_field,allotment_field,dwr_field,permit_dwr_comparison_status,allotment_action,database_permit_value,allotment_value_after,dwr_huntplanner_value,source_url
BI6503,Henry Mtns,Bison,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6503
BI6503,Henry Mtns,Bison,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6503
BI6503,Henry Mtns,Bison,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,6,6,6,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6503
BI6504,Henry Mtns,Bison,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6504
BI6504,Henry Mtns,Bison,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6504
BI6504,Henry Mtns,Bison,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,7,7,7,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6504
BI6505,Henry Mtns,Bison,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,8,8,8,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6505
BI6505,Henry Mtns,Bison,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6505
BI6505,Henry Mtns,Bison,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,11,11,11,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6505
BI6506,Henry Mtns,Bison,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,11,11,11,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6506
BI6506,Henry Mtns,Bison,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6506
BI6506,Henry Mtns,Bison,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,11,11,11,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6506
BI6509,Henry Mtns,Bison,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6509
BI6509,Henry Mtns,Bison,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6509
BI6509,Henry Mtns,Bison,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6509
BI6516,Henry Mtns,Bison,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,6,6,6,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6516
BI6516,Henry Mtns,Bison,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6516
BI6516,Henry Mtns,Bison,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,6,6,6,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6516
BI6539,Henry Mtns,Bison,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,11,11,11,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6539
BI6539,Henry Mtns,Bison,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6539
BI6539,Henry Mtns,Bison,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,11,11,11,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6539
DB1000,Henry Mtns Premium,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,8,8,8,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1000
DB1000,Henry Mtns Premium,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1000
DB1000,Henry Mtns Premium,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1000
DB1003,Henry Mtns Premium,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,24,24,24,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1003
DB1003,Henry Mtns Premium,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1003
DB1003,Henry Mtns Premium,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,27,27,27,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1003
DB1005,Henry Mtns Premium,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,8,8,8,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1005
DB1005,Henry Mtns Premium,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1005
DB1005,Henry Mtns Premium,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1005
DB1007,Henry Mtns Premium,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1007
DB1007,Henry Mtns Premium,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1007
DB1007,Henry Mtns Premium,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1007
DB1009,Henry Mtns Management,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,10,10,10,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1009
DB1009,Henry Mtns Management,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1009
DB1009,Henry Mtns Management,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,11,11,11,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1009
DS6600,Henry Mtns,Desert Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6600
DS6600,Henry Mtns,Desert Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6600
DS6600,Henry Mtns,Desert Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6600
EA1077,Boulder-Circle Cliffs,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,27,27,27,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1077
EA1077,Boulder-Circle Cliffs,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1077
EA1077,Boulder-Circle Cliffs,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,30,30,30,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1077
PB5034,Kaiparowits,Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5034
PB5034,Kaiparowits,Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5034
PB5034,Kaiparowits,Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5034
DS1002,"Kaiparowits, East",Desert Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,1,1,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS1002
DS1002,"Kaiparowits, East",Desert Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS1002
DS1002,"Kaiparowits, East",Desert Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,1,1,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS1002
DS6601,"Kaiparowits, East",Desert Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,10,10,10,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6601
DS6601,"Kaiparowits, East",Desert Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6601
DS6601,"Kaiparowits, East",Desert Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6601
DS1006,"Kaiparowits, West",Desert Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,1,1,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS1006
DS1006,"Kaiparowits, West",Desert Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS1006
DS1006,"Kaiparowits, West",Desert Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,1,1,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS1006
DS6603,"Kaiparowits, West",Desert Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6603
DS6603,"Kaiparowits, West",Desert Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6603
DS6603,"Kaiparowits, West",Desert Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DS6603
GO6804,High Uintas Kamas,Mountain Goat,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=GO6804
GO6804,High Uintas Kamas,Mountain Goat,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=GO6804
GO6804,High Uintas Kamas,Mountain Goat,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=GO6804
EA1035,"Kamas, Oakley",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,112,112,112,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1035
EA1035,"Kamas, Oakley",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1035
EA1035,"Kamas, Oakley",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,125,125,125,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1035
EA1207,"Nebo, Moroni Hills",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1207
EA1207,"Nebo, Moroni Hills",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1207
EA1207,"Nebo, Moroni Hills",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,10,10,10,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1207
EA1226,"Nebo, Moroni Hills",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1226
EA1226,"Nebo, Moroni Hills",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1226
EA1226,"Nebo, Moroni Hills",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,10,10,10,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1226
BR7021,Dolores Triangle,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7021
BR7021,Dolores Triangle,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7021
BR7021,Dolores Triangle,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7021
BR7126,Dolores Triangle,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,6,6,6,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7126
BR7126,Dolores Triangle,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7126
BR7126,Dolores Triangle,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,6,6,6,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7126
BR7238,Dolores Triangle,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7238
BR7238,Dolores Triangle,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7238
BR7238,Dolores Triangle,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7238
DB1013,Dolores Triangle,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1013
DB1013,Dolores Triangle,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1013
DB1013,Dolores Triangle,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1013
DB1020,Dolores Triangle,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1020
DB1020,Dolores Triangle,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1020
DB1020,Dolores Triangle,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,15,15,15,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1020
DB1031,Dolores Triangle,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1031
DB1031,Dolores Triangle,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1031
DB1031,Dolores Triangle,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1031
DB1118,Dolores Triangle,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1118
DB1118,Dolores Triangle,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1118
DB1118,Dolores Triangle,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1118
EA1037,Dolores Triangle,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,45,45,45,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1037
EA1037,Dolores Triangle,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1037
EA1037,Dolores Triangle,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,50,50,50,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1037
EB3044,Dolores Triangle,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,6,6,6,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3044
EB3044,Dolores Triangle,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3044
EB3044,Dolores Triangle,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,7,7,7,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3044
EL3044,La Sal Dolores Triangle,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3044
EL3044,La Sal Dolores Triangle,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3044
EL3044,La Sal Dolores Triangle,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3044
PD1033,"San Rafael, Poison Springs Bench",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1033
PD1033,"San Rafael, Poison Springs Bench",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1033
PD1033,"San Rafael, Poison Springs Bench",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,15,15,15,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1033
DA1003,"Monroe/Plateau, Sevier Valley",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1003
DA1003,"Monroe/Plateau, Sevier Valley",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1003
DA1003,"Monroe/Plateau, Sevier Valley",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,15,15,15,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1003
EA1231,"West Desert, Tintic Valley",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,45,45,45,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1231
