folder,title,type,year,href
"DRAW RESULTS","Big game and antlerless bonus and preference point purchase results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/b7af20c9__Big game and antlerless bonus and preference point purchase results.pdf"
"DRAW RESULTS","Big game limited entry &amp; once in a lifetime draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/6326e915__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf"
"DRAW RESULTS","cougar Drawing odds","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/41c98e7e__cougar_Drawing odds.pdf"
"DRAW RESULTS","Dedicated Hunter deer draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/d15e7b03__Dedicated Hunter deer draw results.pdf"
"DRAW RESULTS","General season deer draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/6a1df976__General-season deer draw results.pdf"
"DRAW RESULTS","Lifetime general season deer draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/3c8168b4__Lifetime general-season deer draw results.pdf"
"DRAW RESULTS","Sportsman draw odds report","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/82e44204__Sportsman draw odds report.pdf"
"DRAW RESULTS","turkey 2023 turkey bonus points draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/88bceb9e__turkey_2023_turkey_bonus_points_draw_results.pdf"
"DRAW RESULTS","turkey 2023 youth turkey draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/e91f282e__turkey_2023_youth_turkey_draw_results.pdf"
"DRAW RESULTS","Youth antlerless big game draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/72649cd3__Youth antlerless big game draw results.pdf"
"DRAW RESULTS","Youth Dedicated Hunter deer draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/685de6db__Youth Dedicated Hunter deer draw results.pdf"
"DRAW RESULTS","Youth draw only elk bonus point draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/17ed709a__Youth draw-only elk bonus point draw results.pdf"
"DRAW RESULTS","Youth general season deer draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/6dc7c678__Youth general-season deer draw results.pdf"
"DRAW RESULTS","21 22 sportsman odds","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21-22_sportsman_odds.pdf"
"DRAW RESULTS","21 antlerless drawing odds report","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","21 bg odds","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_bg-odds.pdf"
"DRAW RESULTS","21 deer odds","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_deer_odds.pdf"
"DRAW RESULTS","21 dh odds","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_dh_odds.pdf"
"DRAW RESULTS","21 drawing odds","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_drawing_odds.pdf"
"DRAW RESULTS","21 lifetime deer","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_lifetime_deer.pdf"
"DRAW RESULTS","21 youth antlerless drawing odds report","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_youth_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","21 youth bull elk","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_youth_bull_elk.pdf"
"DRAW RESULTS","21 youth deer","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_youth_deer.pdf"
"DRAW RESULTS","21 youth dh odds","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_youth_dh_odds.pdf"
"DRAW RESULTS","Antlerless big game draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/a0d8e70e__Antlerless big game draw results.pdf"
"DRAW RESULTS","Big game limited entry &amp; once in a lifetime draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/15e1470a__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf"
"DRAW RESULTS","black bear 22 drawing odds","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/eff53094__black_bear_22_drawing_odds.pdf"
"DRAW RESULTS","cougar Drawing odds","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/7cfe81c3__cougar_Drawing odds.pdf"
"DRAW RESULTS","Dedicated Hunter deer draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/c9f1b779__Dedicated Hunter deer draw results.pdf"
"DRAW RESULTS","General season buck deer draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/705f30a5__General-season buck deer draw results.pdf"
"DRAW RESULTS","Lifetime general season deer draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/449c6db8__Lifetime general-season deer draw results.pdf"
"DRAW RESULTS","Sportsman draw odds report","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/10e8e26a__Sportsman draw odds report.pdf"
"DRAW RESULTS","turkey 2022 turkey bonus points draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/d534ae44__turkey_2022_turkey_bonus_points_draw_results.pdf"
"DRAW RESULTS","turkey 2022 youth turkey draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/85ebe309__turkey_2022_youth_turkey_draw_results.pdf"
"DRAW RESULTS","Youth antlerless big game draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/96724720__Youth antlerless big game draw results.pdf"
"DRAW RESULTS","Youth Dedicated Hunter deer draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/4d3103f2__Youth Dedicated Hunter deer draw results.pdf"
"DRAW RESULTS","Youth draw only elk bonus point draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/b6af6d7d__Youth draw-only elk bonus point draw results.pdf"
"DRAW RESULTS","Youth general season deer draw results","pdf","2022","./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/91fa9658__Youth general-season deer draw results.pdf"
"DRAW RESULTS","20 21 sportsman odds","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf"
"DRAW RESULTS","20 antlerless drawing odds report","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","20 bg odds","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_bg-odds.pdf"
"DRAW RESULTS","20 deer odds","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_deer_odds.pdf"
"DRAW RESULTS","20 dh odds","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_dh_odds.pdf"
"DRAW RESULTS","20 drawing odds","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_drawing_odds.pdf"
"DRAW RESULTS","20 lifetime deer","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_lifetime_deer.pdf"
"DRAW RESULTS","20 youth antlerless drawing odds report","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_youth_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","20 youth bull elk","pdf","2021","./pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_youth_bull_elk.pdf"
