hunt_code,hunt_name,species,permits_2024,permits_2025,permits_2026,permit_change_pct_2025_to_2026,draw_family_changed,species_changed,change_flags,context_note
EB3050,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EB3089,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EB3113,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EB3186,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EB3187,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EL3011,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EL3049,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EL3050,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EL3089,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EL3186,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EL3187,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
DB1106,Thousand Lakes,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1106, DB1107, DB1108, DB1109, DB1036"
DB1107,Thousand Lakes,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1106, DB1107, DB1108, DB1109, DB1036"
DB1108,Thousand Lakes,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1106, DB1107, DB1108, DB1109, DB1036"
DB1109,Thousand Lakes,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1106, DB1107, DB1108, DB1109, DB1036"
DB1036,Thousand Lakes,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1106, DB1107, DB1108, DB1109, DB1036"
DB1055,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
DB1519,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
DB1549,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
DB1579,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
DB1596,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
DB1788,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
LO1519,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
LO1549,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
LO1579,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
LO1596,Fishlake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1055, DB1519, DB1549, DB1579, DB1596, DB1788, LO1519, LO1549, LO1579, LO1596"
DB1083,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
DB1516,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
DB1546,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
DB1576,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
DB1594,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
DB1785,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
LO1516,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
LO1546,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
LO1576,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
LO1594,Panguitch Lake,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1083, DB1516, DB1546, DB1576, DB1594, DB1785, LO1516, LO1546, LO1576, LO1594"
EA1069,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EA1283,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EA1284,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EA1285,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EA2018,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EB3015,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EB3056,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EB3057,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EB3093,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EB3117,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EB3188,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EB3189,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EL3015,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EL3056,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EL3057,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EL3093,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EL3188,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
EL3189,Panguitch Lake,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1069, EA1283, EA1284, EA1285, EA2018, EB3015, EB3056, EB3057, EB3093, EB3117, EB3188, EB3189, EL3015, EL3056, EL3057, EL3093, EL3188, EL3189"
DB1043,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
DB1529,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
DB1559,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
DB1589,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
DB1597,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
DB1798,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
LO1529,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
LO1559,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
LO1589,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
LO1597,Zion,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1043, DB1529, DB1559, DB1589, DB1597, DB1798, LO1529, LO1559, LO1589, LO1597"
EA1117,Zion,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1117, EA2020, EA1116"
EA2020,Zion,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1117, EA2020, EA1116"
EA1116,Zion,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1117, EA2020, EA1116"
DB1034,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
DB1517,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
DB1547,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
DB1577,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
DB1595,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
DB1786,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
LO1517,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
LO1547,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
LO1577,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
LO1595,Pine Valley,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1034, DB1517, DB1547, DB1577, DB1595, DB1786, LO1517, LO1547, LO1577, LO1595"
EA1254,Pine Valley,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1254, EA1074"
EA1074,Pine Valley,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1254, EA1074"
PB5013,Pine Valley,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5013, PB5042, PB5062"
PB5042,Pine Valley,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5013, PB5042, PB5062"
PB5062,Pine Valley,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5013, PB5042, PB5062"
EB3511,Cotton Thomas CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3511, EA1126"
EA1126,Cotton Thomas CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3511, EA1126"
BI6532,"Book Cliffs, Bitter Creek",Bison,,,,,,,same_name_different_code,"Same name/species maps to codes: BI6532, BI6534, BI6535, BI6536"
BI6534,"Book Cliffs, Bitter Creek",Bison,,,,,,,same_name_different_code,"Same name/species maps to codes: BI6532, BI6534, BI6535, BI6536"
BI6535,"Book Cliffs, Bitter Creek",Bison,,,,,,,same_name_different_code,"Same name/species maps to codes: BI6532, BI6534, BI6535, BI6536"
BI6536,"Book Cliffs, Bitter Creek",Bison,,,,,,,same_name_different_code,"Same name/species maps to codes: BI6532, BI6534, BI6535, BI6536"
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5001, PB5026"
PB5026,"Book Cliffs, Bitter Creek",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5001, PB5026"
RS6720,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: RS6720, RS6726, RS6727"
RS6726,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: RS6720, RS6726, RS6727"
RS6727,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: RS6720, RS6726, RS6727"
DB1111,"Beaver, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1111, DB1614, DB1615, DB1616, DB1803, LO1614, LO1615, LO1616"
DB1614,"Beaver, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1111, DB1614, DB1615, DB1616, DB1803, LO1614, LO1615, LO1616"
DB1615,"Beaver, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1111, DB1614, DB1615, DB1616, DB1803, LO1614, LO1615, LO1616"
DB1616,"Beaver, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1111, DB1614, DB1615, DB1616, DB1803, LO1614, LO1615, LO1616"
DB1803,"Beaver, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1111, DB1614, DB1615, DB1616, DB1803, LO1614, LO1615, LO1616"
LO1614,"Beaver, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1111, DB1614, DB1615, DB1616, DB1803, LO1614, LO1615, LO1616"
LO1615,"Beaver, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1111, DB1614, DB1615, DB1616, DB1803, LO1614, LO1615, LO1616"
LO1616,"Beaver, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1111, DB1614, DB1615, DB1616, DB1803, LO1614, LO1615, LO1616"
EA1203,"Box Elder, Pilot Mtn",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1203, EA1204, EB3031, EB3130, EB3209"
EA1204,"Box Elder, Pilot Mtn",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1203, EA1204, EB3031, EB3130, EB3209"
EB3031,"Box Elder, Pilot Mtn",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1203, EA1204, EB3031, EB3130, EB3209"
EB3130,"Box Elder, Pilot Mtn",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1203, EA1204, EB3031, EB3130, EB3209"
EB3209,"Box Elder, Pilot Mtn",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1203, EA1204, EB3031, EB3130, EB3209"
EL3031,Box Elder Pilot Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3031, EL3130"
EL3130,Box Elder Pilot Mtn,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3031, EL3130"
BR1009,La Sal,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR1009, BR1012, BR1017, BR7307, BR7008, BR7108, BR7208"
BR1012,La Sal,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR1009, BR1012, BR1017, BR7307, BR7008, BR7108, BR7208"
BR1017,La Sal,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR1009, BR1012, BR1017, BR7307, BR7008, BR7108, BR7208"
BR7307,La Sal,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR1009, BR1012, BR1017, BR7307, BR7008, BR7108, BR7208"
BR7008,La Sal,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR1009, BR1012, BR1017, BR7307, BR7008, BR7108, BR7208"
BR7108,La Sal,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR1009, BR1012, BR1017, BR7307, BR7008, BR7108, BR7208"
BR7208,La Sal,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR1009, BR1012, BR1017, BR7307, BR7008, BR7108, BR7208"
DB1110,"Beaver, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1110, DB1611, DB1612, DB1613, DB1802, LO1611, LO1612, LO1613"
DB1611,"Beaver, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1110, DB1611, DB1612, DB1613, DB1802, LO1611, LO1612, LO1613"
DB1612,"Beaver, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1110, DB1611, DB1612, DB1613, DB1802, LO1611, LO1612, LO1613"
