workbook,pdf_exists,row_number,hunt_code,hunt_name,species,age_cell_value,hard_data_age,hard_data_reported_hunt_year,hard_data_source_file,status
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,4,EL3003,Cache Meadowville,Elk,7,7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,5,EL3005,Cache South,Elk,7.1,7.1,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,6,EL3006,Manti,Elk,6.5,6.5,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,7,EL3008,Fillmore Pahvant,Elk,7.7,7.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,8,EL3009,La Sal La Sal Mtns,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,9,EL3010,Monroe,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,10,EL3011,Mt Dutton,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,11,EL3013,North Slope Three Corners,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,12,EL3015,Panguitch Lake,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,13,EL3018,Fishlake/Thousand Lakes,Elk,6.9,6.9,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,14,EL3019,San Juan Bull Elk,Elk,7.6,7.6,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,15,EL3020,Diamond Mtn,Elk,7,7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,16,EL3022,Wasatch Mtns,Elk,5,5,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,17,EL3024,Beaver East,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,18,EL3025,Beaver East,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,19,EL3028,Book Cliffs Little Creek Roadless,Elk,8.3,8.3,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,20,EL3031,Box Elder Pilot Mtn,Elk,5.7,5.7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,21,EL3032,Cache Meadowville,Elk,7,7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,22,EL3033,Cache Meadowville,Elk,7,7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,23,EL3036,Cache South,Elk,7.1,7.1,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,24,EL3037,Cache South,Elk,7.1,7.1,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,25,EL3038,Manti,Elk,6.5,6.5,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,26,EL3039,Manti,Elk,6.5,6.5,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,27,EL3042,Fillmore Pahvant,Elk,7.7,7.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,28,EL3043,Fillmore Pahvant,Elk,7.7,7.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,29,EL3044,La Sal Dolores Triangle,Elk,6.5,6.5,2022,968EFF87__2022_le_oial_all.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,30,EL3045,La Sal La Sal Mtns,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,31,EL3046,La Sal La Sal Mtns,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,32,EL3047,Monroe,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,33,EL3048,Monroe,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,34,EL3049,Mt Dutton,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,35,EL3050,Mt Dutton,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,36,EL3053,North Slope Three Corners,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,37,EL3056,Panguitch Lake,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,38,EL3057,Panguitch Lake,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,39,EL3063,Fishlake/Thousand Lakes,Elk,6.9,6.9,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,40,EL3064,Fishlake/Thousand Lakes,Elk,6.9,6.9,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,41,EL3065,Fishlake/Thousand Lakes,Elk,6.9,6.9,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,42,EL3066,San Juan Bull Elk,Elk,7.6,7.6,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,43,EL3067,San Juan Bull Elk,Elk,7.6,7.6,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,44,EL3068,Diamond Mtn,Elk,7,7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,45,EL3069,Diamond Mtn,Elk,7,7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,46,EL3072,Wasatch Mtns,Elk,5,5,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,47,EL3073,Wasatch Mtns,Elk,5,5,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,48,EL3077,Beaver East,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,49,EL3079,Book Cliffs Little Creek Roadless,Elk,8.3,8.3,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,50,EL3081,Cache Meadowville,Elk,7,7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,51,EL3083,Cache South,Elk,7.1,7.1,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,52,EL3084,Manti,Elk,6.5,6.5,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,53,EL3086,Fillmore Pahvant,Elk,7.7,7.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,54,EL3087,La Sal La Sal Mtns,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,55,EL3088,Monroe,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,56,EL3089,Mt Dutton,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,57,EL3091,North Slope Three Corners,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,58,EL3093,Panguitch Lake,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,59,EL3096,Fishlake/Thousand Lakes,Elk,6.9,6.9,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,60,EL3097,San Juan Bull Elk,Elk,7.6,7.6,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,61,EL3098,Diamond Mtn,Elk,7,7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,62,EL3100,Wasatch Mtns,Elk,5,5,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,63,EL3126,Manti,Elk,6.5,6.5,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,64,EL3127,Wasatch Mtns,Elk,5,5,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,65,EL3130,Box Elder Pilot Mtn,Elk,5.7,5.7,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,66,EL3132,Cache North,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,67,EL3135,Barney Top/Kaiparowits,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,68,EL3136,Southwest Desert North,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,69,EL3137,West Desert Deep Creek,Elk,7.4,7.4,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,70,EL3139,Cache North,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,71,EL3142,Barney Top/Kaiparowits,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,72,EL3143,Southwest Desert North,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,73,EL3144,West Desert Deep Creek,Elk,7.4,7.4,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,74,EL3145,Boulder,Elk,7.8,7.8,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,75,EL3146,Southwest Desert South,Elk,6.6,6.6,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,76,EL3147,Box Elder Grouse Creek,Elk,6.4,6.4,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,77,EL3148,Boulder,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,78,EL3149,Southwest Desert South,Elk,6.6,6.6,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,79,EL3150,Box Elder Grouse Creek,Elk,6.4,6.4,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,80,EL3151,Boulder,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,81,EL3152,Southwest Desert South,Elk,6.6,6.6,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,82,EL3153,Box Elder Grouse Creek,Elk,6.4,6.4,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,83,EL3154,Boulder,Elk,7.8,7.8,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,84,EL3155,Southwest Desert South,Elk,6.6,6.6,2021,21_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,85,EL3158,Beaver East,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,86,EL3159,Beaver East,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,87,EL3160,Book Cliffs Bitter Creek/East,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,88,EL3161,Book Cliffs Bitter Creek/East,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,89,EL3162,Book Cliffs Bitter Creek/East,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,90,EL3163,Book Cliffs Bitter Creek/East,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,91,EL3164,Book Cliffs Bitter Creek/East,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,92,EL3166,Book Cliffs Bitter Creek/East,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,93,EL3167,Book Cliffs Little Creek Roadless,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,94,EL3168,Cache Meadowville,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,95,EL3169,Cache Meadowville,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,96,EL3170,Cache South,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,97,EL3171,Cache South,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,98,EL3172,Manti,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,99,EL3173,Nebo/San Pitch Mtns,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,100,EL3174,Nebo/San Pitch Mtns,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,101,EL3175,Nebo/San Pitch Mtns,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,102,EL3176,Nebo/San Pitch Mtns,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,103,EL3177,Nebo/San Pitch Mtns,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,104,EL3179,Nebo/San Pitch Mtns,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,105,EL3180,Fillmore Pahvant,Elk,7.7,7.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,106,EL3181,Fillmore Pahvant,Elk,7.7,7.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,107,EL3182,La Sal La Sal Mtns,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,108,EL3183,La Sal La Sal Mtns,Elk,5.7,5.7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,109,EL3184,Monroe,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,110,EL3185,Monroe,Elk,9.1,9.1,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,111,EL3186,Mt Dutton,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,112,EL3187,Mt Dutton,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,113,EL3188,Panguitch Lake,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,114,EL3189,Panguitch Lake,Elk,7.8,7.8,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,115,EL3190,Boulder,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,116,EL3191,Boulder,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,117,EL3192,Fishlake/Thousand Lakes,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,118,EL3193,San Juan Bull Elk,Elk,7.6,7.6,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,119,EL3194,San Juan Bull Elk,Elk,7.6,7.6,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,120,EL3195,Diamond Mtn,Elk,7,7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,121,EL3196,Diamond Mtn,Elk,7,7,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,122,EL3197,Southwest Desert South,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,123,EL3198,Southwest Desert South,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,124,EL3199,Wasatch Mtns,Elk,5,5,2023,2023 Hunt Success.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,125,EL3205,East Canyon,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,126,EL3208,Morgan-South Rich,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,127,EL3210,North Slope Three Corners,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,128,LO0011,Diamond Mtn Landowner Association,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,129,LO0012,Diamond Mtn Landowner Association,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,130,LO0013,Diamond Mtn Landowner Association,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,131,LO0014,Diamond Mtn Landowner Association,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.xlsx,true,132,LO0015,Diamond Mtn Landowner Association,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL.xlsx,true,2,EB3000,Beaver East,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL.xlsx,true,3,EB3002,Book Cliffs Little Creek Roadless,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL.xlsx,true,4,EB3003,Cache Meadowville,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL.xlsx,true,5,EB3005,Cache South,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL.xlsx,true,6,EB3006,Manti,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL.xlsx,true,7,EB3008,Fillmore Pahvant,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 ELK BULL L.E MATURE BULL.xlsx,true,8,EB3009,La Sal Mtns,Elk,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
