service_root,layer_id,layer_name,field_name,field_alias,field_type,hit_source,age_term_hits,false_positive_age_hits,harvest_term_hits,sample_value,sample_url
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,516,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,Double Cone (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,489,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,Green Canyon (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,504,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,Park Valley Hereford (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,492,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,North Peaks (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,590,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,Rabbit Creek (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,BoundaryID,,sample_attribute,sample_attribute,,,boundary,531,https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer,0,UDWR.DWRADMIN.DWR_CWMU_Tradelands,Boundary_Name,,sample_attribute,sample_attribute,,,boundary,Johnson Mtn Ranch (CWMU Tradelands are areas that allow the public to hunt during the hunting season.),https://dwrmapserv.utah.gov/dwrarcgis/rest/services/hunt/CWMU_Tradelands_ver3/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=10&f=json
